frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,0,0,1282535,1,0,0,97,0.3072646379182272,-0.221988682186534,0.02494034873844531,0|1|2|3,0|0|0|0,0.3783105392622612|-0.12539227322192437|-0.221988682186534|-0.0681188312921337,2|-1|-1|0,0.037827177832892606|-0.027714524631290247|0.02494034873844531|0.02494376772813664,-0.12168946073773879|0.12460772677807563|0.028011317813465997|-0.0681188312921337,0,207,4,1,0,0,8,1,11,-10,12 15 9 6 1,182 5 187 253 114 52 237 149,26 255 188 115 130 186 51 181,12 15 9 6 1 12 12 13,
1,1,1,2782958,1,0,0,111,0.4330478573924529,-0.39665321655722807,0.02856085909816292,0|1|2|3,0|0|0|0,0.10122078131042889|0.1792236511297265|-0.39665321655722807|-0.28491546882765517,0|1|-2|-1,0.028562036029225073|-0.0069481088402596584|0.02856085909816292|0.0020428403789140583,0.10122078131042889|-0.07077634887027351|0.10334678344277193|-0.03491546882765517,0,207,0,1,0,0,8,2,14,-12,12 15 1 8 2,54 201 216 97 159 182 237 85,122 247 132 27 206 171 46 77,12 15 1 8 2 1 4 2,
2,2,2,4282767,1,0,1,-27,-0.41440580746628,-0.30386470236211904,-0.007026452175380941,0|1|2|3,0|0|0|0,0.3352479217473129|-0.3084175857645777|-0.30386470236211904|0.14969191786786473,1|-1|-1|1,-0.006814166694386421|0.06248352148418246|-0.007026452175380941|-0.00681425944493364,0.08524792174731288|-0.05841758576457767|-0.053864702362119043|-0.10030808213213527,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 238 150,79 139 232 139 210 254 209 90,2 1 7 1 11 15 11 10,
3,3,3,5783583,1,0,0,85,-0.3533012981589223,0.31093256023539695,0.021695381049272367,0|1|2|3,0|0|0|0,0.25190994873330386|-0.10537892275926608|0.31093256023539695|-0.33292489302022954,1|0|1|-1,-0.06346093416016789|-0.006895327809643242|0.021695381049272367|-0.0634620268966613,0.0019099487333038567|-0.10537892275926608|0.06093256023539695|-0.08292489302022954,0,225,3,1,0,0,8,10,23,-13,14 1 7 0 10,198 250 81 19 97 9 216 104,100 138 235 16 91 71 224 208,14 1 7 0 10 2 7 11,
4,4,4,7283503,1,1,1,-27,0.38392945767970926,0.04321853439216217,-0.006821834770945327,0|1|2|3,1|1|1|1,-0.464731971120234|-0.24182553533635565|0.04321853439216217|0.17446029723060041,-2|-1|0|1,-0.006821194316128795|-0.006821793627799945|-0.006821834770945327|-0.006821443986242668,0.03526802887976599|0.008174464663644354|0.04321853439216217|-0.07553970276939959,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
5,5,5,8783870,1,1,1,-27,0.3714773104614319,-0.06217088705603968,-0.0068250263198530265,0|1|2|3,1|1|1|1,0.44166421208969586|-0.28901785155067217|-0.06217088705603968|0.20261398399275832,2|-1|0|1,-0.00682509032921732|-0.0068252639958529425|-0.0068250263198530265|-0.006824920064202686,-0.05833578791030414|-0.03901785155067217|-0.06217088705603968|-0.04738601600724168,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
6,7,7,11784600,1,0,0,-27,-0.021455455704380424,0.2441785418219471,-0.006925736993977953,0|1|2|3,0|0|0|0,0.3655528210208132|-0.03881733069993487|0.2441785418219471|0.4179068465736586,1|0|1|2,-0.006833227198833827|-0.04273312221908789|-0.006925736993977953|-0.04275356080218947,0.11555282102081321|-0.03881733069993487|-0.005821458178052907|-0.08209315342634138,0,122,5,1,0,0,8,18,27,-9,7 10 11 11 2,109 187 208 193 37 9 54 134,231 121 210 146 72 196 233 2,7 10 11 11 2 3 7 0,
7,8,8,14785333,1,1,1,-27,0.3101939766016953,-0.011768818246281731,-0.006840733551209326,0|1|2|3,1|1|1|1,0.4744985043183323|-0.25812667572856035|-0.011768818246281731|0.2431519888950383,2|-1|0|1,-0.006840860215321127|-0.006840438732466121|-0.006840733551209326|-0.006840596243343814,-0.025501495681667707|-0.00812667572856035|-0.011768818246281731|-0.006848011104961693,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
8,9,9,16285700,1,1,1,-27,0.30009089383712184,-0.005624259930170572,-0.006843323022904161,0|1|2|3,1|1|1|1,-0.48082066412486046|-0.22598212080556318|-0.005624259930170572|0.1777714817708541,-2|-1|0|1,-0.006843237722485506|-0.006843774004475343|-0.006843323022904161|-0.0068428090174160695,0.019179335875139536|0.02401787919443682|-0.005624259930170572|-0.07222851822914589,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
9,10,10,17786065,1,1,1,-27,0.2840118263906606,-0.017932344562426983,-0.0068474441699839395,0|1|2|3,1|1|1|1,-0.4642255392715648|-0.2337480642523636|-0.017932344562426983|0.1569647227209663,-2|-1|0|1,-0.006846671806960305|-0.006847683330583028|-0.0068474441699839395|-0.006847578550403729,0.03577446072843521|0.016251935747636392|-0.017932344562426983|-0.09303527727903371,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
10,11,11,19286433,1,1,1,-27,0.27028176621821676,-0.14786443685729067,-0.0068509632545063,0|1|2|3,0|1|1|1,0.2511831732328518|-0.38153571162172606|-0.14786443685729067|0.10451022404559507,1|-2|-1|0,-0.006850318715010586|-0.00685074002793707|-0.0068509632545063|-0.006851333062385658,0.0011831732328517752|0.11846428837827394|0.10213556314270933|0.10451022404559507,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
11,12,12,20786797,1,1,1,-27,0.25586856169596944,-0.07936761451686669,-0.006854657432413376,0|1|2|3,1|1|1|1,0.4244475026227279|-0.3236139238422194|-0.07936761451686669|0.15673660706611425,2|-1|0|1,-0.006854619138146178|-0.006854625744861269|-0.006854657432413376|-0.0068546707333380094,-0.0755524973772721|-0.07361392384221938|-0.07936761451686669|-0.09326339293388575,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
12,13,13,22287164,1,1,1,-27,0.24323543702926173,0.03993537713337736,-0.006857895366765106,0|1|2|3,1|1|1|1,-0.46976986506574525|-0.2572242318786937|0.03993537713337736|0.2479934350962838,-2|-1|0|1,-0.006857184748370981|-0.006857597140249201|-0.006857895366765106|-0.00685740232578447,0.03023013493425475|-0.007224231878693699|0.03993537713337736|-0.0020065649037162014,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
13,14,14,23787529,1,1,1,-27,0.23874494514005412,-0.01171670598204777,-0.006859046302762954,0|1|2|3,1|1|1|1,0.47383362992898115|-0.28396718552054345|-0.01171670598204777|0.2158878476782321,2|-1|0|1,-0.006859894572417351|-0.006859781840419508|-0.006859046302762954|-0.006859519557410545,-0.026166370071018852|-0.03396718552054345|-0.01171670598204777|-0.0341121523217679,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
14,15,15,25287895,1,1,1,-27,0.22166429650172048,-0.0574127443228688,-0.00686342416021588,0|1|2|3,0|0|0|0,0.4201403940964993|-0.26247388309373126|-0.0574127443228688|0.2259691182734831,2|-1|0|1,-0.006861121384498028|-0.006863073018811878|-0.00686342416021588|-0.006862290954199938,-0.07985960590350072|-0.012473883093731264|-0.0574127443228688|-0.024030881726516906,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
15,16,16,26788262,1,1,1,-27,0.21397355880248173,-0.13888029222698384,-0.006865395335554008,0|1|2|3,0|1|1|1,0.24664656262604845|-0.3974780095588607|-0.13888029222698384|0.11509584867629719,1|-2|-1|0,-0.006865941186197004|-0.006865486891805707|-0.006865395335554008|-0.006865099473959283,-0.003353437373951551|0.1025219904411393|0.11111970777301616|0.11509584867629719,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
16,17,17,28288624,1,1,1,-28,0.20351518755105458,0.3673368612911647,-0.007124380975099689,0|1|2|3,1|1|0|0,-0.09442617222417476|0.13007153206066668|0.3673368612911647|-0.3654711335626293,0|1|1|-1,-0.0068691842760461065|-0.0068685108912820625|-0.007124380975099689|-0.007124754368455367,-0.09442617222417476|-0.11992846793933332|0.11733686129116472|-0.11547113356262928,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
