dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,savaux_top1_bin,gt_amp,gt_amp_db,gt_amp_z,selected_amp,selected_amp_db,savaux_top1_amp,savaux_top1_amp_db,gt_power,selected_power,savaux_top1_power,gt_minus_top1_power_db,gt_minus_selected_power_db,gt_rank,selected_hit_raw
0_0_0_10_14_16,-26.0,42,10,0,803,803,803,1.2794365882873535,2.140375323192731,1.2765671752051873,1.2794365882873535,2.140375323192731,1.2794365882873535,2.140375323192731,1.6369576784069437,1.6369576784069437,1.6369576784069437,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,1,826,131,490,0.5822268724441528,-4.698155074993908,-1.5375919585608302,0.8237127065658569,-1.6844846910372042,0.8246046304702759,-1.6750846159650188,0.3389881309960998,0.6785026229580495,0.6799727965930202,-3.0230704590288893,-3.0136703839567036,51,0
0_0_0_10_14_16,-26.0,42,10,2,922,922,922,1.1064131259918213,0.8783463881567355,0.757223098654719,1.1064131259918213,0.8783463881567355,1.1064131259918213,0.8783463881567355,1.2241502691564534,1.2241502691564534,1.2241502691564534,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,3,691,691,691,0.9415134787559509,-0.5234691644082307,0.1803547056806924,0.9415134787559509,-0.5234691644082307,0.9415134787559509,-0.5234691644082307,0.8864476306791325,0.8864476306791325,0.8864476306791325,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,4,107,107,107,1.1019796133041382,0.8434712022678704,0.7428714299194361,1.1019796133041382,0.8434712022678704,1.1019796133041382,0.8434712022678704,1.214359068137938,1.214359068137938,1.214359068137938,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,5,468,5,5,0.4336604177951813,-7.257004322421641,-2.590597291912647,0.86809903383255,-1.228614542700666,0.86809903383255,-1.228614542700666,0.18806135796229118,0.7535959325410069,0.7535959325410069,-6.028389779720975,-6.028389779720975,184,0
0_0_0_10_14_16,-26.0,42,10,6,89,26,26,0.7644927501678467,-2.3325325746088414,-0.5641023666645469,0.7971493601799011,-1.9692059629275134,0.7971493601799011,-1.9692059629275134,0.5844491650591976,0.6354470074076204,0.6354470074076204,-0.3633259622178626,-0.3633259622178626,2,0
0_0_0_10_14_16,-26.0,42,10,7,713,713,713,1.0045170783996582,0.03914649698013337,0.4118795962793672,1.0045170783996582,0.03914649698013337,1.0045170783996582,0.03914649698013337,1.009054560796585,1.009054560796585,1.009054560796585,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,8,865,865,865,0.9386314749717712,-0.5500977351069879,0.16939664435937216,0.9386314749717712,-0.5500977351069879,0.9386314749717712,-0.5500977351069879,0.8810290458076828,0.8810290458076828,0.8810290458076828,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,9,492,492,492,0.850706160068512,-1.404408448073188,-0.18216519071055737,0.850706160068512,-1.404408448073188,0.850706160068512,-1.404408448073188,0.7237009707785127,0.7237009707785127,0.7237009707785127,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,10,765,765,765,1.0350803136825562,0.29948097529696693,0.519011188497455,1.0350803136825562,0.29948097529696693,1.0350803136825562,0.29948097529696693,1.0713912557731788,1.0713912557731788,1.0713912557731788,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,11,1023,632,632,0.6406208276748657,-3.867978915778512,-1.1959618589548833,0.9351916909217834,-0.5819872097825395,0.9351916909217834,-0.5819872097825395,0.41039504485083,0.8745836102526852,0.8745836102526852,-3.2859922595930104,-3.2859922595930104,21,0
0_0_0_10_14_16,-26.0,42,10,12,597,597,597,0.9953762292861938,-0.04025469826354731,0.37920479835989107,0.9953762292861938,-0.04025469826354731,0.9953762292861938,-0.04025469826354731,0.9907739564860982,0.9907739564860982,0.9907739564860982,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,13,562,562,562,1.143959403038025,1.1682122487658029,0.8765073032575471,1.143959403038025,1.1682122487658029,1.143959403038025,1.1682122487658029,1.3086431157991143,1.3086431157991143,1.3086431157991143,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,14,478,478,478,0.9621282815933228,-0.33534038307169806,0.2577725568118155,0.9621282815933228,-0.33534038307169806,0.9621282815933228,-0.33534038307169806,0.9256908302417202,0.9256908302417202,0.9256908302417202,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,15,267,267,267,1.060835599899292,0.5129617102862761,0.6068617536441059,1.060835599899292,0.5129617102862761,1.060835599899292,0.5129617102862761,1.1253721700136907,1.1253721700136907,1.1253721700136907,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,16,917,917,917,1.4178087711334229,3.032353174881725,1.6436296100103598,1.4178087711334229,3.032353174881725,1.4178087711334229,3.032353174881725,2.0101817115028666,2.0101817115028666,2.0101817115028666,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,17,656,656,656,0.9410059452056885,-0.5281526544757349,0.17842737837731967,0.9410059452056885,-0.5281526544757349,0.9410059452056885,-0.5281526544757349,0.8854920767358045,0.8854920767358045,0.8854920767358045,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,18,889,889,889,0.928997278213501,-0.6397111681054003,0.1325193554834635,0.928997278213501,-0.6397111681054003,0.928997278213501,-0.6397111681054003,0.8630359429280929,0.8630359429280929,0.8630359429280929,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,19,510,510,510,1.1326552629470825,1.081954946047981,0.8410111129705599,1.1326552629470825,1.081954946047981,1.1326552629470825,1.081954946047981,1.2829079446817246,1.2829079446817246,1.2829079446817246,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,20,860,860,860,1.077947735786438,0.6519540925283323,0.6640592301829392,1.077947735786438,0.6519540925283323,1.077947735786438,0.6519540925283323,1.1619713210871083,1.1619713210871083,1.1619713210871083,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,21,553,553,223,0.9347807168960571,-0.5858051004360266,0.15470252114393976,0.9347807168960571,-0.5858051004360266,0.9788504838943481,-0.1856728029283341,0.8738148772461649,0.8738148772461649,0.9581482698201995,-0.4001328513481531,0.0,2,1
0_0_0_10_14_16,-26.0,42,10,22,629,911,911,0.6227389574050903,-4.113879295276878,-1.2971536002602015,0.971455991268158,-0.2515373790463875,0.971455991268158,-0.2515373790463875,0.3878038090699789,0.9437267429707994,0.9437267429707994,-3.8623419162304904,-3.8623419162304904,41,0
0_0_0_10_14_16,-26.0,42,10,23,759,759,759,1.0687986612319946,0.57791802276561,0.6335922628932785,1.0687986612319946,0.57791802276561,1.0687986612319946,0.57791802276561,1.142330578251304,1.142330578251304,1.142330578251304,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,24,874,66,814,0.7147652506828308,-2.916731389795026,-0.8045090528916683,0.8376511335372925,-1.5387363893524149,0.9484817981719971,-0.4594199803627078,0.51088936358369,0.701659421516311,0.8996176083957472,-2.4573108635922356,-1.377995000442611,10,0
0_0_0_10_14_16,-26.0,42,10,25,720,720,720,0.9056643843650818,-0.8606542147119133,0.041597935756400084,0.9056643843650818,-0.8606542147119133,0.9056643843650818,-0.8606542147119133,0.8202279771073826,0.8202279771073826,0.8202279771073826,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,26,314,159,159,0.7850936651229858,-2.1015705384856167,-0.46905798056637005,0.8948877453804016,-0.9646287823840429,0.8948877453804016,-0.9646287823840429,0.6163721566067046,0.8008240768320185,0.8008240768320185,-1.136941096665165,-1.136941096665165,5,0
0_0_0_10_14_16,-26.0,42,10,27,602,947,947,0.3662135601043701,-8.725311574827865,-3.1948280293572813,0.9493482708930969,-0.4514887255307046,0.9493482708930969,-0.4514887255307046,0.13411239343234715,0.9012622526188494,0.9012622526188494,-8.273822687784602,-8.273822687784602,314,0
0_0_0_10_14_16,-26.0,42,10,28,7,782,782,0.7825727462768555,-2.12950561650826,-0.48055368949686394,0.9627880454063416,-0.32938621684525354,0.9627880454063416,-0.32938621684525354,0.612420009925362,0.9269607056040883,0.9269607056040883,-1.8001195234943799,-1.8001195234943799,5,0
0_0_0_10_14_16,-26.0,42,10,29,610,610,610,0.9981962442398071,-0.015681370403651976,0.3893170960345916,0.9981962442398071,-0.015681370403651976,0.9981962442398071,-0.015681370403651976,0.9963956230201951,0.9963956230201951,0.9963956230201951,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,30,826,474,805,0.7248772382736206,-2.794710744570879,-0.7542957039305215,0.8237155079841614,-1.684455150678471,0.8809295296669006,-1.1011766354116044,0.5254470105671913,0.678507238093605,0.7760367312241669,-1.6935335214625673,-1.1102555938924077,14,0
0_0_0_10_14_16,-26.0,42,10,31,904,904,904,0.9676027894020081,-0.2860577665141596,0.2780531021111478,0.9676027894020081,-0.2860577665141596,0.9676027894020081,-0.2860577665141596,0.9362550427113092,0.9362550427113092,0.9362550427113092,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,10,32,760,760,760,1.0259909629821777,0.22287070977993204,0.48748490055375115,1.0259909629821777,0.22287070977993204,1.0259909629821777,0.22287070977993204,1.0526574561210964,1.0526574561210964,1.0526574561210964,0.0,0.0,1,1
