dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,savaux_top1_bin,gt_amp,gt_amp_db,gt_amp_z,selected_amp,selected_amp_db,savaux_top1_amp,savaux_top1_amp_db,gt_power,selected_power,savaux_top1_power,gt_minus_top1_power_db,gt_minus_selected_power_db,gt_rank,selected_hit_raw
0_0_0_10_14_16,-26.0,42,10,33,577,577,752,1.0175325870513916,0.150966532883326,0.4578952395612128,1.0175325870513916,0.150966532883326,1.0505763292312622,0.42855222783683067,1.0353725657114978,1.0353725657114978,1.1037106235410334,-0.27758569495350477,0.0,2,1
0_0_0_10_14_16,-26.0,42,10,34,930,930,930,1.1811546087265015,1.4461349771986645,0.9908767275578182,1.1811546087265015,1.4461349771986645,1.1811546087265015,1.4461349771986645,1.3951262097158548,1.3951262097158548,1.3951262097158548,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,0,803,803,803,1.2613497972488403,2.016710834530459,1.30216213176994,1.2613497972488403,2.016710834530459,1.2613497972488403,2.016710834530459,1.5910033110196906,1.5910033110196906,1.5910033110196906,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,1,826,131,490,0.5979478359222412,-4.46673403124419,-1.5533009869820602,0.7779541611671448,-2.180919837549501,0.7784677743911743,-2.175187217312549,0.3575416144840915,0.6052126768772759,0.6060120757655483,-2.2915468139316415,-2.28581419369469,27,0
0_0_0_10_14_16,-25.5,42,10,2,922,922,922,1.0970253944396973,0.8043336187208826,0.7682024085933862,1.0970253944396973,0.8043336187208826,1.0970253944396973,0.8043336187208826,1.2034647160455734,1.2034647160455734,1.2034647160455734,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,3,691,691,691,0.9395321011543274,-0.5417675339191154,0.17534748732094066,0.9395321011543274,-0.5417675339191154,0.9395321011543274,-0.5417675339191154,0.8827204570985145,0.8827204570985145,0.8827204570985145,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,4,107,107,107,1.0903602838516235,0.7514004805562764,0.7448893972363014,1.0903602838516235,0.7514004805562764,1.0903602838516235,0.7514004805562764,1.188885548600993,1.188885548600993,1.188885548600993,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,5,468,532,5,0.45472562313079834,-6.8450114647966265,-2.600750859428494,0.7024067044258118,-3.0682270353978938,0.8197261095046997,-1.7266246352633574,0.20677539233169284,0.49337526215573746,0.6719507968847473,-5.11838619795721,-3.776785166463657,116,0
0_0_0_10_14_16,-25.5,42,10,6,89,89,89,0.7740758061408997,-2.224330125448597,-0.5656930435342832,0.7740758061408997,-2.224330125448597,0.7740758061408997,-2.224330125448597,0.5991933536526837,0.5991933536526837,0.5991933536526837,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,7,713,713,713,0.9946445822715759,-0.0466415716795663,0.393412721711224,0.9946445822715759,-0.0466415716795663,0.9946445822715759,-0.0466415716795663,0.9893178450421978,0.9893178450421978,0.9893178450421978,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,8,865,865,865,0.9389859437942505,-0.5468181776444346,0.17312306385746107,0.9389859437942505,-0.5468181776444346,0.9389859437942505,-0.5468181776444346,0.8816947145790301,0.8816947145790301,0.8816947145790301,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,9,492,492,492,0.8557856678962708,-1.3526998210679875,-0.1818063538387993,0.8557856678962708,-1.3526998210679875,0.8557856678962708,-1.3526998210679875,0.7323691093766662,0.7323691093766662,0.7323691093766662,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,10,765,765,765,1.0292171239852905,0.25014006670968547,0.5241224046479735,1.0292171239852905,0.25014006670968547,1.0292171239852905,0.25014006670968547,1.059287888304553,1.059287888304553,1.059287888304553,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,11,1023,632,632,0.6565271019935608,-3.654946823224818,-1.1957706183642014,0.8833794593811035,-1.077054066260591,0.8833794593811035,-1.077054066260591,0.4310278356520634,0.7803591639494165,0.7803591639494165,-2.5778921708974147,-2.5778921708974147,10,0
0_0_0_10_14_16,-25.5,42,10,12,597,597,597,0.9932537078857422,-0.05879610035636224,0.3880595785780699,0.9932537078857422,-0.05879610035636224,0.9932537078857422,-0.05879610035636224,0.98655280982371,0.98655280982371,0.98655280982371,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,13,562,562,562,1.1328259706497192,1.0832639379268696,0.8910499465432988,1.1328259706497192,1.0832639379268696,1.1328259706497192,1.0832639379268696,1.2832946797784786,1.2832946797784786,1.2832946797784786,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,14,478,478,478,0.9611303210258484,-0.34435443465933113,0.262292905345636,0.9611303210258484,-0.34435443465933113,0.9611303210258484,-0.34435443465933113,0.9237713794195912,0.9237713794195912,0.9237713794195912,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,15,267,267,267,1.053612232208252,0.45361608094446826,0.6137380744387674,1.053612232208252,0.45361608094446826,1.053612232208252,0.45361608094446826,1.1100987358588554,1.1100987358588554,1.1100987358588554,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,16,917,917,917,1.3864535093307495,2.8381062272191344,1.663924173137294,1.3864535093307495,2.8381062272191344,1.3864535093307495,2.8381062272191344,1.9222533335355507,1.9222533335355507,1.9222533335355507,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,17,656,656,656,0.9312695860862732,-0.6184916048248825,0.14155638408376442,0.9312695860862732,-0.6184916048248825,0.9312695860862732,-0.6184916048248825,0.8672629309533164,0.8672629309533164,0.8672629309533164,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,18,889,889,889,0.927249550819397,-0.6560673676269375,0.12500712561676555,0.927249550819397,-0.6560673676269375,0.927249550819397,-0.6560673676269375,0.8597917294947734,0.8597917294947734,0.8597917294947734,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,19,510,510,510,1.118963599205017,0.976319176116071,0.8439489332060064,1.118963599205017,0.976319176116071,1.118963599205017,0.976319176116071,1.2520795363458461,1.2520795363458461,1.2520795363458461,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,20,860,860,860,1.0708603858947754,0.5946570620545248,0.6758558726355821,1.0708603858947754,0.5946570620545248,1.0708603858947754,0.5946570620545248,1.1467417107657099,1.1467417107657099,1.1467417107657099,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,21,553,553,553,0.934270977973938,-0.5905428357738752,0.15386568583489965,0.934270977973938,-0.5905428357738752,0.934270977973938,-0.5905428357738752,0.8728623716581616,0.8728623716581616,0.8728623716581616,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,22,629,911,911,0.6327823400497437,-3.974912996211689,-1.3366913210349824,0.9170949459075928,-0.7517139987219101,0.9170949459075928,-0.7517139987219101,0.40041341444529976,0.8410631398092505,0.8410631398092505,-3.223199815653242,-3.223199815653242,29,0
0_0_0_10_14_16,-25.5,42,10,23,759,759,759,1.0613603591918945,0.5172572621418585,0.6417671622933224,1.0613603591918945,0.5172572621418585,1.0613603591918945,0.5172572621418585,1.1264858120639474,1.1264858120639474,1.1264858120639474,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,24,874,552,814,0.7233896851539612,-2.8125537630957833,-0.8247607055030557,0.8654903769493103,-1.2547551302615716,0.8962294459342957,-0.951615825806169,0.5232926365871471,0.7490735925918592,0.8032272197596946,-1.860937937289614,-1.5577986328342108,8,0
0_0_0_10_14_16,-25.5,42,10,25,720,90,720,0.9069021344184875,-0.8487915195522199,0.04012683137373761,0.8371426463127136,-1.5440106674204443,0.9069021344184875,-0.8487915195522199,0.8224715895239711,0.7008079100706368,0.8224715895239711,0.0,0.6952191002977182,1,0
0_0_0_10_14_16,-25.5,42,10,26,314,57,159,0.7933496832847595,-2.010706946023135,-0.47160832117009205,0.7877992391586304,-2.071688859198825,0.8450338840484619,-1.4625175284562244,0.6294037199680282,0.6206276412189169,0.7140822651900294,-0.54818941756691,0.06098191317568978,3,0
0_0_0_10_14_16,-25.5,42,10,27,602,306,947,0.3973216712474823,-8.017154928617384,-3.116990682565555,0.8124445676803589,-1.804125216748946,0.8960356116294861,-0.9534945918727235,0.15786453412511037,0.6600662724042685,0.8028798173082272,-7.06365968523307,-6.213029697593365,212,0
0_0_0_10_14_16,-25.5,42,10,28,7,782,782,0.7895477414131165,-2.052432089417526,-0.4899850654092962,0.909134030342102,-0.8274417118636836,0.909134030342102,-0.8274417118636836,0.6233857300919823,0.8265246851260741,0.8265246851260741,-1.2249897218375128,-1.2249897218375128,3,0
0_0_0_10_14_16,-25.5,42,10,29,610,610,610,0.9909871220588684,-0.07863978325334484,0.3793199492875271,0.9909871220588684,-0.07863978325334484,0.9909871220588684,-0.07863978325334484,0.9820555942213929,0.9820555942213929,0.9820555942213929,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,30,826,844,805,0.7323339581489563,-2.705816545317731,-0.7777510994875332,0.7777093052864075,-2.1836540936668944,0.8307009935379028,-1.6111054021609958,0.5363130262581173,0.6048317635290665,0.6900641406648589,-1.094711143156735,-0.5221624516508362,8,0
0_0_0_10_14_16,-25.5,42,10,31,904,904,904,0.9655860662460327,-0.3041801978189819,0.279986593500092,0.9655860662460327,-0.3041801978189819,0.9655860662460327,-0.3041801978189819,0.9323564513284879,0.9323564513284879,0.9323564513284879,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,32,760,760,760,1.0187268257141113,0.16115484813450548,0.4849312007407968,1.0187268257141113,0.16115484813450548,1.0187268257141113,0.16115484813450548,1.0378043454295494,1.0378043454295494,1.0378043454295494,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,33,577,577,577,1.0089144706726074,0.07708702167899592,0.44790573312487547,1.0089144706726074,0.07708702167899592,1.0089144706726074,0.07708702167899592,1.0179084091325876,1.0179084091325876,1.0179084091325876,0.0,0.0,1,1
0_0_0_10_14_16,-25.5,42,10,34,930,930,930,1.1657092571258545,1.3318049060410453,1.0005132924406885,1.1657092571258545,1.3318049060410453,1.1657092571258545,1.3318049060410453,1.3588780721489115,1.3588780721489115,1.3588780721489115,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,0,803,803,803,1.2442877292633057,1.8984163656559203,1.3269481300853283,1.2442877292633057,1.8984163656559203,1.2442877292633057,1.8984163656559203,1.5482519531952335,1.5482519531952335,1.5482519531952335,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,1,826,131,490,0.6136768460273743,-4.241205245979905,-1.564440540639803,0.7347555756568909,-2.6771421924065395,0.7349116802215576,-2.675297003272238,0.3765992713501056,0.5398657559588891,0.540095177726073,-1.5659082427076665,-1.5640630535733653,13,0
0_0_0_10_14_16,-25.0,42,10,2,922,922,922,1.088275671005249,0.7347784078256764,0.7789453668988103,1.088275671005249,0.7347784078256764,1.088275671005249,0.7347784078256764,1.184343936101925,1.184343936101925,1.184343936101925,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,3,691,691,691,0.9378476738929749,-0.5573538882794598,0.17042957906005196,0.9378476738929749,-0.5573538882794598,0.9378476738929749,-0.5573538882794598,0.8795581476263123,0.8795581476263123,0.8795581476263123,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,4,107,107,107,1.07939875125885,0.6636382260068308,0.7454426644921172,1.07939875125885,0.6636382260068308,1.07939875125885,0.6636382260068308,1.165101664219165,1.165101664219165,1.165101664219165,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,5,468,5,5,0.47580263018608093,-6.451463231172861,-2.605337733009927,0.7740596532821655,-2.224511378254939,0.7740596532821655,-2.224511378254939,0.2263881428919925,0.5991683468393063,0.5991683468393063,-4.226951852917921,-4.226951852917921,83,0
0_0_0_10_14_16,-25.0,42,10,6,89,89,89,0.7831653952598572,-2.1229302080542647,-0.5668617265756934,0.7831653952598572,-2.1229302080542647,0.7831653952598572,-2.1229302080542647,0.6133480363325283,0.6133480363325283,0.6133480363325283,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,7,713,713,713,0.9860599637031555,-0.12193348386226063,0.37548612879081095,0.9860599637031555,-0.12193348386226063,0.9860599637031555,-0.12193348386226063,0.9723141344707642,0.9723141344707642,0.9723141344707642,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,8,865,865,865,0.9393219947814941,-0.5437101656309002,0.17685494329060916,0.9393219947814941,-0.5437101656309002,0.9393219947814941,-0.5437101656309002,0.8823258098802853,0.8823258098802853,0.8823258098802853,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,9,492,492,492,0.8606526255607605,-1.3034420404612201,-0.18093260040915193,0.8606526255607605,-1.3034420404612201,0.8606526255607605,-1.3034420404612201,0.7407228392868461,0.7407228392868461,0.7407228392868461,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,10,765,765,765,1.0237971544265747,0.2042783624882072,0.5291120843393591,1.0237971544265747,0.2042783624882072,1.0237971544265747,0.2042783624882072,1.0481606134119517,1.0481606134119517,1.0481606134119517,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,11,1023,632,632,0.6716663837432861,-3.4569277435729324,-1.195093498003419,0.834465742111206,-1.5718297601011426,0.834465742111206,-1.5718297601011426,0.4511357310507833,0.6963330747572058,0.6963330747572058,-1.8850979834717894,-1.8850979834717894,4,0
0_0_0_10_14_16,-25.0,42,10,12,597,597,597,0.99125075340271,-0.07632939175130525,0.39696288478802455,0.99125075340271,-0.07632939175130525,0.99125075340271,-0.07632939175130525,0.9825780561214401,0.9825780561214401,0.9825780561214401,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,13,562,562,562,1.1223769187927246,1.0027745405909463,0.9051552591513057,1.1223769187927246,1.0027745405909463,1.1223769187927246,1.0027745405909463,1.2597296802431543,1.2597296802431543,1.2597296802431543,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,14,478,478,478,0.9601984620094299,-0.3527798798834626,0.26677150493378926,0.9601984620094299,-0.3527798798834626,0.9601984620094299,-0.3527798798834626,0.9219809719807017,0.9219809719807017,0.9219809719807017,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,15,267,267,267,1.0468472242355347,0.39766611661905504,0.6201859642493507,1.0468472242355347,0.39766611661905504,1.0468472242355347,0.39766611661905504,1.0958891108896438,1.0958891108896438,1.0958891108896438,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,16,917,917,917,1.3568952083587646,2.650926176645661,1.681334520605172,1.3568952083587646,2.650926176645661,1.3568952083587646,2.650926176645661,1.841164929976017,1.841164929976017,1.841164929976017,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,17,656,656,656,0.9226115345954895,-0.6996224018852432,0.10342975489156117,0.9226115345954895,-0.6996224018852432,0.9226115345954895,-0.6996224018852432,0.8512120437686441,0.8512120437686441,0.8512120437686441,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,18,889,889,889,0.9258730411529541,-0.6689712233127227,0.11786459730937356,0.9258730411529541,-0.6689712233127227,0.9258730411529541,-0.6689712233127227,0.8572408883338198,0.8572408883338198,0.8572408883338198,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,19,510,510,510,1.10616135597229,0.8763696442043065,0.8456262346518406,1.10616135597229,0.8763696442043065,1.10616135597229,0.8763696442043065,1.2235929454464554,1.2235929454464554,1.2235929454464554,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,20,860,860,860,1.0641695261001587,0.5402163634140433,0.6873184676288681,1.0641695261001587,0.5402163634140433,1.0641695261001587,0.5402163634140433,1.1324567802802363,1.1324567802802363,1.1324567802802363,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,21,553,553,553,0.9337913393974304,-0.5950031664539721,0.15269905700826056,0.9337913393974304,-0.5950031664539721,0.9337913393974304,-0.5950031664539721,0.8719661542170485,0.8719661542170485,0.8719661542170485,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,22,629,911,911,0.6433392763137817,-3.831198676154038,-1.371352362588139,0.8657749891281128,-1.2518992884646563,0.8657749891281128,-1.2518992884646563,0.4138854244479404,0.7495663317997838,0.7495663317997838,-2.5792993876893817,-2.5792993876893817,12,0
0_0_0_10_14_16,-25.0,42,10,23,759,759,759,1.0543725490570068,0.45988180789213806,0.6494857739554403,1.0543725490570068,0.45988180789213806,1.0543725490570068,0.45988180789213806,1.1117014722049703,1.1117014722049703,1.1117014722049703,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,24,874,66,814,0.7321219444274902,-2.7083315104949484,-0.84255016484962,0.7464110851287842,-2.5404383880576704,0.8468999862670898,-1.443357483514442,0.5360025415122891,0.5571295969822678,0.7172394857808548,-1.2649734156693797,-0.1678938160488225,5,0
0_0_0_10_14_16,-25.0,42,10,25,720,720,720,0.9081909656524658,-0.8364564522860845,0.03898923263712688,0.9081909656524658,-0.8364564522860845,0.9081909656524658,-0.8364564522860845,0.8248108300927584,0.8248108300927584,0.8248108300927584,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,26,314,314,314,0.8011884689331055,-1.9253061979227075,-0.47379282752909424,0.8011884689331055,-1.9253061979227075,0.8011884689331055,-1.9253061979227075,0.6419029627513737,0.6419029627513737,0.6419029627513737,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,27,602,947,947,0.42688313126564026,-7.393820129172621,-3.0491305643942406,0.8457050323486328,-1.455621702831444,0.8457050323486328,-1.455621702831444,0.18222920775915785,0.7152170017398021,0.7152170017398021,-5.938198426341178,-5.938198426341178,127,0
0_0_0_10_14_16,-25.0,42,10,28,7,7,782,0.7964008450508118,-1.977365756400603,-0.4983097158827128,0.7964008450508118,-1.977365756400603,0.8584812879562378,-1.3253833315736105,0.6342543059976471,0.6342543059976471,0.7369902241099489,-0.6519830278912125,0.0,2,1
0_0_0_10_14_16,-25.0,42,10,29,610,610,610,0.9843332767486572,-0.1371566544024818,0.36831694058724274,0.9843332767486572,-0.1371566544024818,0.9843332767486572,-0.1371566544024818,0.9689119997147486,0.9689119997147486,0.9689119997147486,0.0,0.0,1,1
0_0_0_10_14_16,-25.0,42,10,30,826,826,805,0.7396520376205444,-2.619450840023514,-0.8006927703873108,0.7396520376205444,-2.619450840023514,0.7832887172698975,-2.1215625824560433,0.5470851367562233,0.5470851367562233,0.6135411212270334,-0.4978875966114591,0.0,3,1
