packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error,dataset,target_snr_db
9,6,9,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.3142857142857143,0.0,4,31,0.11428571428571428,0,4,0.0,16,31,0.5161290322580645,0.9092887664874736,0.10028400189380503,0.5464438324373674,1.0,0.164323477193509,0.9381060687933626,0.45494771011198387,26,1,,40047b22d9401201582021124330153437b9312a333c283f3a45e148e9725c761a,0,0x257a,0xc076,33,,0_0_0_10_14_16,-24.0
10,7,10,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.6,0.6,0.6,0.6,0.2571428571428571,0.0,2,33,0.05714285714285714,0,2,0.0,24,33,0.7272727272727273,0.9230075556643684,0.439034638854506,0.6367521335942022,0.99457141118191,-0.13876167173300513,0.9614195413213615,0.2721873010485267,26,80,,40d432220198a3cbfcfa02fb6e6979231b1a291a3bbfb5be3fc82124611a363400,0,0x5965,0x4542,33,,0_0_0_10_14_16,-24.0
11,8,11,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.5142857142857142,0.20000000000000007,0.0,6,29,0.17142857142857143,0,6,0.0,23,29,0.7931034482758621,0.8866324112492618,0.0040353030367443424,0.4331620562463089,1.0,-0.1159263350182595,0.7196653780056474,0.7043725214851393,26,1,,4084ff2e1d0c80f82c9e9018032414373638397e7f386c7f7a545553532d523090,0,0x46b8,0xcd4f,33,,0_0_0_10_14_16,-24.0
12,9,12,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4,0.0,9,26,0.2571428571428571,0,9,0.0,21,26,0.8076923076923077,0.9078071420579801,0.11313087054422992,0.5390357102899004,1.0,0.0572659602496948,0.6437993381947429,0.4428644245810887,26,1,,4044312231024d241c30713073343536333a193a192e3d2f2f504160615a763612,0,0x596f,0x88db,33,,0_0_0_10_14_16,-24.0
13,10,13,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.4285714285714286,0.0,6,29,0.17142857142857143,0,6,0.0,26,29,0.896551724137931,0.9039223336469705,0.11297470105778666,0.519611668234852,1.0,-0.026406374319138802,0.2843824489393936,0.44300476665629945,26,1,,4064130813201e0158212012111637163738382b2b3d3d3e3f4061405249543612,0,0xc056,0x4607,33,,0_0_0_10_14_16,-24.0
1,0,1,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.8,0.8,0.7714285714285715,0.7714285714285715,0.1428571428571428,0.02857142857142858,0,35,0.0,0,0,0.0,23,35,0.6571428571428571,0.8959607184106144,0.08921885031780583,0.5121761632783599,0.991906857193678,-0.01564717603009626,0.09077033203190532,0.46636859261325603,26,128,,406414a1330866401c1471c2f52dc30260c56a0b7861e13232995443daf156152b,0,0xc755,0x542f,33,,0_0_0_10_14_16,-25.0
2,1,2,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.3142857142857143,0.0,5,30,0.14285714285714285,1,5,0.2,17,30,0.5666666666666667,0.914603442540084,0.18760517945210303,0.5730172127004198,1.0,-0.00341655808966157,0.006914943265646345,0.3880817015003743,26,1,,407418b2bba941005c2161161b3c331e791c7d587d5e681e1e3122e4d9d8bab61b,0,0x7692,0x0928,33,,0_0_0_10_14_16,-25.0
3,2,3,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.17142857142857137,0.0,1,34,0.02857142857142857,0,1,0.0,16,34,0.47058823529411764,0.9113597868409393,0.25417576143673204,0.5698217341102065,0.9967443000236225,-0.03477757533059344,0.5130982110154407,0.3511063014809435,26,4,,40a49a5847b36a629eb415b69634fda8294d3f0a0d2c6a6c6d76c2f9635355842a,0,0x70c4,0xe987,33,,0_0_0_10_14_16,-25.0
5,3,5,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.6857142857142857,0.6857142857142857,0.6571428571428571,0.6571428571428571,0.3142857142857143,0.02857142857142858,1,34,0.02857142857142857,0,1,0.0,19,34,0.5588235294117647,0.9398574715965111,0.5180921144019532,0.7384970339107169,0.9901975810179595,-0.0972436678739148,0.9312487988186167,0.24327803085175767,26,128,,40743553040313330b46602236306176573c1b14d9223c2eaf5840668f5e7e664c,0,0xdcf1,0xd802,33,,0_0_0_10_14_16,-25.0
6,4,6,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.8,0.8,0.7714285714285715,0.7714285714285715,0.1428571428571428,0.02857142857142858,2,33,0.05714285714285714,0,2,0.0,17,33,0.5151515151515151,0.9029781068713749,0.09149431573677848,0.5563777375961955,0.9896281991901698,0.14677524886481386,0.9069654331753274,0.4639321705328407,26,128,,404433230011b77257b146b6bf28a976e26534bb6f7982952e3340c89bb2142e34,0,0x612d,0x0914,33,,0_0_0_10_14_16,-25.0
8,5,8,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.5428571428571428,0.37142857142857144,0.0,3,32,0.08571428571428572,1,3,0.3333333333333333,19,32,0.59375,0.8966125332750385,0.10679515225082639,0.4953651677035873,0.9969243746679013,0.01584012698812807,0.09992837916474961,0.448682345313084,26,16,,4044313131010a01082534323370357273383d7a3f889ea4ae415b095cfe603f72,0,0xf9de,0x02e2,33,,0_0_0_10_14_16,-25.0
9,6,9,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.6,0.6,0.5714285714285714,0.5714285714285714,0.4,0.02857142857142858,2,33,0.05714285714285714,0,2,0.0,15,33,0.45454545454545453,0.8797126073909111,0.028022394705698086,0.43596502774249735,0.9906495023030144,0.18468482303368366,0.925499715535054,0.5672103798248678,26,128,,40047b22d94012015820215283705d343bb9312a333c283f3a45c16ae9707c761a,0,0xe344,0xc8f6,33,,0_0_0_10_14_16,-25.0
10,7,10,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.19999999999999996,0.0,0,35,0.0,0,0,0.0,17,35,0.4857142857142857,0.9347073684931392,0.3571210041223276,0.6945667372659509,0.9947425262999362,-0.010720397249581909,0.12444580015569473,0.30441953727703774,26,24,,40f41202039aa3cbfcfa02fb6e6979231b1a291a3b9fb7be1dc821ac619abe7444,0,0xd768,0x4542,33,,0_0_0_10_14_16,-25.0
11,8,11,33,1,1,0,35,35,0.8,0.8,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.17142857142857149,0.0,3,32,0.08571428571428572,0,3,0.0,20,32,0.625,0.899491922338605,0.00709868702197697,0.49745961169302455,1.0,0.048506729163325504,0.30609434360735965,0.6673125875229834,26,1,,4084ff2e1d0c80f92c8f8019133154632239386e6f396c7f7a5455db532dda3090,0,0x21f2,0xcd4f,33,,0_0_0_10_14_16,-25.0
12,9,12,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.4571428571428572,0.0,4,31,0.11428571428571428,0,4,0.0,22,31,0.7096774193548387,0.9064591439548383,0.10126926935933217,0.5322957197741911,1.0,0.06479953890041382,0.6663050109474968,0.45397963046800455,26,1,,4054303330135c240d30613073343536333a193a192e3d2f2f504160615a763612,0,0x2e72,0x88db,33,,0_0_0_10_14_16,-25.0
13,10,13,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5428571428571428,0.5428571428571428,0.5714285714285714,0.5714285714285714,0.34285714285714286,-0.02857142857142858,1,34,0.02857142857142857,0,1,0.0,26,34,0.7647058823529411,0.9374677357516961,0.5095846813747814,0.7375972600814084,0.9874353546692679,-0.04973650754975367,0.814676575515862,0.24632160111231047,26,128,,4064130813202e236b2122101016261706192809098eec1431d866c1c3514c3f12,0,0x92ab,0x4607,33,,0_0_0_10_14_16,-25.0
0,0,0,33,1,1,0,35,35,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9428571428571428,0.9428571428571428,0.05714285714285716,0.02857142857142858,0,35,0.0,0,0,0.0,8,35,0.22857142857142856,0.9028762958995504,0.024243422281025672,0.5429012195792621,0.9928700649796225,0.027070821579069662,0.2099387718030663,0.5785887097137503,26,64,,40f4983b29928ae6eb985480470fd6872048ddf16428dab7a5668d4acb3903ddb0,0,0x7369,0x463d,33,,0_0_0_10_14_32,-20.0
2,1,2,33,1,1,0,35,35,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,32,3,0.9142857142857143,0,32,0.0,3,3,1.0,0.982115626815746,0.7648454871523412,0.9105781340787301,1.0,-0.1515330489358352,0.9879633381532236,0.15532974564487395,26,1,,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,33,,0_0_0_10_14_32,-20.0
3,2,3,33,1,1,0,35,35,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,30,5,0.8571428571428571,0,30,0.0,5,5,1.0,0.9442059917820478,0.747042591120579,0.7210299589102387,1.0,-0.19822293924963066,0.992177826941421,0.16200918841970272,26,1,,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xc08d,0xc08d,33,,0_0_0_10_14_32,-20.0
4,3,4,33,1,1,0,35,35,0.2857142857142857,0.2857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.2571428571428571,0.0,31,4,0.8857142857142857,0,31,0.0,4,4,1.0,0.952779546401301,0.4749369202787112,0.7638977320065049,1.0,-0.11038799744425447,0.9543602660287342,0.25886597977745596,26,1,,404433221100050058303132333435363738393a3b2c3c2f3f4141424378563412,0,0xc54b,0x8539,33,,0_0_0_10_14_32,-20.0
5,4,5,33,1,1,0,35,35,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,17,18,0.4857142857142857,0,17,0.0,18,18,1.0,0.9410988324242542,6.814661861802785e-05,0.7054941621212706,1.0,-0.17776529990421372,0.7846107194432532,0.9292181722302081,26,1,,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,33,,0_0_0_10_14_32,-20.0
6,5,6,33,1,1,0,35,35,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,24,11,0.6857142857142857,0,24,0.0,11,11,1.0,0.8174703363760154,0.028962390147105138,0.08735168188007672,1.0,-0.19855477655904585,0.9367142521220279,0.5645867040543654,26,1,,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,33,,0_0_0_10_14_32,-20.0
7,6,7,33,1,1,0,35,35,0.34285714285714286,0.34285714285714286,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,23,12,0.6571428571428571,0,23,0.0,12,12,1.0,0.859614064325362,0.0336142670319278,0.29807032162680974,1.0,-0.10475995799709578,0.7773826003881422,0.5525870265651815,26,1,,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcb9e,0xcb9e,33,,0_0_0_10_14_32,-20.0
0,0,0,33,1,1,0,35,35,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,0.02857142857142858,0.02857142857142858,0,35,0.0,0,0,0.0,6,35,0.17142857142857143,0.8982586453059531,0.01681480672748524,0.5213391105262563,0.9924885290008773,0.013545030191022952,0.06126919294747113,0.6063782553092409,26,128,,40f4983b29928ae6eb985480470fd6872048ddf16428dab7a566adc0eb3389d7b1,0,0x9d80,0x572d,33,,0_0_0_10_14_32,-21.0
2,1,2,33,1,1,0,35,35,0.42857142857142855,0.42857142857142855,0.02857142857142857,0.02857142857142857,0.0,0.0,0.42857142857142855,0.02857142857142857,26,9,0.7428571428571429,0,26,0.0,9,9,1.0,0.9688127066598129,0.7620194824017027,0.8672034490320376,0.9942150210667567,-0.14969837222130014,0.9866034615214663,0.1563984784291161,26,3,,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,33,,0_0_0_10_14_32,-21.0
3,2,3,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.05714285714285714,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.48571428571428565,-0.028571428571428574,28,7,0.8,0,28,0.0,7,7,1.0,0.9138377332837639,0.774037910816913,0.5697414213049273,0.9998618112784731,-0.19489485566012,0.9928008926122881,0.1518291749261225,26,2,,404433221100040058303132b334b5363738393a3b7c797a3b0041424378563412,0,0x410b,0x84c9,33,,0_0_0_10_14_32,-21.0
4,3,4,33,1,1,0,35,35,0.4,0.4,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.37142857142857144,0.0,28,7,0.8,0,28,0.0,6,7,0.8571428571428571,0.958103111142118,0.4363513681373883,0.7905155557105898,1.0,-0.10836767445169079,0.9491485875225086,0.2731989610098128,26,1,,404433221100050058303132333435363738393a3b2c3c2f3f4141424378563412,0,0xc54b,0x8539,33,,0_0_0_10_14_32,-21.0
5,4,5,33,1,1,0,35,35,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,16,19,0.45714285714285713,0,16,0.0,19,19,1.0,0.9530442116746207,6.338613257097502e-05,0.7652210583731032,1.0,-0.17794357659982796,0.7836772190816532,0.9327185483654334,26,1,,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,33,,0_0_0_10_14_32,-21.0
6,5,6,33,1,1,0,35,35,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,21,14,0.6,0,21,0.0,14,14,1.0,0.8352161250817715,0.028446754667749586,0.17608062540885716,1.0,-0.19833450276043588,0.9362813593812318,0.5660167026434741,26,1,,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,33,,0_0_0_10_14_32,-21.0
7,6,7,33,1,1,0,35,35,0.5428571428571428,0.5428571428571428,0.0,0.0,0.0,0.0,0.5428571428571428,0.0,14,21,0.4,0,14,0.0,21,21,1.0,0.9087670280642087,0.033689776855192935,0.5438351403210435,1.0,-0.10474179897677097,0.7774370855624041,0.5524042686794514,26,1,,404433221100080058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcb9e,0xcb9e,33,,0_0_0_10_14_32,-21.0
0,0,0,33,1,1,0,35,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0.0,0,0,0.0,3,35,0.08571428571428572,0.8925245190810027,0.012015639207098349,0.5054300116227569,0.9892981459455641,0.07762144727251734,0.6367730067547156,0.6308241901993303,26,128,,40f4dc3f29d2aec6cbb85480470fd6872048ddf16428dab7a566adc0eb3389d7b1,0,0x04a3,0x572d,33,,0_0_0_10_14_32,-22.0
2,1,2,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.5142857142857142,0.0,19,16,0.5428571428571428,0,19,0.0,16,16,1.0,0.9186104872200616,0.2454960894872062,0.6236456588305117,0.992351694317449,-0.009933996364541814,0.07990962743267782,0.3555315505801277,26,4,,404433221100030058303132333435363738393a3b2ca8e2ee016160417a563412,0,0x2ccb,0x08a0,33,,0_0_0_10_14_32,-22.0
3,2,3,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.6285714285714286,0.0,12,23,0.34285714285714286,0,12,0.0,21,23,0.9130434782608695,0.9260012883060799,0.5206426600377907,0.6436499875455207,0.9965891134962195,-0.11961978861170236,0.9644536757771119,0.24236794573868276,26,2,,404433221100040058303132b334b5363738393a3b7c7d3e7b0041424378562413,0,0xe9b4,0x95c8,33,,0_0_0_10_14_32,-22.0
4,3,4,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.0,23,12,0.6571428571428571,0,23,0.0,11,12,0.9166666666666666,0.9446060498108544,0.49507300684238853,0.7230302490542716,1.0,-0.11061766131552096,0.9570056710712445,0.251544237629587,26,1,,4044332211000500583031323334353637787d7e3b2c3c2f3f4141424378563412,0,0x611d,0x8539,33,,0_0_0_10_14_32,-22.0
5,4,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.4,0.0,10,25,0.2857142857142857,0,10,0.0,25,25,1.0,0.9147529419965883,0.0013992230920271658,0.5737647099829415,1.0,-0.011109941932714557,0.01877091348236526,0.7690678980164376,26,1,,406431223100040818b8717a3334353637b8b13abb3c0e2c2d5243424378561412,0,0xb1f3,0x49e5,33,,0_0_0_10_14_32,-22.0
6,5,6,33,1,1,0,35,35,0.5428571428571428,0.5428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.0,14,21,0.4,0,14,0.0,21,21,1.0,0.8891585394917032,0.0684779346841048,0.4457926974585159,1.0,-0.12977839405789895,0.88373548485748,0.4912351103397961,26,1,,40443322110007005830313233343536b7b839b23b343d3e3f4041424378563412,0,0xf67f,0x0e51,33,,0_0_0_10_14_32,-22.0
7,6,7,33,1,1,0,35,35,0.6,0.6,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.5142857142857142,0.0,11,24,0.3142857142857143,0,11,0.0,24,24,1.0,0.9271771271715366,0.004286719503216838,0.6358856358576822,1.0,-0.016463988380732132,0.0556310368481856,0.7005005475240318,26,1,,404433221100180058303132333435363738393a3b3c3d3e3f4041424378563412,0,0xd05a,0xcb1e,33,,0_0_0_10_14_32,-22.0
0,0,0,33,1,1,0,35,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0.0,0,0,0.0,1,35,0.02857142857142857,0.8923816270783808,0.01196427841328679,0.5046804743881979,0.9893069152509264,0.07770346829573137,0.6370375412730873,0.6311296919658181,26,128,,40f4dc3f29d2aec6cbb85480470fd6872048ddf16428dab7a566adc0eb3389d7b1,0,0x04a3,0x572d,33,,0_0_0_10_14_32,-23.0
2,1,2,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.5428571428571429,0.0,7,28,0.2,0,7,0.0,25,28,0.8928571428571429,0.9463987279923846,0.49340592207846523,0.7319936399619226,1.0,-0.068375605672607,0.8971550963190985,0.2521469343718063,26,1,,40443322110003025a321130333435363738393a3b2c68e662094d424178743412,0,0x159b,0x2882,33,,0_0_0_10_14_32,-23.0
3,2,3,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.6285714285714286,0.0,6,29,0.17142857142857143,0,6,0.0,25,29,0.8620689655172413,0.9211914121100107,0.13793399865786515,0.6059570605500527,1.0,-0.2629076659625518,0.9745304257350728,0.42224187155529425,26,1,,404433221100040058303132f330b536373819183b7e797b2a1041424378562431,0,0x291e,0x95ea,33,,0_0_0_10_14_32,-23.0
4,3,4,33,1,1,0,35,35,0.6,0.6,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.42857142857142855,0.0,15,20,0.42857142857142855,0,15,0.0,18,20,0.9,0.9004045491924009,0.1457768248066917,0.5131697282223155,0.9972132544349221,-0.043940639390524734,0.5798977651575832,0.4163064474142115,26,4,,4044332211002528f01239202325242637787d7e3b2c3c2f3f4141424378563412,0,0xf468,0x8539,33,,0_0_0_10_14_32,-23.0
5,4,5,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.4,0.4,0.48571428571428565,0.0,8,27,0.22857142857142856,0,8,0.0,23,27,0.8518518518518519,0.9072737775195949,0.03820637346815306,0.5363688875979741,1.0,0.01965312952629768,0.11936664057916946,0.5420588196232519,26,1,,406431223100040818b8717a3334353627f8f57abb3c0e2c2d5243435269471512,0,0x674e,0x49e5,33,,0_0_0_10_14_32,-23.0
6,5,6,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,9,26,0.2571428571428571,0,9,0.0,25,26,0.9615384615384616,0.9091015952922522,0.010521919049229467,0.5455079764612608,1.0,0.07410907378445569,0.5847222389962501,0.6402238047950559,26,1,,40542332110006005830313233343536b7b839b23b343d2e2e5041424378562412,0,0x0c9c,0x0e40,33,,0_0_0_10_14_32,-23.0
7,6,7,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.37142857142857144,0.0,9,26,0.2571428571428571,0,9,0.0,23,26,0.8846153846153846,0.9170979104428617,0.09039166930157765,0.5854895522143084,1.0,0.16289322570400055,0.9316187924476207,0.46510674609347796,26,1,,404433221100181148213133333435363739382a2b1c3f1e3f4073407048762502,0,0xa32b,0xcb0f,33,,0_0_0_10_14_32,-23.0
0,0,0,33,1,1,0,35,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0.0,0,0,0.0,1,35,0.02857142857142857,0.8938570103138154,0.14240011898908647,0.5234668457965526,0.9864545514431311,0.14148380500811247,0.9325963159618731,0.41883206658115185,26,128,,40f4dc3f29d2aec6cbb85480470fd6872048ddf16428dab7a566add0ea3298d6b1,0,0x1815,0x572d,33,,0_0_0_10_14_32,-24.0
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4857142857142857,0.4857142857142857,0.45714285714285713,0.45714285714285713,0.42857142857142855,0.02857142857142858,5,30,0.14285714285714285,0,5,0.0,26,30,0.8666666666666667,0.9011222021314333,0.1294428040369331,0.5540160756710463,0.98789873374653,0.013733584703690214,0.11028012387346597,0.428959735495934,26,16,,405432331011c28a16b2d538b3bc3db63f78797e7f2c68e6e2890542013c34b41a,0,0x69c3,0xa80a,33,,0_0_0_10_14_32,-24.0
3,2,3,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5142857142857142,0.5142857142857142,0.4857142857142857,0.4857142857142857,0.42857142857142855,0.028571428571428525,4,31,0.11428571428571428,0,4,0.0,24,31,0.7741935483870968,0.9078760107433216,0.2459237458975073,0.6081526476854355,0.9828068515077931,-0.0294627007025753,0.41895606022155085,0.3553111862038401,26,128,,4044b3a21108ac8ae0b0aa72b770f13633281c4d7e7afd3f6a1841424378560433,0,0xd1b4,0x95c8,33,,0_0_0_10_14_32,-24.0
4,3,4,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.48571428571428577,0.0,8,27,0.22857142857142856,0,8,0.0,23,27,0.8518518518518519,0.9034496682270337,0.13775070130968747,0.5172483411351678,1.0,0.03620316462685086,0.408665542346778,0.4223835657084922,26,1,,4044332211003538e10339213334252636787d7e3b2c3c2f3f4141424378563412,0,0x9322,0x8539,33,,0_0_0_10_14_32,-24.0
5,4,5,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.37142857142857144,0.0,4,31,0.11428571428571428,0,4,0.0,21,31,0.6774193548387096,0.8738711851715164,0.012641044763342345,0.40431011994670063,0.9912614514777203,0.020995520845845158,0.09993178859987395,0.6271941975589637,26,54,,406431223100040818b8717a3334353627f8f57abbbc8eacad52c343d2e147d54b,0,0x2152,0x0875,33,,0_0_0_10_14_32,-24.0
6,5,6,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.4285714285714286,0.0,5,30,0.14285714285714285,0,5,0.0,26,30,0.8666666666666667,0.8960839961131808,0.000558369117855167,0.4804199805659039,1.0,-0.08832985528950486,0.529279683044555,0.8210628040211962,26,1,,40542332110006405c34715633527532b3b839b23b043e2e2f5141535278462512,0,0x8263,0x0e40,33,,0_0_0_10_14_32,-24.0
7,6,7,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.28571428571428575,0.0,7,28,0.2,0,7,0.0,20,28,0.7142857142857143,0.9031362516023504,0.08446570846098123,0.5156812580117521,1.0,0.21895854355607322,0.9605926177129094,0.47162153042597077,26,1,,40c4772a55c41c1148213173377431323739382a2b1cbf16bfc073407048762582,0,0x3afc,0x0b87,33,,0_0_0_10_14_32,-24.0
0,0,0,33,1,1,0,35,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,35,0.0,0,0,0.0,0,35,0.0,0.8856189888706809,0.0026885387749919025,0.4280949443534046,1.0,0.11505858796087007,0.731889790551355,0.7298548962193099,26,1,,40f49e3d4bf48ee6eb985480470fd6872048ddf16428dab7a5668dc0e913ab95f4,0,0x51fb,0x4639,33,,0_0_0_10_14_32,-25.0
2,1,2,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.6285714285714286,0.6285714285714286,0.6857142857142857,0.6857142857142857,0.22857142857142854,-0.05714285714285716,0,35,0.0,0,0,0.0,23,35,0.6571428571428571,0.9003304866053023,0.023848243635674345,0.5587466248934035,0.985726452033277,0.09863251886675364,0.7647285872507492,0.5798655219809703,26,128,,405410131231c08a16b2d558d1bc1bd43b70f1fe7f2468e6e289955a00bcadb41a,0,0xd01b,0xa80a,33,,0_0_0_10_14_32,-25.0
3,2,3,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.7142857142857143,0.7142857142857143,0.6857142857142857,0.6857142857142857,0.2857142857142857,0.02857142857142858,0,35,0.0,0,0,0.0,23,35,0.6571428571428571,0.9085584693555395,0.20252709027885785,0.5754126865852998,0.9918449150480994,0.0014983593613865918,0.00126605306240557,0.37910334474988355,26,128,,4044f490056cec8ee4f0ee76b770f13633281c4d7e7add1f483841424378560433,0,0x7114,0x95c8,33,,0_0_0_10_14_32,-25.0
4,3,4,33,1,1,0,35,35,0.8,0.8,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3714285714285715,0.0,4,31,0.11428571428571428,0,4,0.0,26,31,0.8387096774193549,0.9092003113915883,0.12517415968061738,0.546001556957941,1.0,0.040760328480056764,0.4586836279286921,0.4324632135281304,26,1,,4044332211003538e103392133342526b6fadd5e99243c2f3f415143537947241a,0,0x4968,0x0438,33,,0_0_0_10_14_32,-25.0
5,4,5,33,1,1,0,35,35,0.9428571428571428,0.9428571428571428,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.3142857142857143,0.0,2,33,0.05714285714285714,0,2,0.0,15,33,0.45454545454545453,0.8874138747204428,0.09349346489088341,0.4912228214635519,0.9864616380346655,0.06197942806700793,0.6341826223706672,0.4618308527384052,26,128,,406431223100040818b8717a3316371627e9f57aaabd8eacad52c343d2e143514b,0,0xd83d,0x08f5,33,,0_0_0_10_14_32,-25.0
