energy_weight,coherence_weight,phase_local_weight,rank_weight,symbol_count,phase_line_ser,savaux_ser,stage1_top40_recall,actual_viterbi_candidate_recall,ser_-26,savaux_ser_-26,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok_rate,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue_rate,C_savaux_ok_phase_break,C_savaux_ok_phase_break_rate,D_stage1_top40_miss,D_stage1_top40_miss_rate,E0_gt_in_top40_but_not_actual_candidates,E0_gt_in_top40_but_not_actual_candidates_rate,E1_gt_in_candidates_local_score_loss,E1_gt_in_candidates_local_score_loss_rate,E2_gt_in_candidates_transition_loss,E2_gt_in_candidates_transition_loss_rate,E3_lock_or_high_conf_removed_gt,E3_lock_or_high_conf_removed_gt_rate,Z_other,Z_other_rate,variant
0.7,0.2,0.16,0.0,385,0.35064935064935066,0.37922077922077924,0.9298701298701298,0.8623376623376623,0.35064935064935066,0.37922077922077924,225,0.5844155844155844,25,0.06493506493506493,14,0.03636363636363636,27,0.07012987012987013,16,0.04155844155844156,68,0.17662337662337663,0,0.0,10,0.025974025974025976,0,0.0,e0.70_c0.20_p0.16_r0.00
