dataset,snr_db,seed,method,errors,symbol_count,ser,fixes_vs_savaux,breaks_vs_savaux
0_0_0_10_14_32,-24.0,42,ordinary_fft,35,35,1.0,0,10
0_0_0_10_14_32,-24.0,42,savaux,25,35,0.7142857142857143,0,0
0_0_0_10_14_32,-24.0,42,branch_gls,25,35,0.7142857142857143,0,0
0_0_0_10_14_32,-24.0,42,savaux_dual,25,35,0.7142857142857143,0,0
0_0_0_10_14_32,-24.0,42,proposed,25,35,0.7142857142857143,0,0
