branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.03267170280823792,0.036952539471203145,0.12321136276303768,2,4096,0.02004182395235126,0.011260326461994648,0.011260326461994648,0_0_0_10_14_32,-24.0,42,0,-25,0.05380236129609033,256,0,0.005874615989650875,0.010794240757887999,0.05,0.05
