dataset,snr_db,seed,symbol_count,mean_rank1_ratio,mean_rank2_ratio,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,svd_left_ser,svd_left_mean_gt_rank,svd_left_mean_gt_margin_db,svd_left_fix_vs_savaux,svd_left_break_vs_savaux,svd_left_changes_vs_savaux,svd_rank1_savaux_ser,svd_rank1_savaux_mean_gt_rank,svd_rank1_savaux_mean_gt_margin_db,svd_rank1_savaux_fix_vs_savaux,svd_rank1_savaux_break_vs_savaux,svd_rank1_savaux_changes_vs_savaux,svd_rank2_savaux_ser,svd_rank2_savaux_mean_gt_rank,svd_rank2_savaux_mean_gt_margin_db,svd_rank2_savaux_fix_vs_savaux,svd_rank2_savaux_break_vs_savaux,svd_rank2_savaux_changes_vs_savaux
0_0_0_10_14_8,-23.0,42,70,0.27132276639839104,0.5269261052932983,0.014285714285714285,1.0285714285714285,3.787578183620318,0.7571428571428571,140.67142857142858,-3.978486243763606,0,52,53,0.7,125.6,-3.3708406569132983,0,48,49,0.3142857142857143,15.042857142857143,0.7638761933610123,1,22,23
0_0_0_10_14_8,-24.0,42,70,0.27129900502093396,0.5269024142983423,0.08571428571428572,1.2,2.7895254470383413,0.8142857142857143,172.64285714285714,-4.831220952261897,0,51,57,0.7571428571428571,160.4857142857143,-4.63109879771385,0,47,53,0.5,27.785714285714285,-0.34188924844607554,0,29,35
0_0_0_10_14_8,-25.0,42,70,0.2712854469606269,0.526890472321892,0.21428571428571427,1.9857142857142858,1.7921143157985695,0.8857142857142857,208.7,-5.64334162697298,0,47,62,0.8285714285714286,198.42857142857142,-5.88609289308048,0,43,57,0.6285714285714286,46.6,-1.427838325367128,0,29,42
0_0_0_10_14_16,-23.0,42,70,0.2695516270157565,0.5257908243249009,0.014285714285714285,1.0142857142857142,3.2321200334281763,0.7714285714285715,145.92857142857142,-3.8131609550172763,0,53,54,0.7142857142857143,65.6,-2.365212502586097,0,49,50,0.44285714285714284,11.442857142857143,0.3417378273667625,0,30,31
0_0_0_10_14_16,-24.0,42,70,0.2695039400269601,0.5257479961289524,0.11428571428571428,1.2142857142857142,2.242647102908447,0.8857142857142857,173.5857142857143,-4.709836137355146,0,54,62,0.8,100.37142857142857,-3.6684008438343603,0,48,56,0.6,22.742857142857144,-0.7484327205193119,0,34,42
0_0_0_10_14_16,-25.0,42,70,0.2694726561274302,0.5257188458830485,0.22857142857142856,2.6857142857142855,1.2552634065281538,0.9,205.5142857142857,-5.483678567086158,1,48,64,0.8714285714285714,136.4,-4.840264502235806,1,46,61,0.7142857142857143,41.385714285714286,-1.8094282449869592,1,35,51
0_0_0_10_14_32,-23.0,42,70,0.2686087904766995,0.5253128350760811,0.42857142857142855,81.58571428571429,0.24494764693220594,0.8571428571428571,265.3285714285714,-6.141254525607901,1,31,60,0.8428571428571429,214.47142857142856,-5.769578343222597,0,29,56,0.5857142857142857,124.98571428571428,-2.3400237404359565,0,11,38
0_0_0_10_14_32,-24.0,42,70,0.2685995491935991,0.5252625262291569,0.4714285714285714,106.14285714285714,-0.8531366169094249,0.9,291.51428571428573,-6.798230415605296,1,31,63,0.8714285714285714,242.77142857142857,-6.672638581579003,0,28,58,0.6571428571428571,144.4857142857143,-3.246800572285484,1,14,44
0_0_0_10_14_32,-25.0,42,70,0.26859985958304783,0.5252304573729583,0.4714285714285714,131.42857142857142,-1.9988869247281364,0.9142857142857143,316.1857142857143,-7.381449011485683,1,32,63,0.9428571428571428,272.8142857142857,-7.4933441985428075,0,33,62,0.6857142857142857,166.9,-4.1210287559296255,1,16,46
