scenario,target_tx_dbm,trials,symbol_count,mean_target_snr_db,mean_target_sinr_db,mean_branch_color_mismatch,conditional_backend_rate,branch0_errors,branch0_ser,branch0_fixes_vs_savaux,branch0_breaks_vs_savaux,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,equal8_errors,equal8_ser,equal8_fixes_vs_savaux,equal8_breaks_vs_savaux,equal8_wrap_errors,equal8_wrap_ser,equal8_wrap_fixes_vs_savaux,equal8_wrap_breaks_vs_savaux,gls8_direct_errors,gls8_direct_ser,gls8_direct_fixes_vs_savaux,gls8_direct_breaks_vs_savaux,gls8_cg_errors,gls8_cg_ser,gls8_cg_fixes_vs_savaux,gls8_cg_breaks_vs_savaux,gls8_cg_wrap_errors,gls8_cg_wrap_ser,gls8_cg_wrap_fixes_vs_savaux,gls8_cg_wrap_breaks_vs_savaux,conditional_gls_errors,conditional_gls_ser,conditional_gls_fixes_vs_savaux,conditional_gls_breaks_vs_savaux
one_interferer,-67.0,3,600,-19.234097330351357,-19.4667169859115,1.280379542865391,0.29,494,0.8233333333333334,4,15,483,0.805,0,0,488,0.8133333333333334,9,14,455,0.7583333333333333,36,8,489,0.815,3,9,489,0.815,3,9,452,0.7533333333333333,37,6,466,0.7766666666666666,23,6
one_interferer,-65.0,3,600,-17.234097330351357,-17.4667169859115,1.280295976042031,0.25,302,0.5033333333333333,5,15,292,0.4866666666666667,0,0,287,0.47833333333333333,15,10,247,0.4116666666666667,49,4,281,0.4683333333333333,19,8,281,0.4683333333333333,19,8,241,0.40166666666666667,54,3,250,0.4166666666666667,45,3
one_interferer,-63.0,3,600,-15.234097330351354,-15.466716985911495,1.2801696550849895,0.12833333333333333,80,0.13333333333333333,4,9,75,0.125,0,0,76,0.12666666666666668,9,10,47,0.07833333333333334,32,4,77,0.12833333333333333,7,9,78,0.13,7,10,53,0.08833333333333333,26,4,55,0.09166666666666666,23,3
two_interferers,-67.0,3,600,-19.23411950642385,-19.48473344337578,1.280111918703484,0.285,516,0.86,3,17,502,0.8366666666666667,0,0,506,0.8433333333333334,5,9,465,0.775,39,2,503,0.8383333333333334,7,8,502,0.8366666666666667,7,7,468,0.78,35,1,474,0.79,29,1
two_interferers,-65.0,3,600,-17.234119506423845,-17.484733443375777,1.280085701608188,0.27499999999999997,298,0.49666666666666665,8,15,291,0.485,0,0,287,0.47833333333333333,16,12,234,0.39,60,3,282,0.47,21,12,282,0.47,21,12,225,0.375,67,1,239,0.3983333333333333,53,1
two_interferers,-63.0,3,600,-15.234119506423845,-15.484733443375776,1.2799544169723942,0.10833333333333334,81,0.135,0,11,70,0.11666666666666667,0,0,75,0.125,6,11,53,0.08833333333333333,18,1,70,0.11666666666666667,5,5,70,0.11666666666666667,5,5,51,0.085,21,2,55,0.09166666666666666,17,2
