phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,0,13,30426,-2342,0.25378994752821754,0.0874345501632747,2.9026277032853933,False
1,4096,13,2419,2419,0.2968544542832955,0.08778576701235352,3.381578408280252,False
2,8192,13,30404,-2364,0.2663506422897652,0.08871386169928747,3.0023565335551665,False
3,12288,13,260,260,0.28357001648708424,0.08977081685897903,3.1588218355252837,False
4,16384,13,812,812,0.28854805081224655,0.09071230777725234,3.1809140113686416,False
5,20480,13,30612,-2156,0.27910283914997097,0.09052789331677619,3.083059032129813,False
6,24576,13,29800,-2968,0.26572796209048977,0.08963886949653627,2.9644278601790908,False
7,28672,13,29017,-3751,0.2572355147631483,0.08974565977714116,2.866272479381426,False
8,32768,13,32569,-199,0.25963420013639393,0.08910072734994923,2.9139402994620096,False
9,36864,13,1112,1112,0.2789280259913229,0.09003832166060974,3.097881222649991,False
10,40960,13,32569,-199,0.3039405059874575,0.08994228137645548,3.3792839289377987,False
11,45056,13,27628,-5140,0.3025879152020421,0.08934071064416865,3.386898458947867,False
12,49152,13,30677,-2091,0.2785904966461207,0.0896045844861869,3.109109854631011,False
13,53248,13,30677,-2091,0.28542728749217855,0.09073446829732185,3.145742658202179,False
14,57344,13,31144,-1624,0.2832723210148374,0.09184460456770568,3.084256525989131,False
15,61440,13,1696,1696,0.2928000994273859,0.09320489295942233,3.1414670424530104,False
16,65536,13,1668,1668,0.29805402136238845,0.0930518952384814,3.2030945807015536,False
17,69632,13,1696,1696,0.28108347362647623,0.09390240039343292,2.993357703837077,False
18,73728,13,9510,9510,0.26844707481279817,0.09406420477647173,2.853870666856951,False
19,77824,13,1593,1593,0.2751164503791291,0.09477422643855708,2.902861471071878,False
20,81920,13,6637,6637,0.28680886682139195,0.09466497899462548,3.0297251408852612,False
21,86016,13,30587,-2181,0.30151721375540225,0.09479639343246085,3.1806823322896016,False
22,90112,13,30449,-2319,0.2948317091016431,0.0961920654422538,3.065031484105485,False
23,94208,13,3261,3261,0.30863523826309974,0.09800815492283493,3.1490771202263574,False
24,98304,13,2538,2538,0.3225214618578872,0.09960674671820213,3.237947955175507,False
25,102400,13,2538,2538,0.30710973411828807,0.1019436541747814,3.012543905790854,False
26,106496,13,715,715,0.3092498767248163,0.10119303728929377,3.056039081431297,False
27,110592,13,715,715,0.35757821232892384,0.10034972586616606,3.563320270608582,False
28,114688,13,715,715,0.3065484124282989,0.1004146912790277,3.05282432803061,False
29,118784,13,30938,-1830,0.3318041682974515,0.10070291740169304,3.2948813883307926,False
30,122880,13,26570,-6198,0.2857333383459127,0.10014091662188948,2.8533125917428954,False
31,126976,13,5018,5018,0.2791760646441224,0.09819383660554132,2.843111892710869,False
32,131072,13,23946,-8822,0.27616343940765814,0.09707603334189277,2.8448158613469112,False
33,135168,13,29036,-3732,0.27113640460115995,0.09408598065899695,2.881793894287614,False
34,139264,13,29036,-3732,0.29025477809687517,0.09491001644137644,3.0582101761214884,False
35,143360,13,552,552,0.2790669977040874,0.096266097576875,2.898912542717684,False
36,147456,13,901,901,0.2736723624513088,0.0969049437804097,2.824132100746695,False
37,151552,13,29530,-3238,0.28040262471581423,0.09552490825189117,2.9353875323953837,False
38,155648,13,29530,-3238,0.32535958980986357,0.09519630403687683,3.417775438884968,False
39,159744,13,29278,-3490,0.32686196929454575,0.09424899493327746,3.4680684873716063,False
40,163840,13,29531,-3237,0.30491497278592494,0.09384935451490051,3.248983164157122,False
41,167936,13,1142,1142,0.3511512821293411,0.09433603940581159,3.7223449737885472,False
42,172032,13,1142,1142,0.3022667895575377,0.09557238993804873,3.1626999152524173,False
43,176128,13,1406,1406,0.2835670253183325,0.09587282823035545,2.957741317873722,False
44,180224,13,1406,1406,0.3050603324563208,0.09599290321918169,3.1779467254967075,False
45,184320,13,30782,-1986,0.31712497334647277,0.0969587578097669,3.2707202578716204,False
46,188416,13,845,845,0.3470383171152266,0.09663510710321044,3.591224012869099,False
47,192512,13,30328,-2440,0.27958552496517636,0.09684855405941531,2.8868322060198683,False
48,196608,13,30725,-2043,0.27355675395141654,0.09571589925824898,2.858007458231563,False
49,200704,13,31213,-1555,0.296153754949878,0.0943443984451811,3.139070891654033,False
50,204800,13,31213,-1555,0.3249001766322502,0.092467848446035,3.5136556337402465,False
51,208896,13,2791,2791,0.32925421714424563,0.09055272150288761,3.636049935105994,False
52,212992,13,1624,1624,0.2752265682660728,0.08844447110920885,3.111857245731397,False
53,217088,13,1436,1436,0.2627890031000054,0.08726420900988148,3.0114179235870706,False
54,221184,13,2308,2308,0.2652511826021976,0.08721225072171285,3.041444067859141,False
55,225280,13,27386,-5382,0.2507254307212651,0.08594204357250068,2.917378041048712,False
56,229376,13,27386,-5382,0.23437867235664922,0.08554032144199006,2.739978859158195,False
57,233472,13,31356,-1412,0.25740317374029015,0.08546274700647495,3.011875732484803,False
58,237568,13,31356,-1412,0.2414861775761072,0.08478166525970252,2.848330200125094,False
59,241664,13,31356,-1412,0.24106416094532968,0.08496896654689864,2.8370847703823046,False
60,245760,13,4793,4793,0.25907430723682434,0.08558262466633702,3.027183476165675,False
61,249856,13,4793,4793,0.31259514051599946,0.08534007654930667,3.6629348502563426,False
62,253952,13,3939,3939,0.27516171431620556,0.08540042798661729,3.2220179781689726,False
63,258048,13,30418,-2350,0.3057612179144155,0.08607035623837828,3.552456749076151,False
64,262144,13,30002,-2766,0.2564001468927333,0.08628057197884734,2.9717019835658105,False
65,266240,13,31228,-1540,0.2584785072872912,0.0865507177972603,2.9864397877411153,False
66,270336,13,2897,2897,0.3039846905393617,0.08674747372264091,3.5042483370904476,False
67,274432,13,30171,-2597,0.25826059447670724,0.0867418518586032,2.9773470238760247,False
68,278528,13,29401,-3367,0.27036934081121516,0.08597022217395797,3.144918484264604,False
69,282624,13,26476,-6292,0.25799322126671315,0.08513284861551625,3.030477958418644,False
70,286720,13,2858,2858,0.2772676751234406,0.08475417060019452,3.2714339974061906,False
71,290816,13,30779,-1989,0.27918113228352354,0.08430139865873026,3.3117022579151656,False
72,294912,13,24331,-8437,0.2585481221330363,0.08426833897141872,3.0681525859994467,False
73,299008,13,29004,-3764,0.26665203525777037,0.0841224998314605,3.169806363244173,False
74,303104,13,29004,-3764,0.24912095346395918,0.08414375260210136,2.9606589409198487,False
75,307200,13,3545,3545,0.2411262193392985,0.08468164248123672,2.8474438175042,False
76,311296,13,300,300,0.2824518500941567,0.0847993327797184,3.3308263265216533,False
77,315392,13,300,300,0.252700359086528,0.08502084628231607,2.9722164638002253,False
78,319488,13,3440,3440,0.2875954639912178,0.08553784275471485,3.3622015090550734,False
79,323584,13,3440,3440,0.2823034429901451,0.08593304953079994,3.2851556476994626,False
80,327680,13,539,539,0.2658333333968831,0.08616148781813389,3.0852918180567297,False
81,331776,13,2540,2540,0.2747565305769898,0.08590967858209111,3.1982022877020286,False
82,335872,13,2540,2540,0.2869024026290872,0.08539175096629342,3.359837447792069,False
83,339968,13,2540,2540,0.2809382876571032,0.0849617510675473,3.30664427377148,False
84,344064,13,32130,-638,0.2551316298117609,0.08542117377694522,2.98674928628316,False
85,348160,13,30370,-2398,0.2633984691871616,0.08508130790224444,3.0958441481623384,False
86,352256,13,28773,-3995,0.2659729198398389,0.08419184290717618,3.1591293248335393,False
87,356352,13,28773,-3995,0.28263014826808297,0.0841295713710852,3.3594625963495774,False
88,360448,13,30082,-2686,0.24653231670674514,0.08444614523485999,2.9194028456964403,False
89,364544,13,30206,-2562,0.2807020564913803,0.08430641389088428,3.3295456838513626,False
90,368640,13,2462,2462,0.26658753402866414,0.08445606888798105,3.1565231195197416,False
91,372736,13,2788,2788,0.27406687119817885,0.08499883998883451,3.224360135199262,False
92,376832,13,3966,3966,0.25277640150794356,0.08483810341969336,2.9795149976121094,False
93,380928,13,3707,3707,0.25326450249763466,0.08529623724592686,2.969234173453868,False
94,385024,13,3707,3707,0.3115285609698003,0.0852380985000143,3.654804206709844,False
95,389120,13,3707,3707,0.2730917457264269,0.08491167546546072,3.216186045433901,False
96,393216,13,3707,3707,0.2552876000691784,0.08478088965456518,3.0111455672302205,False
97,397312,13,2765,2765,0.26990464253813734,0.08493683619027852,3.177710103699735,False
98,401408,13,27948,-4820,0.26883348447495437,0.08529319460461407,3.151874961667943,False
99,405504,13,3946,3946,0.2565447104386241,0.08517198195588849,3.012078673612309,False
100,409600,13,832,832,0.2521294148484919,0.08507967546055675,2.963450594794288,False
101,413696,13,29377,-3391,0.26108980938044846,0.08464167439271855,3.0846484459776846,False
102,417792,13,3301,3301,0.24856889006288466,0.08440705403097315,2.9448829000911743,False
103,421888,13,3301,3301,0.25146624140155827,0.0853385544799727,2.9466897222939545,False
104,425984,13,32045,-723,0.26116356169450394,0.08584569474814538,3.042244138866919,False
