dataset,snr_db,seed,method,errors,symbol_count,ser,fixes_vs_savaux,breaks_vs_savaux
0_0_0_10_14_32,-18.0,43,ordinary_fft,37,105,0.3523809523809524,0,7
0_0_0_10_14_32,-18.0,43,savaux,30,105,0.2857142857142857,0,0
0_0_0_10_14_32,-18.0,43,branch_gls,29,105,0.2761904761904762,1,0
0_0_0_10_14_32,-18.0,43,savaux_dual,30,105,0.2857142857142857,0,0
0_0_0_10_14_32,-18.0,43,proposed,29,105,0.2761904761904762,1,0
0_0_0_10_14_32,-20.0,43,ordinary_fft,46,105,0.4380952380952381,0,13
0_0_0_10_14_32,-20.0,43,savaux,33,105,0.3142857142857143,0,0
0_0_0_10_14_32,-20.0,43,branch_gls,34,105,0.3238095238095238,0,1
0_0_0_10_14_32,-20.0,43,savaux_dual,33,105,0.3142857142857143,0,0
0_0_0_10_14_32,-20.0,43,proposed,34,105,0.3238095238095238,0,1
0_0_0_10_14_32,-22.0,43,ordinary_fft,71,105,0.6761904761904762,1,23
0_0_0_10_14_32,-22.0,43,savaux,49,105,0.4666666666666667,0,0
0_0_0_10_14_32,-22.0,43,branch_gls,46,105,0.4380952380952381,4,1
0_0_0_10_14_32,-22.0,43,savaux_dual,47,105,0.44761904761904764,2,0
0_0_0_10_14_32,-22.0,43,proposed,45,105,0.42857142857142855,4,0
