"path","bytes","sha256"
"archive/aligned_ser_ablation/metadata.json","3548","f207dbe2b78d72fc7028f63c7d7484907ec667b4bc814f19ae1697646eeb766c"
"archive/aligned_ser_ablation/ser.png","151102","636725ea409a04d5e6f82053c5e62c2247d8b35933014ed72f86694d9e060c30"
"archive/aligned_ser_ablation/summary.csv","2565","d86b4b8315a5808c0561657f0b599013ee40dc163280270ef8723aa4629242f7"
"archive/aligned_ser_ablation/symbol_metrics.csv","370756","76783cefcee384ff741d7d629a658466b3b2626bedeb7067f6652ef7d68e5903"
"archive/aligned_ser_ablation/trial_metrics.csv","6666","9a0f0ee9711639013ce1131360bc099961a3c4a77fc9c123f894fbb66c6bf4b6"
"archive/aligned_ser_main/metadata.json","3567","7e10800a982cf239d5c113f1d0dc8bee641124b83d2fdfc1af3a5afc06c591bf"
"archive/aligned_ser_main/ser.png","202710","eae75d457a3207ccbbcd7e0be3b371d5f51ac240d0ff8171489a2dc80273250c"
"archive/aligned_ser_main/summary.csv","3063","f839f0a8441e2220cc0589591ab3680dbf787e8ccec53adae82357b1885a9d4d"
"archive/aligned_ser_main/symbol_metrics.csv","529217","130f58e4682efbe49e621e7cd421ee57d77a478b73ee74602315971a7bae0adb"
"archive/aligned_ser_main/trial_metrics.csv","8756","81f985e577931514bfd7b42aba0c78a78cd8b875a2a75ba1adc22527152c69ad"
"archive/aligned_ser_v1/metadata.json","3578","376c1c97c570a4ef9bcd3793559ee32342d85c440d885c798d16e36fb1e82d07"
"archive/aligned_ser_v1/ser.png","203462","54d3ef743577ddedc471df34d59ad9799c8c57ce310c9e535380101bbc9a2bab"
"archive/aligned_ser_v1/summary.csv","2593","9b79d8ef2f4cf9263c4583c92aaffd36b94abb3dc9acfc74fb04745285778f9b"
"archive/aligned_ser_v1/symbol_metrics.csv","112183","c4b8021bd5c286d85b3cfff89bc29e0c9e840b4a2f6a0e53e4ebb72dda3f706a"
"archive/aligned_ser_v1/trial_metrics.csv","7301","96fa2036d11428a047c1482909baa59688b6d00df585878a00986f1887f619ca"
"archive/smoke/metadata.json","3500","b829da6272fa57e8f7896ca4f599ccc119160b8a02596c4b6af4881cf121552a"
"archive/smoke/ser.png","73121","9fb89dababfb2f32c4ff22909a2902b7799570d1bbf32e2e34033bf5001207a6"
"archive/smoke/summary.csv","945","e38f40c938f3e663d2c9e204be697f84a578699f1f4682dd04f6792286c8e8e6"
"archive/smoke/symbol_metrics.csv","1116","3c5cf33237da5ab3ff785b785316c2be89198ab27f93f7b92987b5b5d1237c50"
"archive/smoke/trial_metrics.csv","1294","3af072c79166809ef483a9b7c67f53130f0e9440e22bb1e63a21ca37a92a61c0"
"archive/smoke_cg/metadata.json","3481","8c532ef29959292a7863999773dca38e69acea154d6a9d10634783338f21d82f"
"archive/smoke_cg/ser.png","63768","ef24362b394f957f74357b775ae162c908b08f44b0f0dd141dfb027ceb57068b"
"archive/smoke_cg/summary.csv","1005","71d325844b4ed16f6cfc901945aee53e02077de611b66c97c835d63df85b2a7f"
"archive/smoke_cg/symbol_metrics.csv","510","560a8d4b0b2aa25fefd687dd1fd8e947eec9a2f82a6a5e92551a4a46b733c3c8"
"archive/smoke_cg/trial_metrics.csv","1268","875112a3b44693ec3582048f2734b0404d017e6392a8c8c4bbdaabb60a8e9323"
"code_provenance.csv","985","59c5365c07d8e0e835ff6002fc51d0bea35408ec15a1281d6f40b3a6d0bd438c"
"diagnostics/aligned_ser_ablation_487p7/metadata.json","3555","34d2fdc4bba79826348e884bf50a6a20f3f0b7d8b98db066dd35aa5f92b7764f"
"diagnostics/aligned_ser_ablation_487p7/ser.png","153427","36a8eb0507b61788fb4b7ba686f84ca03086bc1b4bd4c4bace5285077a4cd681"
"diagnostics/aligned_ser_ablation_487p7/summary.csv","2514","86a6c7f0e7f32e4234f6a4db28d6d97870e73c986f09c6d1c9fc60b903199382"
"diagnostics/aligned_ser_ablation_487p7/symbol_metrics.csv","370650","ec54714e7947eec8eae59e30eb415649f1bd528652eca7df81c1eac06c79d7ce"
"diagnostics/aligned_ser_ablation_487p7/trial_metrics.csv","6645","ccf53f307d275dcbcab77c73dad4dee0d580d3febfeedbacac7e8732c16fee49"
"diagnostics/aligned_ser_thermal_487p7/metadata.json","3526","44fd3b3ea5a97d2d747f0f7a4c0da4031ecb6a77c4f761839b3e62ca4af2ce72"
"diagnostics/aligned_ser_thermal_487p7/ser.png","119373","59aa0d38253bd5f955efa2327eaddbb9c7e9dcb062233e0f484feb28bdf6d9a4"
"diagnostics/aligned_ser_thermal_487p7/summary.csv","1577","cb5ac74c857f1061351eb743c14f348d7e3b2ea7edc91fb15042636c7d6fe1aa"
"diagnostics/aligned_ser_thermal_487p7/symbol_metrics.csv","179776","1dbf918439f7307aada2f7f5e33bc809e2433fc037e88c7c8632824ec54b744f"
"diagnostics/aligned_ser_thermal_487p7/trial_metrics.csv","3467","13d485db5f98d12a0acb1fad7c44974ffa3555457e3b3260ea226da2155b7854"
"final/aligned_ser_final_487p7/aggregate_summary.csv","1389","6cc861540e56a9b7130bb829f46162db6c3de51b656e8ec836f95ec2e229a9a8"
"final/aligned_ser_final_487p7/metadata.json","4140","e50a325e9151fe1fb975bbd42c021deecf410c4faa906c207d167f16c6bfeb6c"
"final/aligned_ser_final_487p7/ser.png","216376","ed0ff2560ae5f004bdedca84397868c815129b0346fe23105c415c22976659ae"
"final/aligned_ser_final_487p7/summary.csv","3295","a4d4a2045e1a1d53503042d4e7a8204bb1930f602a7712dbdccf4134c8ed78ee"
"final/aligned_ser_final_487p7/symbol_metrics.csv","550306","ace874ec1736d730adba4ac588b47e6d0fcfe6b49d551a6827a34132bca68942"
"final/aligned_ser_final_487p7/trial_metrics.csv","9229","2fcc35326ddcef0f9635628e3d32e375bfb507da3ddd6acd43217e539ad8950c"
"README.md","2840","4525c65fb8643934dd951302d12d9f54b9b90d1ac6f486b41299547056f7e512"
"run_index.csv","890","2e03fe4976e36bead4014834446f6003575f9ec5eabec8e089fe52c5a0fb22f7"
