snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores
-24,-24.0,24.0,42,0,36,44,770985,314,314,1,1,1.1360852014867273,92,0,65,-3.5892931086808892,762,0,22,-2.891476835107734,563,0,72,-3.528341061692311,348,0,65,-3.5892931086808892,92,92|348|604|860,1.60984227|2.74519863|0.888548053|2.46334398,805,0,22,-2.891476835107734,37,37|293|549|805,0.622394152|0.719545119|0.406840967|0.17839028,232,0,72,-3.528341061692311,232,232|488|744|1000,0.487546334|0.440697816|3.24799531|2.08526161
-24,-24.0,24.0,42,0,37,45,775081,602,602,1,1,0.11293352310638002,24,0,189,-3.80131400891894,858,0,3,-0.7909948731022591,602,1,1,0.4961933213948191,536,0,189,-3.80131400891894,24,24|280|536|792,0|0.0367498078|1.20936001|0.158520317,858,0,3,-0.7909948731022591,90,90|346|602|858,2.43449118|2.12806792|2.62140771|4.25222089,602,1,1,0.4961933213948191,90,90|346|602|858,1.84831175|1.36678112|2.25062422|1.50374915
-24,-24.0,24.0,42,0,38,46,779177,7,7,1,1,2.7152992627833643,343,0,517,-8.706165010444055,304,0,139,-5.765410758811659,7,1,1,0.028312888728631025,343,0,517,-8.706165010444055,87,87|343|599|855,0.10375559|0.57573829|0.0173085369|0.075314626,255,0,139,-5.765410758811659,255,255|511|767|1023,5.65803827|4.8695847|2.011198|0,7,1,1,0.028312888728631025,7,7|263|519|775,1.97275406|0.38941526|0.679144998|0.0298243128
-24,-24.0,24.0,42,0,39,47,783273,414,414,1,1,2.410910895264956,91,0,289,-6.981977165534332,562,0,64,-2.7303316711429284,414,1,1,0.1498709112405912,91,0,289,-6.981977165534332,91,91|347|603|859,2.70186676|0.900488622|0.728145715|1.28419208,735,0,64,-2.7303316711429284,223,223|479|735|991,1.41808725|1.81998831|0.430755177|0.25605195,720,0,1,0.1498709112405912,208,208|464|720|976,1.47037198|0.676802073|4.36990777|0.0122401515
-24,-24.0,24.0,42,0,40,48,787369,807,807,1,1,4.749680069377643,172,0,609,-10.098044477357623,479,0,36,-2.832345342044466,807,1,1,0.6738476661422657,684,0,609,-10.098044477357623,172,172|428|684|940,0.0265075617|0.0567843123|1.4601389|1.20983576,212,0,36,-2.832345342044466,212,212|468|724|980,0.297030194|1.05377181|0.0241920972|0.253272931,807,1,1,0.6738476661422657,39,39|295|551|807,0.360875219|0.130951931|0.383861768|0.727472493
-24,-24.0,24.0,42,0,41,49,791465,195,195,1,1,2.3504541044460603,54,0,461,-8.333044945258806,508,0,28,-3.56984563186551,508,0,47,-2.499625278852067,54,0,461,-8.333044945258806,54,54|310|566|822,1.09463815|0.760161925|0.0745612685|0.584785863,252,0,28,-3.56984563186551,252,252|508|764|1020,4.44500343|2.79826114|2.56890766|0,350,0,47,-2.499625278852067,94,94|350|606|862,2.27761067|1.35205466|0.567663888|0.162092235
-24,-24.0,24.0,42,0,42,50,795561,826,826,1,1,2.4902032963023895,46,0,545,-9.783963367124146,399,0,177,-6.656372392847559,655,0,6,-0.3890967442066178,558,0,545,-9.783963367124146,46,46|302|558|814,0.228000865|0.535576448|1.47929252|0.393326634,814,0,177,-6.656372392847559,46,46|302|558|814,0.320218977|0.35285383|0.694932308|0.0141301037,655,0,6,-0.3890967442066178,143,143|399|655|911,0.0682748606|0.413009447|2.01170966|0.919333403
-24,-24.0,24.0,42,0,43,51,799657,928,928,1,1,3.7586247249727345,213,0,237,-5.723616207730621,928,1,1,0.09829839247351675,928,1,1,0.3863456167621135,213,0,237,-5.723616207730621,213,213|469|725|981,1.65211266|0.157124481|0.302906903|0.122982546,631,0,1,0.09829839247351675,119,119|375|631|887,2.98156862|0.188494665|0.289733252|1.8075695,607,0,1,0.3863456167621135,95,95|351|607|863,0.353256863|0.852593784|0.116627516|0.0187247469
-24,-24.0,24.0,42,0,44,52,803753,761,761,1,1,1.4974035963284318,37,0,873,-16.519774590576045,738,0,327,-8.691475569623044,913,0,50,-2.8784152513094474,549,0,873,-16.519774590576045,37,37|293|549|805,0.00466953004|0.0275004332|1.87711811|0.85268849,805,0,327,-8.691475569623044,37,37|293|549|805,0.271873143|0.42524829|0.0981043562|1.83783372,244,0,50,-2.8784152513094474,244,244|500|756|1012,0.590189018|0.0822318575|0.933797359|0.458289903
-24,-24.0,24.0,42,0,45,53,807849,590,590,1,1,4.144948791369568,60,0,233,-6.5888439575583,723,0,17,-2.880785945723469,255,0,3,-0.5191558575825951,316,0,233,-6.5888439575583,60,60|316|572|828,0.02886162|1.94230143|0.615391206|0.111893205,723,0,17,-2.880785945723469,211,211|467|723|979,0.5473338|1.26622486|0.678583523|0.612277408,255,0,3,-0.5191558575825951,255,255|511|767|1023,0.162756758|5.36342189|3.15878256|0
-24,-24.0,24.0,42,0,46,54,811945,383,383,1,1,2.268829953615907,99,0,593,-10.326683855780214,272,0,18,-2.0643200605237415,383,1,1,0.5254339874767503,611,0,593,-10.326683855780214,99,99|355|611|867,0.122213841|0.00862261298|0.383998272|0.336602971,608,0,18,-2.0643200605237415,96,96|352|608|864,1.06248368|0.550927682|0.343362601|1.9532724,667,0,1,0.5254339874767503,155,155|411|667|923,2.21378067|1.45627526|0.564790562|0.581872824
-24,-24.0,24.0,42,0,47,55,816041,267,267,1,1,2.161814735180658,19,0,737,-12.46680270828347,294,0,135,-4.779266898799898,536,0,9,-1.0526903268545997,275,0,737,-12.46680270828347,19,19|275|531|787,0|1.08156723|0.372976033|0.447896044,24,0,135,-4.779266898799898,24,24|280|536|792,0.694339884|0.457496696|1.48178717|2.61208533,536,0,9,-1.0526903268545997,24,24|280|536|792,1.90090984|0.0150912713|0.550457741|2.19832277
-24,-24.0,24.0,42,0,48,56,820137,314,314,1,1,2.8692258056279814,173,0,457,-7.517678132743883,368,0,2,-0.06967891464695179,314,1,1,0.9455776396917064,173,0,457,-7.517678132743883,173,173|429|685|941,2.47975228|1.69923285|0.803431827|0.825085219,265,0,2,-0.06967891464695179,9,9|265|521|777,0.150831348|0.627782687|0.510741465|0.843197387,314,1,1,0.9455776396917064,58,58|314|570|826,0.353015933|0.477724987|0.446108153|0.360485232
-24,-24.0,24.0,42,1,0,8,2123893,803,803,1,1,5.035992783636898,179,0,301,-6.255165345044388,47,0,6,-1.246247979742641,803,1,1,2.9255692332539542,947,0,301,-6.255165345044388,179,179|435|691|947,0.642758593|0.994441855|1.48597107|4.15871412,47,0,6,-1.246247979742641,47,47|303|559|815,0.22504503|0.682026954|1.84707949|2.04753577,803,1,1,2.9255692332539542,35,35|291|547|803,0.341535443|2.62372095|3.84186899|3.23219143
-24,-24.0,24.0,42,1,1,9,2127989,711,711,1,1,1.3922977371458833,115,0,349,-7.479676571646206,594,0,475,-11.442040716791888,15,0,18,-1.7717629413623648,627,0,349,-7.479676571646206,115,115|371|627|883,1.18186155|1.01082605|1.7926125|0.559136615,594,0,475,-11.442040716791888,82,82|338|594|850,0.562400369|0.870309999|0.183951396|2.19459407,383,0,18,-1.7717629413623648,127,127|383|639|895,0.0546264666|1.78600019|1.39079105|0.559491698
-24,-24.0,24.0,42,1,2,10,2132085,922,922,1,1,3.9048645775027477,120,0,177,-4.10674209184412,245,0,41,-3.5326586596228013,922,1,1,2.499524072025268,376,0,177,-4.10674209184412,120,120|376|632|888,0.318004107|0.399836232|0.0254446228|0.0771627981,245,0,41,-3.5326586596228013,245,245|501|757|1013,3.00053955|1.49792839|0.290766841|0.282500188,922,1,1,2.499524072025268,154,154|410|666|922,2.4249554|0.607706252|1.82640601|0.047886083
-24,-24.0,24.0,42,1,3,11,2136181,718,718,1,1,4.919210484780217,209,0,49,-3.9757790633000445,744,0,2,-0.6331483077607549,718,1,1,1.9245232071632046,977,0,49,-3.9757790633000445,209,209|465|721|977,0.733507994|0.336987541|0.567938914|1.71482908,744,0,2,-0.6331483077607549,232,232|488|744|1000,0.380374958|0.110092988|0.290333132|0.0661455042,718,1,1,1.9245232071632046,206,206|462|718|974,0.127530335|3.51432405|1.39292164|2.63280651
-24,-24.0,24.0,42,1,4,12,2140277,756,756,1,1,5.217624244999909,28,0,81,-3.9821240540206726,829,0,25,-3.1090948273583594,756,1,1,1.3186925718972295,284,0,81,-3.9821240540206726,28,28|284|540|796,0|0.351798991|0.163950951|0.10663072,28,0,25,-3.1090948273583594,28,28|284|540|796,1.3354632|0.740313137|0.168920279|0.144764846,756,1,1,1.3186925718972295,244,244|500|756|1012,1.8856177|2.04286316|1.0866172|0.00745790207
-24,-24.0,24.0,42,1,5,13,2144373,109,109,1,1,4.352720243468566,422,0,753,-12.28074069547375,771,0,20,-2.494809419639488,109,1,1,2.732137402090602,678,0,753,-12.28074069547375,166,166|422|678|934,0.210435383|0.359654328|0.667168471|0.0037047892,771,0,20,-2.494809419639488,3,3|259|515|771,0|1.01201319|0.118496468|0.871469496,109,1,1,2.732137402090602,109,109|365|621|877,0.184561302|1.65626427|3.38346784|4.35098204
-24,-24.0,24.0,42,1,6,14,2148469,932,932,1,1,3.4638854596999638,145,0,617,-13.475829563329533,1006,0,47,-2.9628109330493717,932,1,1,0.25382010030407626,657,0,617,-13.475829563329533,145,145|401|657|913,0.0580964591|0.304860255|2.39705001|0.543332257,1006,0,47,-2.9628109330493717,238,238|494|750|1006,0.802969904|2.38516708|1.63410849|2.53672077,932,1,1,0.25382010030407626,164,164|420|676|932,0.066879518|3.8501034|8.88785201|1.60069285
-24,-24.0,24.0,42,1,7,15,2152565,468,468,1,1,3.117679290936654,16,0,625,-9.601568151036254,200,0,935,-19.91802470368213,456,0,138,-5.355505949944681,272,0,625,-9.601568151036254,16,16|272|528|784,0|3.3445549|2.2464917|1.20258353,200,0,935,-19.91802470368213,200,200|456|712|968,0.244313908|1.60845386|2.03493848|0.293695501,708,0,138,-5.355505949944681,196,196|452|708|964,0.0602931765|0.705217444|4.6702096|0.102756709
-24,-24.0,24.0,42,1,8,16,2156661,89,89,1,1,3.8265162857381076,104,0,249,-5.491619077661234,89,1,1,1.0475666779821888,89,1,1,3.8672893026187474,872,0,249,-5.491619077661234,104,104|360|616|872,0.655523842|0.438465836|1.14335957|2.7827793,89,1,1,1.0475666779821888,89,89|345|601|857,1.55931105|0.310766259|0.167524162|0.719343475,89,1,1,3.8672893026187474,89,89|345|601|857,2.4058314|2.89782905|2.56467823|1.35901113
-24,-24.0,24.0,42,1,9,17,2160758,713,713,1,1,3.6643868907436685,104,0,869,-15.428205916399744,350,0,54,-2.8759818973665343,92,0,9,-1.9645798285982174,616,0,869,-15.428205916399744,104,104|360|616|872,0.707841846|0.681131925|1.2822899|0.931518736,612,0,54,-2.8759818973665343,100,100|356|612|868,0.0215641989|1.39861832|1.47576021|0.567749973,346,0,9,-1.9645798285982174,90,90|346|602|858,0.666436098|0.358221877|0.647388743|0.882864439
-24,-24.0,24.0,42,1,10,18,2164854,865,865,1,1,3.2503203859026075,78,0,973,-20.64690990397754,922,0,80,-4.95327274679086,307,0,6,-0.9528240190971355,334,0,973,-20.64690990397754,78,78|334|590|846,0.0431369599|5.41899434|1.73336862|0.723291687,922,0,80,-4.95327274679086,154,154|410|666|922,0.867687583|3.97631443|2.97495905|0.324739497,865,1,6,-0.9528240190971355,97,97|353|609|865,0.340913941|2.59868369|0.0261787809|1.405096
-24,-24.0,24.0,42,1,11,19,2168950,92,92,1,1,4.414264095188559,185,0,873,-13.985610522743192,765,0,4,-0.29332242072688486,92,1,1,1.1074975881644313,953,0,873,-13.985610522743192,185,185|441|697|953,0.557113645|0.429202934|0.241521516|0.937448152,765,0,4,-0.29332242072688486,253,253|509|765|1021,3.19972251|2.9548414|1.00818213|0,92,1,1,1.1074975881644313,92,92|348|604|860,0.265998283|2.87235784|4.93814966|0.475693548
-24,-24.0,24.0,42,1,12,20,2173046,645,645,1,1,4.744981496657386,156,0,105,-4.259255116043902,668,0,21,-3.1854788584975955,645,1,1,1.1596365735948448,924,0,105,-4.259255116043902,156,156|412|668|924,0.361029915|0.311689148|0.322408653|0.368648832,668,0,21,-3.1854788584975955,156,156|412|668|924,0.141317543|0.565329705|2.40668364|0.799287984,645,1,1,1.1596365735948448,133,133|389|645|901,0.085670318|0.0846357355|0.187031254|1.68815962
-24,-24.0,24.0,42,1,13,21,2177142,426,426,1,1,2.5600010660418175,239,0,989,-22.022705870028815,426,1,1,0.053509594954467894,426,1,1,0.1470579893696779,751,0,989,-22.022705870028815,239,239|495|751|1007,0.41768861|0.288033495|1.06832068|0,426,1,1,0.053509594954467894,170,170|426|682|938,0.541527867|0.0668030596|2.64010099|2.20806456,426,1,1,0.1470579893696779,170,170|426|682|938,1.16037169|0.167695955|0.791105194|2.60471752
-24,-24.0,24.0,42,1,14,22,2181238,765,765,1,1,4.0020435472552744,200,0,461,-9.952485660772313,776,0,5,-0.7333916250712057,765,1,1,0.4969704487792012,456,0,461,-9.952485660772313,200,200|456|712|968,0.03963334|0.691289921|0.172775748|0.0201948068,85,0,5,-0.7333916250712057,85,85|341|597|853,0.151178032|0.552093165|1.26823107|0.0445583591,96,0,1,0.4969704487792012,96,96|352|608|864,4.28643863|2.25512889|0.536710376|0.0719593467
-24,-24.0,24.0,42,1,15,23,2185334,1023,1023,1,1,1.1950026132599938,36,0,297,-7.7597616992350735,255,0,5,-1.5451142165878862,1023,1,1,2.3385858120351606,548,0,297,-7.7597616992350735,36,36|292|548|804,0.576656068|0.968566627|4.18185423|0.0382952773,255,0,5,-1.5451142165878862,255,255|511|767|1023,0.604131716|1.10571651|1.87225735|0,1023,1,1,2.3385858120351606,255,255|511|767|1023,1.52051013|0.374637844|1.09508462|0
-24,-24.0,24.0,42,1,16,24,2189430,597,597,1,1,2.6832558447834853,114,0,445,-8.926939280704008,97,0,17,-1.9661689130349844,493,0,2,-0.6215785403361261,114,0,445,-8.926939280704008,114,114|370|626|882,1.10976977|0.95920481|0.477724672|0.885162794,888,0,17,-1.9661689130349844,120,120|376|632|888,1.2725372|2.77726165|0.501675645|0.0515822505,493,0,2,-0.6215785403361261,237,237|493|749|1005,0.309190561|1.40001901|1.63608508|0.209485019
-24,-24.0,24.0,42,1,17,25,2193526,562,562,1,1,2.721777895792179,16,0,453,-8.058811153595972,697,0,2,-0.705520383829437,562,1,1,1.3678918035640464,784,0,453,-8.058811153595972,16,16|272|528|784,0|0.672104485|0.0440383594|1.01502513,697,0,2,-0.705520383829437,185,185|441|697|953,1.26219786|0.224516775|2.52366122|1.27709544,193,0,1,1.3678918035640464,193,193|449|705|961,1.49521635|0.720822142|1.29336575|1.83844616
-24,-24.0,24.0,42,1,18,26,2197622,827,827,1,1,2.4493375761859855,206,0,189,-4.959533619441129,258,0,328,-8.180153312060717,1000,0,5,-2.1062728445098684,974,0,189,-4.959533619441129,206,206|462|718|974,0.511930502|0.438066956|0.412136052|0.537616283,124,0,328,-8.180153312060717,124,124|380|636|892,1.12542671|0.247512106|1.39927704|2.98673872,1000,0,5,-2.1062728445098684,232,232|488|744|1000,1.54405781|0.305206842|2.18799607|1.29227128
-24,-24.0,24.0,42,1,19,27,2201718,890,890,1,1,2.805681967688391,26,0,397,-7.786331685347024,994,0,21,-2.8269121855919104,865,0,2,-0.2960308859441737,794,0,397,-7.786331685347024,26,26|282|538|794,0|0.316612158|0.147104947|0.324763284,994,0,21,-2.8269121855919104,226,226|482|738|994,0.366853222|1.37165956|3.38741898|1.93093867,890,1,2,-0.2960308859441737,122,122|378|634|890,2.06584186|0.242552657|0.570104488|4.15018183
-24,-24.0,24.0,42,1,20,28,2205814,174,174,1,1,3.3144380990641324,232,0,181,-5.1856631633488846,972,0,434,-8.808916416289934,839,0,49,-3.4174711341920894,232,0,181,-5.1856631633488846,232,232|488|744|1000,0.707533865|0.329065409|0.317475565|0,132,0,434,-8.808916416289934,132,132|388|644|900,0.234827016|1.63410993|3.43574617|1.35045911,839,0,49,-3.4174711341920894,71,71|327|583|839,0.248781045|0.436328478|0.55089142|1.97545439
-24,-24.0,24.0,42,1,21,29,2209910,267,658,0,3,-1.634219442064753,11,0,1,0.0,1020,0,37,-3.233438709243088,75,0,21,-2.521351858010328,267,1,1,0.0,11,11|267|523|779,0|0.997986831|0.991466002|0.0437866357,709,0,37,-3.233438709243088,197,197|453|709|965,0.916194436|0.0928000367|0.0469117789|0.858618744,926,0,21,-2.521351858010328,158,158|414|670|926,0.155733495|0.566463912|0.433495263|1.19908937
-24,-24.0,24.0,42,1,22,30,2214006,917,917,1,1,4.025460001570961,115,0,137,-5.060741892097397,500,0,24,-2.7330793003827676,917,1,1,0.5127930738694608,115,0,137,-5.060741892097397,115,115|371|627|883,1.59145083|1.10638982|0.0986649559|0.472532111,500,0,24,-2.7330793003827676,244,244|500|756|1012,0.694990025|1.1374557|4.02528478|0.0310266888,917,1,1,0.5127930738694608,149,149|405|661|917,0.147664715|0.199320298|0.436180758|0.23461768
-24,-24.0,24.0,42,1,23,31,2218102,656,656,1,1,1.7313522799919399,228,0,345,-6.430463661039018,812,0,137,-4.816706000976224,998,0,13,-2.503694202602264,484,0,345,-6.430463661039018,228,228|484|740|996,0.204061575|0.995069725|0.122752426|0,812,0,137,-4.816706000976224,44,44|300|556|812,2.21987026|2.42423727|1.82509827|1.91571837,998,0,13,-2.503694202602264,230,230|486|742|998,1.06589972|0.127732391|0.947567931|1.1261643
-24,-24.0,24.0,42,1,24,32,2222198,889,889,1,1,3.51710777762362,197,0,25,-2.136945336042173,889,1,1,0.38731317015147004,889,1,1,1.7342470130324614,965,0,25,-2.136945336042173,197,197|453|709|965,0.0598227659|0.0160340604|0.144383089|0.379321343,889,1,1,0.38731317015147004,121,121|377|633|889,0.977790636|1.19045119|0.329971287|0.293771348,889,1,1,1.7342470130324614,121,121|377|633|889,3.49491585|3.70905551|0.863329232|0.329266832
-24,-24.0,24.0,42,1,25,33,2226294,66,66,1,1,4.702849885935068,102,0,81,-3.170311731823185,66,1,1,1.8957803543462928,66,1,1,1.8740090072004887,358,0,81,-3.170311731823185,102,102|358|614|870,1.05110595|2.38841792|0.97633551|0.131973048,66,1,1,1.8957803543462928,66,66|322|578|834,0.529408305|4.20049064|8.48598614|1.15335787,66,1,1,1.8740090072004887,66,66|322|578|834,0.985187818|0.50917026|1.34931123|3.41598163
-24,-24.0,24.0,42,1,26,34,2230390,586,586,1,1,4.108822530261962,20,0,753,-12.430972146105706,257,0,22,-3.3729151817124996,586,1,1,2.813613574684938,276,0,753,-12.430972146105706,20,20|276|532|788,0|0.499422063|0.424017095|0.166269527,254,0,22,-3.3729151817124996,254,254|510|766|1022,0.500113242|2.09876147|1.21146642|0,586,1,1,2.813613574684938,74,74|330|586|842,1.3082917|5.63714352|1.87031891|0.0446024023
-24,-24.0,24.0,42,1,27,35,2234486,425,425,1,1,1.8232980003027497,212,0,209,-5.174631147350923,171,0,278,-8.493468943642661,739,0,171,-5.4582330358106335,980,0,209,-5.174631147350923,212,212|468|724|980,0.575949726|0.345844149|1.62739442|1.82884531,171,0,278,-8.493468943642661,171,171|427|683|939,0.153578162|3.41169353|5.14610124|1.65911115,171,0,171,-5.4582330358106335,171,171|427|683|939,2.43584827|0.721727006|3.00239479|1.65429337
-24,-24.0,24.0,42,1,28,36,2238582,860,860,1,1,4.4193684466607515,223,0,25,-2.4923377755215044,92,0,3,-0.5191340229137688,860,1,1,1.5183756613506805,991,0,25,-2.4923377755215044,223,223|479|735|991,1.85918631|1.03259079|1.70022914|2.08679164,92,0,3,-0.5191340229137688,92,92|348|604|860,0.441780376|0.135240812|0.076098598|0.746094795,860,1,1,1.5183756613506805,92,92|348|604|860,0.799497151|1.19091841|1.86157498|0.641680476
-24,-24.0,24.0,42,1,29,37,2242678,553,553,1,1,0.6261913789639763,75,0,9,-0.14090278950992777,297,0,3,-0.06685599442306094,553,1,1,1.5935703257105762,843,0,9,-0.14090278950992777,75,75|331|587|843,0.0792338603|0.199938724|0.322172109|1.23676507,553,1,3,-0.06685599442306094,41,41|297|553|809,2.87282417|0.577337841|1.19235199|0.507282657,553,1,1,1.5935703257105762,41,41|297|553|809,0.344275372|1.12976533|1.20153997|0.368564519
-24,-24.0,24.0,42,1,30,38,2246774,629,629,1,1,1.8718247796222172,192,0,737,-13.300872538366752,591,0,380,-8.57205774456353,533,0,74,-3.825904995951477,448,0,737,-13.300872538366752,192,192|448|704|960,0.924170232|0.987365272|0.128215264|0.517778726,591,0,380,-8.57205774456353,79,79|335|591|847,0.3276068|3.24587042|2.05696395|1.47667031,196,0,74,-3.825904995951477,196,196|452|708|964,0.211659562|0.484816688|0.422565344|0.666923834
-24,-24.0,24.0,42,1,31,39,2250870,759,759,1,1,3.904973164665436,104,0,485,-10.931455878275466,197,0,64,-5.353648115651435,447,0,4,-0.35143706451940504,104,0,485,-10.931455878275466,104,104|360|616|872,1.10416567|0.660776605|0.267830349|0.556088787,197,0,64,-5.353648115651435,197,197|453|709|965,0.895083186|1.48777657|2.06550727|1.80362689,415,0,4,-0.35143706451940504,159,159|415|671|927,0.229871259|0.181582254|0.739066984|0.380288612
-24,-24.0,24.0,42,1,32,40,2254966,494,494,1,1,3.568748945742521,157,0,561,-8.932557490206072,504,0,47,-4.144515659028797,806,0,4,-0.21417414484558872,413,0,561,-8.932557490206072,157,157|413|669|925,1.65272026|2.20546374|0.632802249|1.45942996,504,0,47,-4.144515659028797,248,248|504|760|1016,0.15680043|0.307531357|1.34244823|0.382464919,993,0,4,-0.21417414484558872,225,225|481|737|993,0.748140848|0.455758447|0.893935872|0.80970664
-24,-24.0,24.0,42,1,33,41,2259062,303,303,1,1,2.0504955015453166,12,0,217,-5.166876930986701,303,1,1,1.3456964262202173,303,1,1,2.528232950566163,780,0,217,-5.166876930986701,12,12|268|524|780,0|0.462494262|0.00550265252|2.88645203,524,0,1,1.3456964262202173,12,12|268|524|780,0.528201463|0.0303302424|1.93388958|0.705323376,303,1,1,2.528232950566163,47,47|303|559|815,0.0126141197|0.441790162|0.595026295|0.196465685
-24,-24.0,24.0,42,1,34,42,2263158,1022,1022,1,1,3.434354196547754,45,0,245,-6.169908033561121,899,0,12,-2.3297822483925272,1022,1,1,0.8357402053041129,813,0,245,-6.169908033561121,45,45|301|557|813,0.628974733|0.00682427691|1.62838326|2.22593882,899,0,12,-2.3297822483925272,131,131|387|643|899,2.48636877|2.31920105|0.561935454|0.472539148,1022,1,1,0.8357402053041129,254,254|510|766|1022,1.19910624|0.35362639|3.08473468|0.692342379
-24,-24.0,24.0,42,1,35,43,2267254,720,720,1,1,4.956918747118922,32,0,501,-11.143000506069875,509,0,10,-1.5583073959291924,720,1,1,0.6861368511134657,32,0,501,-11.143000506069875,32,32|288|544|800,1.40453575|0.15089669|0.852353838|0.31552101,509,0,10,-1.5583073959291924,253,253|509|765|1021,0.0846565247|0.386045213|1.39851397|0,720,1,1,0.6861368511134657,208,208|464|720|976,1.04771338|0.422004535|0.174780776|0.875887159
-24,-24.0,24.0,42,1,36,44,2271350,314,314,1,1,3.509608228332714,47,0,785,-13.064317429986732,570,0,5,-1.9195148240918822,314,1,1,1.2713330680566886,559,0,785,-13.064317429986732,47,47|303|559|815,0.172959002|0.667959222|1.2632179|0.390412854,570,0,5,-1.9195148240918822,58,58|314|570|826,0.362361353|0.405244434|1.17668686|1.67577309,314,1,1,1.2713330680566886,58,58|314|570|826,1.58138793|0.355098257|3.49801117|0.0706194566
-24,-24.0,24.0,42,1,37,45,2275446,602,602,1,1,3.8328143865924753,183,0,889,-16.57812222058096,69,0,123,-5.563541096266738,514,0,2,-0.4319031873009993,951,0,889,-16.57812222058096,183,183|439|695|951,1.89075063|0.71273135|0.874951819|3.20587574,69,0,123,-5.563541096266738,69,69|325|581|837,0.246814577|0.977606548|1.97663304|2.99572164,81,0,2,-0.4319031873009993,81,81|337|593|849,2.44860907|1.10314257|0.994648039|1.55642298
-24,-24.0,24.0,42,1,38,46,2279542,7,7,1,1,2.404315719543692,223,0,21,-2.268846596499167,270,0,14,-2.5197681702986143,7,1,1,0.9271756220884215,735,0,21,-2.268846596499167,223,223|479|735|991,2.99870635|3.20991281|3.58788743|2.88651202,526,0,14,-2.5197681702986143,14,14|270|526|782,0.291246236|0.126558069|1.51946813|3.23057032,7,1,1,0.9271756220884215,7,7|263|519|775,2.27260309|1.3379042|0.297386932|1.3274598
-24,-24.0,24.0,42,1,39,47,2283638,414,414,1,1,2.6089254108253646,148,0,533,-10.019714932791624,651,0,372,-7.693117293761217,998,0,21,-2.779379326252598,916,0,533,-10.019714932791624,148,148|404|660|916,0.365986976|2.17557083|1.93300643|4.24464665,907,0,372,-7.693117293761217,139,139|395|651|907,0.274241685|3.73369465|0.0913962903|1.12730325,478,0,21,-2.779379326252598,222,222|478|734|990,2.10382259|2.74036993|0.657467101|0.170138395
-24,-24.0,24.0,42,1,40,48,2287734,807,807,1,1,3.3748914871210567,72,0,605,-10.99706468117829,657,0,5,-1.5798313361397418,807,1,1,0.07461301872641576,72,0,605,-10.99706468117829,72,72|328|584|840,2.33108728|0.870294502|0.732297787|1.4282711,657,0,5,-1.5798313361397418,145,145|401|657|913,1.59773739|2.15446612|0.502067575|0.743630648,807,1,1,0.07461301872641576,39,39|295|551|807,1.94836821|6.00125477|3.58492752|1.27339607
-24,-24.0,24.0,42,1,41,49,2291830,195,195,1,1,4.164354763619588,215,0,129,-4.089904182129082,30,0,49,-4.82802276585718,195,1,1,0.4301367292593409,215,0,129,-4.089904182129082,215,215|471|727|983,2.87972975|0.312802414|1.08622729|0.229594335,30,0,49,-4.82802276585718,30,30|286|542|798,0.63674037|2.5229518|4.90113686|2.7988809,195,1,1,0.4301367292593409,195,195|451|707|963,2.23229572|2.61453117|0.361504119|1.33705734
-24,-24.0,24.0,42,1,42,50,2295926,826,826,1,1,4.578559791937388,58,0,1,0.0,570,0,2,-0.6462006022173157,826,1,1,0.9718837289354216,570,0,1,0.0,58,58|314|570|826,1.3516384|0.867294599|1.81303258|0.782703649,570,0,2,-0.6462006022173157,58,58|314|570|826,1.61320024|0.993464101|1.22681547|0.189426298,826,1,1,0.9718837289354216,58,58|314|570|826,1.07663184|1.74410525|0.978899247|0.208584334
-24,-24.0,24.0,42,1,43,51,2300022,928,928,1,1,3.1236635830725894,176,0,645,-12.26925808613387,688,0,21,-2.7523855165322746,972,0,9,-1.8806604311501218,432,0,645,-12.26925808613387,176,176|432|688|944,1.56215161|1.90091651|0.514978141|0.816484411,204,0,21,-2.7523855165322746,204,204|460|716|972,2.12720706|2.02984533|4.30353377|0.278389793,432,0,9,-1.8806604311501218,176,176|432|688|944,1.77183033|0.981952442|0.343406335|2.86868765
