branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_covariance_count,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.03658912851861815,0.07315361181935717,0.19644134669685134,2,1024,256,0.06928418770696718,0.055073604717243506,0.1485112890635723,collector_low4_cr47,,42,7,-27,-0.1835859993545447,256,1,0.012327360143026088,0.09346946771614802,0.05,0.05
4,1024,256,0.03656179002108259,0.07312796918733099,0.1964826022491512,2,1024,256,0.06929183795505088,0.05560047136936089,0.15067182111548033,collector_low4_cr47,,42,8,-27,-0.26069554764367464,256,1,0.014630221833582435,0.09389225502348458,0.05,0.05
4,1024,256,0.03658431070916009,0.07315356089333994,0.19655428578868026,2,1024,256,0.06929205822701229,0.05514150124425277,0.1489287989160665,collector_low4_cr47,,42,9,-27,-0.1931512333056614,256,1,0.012587065134595779,0.09353529053113346,0.05,0.05
4,1024,256,0.03657530384405812,0.07315072389139723,0.19669199243211408,2,1024,256,0.0693018940838066,0.05528220458253198,0.15017909333915702,collector_low4_cr47,,42,11,-27,-0.21287092002483943,256,1,0.013154403738269321,0.09365994310621163,0.05,0.05
4,1024,256,0.036567476995845435,0.0731422228593202,0.1966938199550132,2,1024,256,0.06930211165892769,0.05542733426317975,0.15084257006226137,collector_low4_cr47,,42,14,-27,-0.2344945946531179,256,1,0.013811130442736935,0.09377801277277954,0.05,0.05
4,1024,256,0.03656387913395322,0.07313509975982824,0.19661388166316143,2,1024,256,0.06929579373344716,0.05552025429108319,0.15088561797944072,collector_low4_cr47,,42,16,-27,-0.2480762960984362,256,1,0.014234181150977247,0.09384135826490703,0.05,0.05
4,1024,256,0.03656303615643082,0.07313279048596613,0.19657695803968894,2,1024,256,0.06929567423816999,0.05554756284579081,0.15084222742393447,collector_low4_cr47,,42,17,-27,-0.2522149058496852,256,1,0.014363911008476584,0.09385891307075932,0.05,0.05
4,1024,256,0.03656291452517609,0.0731324164747231,0.19657041384833987,2,1024,256,0.06929550663170234,0.055551883919550446,0.1508327700419182,collector_low4_cr47,,42,18,-27,-0.252882886312353,256,1,0.014384867062999629,0.09386167314675092,0.05,0.05
