dataset,snr_db,seed,method,errors,symbol_count,ser,fixes_vs_savaux,breaks_vs_savaux
collector_low2_cr47,-22.0,42,ordinary_fft,488,735,0.6639455782312925,2,372
collector_low2_cr47,-22.0,42,savaux,118,735,0.16054421768707483,0,0
collector_low2_cr47,-22.0,42,savaux_header,20,735,0.027210884353741496,98,0
collector_low2_cr47,-22.0,42,branch_gls,123,735,0.1673469387755102,2,7
collector_low2_cr47,-22.0,42,branch_shrinkage,119,735,0.1619047619047619,0,1
collector_low2_cr47,-22.0,42,savaux_dual,118,735,0.16054421768707483,0,0
collector_low2_cr47,-22.0,42,proposed,21,735,0.02857142857142857,98,1
collector_low2_cr47,-22.0,43,ordinary_fft,501,735,0.6816326530612244,0,393
collector_low2_cr47,-22.0,43,savaux,108,735,0.1469387755102041,0,0
collector_low2_cr47,-22.0,43,savaux_header,10,735,0.013605442176870748,98,0
collector_low2_cr47,-22.0,43,branch_gls,114,735,0.15510204081632653,0,6
collector_low2_cr47,-22.0,43,branch_shrinkage,109,735,0.14829931972789115,0,1
collector_low2_cr47,-22.0,43,savaux_dual,108,735,0.1469387755102041,0,0
collector_low2_cr47,-22.0,43,proposed,11,735,0.014965986394557823,98,1
collector_low2_cr47,-22.0,44,ordinary_fft,488,735,0.6639455782312925,0,369
collector_low2_cr47,-22.0,44,savaux,119,735,0.1619047619047619,0,0
collector_low2_cr47,-22.0,44,savaux_header,22,735,0.029931972789115645,97,0
collector_low2_cr47,-22.0,44,branch_gls,121,735,0.16462585034013605,3,5
collector_low2_cr47,-22.0,44,branch_shrinkage,119,735,0.1619047619047619,0,0
collector_low2_cr47,-22.0,44,savaux_dual,119,735,0.1619047619047619,0,0
collector_low2_cr47,-22.0,44,proposed,22,735,0.029931972789115645,97,0
collector_low2_cr47,-23.0,42,ordinary_fft,556,735,0.7564625850340136,2,418
collector_low2_cr47,-23.0,42,savaux,140,735,0.19047619047619047,0,0
collector_low2_cr47,-23.0,42,savaux_header,43,735,0.058503401360544216,97,0
collector_low2_cr47,-23.0,42,branch_gls,148,735,0.20136054421768707,2,10
