trial_id,packet_id,reference_id,esn0_db,seed,sync_status,strict_sync_success,estimate_available,local_sync_estimate,event_count,signal_power,added_noise_power,gate_failure_reasons,locator_valid,locator_score,locator_preamble_stable_count,locator_sync1_distance,locator_sync2_distance,locator_sfd_distance,locator_mean_preamble_confidence_db,locator_mean_sfd_confidence_db,clean_cfo_total_bins,noisy_cfo_total_bins,cfo_error_bins,cfo_error_hz,abs_cfo_error_bins,clean_payload_start_sample,noisy_payload_start_sample,payload_sto_error_samples_1m,payload_sto_error_chips,cfo_sto_coupled_residual_bins,abs_cfo_sto_coupled_residual_bins,preamble_sto_error_samples_1m,clean_sfo_hat,noisy_sfo_hat,sfo_error,fine_preamble_peak_max_abs_bin,fine_preamble_bin0_count,fine_preamble_peak_count,coarse_preamble_peak_max_abs_bin,coarse_preamble_bin0_count,coarse_preamble_peak_count,netid1_est,netid2_est,netid_offset,netid_valid,branch_valid_count,branch_netid_valid_count,branch_down_val_valid_count,branch_valid_phases,frame_sync_valid,payload_correct_symbols,payload_total_symbols,payload_ser,payload_packet_decodable,gate_class,decoder_aware_accept
exp0_000000_rxg20_0_fulltrim:14:20260822,exp0_000000_rxg20_0_fulltrim,0,14.0,20260822,sync_invalid,0,1,0,1,6.153250447488309e-08,1.0033779201460684e-05,locator_preamble_stability|locator_sync1|locator_sync2|locator_sfd|framesync_preamble_all_bin0|framesync_netid,0,-1147.4306895108261,12,147,126,75,2.3748698345619403,0.09964664927374904,-128.71322618720285,-670.7091605196737,-541.9959343324708,-16540.403269423547,541.9959343324708,673552,734744,61192,7649.0,-8190.995934332471,8190.995934332471,65531,-0.032989857029732124,-0.17190618221234205,-0.13891632518260993,1952,5,12,243,1,16,3512,2314,3504,0,0,0,8,,0,0,16,1.0,0,strict_invalid_nondecode,0
exp0_000002_rxg20_0_fulltrim:14:20260822,exp0_000002_rxg20_0_fulltrim,2,14.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,4.799769535006887e-06,,1,269.6006105571613,16,0,0,0,3.328131797148007,4.418705400753961,-129.9365825693268,-129.9336649940921,0.002917575234675951,0.08903733015978854,0.002917575234675951,673544,673544,0,0.0,0.002917575234675951,0.002917575234675951,0,-0.033303409516436025,-0.03330266172700741,7.477894286150866e-07,1,0,12,0,16,16,8,16,0,1,1,8,8,0,1,16,16,0.0,1,strict_valid,1
exp0_000003_rxg20_0_fulltrim:14:20260822,exp0_000003_rxg20_0_fulltrim,3,14.0,20260822,sync_invalid,0,1,1,1,5.3735255547964695e-08,8.762323167301364e-06,framesync_preamble_all_bin0,1,292.99343355611785,16,0,0,0,5.648835781201005,5.580444004305056,-128.8702234183035,-128.87169316428896,-0.0014697459854460249,-0.04485308793475418,0.0014697459854460249,673552,673552,0,0.0,-0.0014697459854460249,0.0014697459854460249,-1,-0.033030096221627926,-0.03303047292502793,-3.767034000012881e-07,0,12,12,1,15,16,8,16,0,1,5,8,8,0|1|2|3|4,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000004_rxg20_0_fulltrim:14:20260822,exp0_000004_rxg20_0_fulltrim,4,14.0,20260822,sync_invalid,0,1,1,1,6.126035586516529e-08,9.9894013708621e-06,framesync_preamble_all_bin0,1,286.65887037369896,16,0,1,0,5.485160779313463,7.799151473556913,-128.86059867151772,-128.8575283018488,0.0030703696689329263,0.09370024624429096,0.0030703696689329263,673552,673552,0,0.0,0.0030703696689329263,0.0030703696689329263,-1,-0.03302762934988664,-0.03302684239846442,7.869514222214047e-07,0,12,12,1,15,16,8,16,0,1,5,8,8,0|1|2|3|4,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000005_rxg20_0_fulltrim:14:20260822,exp0_000005_rxg20_0_fulltrim,5,14.0,20260822,ok,1,1,0,1,7.242874646077204e-08,1.181057159996809e-05,,1,281.0674412290101,16,0,0,0,5.447090757838719,3.0356044358868237,-128.73133173018064,-233.72047288887447,-104.98914115869383,-3204.0143175870917,104.98914115869383,673551,672707,-844,-105.5,0.5108588413061739,0.5108588413061739,-1,-0.03299449757283695,-0.059903750484128174,-0.026909252911291225,2,0,12,0,16,16,8,16,0,1,2,8,8,0|1,1,16,16,0.0,1,strict_valid,1
exp0_000006_rxg20_0_fulltrim:14:20260822,exp0_000006_rxg20_0_fulltrim,6,14.0,20260822,ok,1,1,1,1,7.561376789538686e-08,1.232993615532906e-05,,1,278.8955777140199,16,0,0,0,4.184530936631675,5.013172095132857,-128.78823406390384,-128.78230634680062,0.0059277171032192655,0.18089956980039262,0.0059277171032192655,673552,673552,0,0.0,0.0059277171032192655,0.0059277171032192655,0,-0.03300908193149063,-0.03300756262733254,1.5193041580929822e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000007_rxg20_0_fulltrim:14:20260822,exp0_000007_rxg20_0_fulltrim,7,14.0,20260822,ok,1,1,1,1,7.449895515307498e-08,1.2148149553226781e-05,,1,288.4187866688508,16,0,0,0,4.619958402857774,6.497173160725389,-128.76227301106474,-128.7729984248201,-0.01072541375535252,-0.32731365220192016,0.01072541375535252,673551,673551,0,0.0,-0.01072541375535252,0.01072541375535252,0,-0.03300242798110128,-0.03300517695940642,-2.7489783051420913e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000008_rxg20_0_fulltrim:14:20260822,exp0_000008_rxg20_0_fulltrim,8,14.0,20260822,ok,1,1,1,1,6.982488910305618e-08,1.1385974388748053e-05,,1,277.7973437835589,16,0,0,0,4.450291496133464,4.206924114360795,-128.7286519200897,-128.7356989130208,-0.0070469929310945645,-0.2150571573210011,0.0070469929310945645,673552,673552,0,0.0,-0.0070469929310945645,0.0070469929310945645,8,-0.032993810723828614,-0.03299561690409596,-1.8061802673496885e-06,1,0,12,0,16,16,8,16,0,1,3,8,8,0|1|2,1,16,16,0.0,1,strict_valid,1
exp0_000000_rxg20_0_fulltrim:15:20260821,exp0_000000_rxg20_0_fulltrim,0,15.0,20260821,ok,1,1,1,1,6.153250447488309e-08,7.970114120709474e-06,,1,276.13660075675944,16,0,0,0,4.2096277867921,4.2782867452232445,-128.71322618720285,-128.71384776984104,-0.000621582638189011,-0.018969196722076753,0.000621582638189011,673552,673551,-1,-0.125,0.12437841736181099,0.12437841736181099,0,-0.032989857029732124,-0.03299001634453584,-1.5931480371739193e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000002_rxg20_0_fulltrim:15:20260821,exp0_000002_rxg20_0_fulltrim,2,15.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,3.812592461825405e-06,framesync_preamble_all_bin0,1,290.0900683291326,16,0,0,0,4.865836445086479,6.413447033067753,-129.9365825693268,-129.93436713239188,0.0022154369349038916,0.06760976974194005,0.0022154369349038916,673544,673544,0,0.0,0.0022154369349038916,0.0022154369349038916,0,-0.033303409516436025,-0.03330284168863848,5.678277975457169e-07,1,0,12,1,14,16,8,16,0,1,1,8,8,0,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000003_rxg20_0_fulltrim:15:20260821,exp0_000003_rxg20_0_fulltrim,3,15.0,20260821,ok,1,1,1,1,5.3735255547964695e-08,6.960160693566166e-06,,1,284.07262181933487,16,0,1,0,6.44714855114033,5.2461281625308605,-128.8702234183035,-128.87046919800727,-0.0002457797037607179,-0.007500601311057065,0.0002457797037607179,673552,673552,0,0.0,-0.0002457797037607179,0.0002457797037607179,-1,-0.033030096221627926,-0.03303015921622085,-6.299459292397058e-08,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000004_rxg20_0_fulltrim:15:20260821,exp0_000004_rxg20_0_fulltrim,4,15.0,20260821,ok,1,1,1,1,6.126035586516529e-08,7.934863556869207e-06,,1,310.20272225447496,16,0,0,0,6.892195532817045,7.356641376753869,-128.86059867151772,-128.85723536017827,0.0033633113394557768,0.10264011656054006,0.0033633113394557768,673552,673552,0,0.0,0.0033633113394557768,0.0033633113394557768,-1,-0.03302762934988664,-0.033026767316018626,8.620338680168094e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000005_rxg20_0_fulltrim:15:20260821,exp0_000005_rxg20_0_fulltrim,5,15.0,20260821,ok,1,1,1,1,7.242874646077204e-08,9.381470490087383e-06,,1,307.5983989194671,16,0,0,0,6.713577351873203,7.070475625812291,-128.73133173018064,-128.73986068643956,-0.008528956258913922,-0.26028308895611335,0.008528956258913922,673551,673551,0,0.0,-0.008528956258913922,0.008528956258913922,-8,-0.03299449757283695,-0.03299668358787153,-2.186015034578992e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000006_rxg20_0_fulltrim:15:20260821,exp0_000006_rxg20_0_fulltrim,6,15.0,20260821,ok,1,1,1,1,7.561376789538686e-08,9.794016420525624e-06,,1,283.0001851047693,16,0,0,0,5.244925727957835,3.9022534850290107,-128.78823406390384,-128.77889637079377,0.009337693110069267,0.2849637789938131,0.009337693110069267,673552,673552,0,0.0,0.009337693110069267,0.009337693110069267,0,-0.03300908193149063,-0.03300668863307202,2.393298418612577e-06,0,12,12,0,16,16,8,16,0,1,2,7,8,3|4,1,16,16,0.0,1,strict_valid,1
exp0_000007_rxg20_0_fulltrim:15:20260821,exp0_000007_rxg20_0_fulltrim,7,15.0,20260821,ok,1,1,1,1,7.449895515307498e-08,9.649618189781195e-06,,1,295.75776461129266,16,0,0,0,6.073262119521189,5.424718624779501,-128.76227301106474,-128.75802402249371,0.004248988571021073,0.1296688406683677,0.004248988571021073,673551,673552,1,0.125,-0.12075101142897893,0.12075101142897893,0,-0.03300242798110128,-0.033001338943636896,1.0890374643815481e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000008_rxg20_0_fulltrim:15:20260821,exp0_000008_rxg20_0_fulltrim,8,15.0,20260821,ok,1,1,1,1,6.982488910305618e-08,9.044200936830119e-06,,1,306.7888886641576,16,0,0,0,6.406222743961122,7.485735320064497,-128.7286519200897,-128.72656848647205,0.002083433617656283,0.06358134819507699,0.002083433617656283,673552,673552,0,0.0,0.002083433617656283,0.002083433617656283,-1,-0.032993810723828614,-0.03299327672915523,5.33994673382332e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000000_rxg20_0_fulltrim:15:20260822,exp0_000000_rxg20_0_fulltrim,0,15.0,20260822,sync_invalid,0,1,1,1,6.153250447488309e-08,7.970114120709474e-06,framesync_preamble_all_bin0,1,257.51406231025766,15,0,0,0,3.304903912178715,3.0169489043814965,-128.71322618720285,-128.7146598637013,-0.0014336764984648198,-0.04375233454787658,0.0014336764984648198,673552,673552,0,0.0,-0.0014336764984648198,0.0014336764984648198,0,-0.032989857029732124,-0.03299022448833845,-3.6745860632764193e-07,0,12,12,788,15,16,8,16,0,1,1,7,8,4,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000002_rxg20_0_fulltrim:15:20260822,exp0_000002_rxg20_0_fulltrim,2,15.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,3.812592461825405e-06,,1,284.6422327430393,16,0,0,0,4.685793867141578,5.429833344214845,-129.9365825693268,-129.93399310582163,0.0025894635051599835,0.07902415482055614,0.0025894635051599835,673544,673544,0,0.0,0.0025894635051599835,0.0025894635051599835,0,-0.033303409516436025,-0.03330274582371889,6.636927171316254e-07,1,0,12,0,16,16,8,16,0,1,1,8,8,0,1,16,16,0.0,1,strict_valid,1
exp0_000003_rxg20_0_fulltrim:15:20260822,exp0_000003_rxg20_0_fulltrim,3,15.0,20260822,sync_invalid,0,1,1,1,5.3735255547964695e-08,6.960160693566166e-06,framesync_preamble_all_bin0,1,303.30965192584296,16,0,0,0,6.453377791443235,6.523006074020275,-128.8702234183035,-128.87157959254662,-0.001356174243113628,-0.04138715341533289,0.001356174243113628,673552,673552,0,0.0,-0.001356174243113628,0.001356174243113628,-1,-0.033030096221627926,-0.033030443816010516,-3.4759438258952224e-07,0,12,12,1,15,16,8,16,0,1,5,8,8,0|1|2|3|4,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000004_rxg20_0_fulltrim:15:20260822,exp0_000004_rxg20_0_fulltrim,4,15.0,20260822,sync_invalid,0,1,1,1,6.126035586516529e-08,7.934863556869207e-06,framesync_preamble_all_bin0,1,297.5654585171156,16,0,1,0,6.426426327019736,8.608499692518725,-128.86059867151772,-128.85792237629855,0.0026762952191745626,0.08167404843672371,0.0026762952191745626,673552,673552,0,0.0,0.0026762952191745626,0.0026762952191745626,-1,-0.03302762934988664,-0.03302694340175788,6.859481287632696e-07,0,12,12,1,15,16,8,16,0,1,5,8,8,0|1|2|3|4,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000005_rxg20_0_fulltrim:15:20260822,exp0_000005_rxg20_0_fulltrim,5,15.0,20260822,ok,1,1,0,1,7.242874646077204e-08,9.381470490087383e-06,,1,294.03294211564037,16,0,0,0,6.4164630355501515,4.3149347467341785,-128.73133173018064,-233.72173636855393,-104.99040463837329,-3204.052875926919,104.99040463837329,673551,672707,-844,-105.5,0.5095953616267082,0.5095953616267082,-1,-0.03299449757283695,-0.05990407432042084,-0.026909576747583888,2,0,12,0,16,16,8,16,0,1,2,8,8,0|1,1,16,16,0.0,1,strict_valid,1
exp0_000006_rxg20_0_fulltrim:15:20260822,exp0_000006_rxg20_0_fulltrim,6,15.0,20260822,ok,1,1,1,1,7.561376789538686e-08,9.794016420525624e-06,,1,291.0492854196535,16,0,0,0,5.179206491490477,6.038731596817682,-128.78823406390384,-128.7832213959568,0.0050126679470565705,0.15297448568898225,0.0050126679470565705,673552,673552,0,0.0,0.0050126679470565705,0.0050126679470565705,0,-0.03300908193149063,-0.03300779715910313,1.2847723874984118e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000007_rxg20_0_fulltrim:15:20260822,exp0_000007_rxg20_0_fulltrim,7,15.0,20260822,ok,1,1,1,1,7.449895515307498e-08,9.649618189781195e-06,,1,300.20550811019854,16,0,0,0,5.659141393955593,7.338638337333523,-128.76227301106474,-128.77280616202367,-0.010533150958934812,-0.3214462572917118,0.010533150958934812,673551,673551,0,0.0,-0.010533150958934812,0.010533150958934812,0,-0.03300242798110128,-0.03300512768147008,-2.699700368799518e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000008_rxg20_0_fulltrim:15:20260822,exp0_000008_rxg20_0_fulltrim,8,15.0,20260822,ok,1,1,1,1,6.982488910305618e-08,9.044200936830119e-06,,1,302.55536186071225,16,0,0,0,6.088850537099929,7.076024110288708,-128.7286519200897,-128.73628144711284,-0.007629527023141236,-0.23283468698551135,0.007629527023141236,673552,673552,0,0.0,-0.007629527023141236,0.007629527023141236,0,-0.032993810723828614,-0.032995766210557935,-1.955486729321443e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000000_rxg20_0_fulltrim:16:20260821,exp0_000000_rxg20_0_fulltrim,0,16.0,20260821,ok,1,1,1,1,6.153250447488309e-08,6.330886680054224e-06,,1,291.50388617943656,16,0,0,0,5.356133731505893,5.799578067794117,-128.71322618720285,-128.7137779546145,-0.0005517674116504168,-0.01683860509187063,0.0005517674116504168,673552,673551,-1,-0.125,0.12444823258834958,0.12444823258834958,0,-0.032989857029732124,-0.03298999845053683,-1.4142080470569418e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000002_rxg20_0_fulltrim:16:20260821,exp0_000002_rxg20_0_fulltrim,2,16.0,20260821,sync_invalid,0,1,1,1,2.9434755784562603e-08,3.028449839924876e-06,framesync_preamble_all_bin0,1,299.03021596103804,16,0,0,0,5.6059571454836155,7.140393687395303,-129.9365825693268,-129.9341710849709,0.0024114843558891152,0.07359266222806138,0.0024114843558891152,673544,673544,0,0.0,0.0024114843558891152,0.0024114843558891152,0,-0.033303409516436025,-0.033302791440683537,6.180757524884561e-07,1,0,12,1,14,16,8,16,0,1,1,8,8,0,0,16,16,0.0,1,strict_invalid_decodable,1
exp0_000003_rxg20_0_fulltrim:16:20260821,exp0_000003_rxg20_0_fulltrim,3,16.0,20260821,ok,1,1,1,1,5.3735255547964695e-08,5.528652157117742e-06,,1,295.69813151712884,16,0,1,0,7.411327886401316,6.197276480715283,-128.8702234183035,-128.8705622926488,-0.00033887434528878657,-0.01034162430690877,0.00033887434528878657,673552,673552,0,0.0,-0.00033887434528878657,0.00033887434528878657,-1,-0.033030096221627926,-0.03303018307685278,-8.68552248525778e-08,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000004_rxg20_0_fulltrim:16:20260821,exp0_000004_rxg20_0_fulltrim,4,16.0,20260821,ok,1,1,1,1,6.126035586516529e-08,6.3028861619059495e-06,,1,320.5446577316352,16,0,0,0,7.655117064199512,8.376349235998557,-128.86059867151772,-128.857859394318,0.0027392771997085674,0.08359610594813743,0.0027392771997085674,673552,673552,0,0.0,0.0027392771997085674,0.0027392771997085674,-1,-0.03302762934988664,-0.03302692725915471,7.02090731934113e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000005_rxg20_0_fulltrim:16:20260821,exp0_000005_rxg20_0_fulltrim,5,16.0,20260821,ok,1,1,1,1,7.242874646077204e-08,7.451966893509049e-06,,1,318.89428810680226,16,0,0,0,7.667342982228728,7.952503241856999,-128.73133173018064,-128.738927424883,-0.007595694702359879,-0.23180220649291622,0.007595694702359879,673551,673551,0,0.0,-0.007595694702359879,0.007595694702359879,-8,-0.03299449757283695,-0.032996444388169725,-1.946815332776186e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000006_rxg20_0_fulltrim:16:20260821,exp0_000006_rxg20_0_fulltrim,6,16.0,20260821,ok,1,1,1,1,7.561376789538686e-08,7.779663774176745e-06,,1,295.07480307985395,16,0,0,0,6.1167566651148295,5.148889685391612,-128.78823406390384,-128.77986055310745,0.008373510796388928,0.25553926990933007,0.008373510796388928,673552,673552,0,0.0,0.008373510796388928,0.008373510796388928,0,-0.03300908193149063,-0.03300693575792174,2.1461735688899086e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000007_rxg20_0_fulltrim:16:20260821,exp0_000007_rxg20_0_fulltrim,7,16.0,20260821,ok,1,1,1,1,7.449895515307498e-08,7.664964182452212e-06,,1,308.0972747365046,16,0,0,0,7.069140695281232,6.487824048749055,-128.76227301106474,-128.75864822033816,0.003624790726576066,0.1106198341850606,0.003624790726576066,673551,673552,1,0.125,-0.12137520927342393,0.12137520927342393,0,-0.03300242798110128,-0.03300149892873133,9.290523699453934e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000008_rxg20_0_fulltrim:16:20260821,exp0_000008_rxg20_0_fulltrim,8,16.0,20260821,ok,1,1,1,1,6.982488910305618e-08,7.18406416464396e-06,,1,318.1771756641902,16,0,0,0,7.352967331312799,8.406064095920836,-128.7286519200897,-128.72660663495046,0.002045285139246289,0.06241714902485013,0.002045285139246289,673552,673552,0,0.0,0.002045285139246289,0.002045285139246289,-1,-0.032993810723828614,-0.03299328650680502,5.242170235952859e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000000_rxg20_0_fulltrim:16:20260822,exp0_000000_rxg20_0_fulltrim,0,16.0,20260822,ok,1,1,1,1,6.153250447488309e-08,6.330886680054224e-06,,1,282.2106398567758,16,0,0,0,4.760879953634844,4.689219221026436,-128.71322618720285,-128.71246679368556,0.0007593935172849342,0.023174850991361517,0.0007593935172849342,673552,673552,0,0.0,0.0007593935172849342,0.0007593935172849342,0,-0.032989857029732124,-0.03298966239329649,1.946364356353314e-07,0,12,12,0,16,16,8,16,0,1,4,8,8,1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000002_rxg20_0_fulltrim:16:20260822,exp0_000002_rxg20_0_fulltrim,2,16.0,20260822,ok,1,1,1,1,2.9434755784562603e-08,3.028449839924876e-06,,1,294.46435310265565,16,0,0,0,5.451371582006326,6.328619938183563,-129.9365825693268,-129.93421371868095,0.0023688506458370284,0.07229158465078822,0.0023688506458370284,673544,673544,0,0.0,0.0023688506458370284,0.0023688506458370284,0,-0.033303409516436025,-0.033302802367921096,6.071485149292122e-07,1,0,12,0,16,16,8,16,0,1,1,8,8,0,1,16,16,0.0,1,strict_valid,1
exp0_000003_rxg20_0_fulltrim:16:20260822,exp0_000003_rxg20_0_fulltrim,3,16.0,20260822,ok,1,1,1,1,5.3735255547964695e-08,5.528652157117742e-06,,1,313.99726277870167,16,0,0,0,7.290217819501645,7.486577530266867,-128.8702234183035,-128.87146973242395,-0.0012463141204364092,-0.03803448853870878,0.0012463141204364092,673552,673552,0,0.0,-0.0012463141204364092,0.0012463141204364092,-1,-0.033030096221627926,-0.03303041565830017,-3.194366722455988e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000004_rxg20_0_fulltrim:16:20260822,exp0_000004_rxg20_0_fulltrim,4,16.0,20260822,ok,1,1,1,1,6.126035586516529e-08,6.3028861619059495e-06,,1,307.91294449196533,16,0,1,0,7.263661327703298,9.479149466414729,-128.86059867151772,-128.85826038507486,0.002338286442864046,0.07135883919873187,0.002338286442864046,673552,673552,0,0.0,0.002338286442864046,0.002338286442864046,-1,-0.03302762934988664,-0.033027030035132986,5.993147536575982e-07,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000005_rxg20_0_fulltrim:16:20260822,exp0_000005_rxg20_0_fulltrim,5,16.0,20260822,ok,1,1,1,1,7.242874646077204e-08,7.451966893509049e-06,,1,307.4544503426451,16,0,0,0,7.460444733268906,5.551339417669716,-128.73133173018064,-128.72284449857673,0.008487231603908185,0.2590097535372371,0.008487231603908185,673551,673551,0,0.0,0.008487231603908185,0.008487231603908185,-8,-0.03299449757283695,-0.03299232225204448,2.175320792469071e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000006_rxg20_0_fulltrim:16:20260822,exp0_000006_rxg20_0_fulltrim,6,16.0,20260822,ok,1,1,1,1,7.561376789538686e-08,7.779663774176745e-06,,1,303.3551976553704,16,0,0,0,6.10975194102819,7.225828296333113,-128.78823406390384,-128.78397968481346,0.004254379090383509,0.12983334626414517,0.004254379090383509,673552,673552,0,0.0,0.004254379090383509,0.004254379090383509,0,-0.03300908193149063,-0.033007991512408616,1.090419082014349e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000007_rxg20_0_fulltrim:16:20260822,exp0_000007_rxg20_0_fulltrim,7,16.0,20260822,ok,1,1,1,1,7.449895515307498e-08,7.664964182452212e-06,,1,312.0106186224579,16,0,0,0,6.65293200233111,8.269028140003584,-128.76227301106474,-128.77266195625637,-0.010388945191635912,-0.31704544652209204,0.010388945191635912,673551,673551,0,0.0,-0.010388945191635912,0.010388945191635912,0,-0.03300242798110128,-0.03300509072079567,-2.662739694389571e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
exp0_000008_rxg20_0_fulltrim:16:20260822,exp0_000008_rxg20_0_fulltrim,8,16.0,20260822,ok,1,1,1,1,6.982488910305618e-08,7.18406416464396e-06,,1,314.01390502823165,16,0,0,0,7.065522597864035,7.952185162370232,-128.7286519200897,-128.73688261142118,-0.008230691331476692,-0.2511807657311002,0.008230691331476692,673552,673552,0,0.0,-0.008230691331476692,0.008230691331476692,0,-0.032993810723828614,-0.03299592029203947,-2.1095682108535074e-06,0,12,12,0,16,16,8,16,0,1,5,8,8,0|1|2|3|4,1,16,16,0.0,1,strict_valid,1
