dataset,snr_db,seed,packet_index,payload_symbol_index,scope,dimension,snapshots,diagonal_loading,diagonal_cv,mean_abs_correlation,max_abs_correlation,condition_number
0_0_0_10_14_32,-24.0,42,0,25,symbol_null,4,1000,0.05,0.02025860011870843,0.022676594666811208,0.0377005637599269,1.1351893052419288
0_0_0_10_14_32,-24.0,42,0,26,symbol_null,4,1000,0.05,0.04612254587712543,0.025045069834159397,0.040427289574390866,1.1975418302795264
0_0_0_10_14_32,-24.0,42,0,27,symbol_null,4,1000,0.05,0.04550045077121536,0.030651115589402044,0.047005943539447696,1.220474978419669
0_0_0_10_14_32,-24.0,42,0,28,symbol_null,4,1002,0.05,0.01158051687388892,0.032436316248809785,0.04598239301431859,1.1739214872819013
0_0_0_10_14_32,-24.0,42,0,29,symbol_null,4,1000,0.05,0.020268726645547765,0.024998040844103956,0.033396917388701694,1.1314725227089715
0_0_0_10_14_32,-24.0,42,0,30,symbol_null,4,1000,0.05,0.017997265782003568,0.028335255735258916,0.050469089890206764,1.1505141495634856
0_0_0_10_14_32,-24.0,42,0,31,symbol_null,4,1000,0.05,0.047392785765182695,0.0210122531309448,0.03569600003618321,1.1844562991088534
0_0_0_10_14_32,-24.0,42,0,32,symbol_null,4,1001,0.05,0.029503199800246682,0.023012524434206025,0.041409423729361225,1.1543305944666638
0_0_0_10_14_32,-24.0,42,0,33,symbol_null,4,1002,0.05,0.022939000220235272,0.030373466332663693,0.04392393675348676,1.1824053259651652
0_0_0_10_14_32,-24.0,42,0,34,symbol_null,4,1000,0.05,0.022913174855529947,0.030473245882397904,0.04880632409944872,1.1809160935286056
