window_index,start_sample,end_sample,peak_bin,peak_signed_bin,peak_power,second_power,total_power,confidence_db,peak_share,valid
0,0,32768,5469,-2723,0.005755838494224008,0.00519037467893213,11.500696333007507,0.44909889853439383,0.0005004773908954102,1
1,8192,40960,5469,-2723,0.004536216285487171,0.00434920541010797,11.00066616779084,0.18283833822285403,0.00041235832596837516,1
2,16384,49152,1777,1777,0.0053874357836321,0.00499258644413203,13.000787302860113,0.33056513360761186,0.00041439304083121866,1
3,24576,57344,321,321,0.005772251017333474,0.005753888079198077,15.000908428827321,0.01383798925924246,0.0003847934306592333,1
4,32768,65536,321,321,0.005817606346681714,0.005613342305878177,12.500757065112355,0.155228043623625,0.0004653803218780835,1
5,40960,73728,380,380,0.0051966837054351345,0.00510707302805713,10.500635868813614,0.07554216377888,0.0004948922875108008,1
6,49152,81920,380,380,0.005050914216553792,0.004727429334025146,7.0004238844806865,0.287449469291329,0.0007215154824768851,1
7,57344,90112,3789,3789,0.000730312240193598,0.000730312240193598,3.0001816429414925,0.0,0.00024342267472764482,1
8,65536,98304,376,376,0.0005489926406880841,0.0005489926406880841,2.5001513619408664,0.0,0.00021958376162549667,1
9,73728,106496,606,606,0.0003051942039746791,0.0003051942039746791,1.5000908110529885,0.0,0.00020345048561456628,1
10,81920,114688,606,606,0.0003051942039746791,0.0003051942039746791,1.5000908110529885,0.0,0.00020345048561456628,1
11,90112,122880,6229,-1963,0.00061017346160952,0.0006101617036620155,2.0001211123932254,8.36886761143242e-05,0.00030506825703140693,1
12,98304,131072,6229,-1963,0.0006101734761614352,0.0006101617036620155,2.0001211141394553,8.379225020924028e-05,0.00030506826404058044,1
13,106496,139264,6229,-1963,0.0006101734761614352,0.0006101617036620155,2.0001211141394553,8.379225020924028e-05,0.00030506826404058044,1
14,114688,147456,6229,-1963,0.0006712123431498185,0.0006712005560984835,2.5001514195506562,7.6266420796693e-05,0.0002684686766973711,1
15,122880,155648,3,3,0.00012207771942485124,0.00012207771942485124,1.0000605407985859,0.0,0.00012207032918963847,1
16,131072,163840,7375,-817,0.0027316065679769963,0.0026461011439096183,4.000242312912874,0.1381170774889397,0.0006828602755286367,1
17,139264,172032,7375,-817,0.003254366369219497,0.003144302681903355,6.000363451535268,0.14942097114433764,0.0005423615411807807,1
