dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,structured_path_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,structured_gain_vs_traditional_fft,savaux_gain_vs_current,structured_gain_vs_current,structured_gain_vs_savaux,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,structured_path_crc_valid,path_override_count,path_fix_count,path_break_count,mean_path_ratio,mode_best_path_name,winner_by_symbol_ser
0_0_0_10_14_16,-24.0,1,0,1,33,35,0.8571428571428571,0.6,0.2857142857142857,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.7714285714285714,0.7714285714285714,0.19999999999999998,0.19999999999999998,0.0,0,0,0,0,0,0,0,0,2.6748167969691234,piece1of2_02,savaux_paper
0_0_0_10_14_16,-24.0,2,1,2,33,35,0.9428571428571428,0.5428571428571428,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.6857142857142857,0.8571428571428571,0.8571428571428571,0.1714285714285714,0.1714285714285714,0.0,0,0,0,0,0,0,0,0,2.7998515902954306,period2_23,savaux_paper
0_0_0_10_14_16,-24.0,3,2,3,33,35,0.8571428571428571,0.6,0.5142857142857142,0.14285714285714285,0.11428571428571428,0.34285714285714286,0.7142857142857142,0.7428571428571428,0.3714285714285714,0.39999999999999997,0.028571428571428567,0,0,0,0,0,1,1,0,2.653930971700352,piece1of4_03,structured_path
0_0_0_10_14_16,-24.0,5,3,5,33,35,0.9142857142857143,0.6,0.34285714285714286,0.14285714285714285,0.11428571428571428,0.5714285714285714,0.7714285714285714,0.7999999999999999,0.2,0.2285714285714286,0.028571428571428567,0,0,0,0,0,1,1,0,2.6604206859066077,piece3of4_12,structured_path
0_0_0_10_14_16,-24.0,6,4,6,33,35,0.8285714285714286,0.5714285714285714,0.34285714285714286,0.17142857142857143,0.17142857142857143,0.48571428571428577,0.6571428571428573,0.6571428571428573,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,1,0,0,2.755337635951231,piece1of4_30,savaux_paper
0_0_0_10_14_16,-24.0,8,5,8,33,35,0.8857142857142857,0.4,0.3142857142857143,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.7999999999999999,0.7999999999999999,0.22857142857142856,0.22857142857142856,0.0,0,0,0,0,0,0,0,0,2.4821460913279463,piece1of2_13,savaux_paper
0_0_0_10_14_16,-24.0,9,6,9,33,35,0.8571428571428571,0.5428571428571428,0.4857142857142857,0.14285714285714285,0.14285714285714285,0.3714285714285714,0.7142857142857142,0.7142857142857142,0.34285714285714286,0.34285714285714286,0.0,0,0,0,0,0,0,0,0,2.5541237248857778,linear_a2_b3,savaux_paper
0_0_0_10_14_16,-24.0,10,7,10,33,35,0.8571428571428571,0.6,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.6,0.7142857142857142,0.7142857142857142,0.11428571428571427,0.11428571428571427,0.0,0,0,0,0,0,0,0,0,2.7820069626319532,linear_a3_b3,savaux_paper
0_0_0_10_14_16,-24.0,11,8,11,33,35,0.7142857142857143,0.5142857142857142,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.5428571428571429,0.6857142857142857,0.6857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,2.525909526093338,piece1of4_13,savaux_paper
0_0_0_10_14_16,-24.0,12,9,12,33,35,0.6857142857142857,0.2857142857142857,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.5142857142857142,0.6285714285714286,0.6285714285714286,0.1142857142857143,0.1142857142857143,0.0,0,0,0,0,0,0,0,0,2.428074738506576,linear_a2_b3,savaux_paper
0_0_0_10_14_16,-24.0,13,10,13,33,35,0.7714285714285715,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.6571428571428571,0.7142857142857143,0.7142857142857143,0.05714285714285714,0.05714285714285714,0.0,0,0,0,0,0,1,0,0,2.420108312785259,linear_a3_b3,savaux_paper
