packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,222,222,221,-0.315695,-0.364393,0.048698,0.998992,0.103391,0.5244,10.495589,0.014248,222,1,0,222,1
1,1,1,497,497,496,-0.490140,-0.284866,-0.205274,0.941656,0.008383,0.3928,6.274313,0.005189,1007,0,5,826,0
1,1,2,716,-308,715,-0.630210,-0.664584,0.034374,0.961615,0.036723,0.4310,7.124767,0.006388,637,0,3,922,0
1,1,3,718,-306,717,-0.736603,-0.770280,0.033678,0.999518,0.117175,0.5356,9.557872,0.012416,718,1,0,718,1
1,1,4,107,107,106,-0.573961,-0.876673,0.302712,0.954910,0.034400,0.4276,7.677374,0.007518,989,0,1,107,1
1,1,5,996,-28,995,-0.515438,-0.680354,0.164917,0.935226,0.005665,0.3871,6.070604,0.004863,880,0,7,468,0
1,1,6,382,382,381,-0.429667,-0.456914,0.027247,0.974043,0.032352,0.4312,6.763156,0.006145,921,0,2,89,0
1,1,7,316,316,315,-0.305218,-0.343896,0.038678,0.960762,0.007393,0.3990,6.232925,0.004879,713,0,6,713,0
1,1,8,434,434,433,-0.299825,-0.219448,-0.080377,0.941578,0.043758,0.4308,7.116910,0.006937,865,0,1,865,0
1,1,9,317,317,316,-0.468253,-0.214055,-0.254198,0.938187,0.003077,0.3855,5.935451,0.004776,615,0,4,492,0
1,1,10,33,33,32,-0.440172,-0.462860,0.022687,0.954249,0.011000,0.4011,6.446837,0.005573,765,0,6,765,0
1,1,11,340,340,339,-0.422309,-0.434779,0.012471,0.942991,0.002189,0.3861,5.682804,0.004479,975,0,7,1023,0
1,1,12,98,98,97,-0.473360,-0.404445,-0.068915,0.934436,0.008580,0.3886,5.572934,0.004147,607,0,22,597,0
1,1,13,938,-86,937,-0.504802,-0.455496,-0.049306,0.950636,0.032933,0.4205,6.169338,0.004882,562,0,8,562,0
1,1,14,614,-410,613,-0.388212,-0.536244,0.148032,0.966507,0.030637,0.4253,6.350546,0.005393,288,0,5,478,0
1,1,15,705,-319,704,-0.505915,-0.419654,-0.086262,0.987318,0.043486,0.4487,7.165179,0.006871,267,0,2,267,0
1,1,16,737,-287,736,-0.566354,-0.537357,-0.028996,0.915871,0.020433,0.3945,6.409092,0.005128,917,0,6,917,0
1,1,17,479,479,478,-0.550975,-0.626792,0.075817,0.886381,0.005868,0.3664,5.516708,0.004005,656,0,14,656,0
1,1,18,147,147,146,-0.520298,-0.611413,0.091115,0.916411,0.007901,0.3798,5.223737,0.003538,811,0,26,889,0
1,1,19,34,34,33,-0.242259,-0.504919,0.262660,0.963959,0.058241,0.4547,7.422754,0.007263,510,0,1,510,0
1,1,20,292,292,291,-0.401023,-0.211582,-0.189441,0.940970,0.006123,0.3901,6.273019,0.005076,544,0,6,860,0
1,1,21,923,-101,922,-0.590851,-0.370346,-0.220505,0.933377,0.000483,0.3825,6.594968,0.005746,553,0,2,553,0
1,1,22,965,-59,964,-0.911925,-0.749616,-0.162310,0.928860,0.006564,0.3852,6.061525,0.004719,629,0,6,629,0
1,1,23,996,-28,995,-1.155203,-1.101754,-0.053449,0.928858,0.003633,0.3812,5.555384,0.004026,949,0,19,759,0
1,1,24,814,-210,813,-1.647809,-1.398480,-0.249329,0.902143,0.000774,0.3689,6.182295,0.004828,874,0,8,874,0
1,1,25,305,305,304,-2.078947,-1.968883,-0.110063,0.926100,0.007848,0.3836,5.365438,0.003563,243,0,22,720,0
1,1,26,324,324,323,-2.407663,-2.510084,0.102421,0.914349,0.019299,0.3934,6.663933,0.005588,314,0,3,314,0
1,1,27,244,244,243,-2.625302,-2.838800,0.213499,0.946466,0.001836,0.3890,6.536623,0.005726,879,0,2,602,0
1,1,28,880,-144,879,-3.005054,-2.954018,-0.051036,0.981949,0.051612,0.4546,7.288604,0.006830,13,0,1,7,0
