branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.03658912851861815,0.07315361181935717,0.19644134669685134,2,4096,0.013229211370327777,0.016435980013950753,0.016435980013950753,collector_low4_cr47,,42,7,-27,-0.1835859993545447,256,1,0.012327360143026088,0.09346946771614802,0.05,0.05
4,1024,256,0.03656179002108259,0.07312796918733099,0.1964826022491512,2,4096,0.014791351709773585,0.01590888245785826,0.01590888245785826,collector_low4_cr47,,42,8,-27,-0.26069554764367464,256,1,0.014630221833582435,0.09389225502348458,0.05,0.05
4,1024,256,0.03658431070916009,0.07315356089333994,0.19655428578868026,2,4096,0.013456239980043317,0.01644777161642943,0.01644777161642943,collector_low4_cr47,,42,9,-27,-0.1931512333056614,256,1,0.012587065134595779,0.09353529053113346,0.05,0.05
4,1024,256,0.03657530384405812,0.07315072389139723,0.19669199243211408,2,4096,0.013896469171390194,0.01640491020539673,0.01640491020539673,collector_low4_cr47,,42,11,-27,-0.21287092002483943,256,1,0.013154403738269321,0.09365994310621163,0.05,0.05
4,1024,256,0.036567476995845435,0.0731422228593202,0.1966938199550132,2,4096,0.014332830645798033,0.01625068785540227,0.01625068785540227,collector_low4_cr47,,42,14,-27,-0.2344945946531179,256,1,0.013811130442736935,0.09377801277277954,0.05,0.05
4,1024,256,0.03656387913395322,0.07313509975982824,0.19661388166316143,2,4096,0.014580438883248815,0.016094958090424744,0.016094958090424744,collector_low4_cr47,,42,16,-27,-0.2480762960984362,256,1,0.014234181150977247,0.09384135826490703,0.05,0.05
4,1024,256,0.03656303615643082,0.07313279048596613,0.19657695803968894,2,4096,0.01465167184094955,0.016038346703649124,0.016038346703649124,collector_low4_cr47,,42,17,-27,-0.2522149058496852,256,1,0.014363911008476584,0.09385891307075932,0.05,0.05
4,1024,256,0.03656291452517609,0.0731324164747231,0.19657041384833987,2,4096,0.014662981665774597,0.016028805564881447,0.016028805564881447,collector_low4_cr47,,42,18,-27,-0.252882886312353,256,1,0.014384867062999629,0.09386167314675092,0.05,0.05
