packet_index,event_index,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,header_start_sample,grlora_event_index,grlora_preamble_ref_bin,grlora_preamble_ref_signed_bin,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_valid,grlora_framesync_valid,grlora_branch_sample_phase,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample
0,0,1,15857,155121,164337,163258,0,242,242,-242,-968,14889,154153,163369,14889,163258,0.0,0,32,32,24,32,24,32,0,0,-52,-52,-52.0,28,-0.24504882654770296,-0.17690934468672814,-0.09883941017118858,-0.09883941017118858,0,-27,-53,-27.245048826547702,-3325.811624334436,-0.006983045116502896,-0.027932180466011584,-6.8193799965848595e-06,125000.85242249959,-0.32229685389928125,-0.3519747956444186,-1,25,33,1,1,-0.10197479564441858,1.0,1,0,28,1,1,0|1|2|3,1|0|0|0,1|1|1|1,-0.24589659056409668|-0.2456519827934917|-0.24504882654770296|-0.24583145193626937,0.2980743441414918|-0.44170096448062646|-0.17690934468672814|0.04744443884236982,0.40064099877331605|-0.3509059844085324|-0.09883941017118858|0.15797162969735856,0.40064099877331605|-0.3509059844085324|-0.09883941017118858|0.15797162969735856,2|-1|0|1,-26|-27|-27|-27,-52|-53|-53|-53,-26.245896590564097|-27.245651982793493|-27.245048826547702|-27.24583145193627,-3203.844798652844|-3325.8852518058466|-3325.811624334436|-3325.907159660189,-0.006726957297150938|-0.0069831997085281665|-0.006983045116502896|-0.006983245707385757,-0.026907829188603752|-0.027932798834112666|-0.027932180466011584|-0.027932982829543027,-6.569294235498963e-06|-6.819530965359538e-06|-6.8193799965848595e-06|-6.819575886118903e-06,125000.82116177943|125000.85244137066|125000.85242249959|125000.85244698578,0.18537836526448603|0.4256316249185663|-0.32229685389928125|-0.06549223293898565,0.15678879675159452|0.39595302615732164|-0.3519747956444186|-0.09517102719537512,1|2|-1|0,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,-0.09321120324840548|-0.10404697384267836|-0.10197479564441858|-0.09517102719537512,14885|14889|14889|14889,163262|163258|163258|163258
