frame_index,packet_index,event_index,copy_index,transmission_index,stage,frame_symbol_index,stage_symbol_index,start_sample,raw_frame_start_sample,raw_data_start_sample,soft_frame_start_sample,soft_data_start_sample,boundary_refinement_source,sf,bw,os_factor,cfo_int,cfo_frac,sto_frac,sfo_hat,sfo_cum_before,sfo_sample_adjust_after,raw_fft_bin,symbol_value,peak_margin_db,header_valid,payload_len,payload_cr,payload_has_crc,payload_ldro,relative_delay_samples,relative_cfo_hz,relative_phase_rad,xcopy_alignment_score,soft_boundary_score,soft_boundary_rank,soft_hard_pattern_valid,raw_fft_bin_uncorrected,cfo_int_uncorrected,bin_offset_correction,header_consensus_expected_matches,header_consensus_valid_count
0,0,20,0,20,payload,15,7,30444980,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.04327952760803795,0,468,467,6.8895564668833025,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,468,-27,0,11,11
0,0,20,0,20,payload,16,8,30449076,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.036296482491535054,0,89,88,5.1976012659914295,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,89,-27,0,11,11
0,0,20,0,20,payload,17,9,30453172,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.029313437375032156,0,713,712,3.5474632715365284,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,713,-27,0,11,11
0,0,20,0,20,payload,18,10,30457268,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.022330392258529258,0,865,864,1.497793512334714,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,865,-27,0,11,11
0,0,20,0,20,payload,19,11,30461364,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.015347347142026362,0,92,91,7.497107935789359,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,92,-27,0,11,11
0,0,20,0,20,payload,20,12,30465460,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.008364302025523466,0,645,644,5.853272348077838,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,645,-27,0,11,11
0,0,20,0,20,payload,21,13,30469556,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.0013812569090205697,0,426,425,7.774702245311351,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,426,-27,0,11,11
0,0,20,0,20,payload,22,14,30473652,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.005601788207482326,0,765,764,8.74676989123839,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,765,-27,0,11,11
0,0,20,0,20,payload,23,15,30477748,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.012584833323985222,0,1023,1022,8.260921093294476,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,1023,-27,0,11,11
0,0,20,0,20,payload,24,16,30481844,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.01956787844048812,0,597,596,9.104129146644299,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,597,-27,0,11,11
0,0,20,0,20,payload,25,17,30485940,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.026550923556991013,0,562,561,8.605521364669658,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,562,-27,0,11,11
0,0,20,0,20,payload,26,18,30490036,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.03353396867349391,0,827,826,7.784155095281793,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,827,-27,0,11,11
0,0,20,0,20,payload,27,19,30494132,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.04051701378999681,0,890,889,7.928470712981959,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,890,-27,0,11,11
0,0,20,0,20,payload,28,20,30498228,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.047500058906499706,0,174,173,6.79480666458783,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,174,-27,0,11,11
0,0,20,0,20,payload,29,21,30502324,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.054483104023002604,0,267,266,2.928312341184642,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,267,-27,0,11,11
0,0,20,0,20,payload,30,22,30506420,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.0614661491395055,0,909,908,0.4339374407212588,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,909,-27,0,11,11
0,0,20,0,20,payload,31,23,30510516,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.0684491942560084,0,656,655,6.356594734275138,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,656,-27,0,11,11
0,0,20,0,20,payload,32,24,30514612,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.0754322393725113,0,889,888,5.67304278415827,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,889,-27,0,11,11
0,0,20,0,20,payload,33,25,30518708,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.0824152844890142,0,66,65,6.256529285339254,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,66,-27,0,11,11
0,0,20,0,20,payload,34,26,30522804,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.0893983296055171,0,586,585,8.479941637665137,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,586,-27,0,11,11
0,0,20,0,20,payload,35,27,30526900,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.09638137472201999,0,425,424,7.025829950725846,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,425,-27,0,11,11
0,0,20,0,20,payload,36,28,30530996,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.10336441983852289,0,860,859,8.821406133272644,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,860,-27,0,11,11
0,0,20,0,20,payload,37,29,30535092,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.11034746495502579,0,553,552,7.910353939666547,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,553,-27,0,11,11
0,0,20,0,20,payload,38,30,30539188,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.11733051007152868,0,629,628,7.064432339163885,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,629,-27,0,11,11
0,0,20,0,20,payload,39,31,30543284,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.12431355518803158,0,759,758,7.306908817321308,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,759,-27,0,11,11
0,0,20,0,20,payload,40,32,30547380,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,-0.13129660030453447,1,494,493,8.0519203386875,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,494,-27,0,11,11
0,0,20,0,20,payload,41,33,30551477,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.11172035457896264,0,303,302,6.421080265146976,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,303,-27,0,11,11
0,0,20,0,20,payload,42,34,30555573,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.10473730946245974,0,1022,1021,0.7088844928222342,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,1022,-27,0,11,11
0,0,20,0,20,payload,43,35,30559669,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.09775426434595684,0,720,719,4.466901371293409,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,720,-27,0,11,11
0,0,20,0,20,payload,44,36,30563765,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.09077121922945394,0,314,313,8.873000450527202,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,314,-27,0,11,11
0,0,20,0,20,payload,45,37,30567861,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.08378817411295104,0,602,601,7.965342390816641,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,602,-27,0,11,11
0,0,20,0,20,payload,46,38,30571957,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.07680512899644815,0,7,6,5.789377938951158,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,7,-27,0,11,11
0,0,20,0,20,payload,47,39,30576053,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.06982208387994525,0,414,413,6.341450389196623,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,414,-27,0,11,11
0,0,20,0,20,payload,48,40,30580149,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.06283903876344235,0,807,806,8.306794475096073,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,807,-27,0,11,11
0,0,20,0,20,payload,49,41,30584245,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.05585599364693945,0,195,194,8.706186010727489,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,195,-27,0,11,11
0,0,20,0,20,payload,50,42,30588341,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.048872948530436555,0,826,825,8.00278116224716,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,826,-27,0,11,11
0,0,20,0,20,payload,51,43,30592437,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.04188990341393366,0,928,927,7.361606554503256,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,928,-27,0,11,11
0,0,20,0,20,payload,52,44,30596533,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.03490685829743076,0,761,760,7.577775755162365,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,761,-27,0,11,11
0,0,20,0,20,payload,53,45,30600629,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.02792381318092786,0,590,589,7.480002409604161,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,590,-27,0,11,11
0,0,20,0,20,payload,54,46,30604725,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.020940768064424964,0,383,382,1.8615225569734706,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,383,-27,0,11,11
0,0,20,0,20,payload,55,47,30608821,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.013957722947922068,0,267,266,1.0591735971331029,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,267,-27,0,11,11
0,0,20,0,20,payload,56,48,30612917,30235170,30383539,30235066,30383546,grlora_estimate_without_gate,10,125000.0,4,-27,-0.18153032449276907,0.0,-0.006983045116502896,0.006974677831419172,0,314,313,6.243035644910956,1,33,3,1,0,-11,-7.753723395377554,-1.1881554854942211,47.31656827231164,308.05519260891185,1,1,314,-27,0,11,11
2,2,22,2,22,header,0,0,33384271,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,-0.10197479564441858,0,337,84,4.990831547920102,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,337,-27,0,11,11
2,2,22,2,22,header,1,1,33388367,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,-0.10895784076092148,0,689,172,5.099498401954984,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,689,-27,0,11,11
2,2,22,2,22,header,2,2,33392463,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,-0.11594088587742438,0,57,14,7.58533478198863,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,57,-27,0,11,11
2,2,22,2,22,header,3,3,33396559,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,-0.12292393099392727,0,81,20,3.7842210193038306,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,81,-27,0,11,11
2,2,22,2,22,header,4,4,33400655,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,-0.12990697611043017,1,689,172,6.703506559428149,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,689,-27,0,11,11
2,2,22,2,22,header,5,5,33404752,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.11310997877306693,0,57,14,8.036291861238016,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,57,-27,0,11,11
2,2,22,2,22,header,6,6,33408848,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.10612693365656403,0,729,182,6.809455581875552,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,729,-27,0,11,11
2,2,22,2,22,header,7,7,33412944,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.09914388854006113,0,409,102,7.074441112970398,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,409,-27,0,11,11
2,2,22,2,22,payload,8,0,33417040,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.09216084342355824,0,803,802,3.5754047137261913,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,803,-27,0,11,11
2,2,22,2,22,payload,9,1,33421136,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.08517779830705534,0,903,902,0.4734837984334875,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,903,-27,0,11,11
2,2,22,2,22,payload,10,2,33425232,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.07819475319055244,0,922,921,1.005716987937124,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,922,-27,0,11,11
2,2,22,2,22,payload,11,3,33429328,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.07121170807404954,0,718,717,2.2541455497065894,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,718,-27,0,11,11
2,2,22,2,22,payload,12,4,33433424,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.06422866295754665,0,756,755,4.117000358128183,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,756,-27,0,11,11
2,2,22,2,22,payload,13,5,33437520,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.05724561784104375,0,109,108,6.182916426036217,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,109,-27,0,11,11
2,2,22,2,22,payload,14,6,33441616,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.05026257272454085,0,932,931,4.694284756703764,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,932,-27,0,11,11
2,2,22,2,22,payload,15,7,33445712,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.04327952760803795,0,468,467,6.684760147720095,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,468,-27,0,11,11
2,2,22,2,22,payload,16,8,33449808,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.036296482491535054,0,89,88,7.034044685207798,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,89,-27,0,11,11
2,2,22,2,22,payload,17,9,33453904,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.029313437375032156,0,713,712,8.661476954182788,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,713,-27,0,11,11
2,2,22,2,22,payload,18,10,33458000,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.022330392258529258,0,865,864,6.271003313731804,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,865,-27,0,11,11
2,2,22,2,22,payload,19,11,33462096,33235902,33384271,33235798,33384278,grlora_estimate_without_gate,10,125000.0,4,-27,-0.19150399937717566,0.0,-0.006983045116502896,0.015347347142026362,0,92,91,5.606348783175025,1,33,3,1,0,-9,-6.53623378546464,1.6819668496199667,46.32351085584031,308.05519260891185,1,1,92,-27,0,11,11
