phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,0,13,29161,-3607,0.25350727731398376,0.08183836718141721,3.097658055078436,False
1,4096,13,29161,-3607,0.23286982994466385,0.08070742416346537,2.8853582227207215,False
2,8192,13,30486,-2282,0.23971192779737843,0.07775764660994443,3.0828084213999563,False
3,12288,13,32644,-124,0.2525237042515633,0.07766189352231118,3.251577997889232,False
4,16384,13,32644,-124,0.24995502950844786,0.0781695090605366,3.197602652395781,False
5,20480,13,6291,6291,0.22675299355415385,0.07755164979443019,2.9238964503684794,False
6,24576,13,32274,-494,0.22482804908400664,0.07700169720970446,2.919780436419676,False
7,28672,13,1502,1502,0.2517558222449089,0.0781053288951586,3.223286116403693,False
8,32768,13,1502,1502,0.26353881860317596,0.07797253633731331,3.37989285692969,False
9,36864,13,1628,1628,0.2916019397978319,0.0779343012767993,3.7416379568496945,False
10,40960,13,1628,1628,0.3224902612303894,0.07910519489010939,4.076726714072108,False
11,45056,13,1628,1628,0.27428991631453425,0.08076145842993479,3.3962972146236874,False
12,49152,13,1628,1628,0.27582431667665436,0.08144560794852414,3.3866076222426003,False
13,53248,13,31671,-1097,0.2708568027176282,0.08161810404354221,3.3185872900591953,False
14,57344,13,2329,2329,0.2494143147698799,0.08116360346624182,3.0729822742975945,False
15,61440,13,6454,6454,0.24088613767741426,0.07989810286210468,3.0149168634599146,False
16,65536,13,31670,-1098,0.26306171396327566,0.07983364013173774,3.295123628700677,False
17,69632,13,935,935,0.2770106000336527,0.07959831268541773,3.4801064330148868,False
18,73728,13,1580,1580,0.2482991127378517,0.07792752635899283,3.186282490143459,False
19,77824,13,30914,-1854,0.2382659629850016,0.07788129098099107,3.0593478868134905,False
20,81920,13,30950,-1818,0.23316891467731027,0.07940499534739773,2.936451461991701,False
21,86016,13,30950,-1818,0.24524506938969798,0.08053063287166906,3.04536374103147,False
22,90112,13,29614,-3154,0.23941668340958583,0.08112958268757124,2.951040489528656,False
23,94208,13,789,789,0.2546034543524744,0.08350807648106964,3.048848268109614,False
24,98304,13,2147,2147,0.2903121447500703,0.08458889012134375,3.432036338739214,False
