dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,snr_label,added_snr_db,seed,added_awgn_power,savaux_bin,savaux_correct,savaux_margin_db,savaux_gt_lambda,savaux_max_false_lambda,savaux_gt_false_margin_db,white_ml_bin,white_ml_matches_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_gt_lambda,colored_ml_max_false_lambda,colored_ml_gt_false_margin_db,colored_minus_savaux_gt_lambda,colored_minus_savaux_gt_false_margin_db,model_gt_full_information,model_gt_savaux_information,model_gt_full_to_savaux_snr_gain_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,covariance_model
collector_low4_train_low1,9,2,35,43,33560403,720,-9,-9.0,5,1.6492222488379657e-06,314,0,0.26195596659384063,4.828399716534583,7.509656503868226,-1.9181685681775786,314,1,314,0,0.28849791357732324,5.070448502582601,7.627155107053197,-1.7731620214758275,0.24204878604801827,0.14500654670175117,2184124754.386615,2181989059.265748,0.004248724241204443,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,36,44,33564499,314,-9,-9.0,5,1.6492222488379657e-06,314,1,2.1505623333541832,12.5079806765611,7.6350857557963545,2.143732823038649,314,1,314,1,2.145600611526425,12.717028691571041,7.759354430843406,2.145600611526425,0.20904801500994097,0.001867788487775801,2183646737.9109745,2181517098.009547,0.004237600079980954,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,37,45,33568595,602,-9,-9.0,5,1.6492222488379657e-06,764,0,1.0327156322539623,5.291619202658844,6.710791554476077,-1.0318516551017098,764,1,764,0,1.0454580146489258,5.289218843688998,6.728795630918068,-1.045458014648926,-0.0024003589698464722,-0.013606359547216229,2184381657.7673664,2182238427.9385176,0.0042632193531600025,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,38,46,33572691,7,-9,-9.0,5,1.6492222488379657e-06,859,0,0.09433572828664263,5.170118221283446,5.789219771945625,-0.491195627863839,859,1,408,0,0.07705717113212115,5.168270541624565,5.694604251544394,-0.42118308580111236,-0.0018476796588808853,0.07001254206272667,2182951935.464029,2180844622.819665,0.004194486667789937,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,39,47,33576787,414,-9,-9.0,5,1.6492222488379657e-06,559,0,0.36588891747531355,5.783301183390866,9.014523844058518,-1.9276698167811972,559,1,559,0,0.4399492226860274,5.742830106886625,8.960876973376022,-1.932245462898676,-0.04047107650424042,-0.004575646117478849,2184429921.9248,2182296889.7473884,0.004242830925784935,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,40,48,33580883,807,-9,-9.0,5,1.6492222488379657e-06,141,0,1.1107920394217783,6.469501635135104,8.351105908247266,-1.1087316444982482,141,1,141,0,1.3561614042775616,6.209715363599777,8.62819921395595,-1.4284847008458315,-0.25978627153532674,-0.3197530563475832,2184223845.13181,2182080281.3101344,0.004264192265095199,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,41,49,33584979,195,-9,-9.0,5,1.6492222488379657e-06,195,1,3.1901953428583756,10.937706457920171,5.24479962012142,3.191973633273131,195,1,195,1,3.200306327659403,10.903696676691663,5.2184692516599505,3.200306327659403,-0.03400978122850873,0.008332694386271822,2183746648.2465067,2181620674.349995,0.004230108197957968,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,42,50,33589075,826,-9,-9.0,5,1.6492222488379657e-06,826,1,0.7885681110569369,7.705846386340705,6.424494434344636,0.7898139002211237,826,1,826,1,0.799497191189698,7.742486680568581,6.440665550518631,0.799497191189698,0.03664029422787518,0.009683290968574232,2184202573.904581,2182059396.799165,0.0042634641330271655,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,43,51,33593171,928,-9,-9.0,5,1.6492222488379657e-06,928,1,1.2283367040175361,11.689210393320701,8.805823355516877,1.2301520626114906,928,1,928,1,1.14257557019729,11.606326466638484,8.92148655579221,1.14257557019729,-0.08288392668221789,-0.08757649241420062,2184332491.6124516,2182189792.2667108,0.004262259603532499,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,44,52,33597267,761,-9,-9.0,5,1.6492222488379657e-06,955,0,0.40434172857567985,3.120133850825371,7.4843631304604035,-3.7998162543313665,955,1,955,0,0.37928345185675144,3.0558037063446766,7.3402666229944895,-3.8058638191807965,-0.06433014448069452,-0.006047564849430032,2183984025.773577,2181850090.2746735,0.004245495642206762,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,45,53,33601363,590,-9,-9.0,5,1.6492222488379657e-06,590,1,1.5216391481090699,7.7186924973649385,5.458453048472878,1.5047416052647902,590,1,590,1,1.5444880631848132,7.745702798916919,5.427652353130597,1.5444880631848132,0.027010301551980476,0.03974645792002307,2184658928.1833096,2182537950.657549,0.004218398820363121,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,46,54,33605459,383,-9,-9.0,5,1.6492222488379657e-06,977,0,0.4206171678807765,2.8496504840053243,7.187051292220029,-4.017591482338708,977,1,977,0,0.24696993071534679,2.8938787957068444,6.958976959549654,-3.810650609804391,0.044228311701520084,0.20694087253431714,2183577444.3248997,2181450305.397176,0.004232755550008439,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,47,55,33609555,267,-9,-9.0,5,1.6492222488379657e-06,600,0,0.1609884922883502,5.679014165991114,7.451990015897159,-1.1799931235241476,600,1,600,0,0.20598101059101856,5.8342286834642225,7.515503602462932,-1.0997463920973407,0.15521451747310877,0.08024673142680694,2183852553.101673,2181723633.7212534,0.004235766245089003,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,48,56,33613651,314,-9,-9.0,5,1.6492222488379657e-06,314,1,0.08345821477973454,10.16788534028999,9.97599576220179,0.08274384203155791,314,1,314,1,0.07485212438655046,10.23877664430566,10.063819912447192,0.07485212438655046,0.07089130401566912,-0.007891717645007443,2183646737.9109745,2181517098.009547,0.004237600079980954,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,0,8,33417042,803,-9,-9.0,6,1.6492222488379657e-06,825,0,0.4313620992815628,6.3190408976287955,8.48377193927135,-1.2793781911695805,825,1,825,0,0.4860100516708904,6.493457113902868,8.618698247239365,-1.2296569914007462,0.17441621627407233,0.04972119976883427,2184174451.576503,2182032439.373476,0.004261200523975518,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,1,9,33421138,711,-9,-9.0,6,1.6492222488379657e-06,1015,0,0.36179465553173074,0.5924679531651208,7.930476734396829,-11.266344312243586,1015,1,1015,0,0.2950390916187401,0.5702124067415879,7.854364516765593,-11.390743902704092,-0.02225554642353289,-0.12439959046050575,2184071195.470828,2181938164.690809,0.004243525355890821,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,2,10,33425234,922,-9,-9.0,6,1.6492222488379657e-06,978,0,0.3676862972541977,5.538443973280426,7.853432511924378,-1.516717492406829,978,1,978,0,0.3942453822007882,5.8380476621679085,7.981940169358908,-1.3584083182421405,0.29960368888748246,0.15830917416468848,2184276860.6064587,2182134903.8591294,0.0042608902716383375,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,3,11,33429330,718,-9,-9.0,6,1.6492222488379657e-06,739,0,0.6095497526753362,1.928256007794101,8.278711820155001,-6.327980720244667,739,1,739,0,0.7226223470846048,1.975887733180751,8.321513887266791,-6.244400772593014,0.04763172538665006,0.08357994765165255,2184138884.699371,2182001847.5232873,0.004251367897788169,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,4,12,33433426,756,-9,-9.0,6,1.6492222488379657e-06,756,1,1.6960856414076797,11.906620489602822,8.057506125748832,1.695878668312877,756,1,756,1,1.6714384742239954,11.955252415034993,8.136074235183855,1.6714384742239954,0.04863192543217032,-0.02444019408888165,2184025755.9293556,2181891788.187164,0.004245478662535169,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,5,13,33437522,109,-9,-9.0,6,1.6492222488379657e-06,109,1,2.183835751158621,11.981068012290491,7.246936145299139,2.1834109886011057,109,1,109,1,2.108751928158678,12.039510723043684,7.408557314654137,2.108751928158678,0.05844271075319263,-0.07465906044242754,2183291290.973007,2181176129.0148134,0.004209463150007222,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,6,14,33441618,932,-9,-9.0,6,1.6492222488379657e-06,787,0,0.6075721239454818,5.527979855473874,6.356976372701957,-0.6068414551367719,787,1,787,0,0.45987687054240217,5.518469053187616,6.134883196197309,-0.45987687054240195,-0.009510802286258446,0.14696458459436995,2184328619.9120293,2182186668.4046426,0.00426077882867195,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,7,15,33445714,468,-9,-9.0,6,1.6492222488379657e-06,468,1,2.399760932372952,15.865158626430624,9.12691589058198,2.4012037042200567,468,1,468,1,2.419670592926052,15.714242234811355,9.001738327043004,2.419670592926052,-0.15091639161926906,0.01846688870599511,2184801801.167136,2182658868.1871,0.004261808467025427,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,8,16,33449810,89,-9,-9.0,6,1.6492222488379657e-06,631,0,0.5412847128665986,4.559294800371684,8.88809621011529,-2.899110727784552,631,1,631,0,0.5563263442691131,4.575039369032284,8.878456845083553,-2.8794265248650213,0.015744568660600144,0.01968420291953077,2183511119.06977,2181387252.579383,0.004226369052986157,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,9,17,33453906,713,-9,-9.0,6,1.6492222488379657e-06,713,1,1.549345999333648,10.32208176685795,7.224411798492205,1.5496480181332988,713,1,713,1,1.4248701575158984,10.206999324288253,7.352094324944262,1.4248701575158984,-0.11508244256969746,-0.12477786061740037,2184094880.7356076,2181959041.8348613,0.0042490685606337945,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,10,18,33458002,865,-9,-9.0,6,1.6492222488379657e-06,865,1,1.3259068076877545,9.885315736481594,7.285689747633451,1.325198718252591,865,1,865,1,1.4751138436504578,10.130770687381517,7.213251931850116,1.4751138436504578,0.24545495089992286,0.14991512539786678,2183986778.075926,2181852506.6472135,0.004246158952549223,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,11,19,33462098,92,-9,-9.0,6,1.6492222488379657e-06,215,0,0.7931276414909784,4.181925631113675,7.036056757335293,-2.2595302878198105,215,1,215,0,0.7799799182596102,4.062251862145065,6.944564225809757,-2.328781523438584,-0.11967376896860937,-0.06925123561877333,2183500077.5241356,2181377827.3641033,0.004223172452622145,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,12,20,33466194,645,-9,-9.0,6,1.6492222488379657e-06,645,1,1.191732008063883,10.880661266817977,8.266778065284504,1.1931901173412274,645,1,645,1,1.1450183694449425,11.040676691411228,8.481913819595725,1.1450183694449425,0.1600154245932508,-0.04817174789628487,2184679694.4289455,2182529734.757484,0.0042760289480075825,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,13,21,33470290,426,-9,-9.0,6,1.6492222488379657e-06,426,1,1.3263436769891213,13.272091572478473,9.77654752888446,1.3275385355028448,426,1,426,1,1.2405653391560925,13.150333606412737,9.8828052330356,1.2405653391560925,-0.12175796606573641,-0.08697319634675238,2184340984.4141603,2182202058.9159765,0.004254732433153552,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,14,22,33474386,765,-9,-9.0,6,1.6492222488379657e-06,765,1,0.3150817856527427,8.337308417139763,7.752959546810427,0.31558349469143376,765,1,765,1,0.35099856788357053,8.33273340155506,7.685774362684728,0.35099856788357053,-0.004575015584702413,0.03541507319213677,2183929015.484416,2181795617.514686,0.004244532661106382,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,15,23,33478482,1023,-9,-9.0,6,1.6492222488379657e-06,482,0,0.3672696040090755,6.306640097367115,7.536986398913209,-0.7739968384690701,482,1,482,0,0.3567955644177961,6.422855029586784,7.4346057118799544,-0.6352982136900142,0.11621493221966883,0.13869862477905592,2183316468.88858,2181201129.230028,0.004209768398640707,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,16,24,33482578,597,-9,-9.0,6,1.6492222488379657e-06,597,1,0.09799463390514301,6.413634369401896,6.268972133148583,0.09907858577782364,597,1,597,1,0.26890502532563326,6.601562868479849,6.205206818103655,0.26890502532563326,0.1879284990779535,0.16982643954780963,2184373589.0074716,2182215660.491798,0.004292487657729984,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,17,25,33486674,562,-9,-9.0,6,1.6492222488379657e-06,562,1,5.583236814814451,20.244651334123965,5.592352656257484,5.5871575107604885,562,1,562,1,5.560886770041322,20.275922244259757,5.634974305544171,5.560886770041322,0.03127091013579175,-0.02627074071916624,2186016768.2232513,2183843059.95146,0.004320640124348947,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,18,26,33490770,827,-9,-9.0,6,1.6492222488379657e-06,770,0,0.9864371469852982,3.193070114153006,7.102432051060335,-3.471986325410052,770,1,770,0,0.7748601312262791,2.995911935221411,6.836384517709695,-3.582974388267287,-0.19715817893159482,-0.11098806285723484,2184199007.4647,2182056227.572395,0.004262680524965982,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,19,27,33494866,890,-9,-9.0,6,1.6492222488379657e-06,108,0,0.8150712124789672,4.978047209241459,7.2484874301166915,-1.6318837919968707,108,1,108,0,0.6387654337762603,5.118914125592745,7.176254650316687,-1.4671999737564592,0.14086691635128634,0.16468381824041156,2183990167.808197,2181857198.3220015,0.004243560866608421,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,20,28,33498962,174,-9,-9.0,6,1.6492222488379657e-06,174,1,3.76492694577949,16.37147435179167,6.882321235785697,3.76352852387795,174,1,174,1,3.77191156246309,16.373689382486422,6.8699787084683805,3.77191156246309,0.0022150306947530396,0.008383038585140223,2183486106.5556746,2181367386.923128,0.004216170456843024,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,21,29,33503058,267,-9,-9.0,6,1.6492222488379657e-06,267,1,0.1159562018021954,7.4236559116949925,7.227444569103927,0.11633064486288522,267,1,267,1,0.22203647503941107,7.506360333909786,7.132236914164714,0.22203647503941107,0.08270442221479346,0.10570583017652585,2183852553.101673,2181723633.7212534,0.004235766245089003,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,22,30,33507154,917,-9,-9.0,6,1.6492222488379657e-06,917,1,3.8867187945372246,17.526445910138992,7.1603345522101725,3.8876054255815378,917,1,917,1,3.868877604296617,17.618629691436382,7.229102244607891,3.868877604296617,0.0921837812973898,-0.018727821284920676,2184176347.239957,2182035812.970851,0.00425825526457819,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,23,31,33511250,656,-9,-9.0,6,1.6492222488379657e-06,656,1,1.754414803387584,10.142951036997818,6.770078677055139,1.7557061324646495,656,1,656,1,1.7654857039124474,10.132085520752131,6.747614711713973,1.7654857039124474,-0.01086551624568699,0.009779571447797952,2184500949.121709,2182349099.5637712,0.0042801399366637636,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,24,32,33515346,889,-9,-9.0,6,1.6492222488379657e-06,74,0,0.9004769712283517,7.848325400845646,10.42026785707212,-1.2310188170936125,74,1,74,0,0.8325243787248969,7.777491750646889,10.533345596945354,-1.3172677439536007,-0.07083365019875654,-0.0862489268599882,2183997131.301375,2181863655.352105,0.0042445554316704005,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,25,33,33519442,66,-9,-9.0,6,1.6492222488379657e-06,605,0,1.0288173976522224,7.256920403089213,10.384916939177055,-1.5565066771755984,605,1,605,0,1.0087933437562417,7.325120292090469,10.305389281564617,-1.4824964070152284,0.06819988900125651,0.07401027016036998,2183014439.3066626,2180901532.0369577,0.004205507373364729,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,26,34,33523538,586,-9,-9.0,6,1.6492222488379657e-06,586,1,1.320666397816037,15.035132074670926,11.08946383523726,1.3219669852933054,586,1,586,1,1.1929677305288215,14.854038205925935,11.286200559868403,1.1929677305288215,-0.18109386874499123,-0.12899925476448382,2184741027.5991116,2182615336.1093874,0.0042276200073211095,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,27,35,33527634,425,-9,-9.0,6,1.6492222488379657e-06,388,0,0.43340069997687813,10.764127824971206,11.891107464381818,-0.4324345760302495,388,1,388,0,0.4571467226919169,10.663488698050518,11.847152674552978,-0.45714672269191714,-0.10063912692068833,-0.024712146661667656,2184397615.690838,2182265184.4066324,0.004241697863029239,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,28,36,33531730,860,-9,-9.0,6,1.6492222488379657e-06,860,1,2.2903002151131497,13.059501783216021,7.744262073936121,2.269465674983586,860,1,860,1,2.3290988679476907,13.12528353134971,7.677128448359255,2.3290988679476907,0.06578174813368953,0.05963319296410452,2183953470.9383764,2181820369.079357,0.004243895695816793,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,29,37,33535826,553,-9,-9.0,6,1.6492222488379657e-06,553,1,1.8716827436136272,10.648099500054213,6.906006935801138,1.880450905232405,553,1,553,1,1.7945358402085763,10.573733270974769,6.994791390796744,1.7945358402085763,-0.07436622907944468,-0.08591506502382873,2188073967.9851465,2186314437.4008813,0.0034937659571196654,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,30,38,33539922,629,-9,-9.0,6,1.6492222488379657e-06,629,1,3.73269453458013,15.200862632686873,6.4336415394792175,3.734113745555723,629,1,629,1,3.806521619814864,15.120121233366165,6.293657592818339,3.806521619814864,-0.08074139932070779,0.07240787425914075,2184420662.7937098,2182284394.8383727,0.004249288406889247,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,31,39,33544018,759,-9,-9.0,6,1.6492222488379657e-06,84,0,0.09168615146279349,4.043555822257759,6.232789228792109,-1.8791899778714414,84,1,84,0,0.13582164340217817,4.133842889931959,6.329481612419042,-1.8501417565819722,0.09028706767419958,0.029048221289469156,2184008431.5863533,2181873824.74859,0.00424678445324137,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,32,40,33548114,494,-9,-9.0,6,1.6492222488379657e-06,494,1,2.7414627834932306,13.012320126747447,6.909333492157068,2.74918583934417,494,1,494,1,2.7911169652811667,13.052548864580482,6.8641004629193905,2.7911169652811667,0.0402287378330346,0.04193112593699677,2186671552.7942457,2184620369.910091,0.004075762905321542,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,33,41,33552210,303,-9,-9.0,6,1.6492222488379657e-06,303,1,0.6979703699337436,8.600154536771388,7.3600640484352065,0.6762466152840412,303,1,303,1,0.8128829347608748,8.719870532132388,7.231389317341438,0.8128829347608748,0.11971599536100008,0.13663631947683363,2183467059.048896,2181342139.4672947,0.004228551030348713,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,34,42,33556307,1022,-9,-9.0,6,1.6492222488379657e-06,731,0,0.07232140645046164,5.221943581085861,7.0572782922464246,-1.3080506815703292,731,1,731,0,0.06660410973627372,5.102004577124023,7.099933307190605,-1.435134253289755,-0.11993900396183754,-0.12708357171942586,2183364959.69287,2181248615.201393,0.004211675515901776,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,35,43,33560403,720,-9,-9.0,6,1.6492222488379657e-06,720,1,0.6493541526668033,8.130678801562953,6.9972841044874965,0.6519729727334187,720,1,720,1,0.6789364711939385,8.15679344482856,6.976310754107776,0.6789364711939385,0.02611464326560764,0.02696349846051982,2184124754.386615,2181989059.265748,0.004248724241204443,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,36,44,33564499,314,-9,-9.0,6,1.6492222488379657e-06,314,1,0.5665739915015079,7.842742435652767,6.88539166904014,0.565393028030898,314,1,314,1,0.5540462667899555,7.74542447240349,6.817742537878051,0.5540462667899555,-0.09731796324927622,-0.011346761240942471,2183646737.9109745,2181517098.009547,0.004237600079980954,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,37,45,33568595,602,-9,-9.0,6,1.6492222488379657e-06,602,1,0.9787475029392794,12.218430964926416,9.752394946689503,0.9790415860814026,602,1,602,1,0.9561740072137636,12.194314332343057,9.784530354727032,0.9561740072137636,-0.024116632583359277,-0.022867578867639016,2184381657.7673664,2182238427.9385176,0.0042632193531600025,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,38,46,33572691,7,-9,-9.0,6,1.6492222488379657e-06,752,0,0.09013311030148935,4.524649557042853,6.737613834111397,-1.7292116791227305,752,1,285,0,0.16426714471291512,4.587672141176335,6.802334470791902,-1.7106560897767356,0.06302258413348216,0.018555589345994994,2182951935.464029,2180844622.819665,0.004194486667789937,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,39,47,33576787,414,-9,-9.0,6,1.6492222488379657e-06,414,1,1.634824167773976,12.825979022331017,8.839332992417278,1.6167103046201787,414,1,414,1,1.5401230934252708,12.69666393698693,8.905889764897948,1.5401230934252708,-0.12931508534408742,-0.07658721119490797,2184429921.9248,2182296889.7473884,0.004242830925784935,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,40,48,33580883,807,-9,-9.0,6,1.6492222488379657e-06,807,1,0.2647918334861918,6.569519859005444,6.176732082688939,0.2677486568905098,807,1,807,1,0.06480675215709798,6.462085310796006,6.36637200317263,0.06480675215709798,-0.10743454820943832,-0.20294190473341184,2184223845.13181,2182080281.3101344,0.004264192265095199,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,41,49,33584979,195,-9,-9.0,6,1.6492222488379657e-06,242,0,0.38914201398716586,6.013586713903236,6.5769229652539805,-0.388891773153768,242,1,242,0,0.34005996086853885,6.179975246797318,6.683327322790549,-0.3400599608685386,0.16638853289408218,0.04883181228522937,2183746648.2465067,2181620674.349995,0.004230108197957968,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,42,50,33589075,826,-9,-9.0,6,1.6492222488379657e-06,643,0,0.780658885249731,4.019718447259506,7.186682827849903,-2.523328435192954,643,1,643,0,0.9055767466533524,3.974824808742696,7.301254369309427,-2.640794873521226,-0.044893638516810164,-0.1174664383282722,2184202573.904581,2182059396.799165,0.0042634641330271655,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,43,51,33593171,928,-9,-9.0,6,1.6492222488379657e-06,853,0,0.018885980968040398,6.281485186990027,8.183415480995004,-1.148722613875819,853,1,291,0,0.03651081951012208,6.257226024831372,8.109500655206604,-1.1261227029178382,-0.0242591621586552,0.022599910957980862,2184332491.6124516,2182189792.2667108,0.004262259603532499,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,44,52,33597267,761,-9,-9.0,6,1.6492222488379657e-06,761,1,0.3019585927503197,7.117628452146671,6.640633447112557,0.30125805116713106,761,1,761,1,0.34006468821570035,7.139561353823518,6.6018410113663055,0.34006468821570035,0.021932901676846583,0.03880663704856929,2183984025.773577,2181850090.2746735,0.004245495642206762,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,45,53,33601363,590,-9,-9.0,6,1.6492222488379657e-06,824,0,0.5228299093546558,8.385221074078762,9.45591811900664,-0.5218918574733598,824,1,824,0,0.40578046290010134,8.502567835310034,9.335297265131592,-0.40578046290010167,0.1173467612312713,0.11611139457325809,2184658928.1833096,2182537950.657549,0.004218398820363121,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,46,54,33605459,383,-9,-9.0,6,1.6492222488379657e-06,784,0,0.15202747781816203,6.668163734049867,6.90683170182003,-0.15272618507058827,784,1,784,0,0.23439111408595473,6.686663017875019,7.057461999422512,-0.23439111408595464,0.01849928382515209,-0.08166492901536637,2183577444.3248997,2181450305.397176,0.004232755550008439,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,47,55,33609555,267,-9,-9.0,6,1.6492222488379657e-06,267,1,1.1992310088834537,10.016372991350774,7.600145222273024,1.1988859771243687,267,1,267,1,1.2802665762752663,10.154574632165161,7.561972230878267,1.2802665762752663,0.1382016408143869,0.08138059915089757,2183852553.101673,2181723633.7212534,0.004235766245089003,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,48,56,33613651,314,-9,-9.0,6,1.6492222488379657e-06,291,0,0.42145228847842753,3.426296761181806,5.874363685905136,-2.341358547669365,291,1,291,0,0.5335880834148565,3.3536669574503386,5.818533676416476,-2.39293620329295,-0.07262980373146721,-0.051577655623585184,2183646737.9109745,2181517098.009547,0.004237600079980954,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,0,8,33417042,803,-9,-9.0,7,1.6492222488379657e-06,84,0,0.5237802874107296,5.784937257419206,6.524497732139781,-0.5224843148840402,84,1,84,0,0.48584736248734156,5.869132200095003,6.563849703687835,-0.4858473624873411,0.08419494267579708,0.03663695239669912,2184174451.576503,2182032439.373476,0.004261200523975518,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,1,9,33421138,711,-9,-9.0,7,1.6492222488379657e-06,4,0,0.6357768996335694,8.757640732514949,10.13392977638129,-0.6339076547711291,4,1,4,0,0.6032811810984712,8.706411731576853,10.00385341543735,-0.603281181098471,-0.051229000938095126,0.03062647367265814,2184071195.470828,2181938164.690809,0.004243525355890821,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,2,10,33425234,922,-9,-9.0,7,1.6492222488379657e-06,305,0,0.07385009532761926,6.306979766185104,7.474259395272943,-0.7374672832075599,305,1,305,0,0.01660974402472,6.428743868057503,7.4292531222160125,-0.6281903237052388,0.12176410187239917,0.10927695950232119,2184276860.6064587,2182134903.8591294,0.0042608902716383375,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
collector_low4_train_low1,9,2,3,11,33429330,718,-9,-9.0,7,1.6492222488379657e-06,718,1,0.9270159494750095,6.925571938663065,5.595493336977501,0.9261726189386948,718,1,718,1,0.9259564570893452,6.882591960416801,5.561044586824457,0.9259564570893452,-0.042979978246264317,-0.00021616184934969418,2184138884.699371,2182001847.5232873,0.004251367897788169,0,0,independent_low1_offpacket_circulant_plus_known_awgn_identity
