trial_id,reference_id,esn0_db,seed,candidate_index,source,sfd_peak_rank,sfd_peak_signed_bin,sfd_relative_power_db,cfo_total_est,fine_payload_start_sample,delta_cfo_bins,delta_payload_samples,ridge_residual_bins,netid1_est,netid2_est,netid_valid,netid_margin_db,decode_status,header_valid,crc_accepted,payload_exact,payload_hex
exp0_000005_rxg20_0_fulltrim:12:20260821,5,12.0,20260821,3,sfd_list,4,-1713,-3.5136109603878456,-856.7433883099426,667725,-728.0,-5826,0.25,8,16,1,2.0995030328694853,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260821,6,12.0,20260821,0,selected,1,1302,0.0,651.2212431672964,679793,0.0,0,0.0,8,16,1,2.0462243031731813,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260821,6,12.0,20260821,1,sfd_list,2,436,-0.16385213504464688,218.22124316729636,676327,-433.0,-3466,0.25,8,1456,0,2.1727370499011958,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260821,6,12.0,20260821,2,sfd_list,3,1537,-0.27401509334179125,768.2212431672964,680728,117.0,935,0.125,8,16,1,1.2611043626979184,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260821,6,12.0,20260821,3,sfd_list,4,-424,-0.2987899077467391,-211.77875683270364,672890,-863.0,-6903,-0.125,8,16,1,2.746631402597844,ok,1,0,0,40443322110001e0fa26027abe04e1aeae8c5d1c65e040aec124ce22a17301d437
exp0_000007_rxg20_0_fulltrim:12:20260821,7,12.0,20260821,0,selected,1,-257,0.0,-128.75531400769702,673552,0.0,0,0.0,8,16,1,1.455903755946517,ok,1,0,0,40443322110001005817003d9b8e75346b7dde1ef9482e737f5a68b77278563412
exp0_000007_rxg20_0_fulltrim:12:20260821,7,12.0,20260821,1,sfd_list,2,1325,-1.2019024009937382,662.244685992303,679879,791.0,6327,0.125,1535,1946,0,0.052801477798474515,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260821,7,12.0,20260821,2,sfd_list,3,1265,-1.3600269146573454,632.244685992303,679640,761.0,6088,0.0,1167,16,0,0.5784707105802275,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260821,7,12.0,20260821,3,sfd_list,4,567,-1.412736356959821,283.244685992303,676846,412.0,3294,0.25,8,16,1,0.9975616201339952,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:12:20260821,8,12.0,20260821,0,selected,9,-257,-1.5682140127516562,-128.72678867532773,673552,0.0,0,0.0,8,16,1,1.3458678243492033,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000008_rxg20_0_fulltrim:12:20260821,8,12.0,20260821,1,sfd_list,1,1933,0.0,966.2732113246723,682313,1095.0,8761,-0.125,1281,3762,0,0.12349599778635847,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:12:20260821,8,12.0,20260821,2,sfd_list,2,1989,-0.5810043755249245,994.2732113246723,682536,1123.0,8984,0.0,1281,3762,0,0.4874131423670508,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:12:20260821,8,12.0,20260821,3,sfd_list,3,-683,-0.8781011483178667,-341.7267886753277,671846,-213.0,-1706,0.25,8,292,0,0.1777878015752143,ok,1,0,0,40443322150041001848407c7bd1897a088bb87dbb6d6791408f03a59d78563412
exp0_000002_rxg20_0_fulltrim:12:20260822,2,12.0,20260822,0,selected,14,-259,-2.228056549192016,-129.9325219608648,673544,0.0,0,0.0,8,16,1,2.8164482675360643,ok,1,0,0,40443322110001005802005cd623d92b803ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:12:20260822,2,12.0,20260822,1,sfd_list,1,-258,0.0,-128.9325219608648,673552,1.0,8,0.0,8,16,1,2.830638901609192,ok,1,0,0,40443322110001005802005cd623d92b803ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:12:20260822,2,12.0,20260822,2,sfd_list,2,951,-0.18589708136066935,475.0674780391352,678387,605.0,4843,-0.375,8,16,1,2.9457182102367416,header_invalid,0,0,0,
exp0_000002_rxg20_0_fulltrim:12:20260822,2,12.0,20260822,3,sfd_list,3,-392,-0.41006932743913016,-195.9325219608648,673018,-66.0,-526,-0.25,8,16,1,2.56400197029334,ok,1,0,0,4044f3fb1885880c580200dcdeb344728c33c56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260822,3,12.0,20260822,0,selected,8,834,-3.7054497843075525,417.1280757570218,677921,0.0,0,0.0,2852,16,0,0.9313294973589138,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:12:20260822,3,12.0,20260822,1,sfd_list,1,-257,0.0,-128.8719242429782,673552,-546.0,-4369,0.125,1565,16,0,1.7673098606874191,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000003_rxg20_0_fulltrim:12:20260822,3,12.0,20260822,2,sfd_list,2,627,-2.683581313000676,313.1280757570218,677084,-104.0,-837,0.625,1565,3622,0,0.3469086826563573,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:12:20260822,3,12.0,20260822,3,sfd_list,3,-480,-3.2182040712087208,-239.8719242429782,672659,-657.0,-5262,0.75,1565,2979,0,0.9353312308489385,header_invalid,0,0,0,
exp0_000004_rxg20_0_fulltrim:12:20260822,4,12.0,20260822,0,selected,3,-259,-5.549166634238636,-129.86479870433962,673544,0.0,0,0.0,8,16,1,2.218702065809144,ok,1,0,0,4044332211000170181455716203242f2fa44c91c2d78b3aac4af4c55b78563412
exp0_000004_rxg20_0_fulltrim:12:20260822,4,12.0,20260822,1,sfd_list,1,-258,0.0,-128.86479870433962,673552,1.0,8,0.0,8,16,1,2.2091969400084093,ok,1,0,0,4044332211000170181455716243646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000004_rxg20_0_fulltrim:12:20260822,4,12.0,20260822,2,sfd_list,2,267,-5.157457861822914,133.13520129566038,675647,263.0,2103,0.125,8,16,1,2.7557894050484806,truncated_payload,1,0,0,
exp0_000004_rxg20_0_fulltrim:12:20260822,4,12.0,20260822,3,sfd_list,4,-1818,-5.59581499749854,-908.8647987043396,667310,-779.0,-6234,0.25,8,3159,0,0.884300617580692,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:12:20260822,5,12.0,20260822,0,selected,24,-467,-2.729994564307594,-233.7179768380515,672714,0.0,0,0.0,7,15,1,3.7914907854798465,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:12:20260822,5,12.0,20260822,1,sfd_list,1,2029,0.0,1014.2820231619485,682694,1248.0,9980,0.5,1225,16,0,1.379272663134645,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:12:20260822,5,12.0,20260822,2,sfd_list,2,-257,-1.2563453206928643,-128.7179768380515,673552,105.0,838,0.25,8,16,1,3.6167233655209605,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000005_rxg20_0_fulltrim:12:20260822,5,12.0,20260822,3,sfd_list,3,-782,-1.3536987821215867,-390.71797683805147,671456,-156.99999999999997,-1258,0.2500000000000284,8,16,1,2.96875759296697,ok,1,0,0,4044332301001000580500696c1cdf731c55dbd42f66a24146908254c978567412
exp0_000006_rxg20_0_fulltrim:12:20260822,6,12.0,20260822,0,selected,1,2046,0.0,1023.1985440483834,682770,0.0,0,0.0,8,954,0,1.450179515954062,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260822,6,12.0,20260822,1,sfd_list,2,1412,-0.3078165490963144,706.1985440483834,680231,-317.0,-2539,0.375,8,16,1,1.449499313570371,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:12:20260822,6,12.0,20260822,2,sfd_list,3,-257,-0.515440444310566,-128.80145595161662,673552,-1152.0,-9218,0.25,8,16,1,3.8657899983856074,ok,1,0,0,404433228100010958060050b704e1aeae8c5d1c65e0d0a7c02dde72a478563412
exp0_000006_rxg20_0_fulltrim:12:20260822,6,12.0,20260822,3,sfd_list,4,1313,-0.8652101627201545,656.1985440483834,679833,-367.0,-2937,0.125,8,16,1,2.332419796759811,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260822,7,12.0,20260822,0,selected,1,-258,0.0,-128.76805459848276,673552,0.0,0,0.0,8,3677,0,1.927298497360861,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260822,7,12.0,20260822,1,sfd_list,2,1096,-4.077716152571939,548.2319454015172,678969,677.0,5417,-0.125,8,3386,0,1.4337762044016977,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260822,7,12.0,20260822,2,sfd_list,3,172,-4.294041272655721,86.23194540151724,675272,215.0,1720,0.0,8,16,1,1.7031191484641484,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:12:20260822,7,12.0,20260822,3,sfd_list,4,-9,-4.546425689932808,-4.768054598482759,674548,124.0,996,-0.5,9,162,0,1.239130671196035,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:12:20260822,8,12.0,20260822,0,selected,10,-257,-1.1850029690884019,-128.73396974771305,673552,0.0,0,0.0,4046,16,0,2.107489051666124,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000008_rxg20_0_fulltrim:12:20260822,8,12.0,20260822,1,sfd_list,1,-285,0.0,-142.73396974771305,673440,-14.0,-112,0.0,4046,16,0,2.1782085913575666,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000008_rxg20_0_fulltrim:12:20260822,8,12.0,20260822,2,sfd_list,2,-547,-0.21665950709320186,-273.73396974771305,672389,-145.0,-1163,0.375,1115,15,0,1.429135396629906,ok,1,0,0,0440372211000150580800387bd2fa7e188eb87fbb6d6791408f03051c7ae11a1f
exp0_000008_rxg20_0_fulltrim:12:20260822,8,12.0,20260822,3,sfd_list,3,892,-0.42389601584370107,446.26603025228695,678152,575.0,4600,0.0,2265,16,0,0.8841543321972842,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260821,0,13.0,20260821,0,selected,1,-257,0.0,-128.70485751494886,673551,0.0,0,0.0,7,15,1,1.9532977964261016,ok,1,0,0,4004332211000100580000b9883a2d118aa87066a99f804826e75289af725c9e52
exp0_000000_rxg20_0_fulltrim:13:20260821,0,13.0,20260821,1,sfd_list,2,-1687,-0.48560055667935426,-843.7048575149488,667829,-715.0,-5722,0.25,8,16,1,0.5230339516408664,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260821,0,13.0,20260821,2,sfd_list,3,-1921,-1.612864963167617,-960.7048575149488,666886,-832.0,-6665,1.125,3432,16,0,0.3082445827028695,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260821,0,13.0,20260821,3,sfd_list,4,643,-1.7073186466330097,321.29514248505114,677145,450.0,3594,0.75,69,1018,0,1.294025099651134,header_invalid,0,0,0,
exp0_000002_rxg20_0_fulltrim:13:20260821,2,13.0,20260821,0,selected,6,-259,-5.152096708187651,-129.93496774614746,673544,0.0,0,0.0,8,16,1,3.6759799360315526,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:13:20260821,2,13.0,20260821,1,sfd_list,1,-258,0.0,-128.93496774614746,673552,1.0,8,0.0,8,16,1,3.6518340725559804,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:13:20260821,2,13.0,20260821,2,sfd_list,2,2017,-4.561426943278862,1008.0650322538526,682648,1138.0,9104,0.0,8,1539,0,1.2656509481636968,header_invalid,0,0,0,
exp0_000002_rxg20_0_fulltrim:13:20260821,2,13.0,20260821,3,sfd_list,3,695,-4.5688859669831485,347.06503225385256,677360,477.0,3816,0.0,9,2947,0,1.4464986717221995,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:13:20260821,3,13.0,20260821,0,selected,2,-2001,-0.9574812823212064,-1000.8701126832142,666575,0.0,0,0.0,8,1669,0,1.9011665076670798,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:13:20260821,3,13.0,20260821,1,sfd_list,1,-258,0.0,-128.87011268321413,673552,872.0,6977,-0.125,8,931,0,2.115586158972581,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000003_rxg20_0_fulltrim:13:20260821,3,13.0,20260821,2,sfd_list,3,33,-1.1073559011322756,16.12988731678587,674708,1017.0,8133,0.375,8,1094,0,1.0105981362240393,truncated_payload,1,0,0,
exp0_000003_rxg20_0_fulltrim:13:20260821,3,13.0,20260821,3,sfd_list,4,1052,-1.5910510230258232,526.1298873167858,678789,1527.0,12214,0.25,8,16,1,0.8984624311873807,truncated_payload,1,0,0,
exp0_000004_rxg20_0_fulltrim:13:20260821,4,13.0,20260821,0,selected,1,-257,0.0,-128.85548938270927,673552,0.0,0,0.0,8,16,1,5.603722256416777,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000004_rxg20_0_fulltrim:13:20260821,4,13.0,20260821,1,sfd_list,2,1218,-1.3795534956712106,609.1445106172907,679461,738.0,5909,-0.625,7,15,1,1.4987763973741457,header_invalid,0,0,0,
exp0_000004_rxg20_0_fulltrim:13:20260821,4,13.0,20260821,2,sfd_list,3,1015,-1.4908176070914965,507.14451061729073,678640,636.0,5088,0.0,8,16,1,4.911645984354715,truncated_payload,1,0,0,
exp0_000004_rxg20_0_fulltrim:13:20260821,4,13.0,20260821,3,sfd_list,4,-1936,-1.5503213940464122,-967.8554893827093,666842,-839.0,-6710,-0.25,9,16,0,1.5995171569853621,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:13:20260821,5,13.0,20260821,0,selected,1,-257,0.0,-128.7420781833635,673551,0.0,0,0.0,8,16,1,4.509203122573458,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000005_rxg20_0_fulltrim:13:20260821,5,13.0,20260821,1,sfd_list,2,-1038,-3.573949615655322,-518.7420781833636,670427,-390.00000000000006,-3124,0.49999999999994316,8,16,1,2.5051013687358403,ok,1,0,0,6264312211000100580500696c1cdf732c36ffa44c63a34146908274c9fc563412
exp0_000005_rxg20_0_fulltrim:13:20260821,5,13.0,20260821,2,sfd_list,3,1647,-3.978748835698843,823.2579218166364,681168,952.0,7617,-0.125,8,1344,0,2.085154168912401,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:13:20260821,5,13.0,20260821,3,sfd_list,4,-1713,-4.266020678301487,-856.7420781833636,667725,-728.0,-5826,0.25,8,16,1,2.9650041349996608,ok,1,0,0,404453221106070058050069ac9a93b7e436fbc40a63a3414698823488f8503116
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,0,selected,1,1302,0.0,651.2184400439528,679793,0.0,0,0.0,8,16,1,2.927225577244495,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,1,sfd_list,2,436,-0.16532752626002206,218.2184400439528,676327,-433.0,-3466,0.25,8,16,1,2.877975692854164,truncated_payload,1,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,2,sfd_list,3,1537,-0.28355791245631834,768.2184400439528,680728,117.0,935,0.125,8,16,1,2.1215437887842112,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,3,sfd_list,4,-424,-0.2902949702432864,-211.7815599560472,672890,-863.0,-6903,-0.125,8,16,1,3.604014646429365,ok,1,0,0,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce22a17301d417
exp0_000007_rxg20_0_fulltrim:13:20260821,7,13.0,20260821,0,selected,1,-257,0.0,-128.75638545654266,673552,0.0,0,0.0,8,16,1,2.4688314366872013,ok,1,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000007_rxg20_0_fulltrim:13:20260821,7,13.0,20260821,1,sfd_list,2,1325,-2.1960077104092317,662.2436145434573,679879,791.0,6327,0.125,3689,16,0,0.33396110131018425,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:13:20260821,7,13.0,20260821,2,sfd_list,3,1265,-2.371701761635532,632.2436145434573,679640,761.0,6088,0.0,1167,16,0,0.8952663905393582,header_invalid,0,0,0,
exp0_000007_rxg20_0_fulltrim:13:20260821,7,13.0,20260821,3,sfd_list,4,-287,-2.4070223142700704,-143.75638545654266,673432,-15.0,-120,0.0,8,16,1,2.8306479788147874,ok,1,0,0,40443322110001005807003d9b8e75346b7dde1ef9483e416e436db47278563412
exp0_000008_rxg20_0_fulltrim:13:20260821,8,13.0,20260821,0,selected,2,-257,-0.23819178681718137,-128.72664163031928,673552,0.0,0,0.0,8,16,1,2.422894320887785,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000008_rxg20_0_fulltrim:13:20260821,8,13.0,20260821,1,sfd_list,1,1933,0.0,966.2733583696808,682313,1095.0,8761,-0.125,8,16,1,0.4231891301969536,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:13:20260821,8,13.0,20260821,2,sfd_list,3,1989,-0.5847973686322394,994.2733583696808,682536,1123.0,8984,0.0,1281,16,0,0.16154359672218832,header_invalid,0,0,0,
exp0_000008_rxg20_0_fulltrim:13:20260821,8,13.0,20260821,3,sfd_list,4,-683,-0.8952127589039616,-341.7266416303193,671846,-213.00000000000003,-1706,0.24999999999997158,8,16,1,0.8185492890511661,ok,1,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:13:20260822,0,13.0,20260822,0,selected,1,1304,0.0,652.2785187354781,679799,0.0,0,0.0,8,3525,0,0.03709108124467962,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260822,0,13.0,20260822,1,sfd_list,2,-1410,-0.5038343561357627,-704.7214812645219,668939,-1357.0,-10860,0.5,8,2815,0,0.5544205321430855,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260822,0,13.0,20260822,2,sfd_list,3,1618,-1.1162207392542347,809.2785187354781,681056,157.0,1257,-0.125,2739,571,0,0.46082462313986755,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:13:20260822,0,13.0,20260822,3,sfd_list,4,521,-1.3409151399301718,260.2785187354781,676660,-392.0,-3139,0.375,434,2638,0,0.5243139319540723,header_invalid,0,0,0,
exp0_000002_rxg20_0_fulltrim:13:20260822,2,13.0,20260822,0,selected,7,-259,-2.7061414012207963,-129.93319145013018,673544,0.0,0,0.0,8,16,1,3.7261617234083246,ok,1,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:13:20260822,2,13.0,20260822,1,sfd_list,1,-258,0.0,-128.93319145013018,673552,1.0,8,0.0,8,16,1,3.725445558191324,ok,1,0,0,40443322110001005802005cd623d92b803ac56123bc76bf47473cf8f478563412
exp0_000002_rxg20_0_fulltrim:13:20260822,2,13.0,20260822,2,sfd_list,2,951,-1.2689241582897328,475.0668085498698,678387,605.0,4843,-0.375,8,16,1,3.7362470769043945,header_invalid,0,0,0,
exp0_000002_rxg20_0_fulltrim:13:20260822,2,13.0,20260822,3,sfd_list,3,-392,-1.5381341654596217,-195.93319145013018,673018,-66.0,-526,-0.25,8,16,1,3.546400893722681,ok,1,0,0,40443322110101005802005cd6b344728c33c56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:13:20260822,3,13.0,20260822,0,selected,1,-257,0.0,-128.8718088034104,673552,0.0,0,0.0,1565,16,0,1.5703289335551815,ok,1,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000003_rxg20_0_fulltrim:13:20260822,3,13.0,20260822,1,sfd_list,2,627,-3.53056816454697,313.1281911965896,677084,442.0,3532,0.5,1565,16,0,0.13269700130489892,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:13:20260822,3,13.0,20260822,2,sfd_list,3,-480,-4.0896715398332955,-239.8718088034104,672659,-111.0,-893,0.625,1565,16,0,1.1893832865009224,header_invalid,0,0,0,
exp0_000003_rxg20_0_fulltrim:13:20260822,3,13.0,20260822,3,sfd_list,4,1636,-4.266036895074615,818.1281911965896,681128,947.0,7576,0.0,1229,3622,0,0.5442847825312354,header_invalid,0,0,0,
exp0_000004_rxg20_0_fulltrim:13:20260822,4,13.0,20260822,0,selected,1,-257,0.0,-128.8570670065149,673552,0.0,0,0.0,8,16,1,3.860025828819677,ok,1,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000004_rxg20_0_fulltrim:13:20260822,4,13.0,20260822,1,sfd_list,3,268,-5.821072037681082,134.1429329934851,675656,263.0,2104,0.0,8,16,1,2.81633300242957,truncated_payload,1,0,0,
exp0_000004_rxg20_0_fulltrim:13:20260822,4,13.0,20260822,2,sfd_list,4,-1817,-6.223192665509105,-908.857067006515,667308,-780.0,-6244,0.5,8,16,1,1.1474718137746165,ok,1,0,0,3032642211000485480480349bf88de91a94ebc40759882abd4be454fe7dee2d1b
exp0_000004_rxg20_0_fulltrim:13:20260822,4,13.0,20260822,3,sfd_list,5,573,-6.332828639790023,286.1429329934851,676869,415.0,3317,0.375,8,16,1,3.445784684513918,truncated_payload,1,0,0,
exp0_000005_rxg20_0_fulltrim:13:20260822,5,13.0,20260822,0,selected,28,-468,-2.762791711640929,-233.71902931534927,672707,0.0,0,0.0,8,16,1,3.627158664006023,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:13:20260822,5,13.0,20260822,1,sfd_list,1,2028,0.0,1014.2809706846507,682692,1248.0,9985,-0.125,8,16,1,1.4122489178069695,header_invalid,0,0,0,
exp0_000005_rxg20_0_fulltrim:13:20260822,5,13.0,20260822,2,sfd_list,2,-258,-0.04594114117047284,-128.71902931534927,673551,105.0,844,-0.5,8,16,1,4.495829314258446,ok,1,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000005_rxg20_0_fulltrim:13:20260822,5,13.0,20260822,3,sfd_list,3,-783,-1.3428179190651433,-391.7190293153493,671447,-158.00000000000003,-1260,-0.5000000000000284,8,16,1,3.8030230571095593,ok,1,0,0,4044332301001000580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:13:20260822,6,13.0,20260822,0,selected,1,-257,0.0,-128.7811977782806,673552,0.0,0,0.0,8,16,1,4.663234369557492,ok,1,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
