packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.378662207,1,256,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0.378662207,0.000000000,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.689107553,1,256,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0.689107553,0.000000000,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0.195150158,2,256,5,05,404433221100050058303132333435363738393a3b3c3d3e3f4041424378563412,0.199260842,0.004110684,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.757774345,1,256,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.757774345,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.554185977,1,256,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.554185977,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
