dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_32,0,0,0,0,8,4305479,4305481,803,16.772151585755374,17.865360862778005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,803,1,1,17.865360862778005,0,0,803,1,16.411766895044842,0,0,803,1,10.369073646165655,0,0,803,1,13.486633724025372,0,0
0_0_0_10_14_32,5,4,5,8,16,11839799,11839801,865,24.43063288781451,21.797904651933937,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,865,1,1,21.797904651933937,0,0,865,1,21.004411098535645,0,0,865,1,15.268453320540614,0,0,865,1,15.490381846693504,0,0
0_0_0_10_14_32,5,4,5,9,17,11843895,11843897,492,18.41065737406924,16.819885173375233,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,492,1,1,16.819885173375233,0,0,492,1,16.713289287438045,0,0,492,1,13.853378414250958,0,0,492,1,11.977970471519235,0,0
0_0_0_10_14_32,5,4,5,10,18,11847991,11847993,765,20.227749022846396,18.692314909209674,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,765,1,1,18.692314909209674,0,0,765,1,17.30066236301929,0,0,765,1,6.673879419096158,0,0,765,1,13.533107750643627,0,0
0_0_0_10_14_32,5,4,5,11,19,11852087,11852089,1023,23.748108391889517,21.650938789077006,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,1023,1,1,21.650938789077006,0,0,1023,1,19.17958745380445,0,0,1023,1,9.64265711917642,0,0,1023,1,14.981942252559096,0,0
0_0_0_10_14_32,5,4,5,12,20,11856183,11856185,597,19.276722729386222,17.24846080744423,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,597,1,1,17.24846080744423,0,0,597,1,9.494109999071057,0,0,597,1,4.7057088677165915,0,0,597,1,12.136104166055613,0,0
0_0_0_10_14_32,5,4,5,13,21,11860279,11860281,562,18.877085972652154,17.56023875913121,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,562,1,1,17.56023875913121,0,0,562,1,8.257480385984925,0,0,562,1,2.474255869458996,0,0,562,1,12.318017739001517,0,0
0_0_0_10_14_32,5,4,5,14,22,11864375,11864377,478,20.593182565704694,18.390084406236795,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,478,1,1,18.390084406236795,0,0,478,1,17.563213896985378,0,0,478,1,14.722181377759014,0,0,478,1,12.74320504461112,0,0
0_0_0_10_14_32,5,4,5,15,23,11868471,11868473,267,20.898002623054506,19.54064709462131,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,267,1,1,19.54064709462131,0,0,267,1,23.1983671845853,0,0,267,1,11.770135494629752,0,0,267,1,14.905256311880935,0,0
0_0_0_10_14_32,5,4,5,16,24,11872567,11872569,917,19.126601619725903,17.541423911221912,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,917,1,1,17.541423911221912,0,0,916,0,0.7486950306977526,0,1,918,0,0.06263573131181355,0,1,917,1,15.035513771787809,0,0
0_0_0_10_14_32,5,4,5,17,25,11876663,11876665,656,21.12933515595667,18.201085020331124,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,656,1,1,18.201085020331124,0,0,656,1,19.420979408053658,0,0,656,1,10.384987775343557,0,0,656,1,13.302399791466563,0,0
0_0_0_10_14_32,5,4,5,18,26,11880759,11880761,889,18.303516246373103,16.01222917087258,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,889,1,1,16.01222917087258,0,0,889,1,12.052131797416637,0,0,889,1,6.84973473803963,0,0,889,1,14.474248045200262,0,0
0_0_0_10_14_32,5,4,5,19,27,11884855,11884857,510,20.087674444921024,18.501188399406495,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,510,1,1,18.501188399406495,0,0,510,1,18.084074606080712,0,0,510,1,7.946403856875782,0,0,510,1,13.518510816103444,0,0
0_0_0_10_14_32,5,4,5,20,28,11888951,11888953,860,15.839777686607732,14.907231244213365,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,860,1,1,14.907231244213365,0,0,860,1,15.673071173038567,0,0,860,1,9.560172036354395,0,0,860,1,15.315372034270327,0,0
0_0_0_10_14_32,5,4,5,21,29,11893047,11893049,553,20.01362051484499,18.244725372170716,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,553,1,1,18.244725372170716,0,0,553,1,18.0450634920849,0,0,553,1,9.939390737524711,0,0,553,1,13.741880518461635,0,0
0_0_0_10_14_32,5,4,5,22,30,11897143,11897145,629,20.1023292638762,18.47509404070044,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,629,1,1,18.47509404070044,0,0,629,1,18.361810267954866,0,0,629,1,8.138851737528855,0,0,629,1,13.504589565235447,0,0
0_0_0_10_14_32,5,4,5,23,31,11901239,11901241,759,18.644059725949827,16.278225851028626,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,759,1,1,16.278225851028626,0,0,759,1,16.294559938633412,0,0,759,1,8.662374777347488,0,0,759,1,14.723767994128586,0,0
0_0_0_10_14_32,5,4,5,24,32,11905335,11905337,874,16.287552897883344,14.29577795377738,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,874,1,1,14.29577795377738,0,0,874,1,16.8923332922096,0,0,874,1,15.582330137014793,0,0,874,1,13.408777056730443,0,0
0_0_0_10_14_32,5,4,5,25,33,11909431,11909433,720,18.31490723486138,16.276220626951105,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,720,1,1,16.276220626951105,0,0,720,1,13.588363205521127,0,0,720,1,6.905487274041247,0,0,720,1,14.800707416564672,0,0
0_0_0_10_14_32,5,4,5,26,34,11913527,11913529,314,19.457160895386913,18.60394422895554,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,314,1,1,18.60394422895554,0,0,314,1,15.907197930028435,0,0,314,1,13.312716236934431,0,0,314,1,13.458020476469816,0,0
0_0_0_10_14_32,5,4,5,27,35,11917623,11917625,602,18.36484147477092,17.268433726262327,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,602,1,1,17.268433726262327,0,0,602,1,18.283879761084844,0,0,602,1,10.055405130388985,0,0,602,1,14.922432989632867,0,0
0_0_0_10_14_32,5,4,5,28,36,11921719,11921721,7,11.981787110529726,10.967098722838916,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,7,1,1,10.967098722838916,0,0,7,1,11.473797520926407,0,0,7,1,11.295727727105405,0,0,7,1,10.569195601888094,0,0
0_0_0_10_14_32,5,4,5,29,37,11925815,11925817,610,17.436405403263034,16.50646599518475,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,610,1,1,16.50646599518475,0,0,610,1,17.038854146286155,0,0,610,1,9.404017595221594,0,0,610,1,15.360966759063817,0,0
0_0_0_10_14_32,6,5,6,0,8,13307394,13307396,803,23.298393963834986,20.194653271974733,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,803,1,1,20.194653271974733,0,0,803,1,19.473555289229033,0,0,803,1,10.26327230725521,0,0,803,1,15.148907792289599,0,0
0_0_0_10_14_32,6,5,6,1,9,13311490,13311492,826,20.0933267049237,18.6747672942083,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,826,1,1,18.6747672942083,0,0,826,1,19.799560710603092,0,0,826,1,14.69913038050344,0,0,826,1,14.684713612389448,0,0
0_0_0_10_14_32,6,5,6,2,10,13315586,13315588,871,17.61353256147884,18.90164670729903,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,871,1,1,18.90164670729903,0,0,865,0,1.329519541237946,0,1,872,0,1.161591021516437,0,1,871,1,13.253684660567533,0,0
0_0_0_10_14_32,6,5,6,3,11,13319682,13319684,718,20.172962860493975,20.369068507990225,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,718,1,1,20.369068507990225,0,0,718,1,20.350256803611053,0,0,718,1,6.0936717227333,0,0,718,1,14.409333011756981,0,0
0_0_0_10_14_32,6,5,6,4,12,13323778,13323780,107,18.40937668951944,16.288722698691178,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,107,1,1,16.288722698691178,0,0,107,1,16.150151185312417,0,0,107,1,13.782153087600413,0,0,107,1,12.71677215047821,0,0
0_0_0_10_14_32,6,5,6,5,13,13327874,13327876,468,21.044932766058867,17.909090907969095,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,468,1,1,17.909090907969095,0,0,468,1,22.74795486090756,0,0,468,1,14.56394983252095,0,0,468,1,15.300199274137174,0,0
0_0_0_10_14_32,6,5,6,6,14,13331970,13331972,89,14.66135371170904,14.512596210401723,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,89,1,1,14.512596210401723,0,0,89,1,13.362447881641785,0,0,89,1,12.030529606453982,0,0,89,1,12.075032827618193,0,0
0_0_0_10_14_32,6,5,6,7,15,13336066,13336068,713,21.157128112932998,19.000705411953092,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,713,1,1,19.000705411953092,0,0,713,1,19.943144805530203,0,0,713,1,10.457062610361437,0,0,713,1,14.117364941292825,0,0
0_0_0_10_14_32,6,5,6,8,16,13340162,13340164,865,16.678038612423407,14.624462171510476,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,865,1,1,14.624462171510476,0,0,865,1,13.57627785156528,0,0,865,1,13.324704218794775,0,0,865,1,12.876792561227251,0,0
0_0_0_10_14_32,6,5,6,9,17,13344258,13344260,492,18.39612891825976,16.352661655039306,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,492,1,1,16.352661655039306,0,0,492,1,15.33109530370111,0,0,492,1,14.56972594068783,0,0,492,1,14.343966124642574,0,0
0_0_0_10_14_32,6,5,6,10,18,13348354,13348356,765,16.46462776086295,15.857384171912937,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,765,1,1,15.857384171912937,0,0,765,1,13.884111583288018,0,0,765,1,8.712479214619782,0,0,765,1,13.44241426644807,0,0
0_0_0_10_14_32,6,5,6,11,19,13352450,13352452,1023,12.09598180262293,11.588014275764962,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,1023,1,1,11.588014275764962,0,0,1023,1,8.674022937619025,0,0,1023,1,7.960005802829064,0,0,1023,1,11.148762872609465,0,0
0_0_0_10_14_32,6,5,6,12,20,13356546,13356548,597,17.640348370202897,16.216920313163612,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,597,1,1,16.216920313163612,0,0,597,1,5.085838213469409,0,0,597,1,4.4694426722064255,0,0,597,1,14.541081809099358,0,0
0_0_0_10_14_32,6,5,6,13,21,13360642,13360644,562,17.047039059267632,15.43024179213528,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,562,1,1,15.43024179213528,0,0,562,1,4.983849059349849,0,0,562,1,2.774639088470116,0,0,562,1,14.260047467562554,0,0
0_0_0_10_14_32,6,5,6,14,22,13364739,13364741,478,12.66938071459927,12.298305486592751,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,478,1,1,12.298305486592751,0,0,478,1,11.855714331843835,0,0,478,1,14.150307968193141,0,0,478,1,9.44185822320015,0,0
0_0_0_10_14_32,6,5,6,15,23,13368835,13368837,267,16.488107547085985,15.691970482468538,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,267,1,1,15.691970482468538,0,0,267,1,19.869372943769847,0,0,267,1,9.61693454075654,0,0,267,1,12.903091087379794,0,0
0_0_0_10_14_32,6,5,6,16,24,13372931,13372933,917,22.171381448591774,21.521126365330527,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,917,1,1,21.521126365330527,0,0,917,1,3.0381650032283156,0,0,917,1,0.3260908848459163,0,0,917,1,16.04112900298277,0,0
0_0_0_10_14_32,6,5,6,17,25,13377027,13377029,656,13.997033096425241,13.477361181914734,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,656,1,1,13.477361181914734,0,0,656,1,13.929337540018484,0,0,656,1,9.194771413216298,0,0,656,1,9.685813896953896,0,0
0_0_0_10_14_32,6,5,6,18,26,13381123,13381125,889,22.39695780169324,21.240898163093313,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,889,1,1,21.240898163093313,0,0,889,1,16.68210683110081,0,0,889,1,10.09337599149676,0,0,889,1,14.045063212038029,0,0
0_0_0_10_14_32,6,5,6,19,27,13385219,13385221,510,13.1950254597454,12.474796807878528,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,510,1,1,12.474796807878528,0,0,510,1,8.55012214142021,0,0,510,1,7.828691977894369,0,0,510,1,9.365794016988875,0,0
0_0_0_10_14_32,6,5,6,20,28,13389315,13389317,860,21.351757240454855,19.042132351405062,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,860,1,1,19.042132351405062,0,0,860,1,18.875709165654047,0,0,860,1,10.379247424442505,0,0,860,1,13.009538703102383,0,0
0_0_0_10_14_32,6,5,6,21,29,13393411,13393413,553,13.339843635048592,12.947718948086886,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,553,1,1,12.947718948086886,0,0,553,1,13.57313665643668,0,0,553,1,7.728659787103864,0,0,553,1,9.633634004478948,0,0
0_0_0_10_14_32,6,5,6,22,30,13397507,13397509,629,15.251387048613461,14.202868244425343,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,629,1,1,14.202868244425343,0,0,629,1,14.368969929702804,0,0,629,1,8.068818616463934,0,0,629,1,10.508568305588163,0,0
0_0_0_10_14_32,6,5,6,23,31,13401603,13401605,759,15.939443969239788,15.247074443950483,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,759,1,1,15.247074443950483,0,0,759,1,15.116042098121838,0,0,759,1,7.164679840363747,0,0,759,1,11.002119612564416,0,0
0_0_0_10_14_32,6,5,6,24,32,13405699,13405701,874,19.172801507280756,18.16795851281019,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,874,1,1,18.16795851281019,0,0,874,1,17.95664727121061,0,0,874,1,15.230369146110274,0,0,874,1,13.959897294156038,0,0
0_0_0_10_14_32,6,5,6,25,33,13409795,13409797,720,15.965303350352311,14.73687630916787,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,720,1,1,14.73687630916787,0,0,720,1,12.017134681248763,0,0,720,1,8.90555090612368,0,0,720,1,10.890666676853693,0,0
0_0_0_10_14_32,6,5,6,26,34,13413891,13413893,314,16.737572172594433,15.34182139672234,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,314,1,1,15.34182139672234,0,0,314,1,12.45974503004039,0,0,314,1,10.455955278291357,0,0,314,1,12.638385232932936,0,0
0_0_0_10_14_32,6,5,6,27,35,13417987,13417989,602,16.890405525451506,14.951881600430132,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,602,1,1,14.951881600430132,0,0,602,1,16.32394227384193,0,0,602,1,8.565553692494099,0,0,602,1,10.607762188750927,0,0
0_0_0_10_14_32,6,5,6,28,36,13422083,13422085,7,19.48393156559641,18.433168014300932,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,7,1,1,18.433168014300932,0,0,7,1,19.127967650018544,0,0,7,1,14.504335596876547,0,0,7,1,12.992222486423504,0,0
0_0_0_10_14_32,6,5,6,29,37,13426179,13426181,610,16.14909098306412,14.462683590846275,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,610,1,1,14.462683590846275,0,0,610,1,13.678179169380797,0,0,610,1,8.787809519675264,0,0,610,1,10.81562203297272,0,0
0_0_0_10_14_32,7,6,7,0,8,14807759,14807761,222,16.739650806887482,16.014234006677558,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,222,1,1,16.014234006677558,0,0,222,1,14.781330584259308,0,0,222,1,9.146383036374164,0,0,222,1,12.24285505260266,0,0
0_0_0_10_14_32,7,6,7,1,9,14811855,14811857,711,18.061123134848696,18.17051364737179,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,711,1,1,18.17051364737179,0,0,711,1,18.72407861686994,0,0,711,1,12.521034561973075,0,0,711,1,13.303044860170674,0,0
0_0_0_10_14_32,7,6,7,2,10,14815952,14815954,922,22.954575377491334,20.286856063573133,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,922,1,1,20.286856063573133,0,0,922,1,17.909118005216264,0,0,922,1,6.982275803711129,0,0,922,1,14.120608056599153,0,0
0_0_0_10_14_32,7,6,7,3,11,14820048,14820050,691,15.568992419047094,14.797316025947175,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,691,1,1,14.797316025947175,0,0,691,1,15.854481908489433,0,0,691,1,10.834160416894944,0,0,691,1,10.395384884152683,0,0
0_0_0_10_14_32,7,6,7,4,12,14824144,14824146,107,22.346740744171353,21.7076855057828,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,107,1,1,21.7076855057828,0,0,107,1,21.997561349675244,0,0,107,1,15.899122057922847,0,0,107,1,15.771817271046512,0,0
0_0_0_10_14_32,7,6,7,5,13,14828240,14828242,468,15.03899037445975,13.899549996068327,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,468,1,1,13.899549996068327,0,0,468,1,14.621378904153989,0,0,468,1,10.995459009847867,0,0,468,1,10.564836000609175,0,0
0_0_0_10_14_32,7,6,7,6,14,14832336,14832338,89,24.262670355318686,23.60298570070348,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,89,1,1,23.60298570070348,0,0,89,1,17.882011031219506,0,0,89,1,12.954845533793984,0,0,89,1,16.36713620660718,0,0
0_0_0_10_14_32,7,6,7,7,15,14836432,14836434,713,16.64528713051442,15.807934967154589,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,713,1,1,15.807934967154589,0,0,713,1,16.639787832884274,0,0,713,1,8.452337578117758,0,0,713,1,11.026979353732216,0,0
0_0_0_10_14_32,7,6,7,8,16,14840528,14840530,865,22.594608814887525,21.612448202007446,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,865,1,1,21.612448202007446,0,0,865,1,21.490047775558576,0,0,865,1,15.595746031019353,0,0,865,1,14.090397310247587,0,0
0_0_0_10_14_32,7,6,7,9,17,14844624,14844626,492,15.617382894032259,14.14000528380053,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,492,1,1,14.14000528380053,0,0,492,1,14.094461563185117,0,0,492,1,14.20615999665638,0,0,492,1,10.478585794347811,0,0
0_0_0_10_14_32,7,6,7,10,18,14848720,14848722,765,17.79563285408495,17.11141702840241,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,765,1,1,17.11141702840241,0,0,765,1,15.179864914667514,0,0,765,1,5.8302774019579005,0,0,765,1,11.904116874509477,0,0
0_0_0_10_14_32,7,6,7,11,19,14852816,14852818,1023,26.919160532934324,26.000779897435248,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,1023,1,1,26.000779897435248,0,0,1023,1,24.20676321529015,0,0,1023,1,10.837571666068701,0,0,1023,1,17.701818976267823,0,0
0_0_0_10_14_32,7,6,7,12,20,14856912,14856914,597,17.41634040446921,16.312994762611307,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,597,1,1,16.312994762611307,0,0,597,1,9.692386697743398,0,0,597,1,4.597852707460897,0,0,597,1,11.723101258803384,0,0
