packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_raw_ser,center_symbol_ser,multi_raw_ser,multi_symbol_ser,pure_raw_ser,pure_symbol_ser,pure_gain_vs_center,pure_gain_vs_multi,pure_crc_valid,pure_payload_hex,pure_decode_error,mean_phase_score,mean_amp_score,mean_candidate_count,mean_selected_energy_drop_db,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,reference_line_slope_pi,reference_line_anchor_count,refinement_count,selection_mode,error,dataset,target_snr_db,noise_seed
1,0,1,33,1,1,0,35,35,0.6,0.6,0.4,0.4,0.4857142857142857,0.4857142857142857,0.11428571428571427,-0.08571428571428569,0,40d42988b3b10b0058303132333435362728382a2a0dbf9f0c505952527957b50f,,0.9671219893253176,0.8822429928244979,32.0,-0.629092919074575,-0.05149684433145128,0.9840605657040499,0.06768020279308021,28,-0.055062436769007614,28,0,path,,0_0_0_10_14_16,-22.0,42
2,1,2,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.17142857142857143,0.17142857142857143,0.6571428571428571,0.6571428571428571,0.05714285714285716,-0.4857142857142857,0,40546fef001d8a885c30791e7c84f041153839383b7e2c2a6a514550760e011321,,0.9805756484839007,0.8486725176885646,32.0,-0.8091121664843006,-0.1021944989049127,0.9845942965414342,0.12433650727196767,28,-0.1028079786953873,28,0,path,,0_0_0_10_14_16,-22.0,42
3,2,3,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.2571428571428571,0.2571428571428571,0.8,0.8,-0.05714285714285716,-0.5428571428571429,0,40247762bdaa8e8684f49d400ceba7e4cdcd59962265b83e2e004442437856846d,,0.9680646018525013,0.8813531106455952,32.0,-0.6018752891338099,-0.16308294239074397,0.9961086685793913,0.1033065370623249,28,-0.1639923313284811,28,0,path,,0_0_0_10_14_16,-22.0,42
5,3,5,33,1,1,0,35,35,0.5714285714285714,0.5714285714285714,0.2571428571428571,0.2571428571428571,0.5428571428571428,0.5428571428571428,0.02857142857142858,-0.2857142857142857,0,40241124314200005030313a33343536f734757e3738797e3f00c513977ed43f2c,,0.9784864722049259,0.8639460750045045,32.0,-0.7723527342491923,-0.08837465955397507,0.9923104105192072,0.07381602577113443,28,-0.09645567366641239,28,0,path,,0_0_0_10_14_16,-22.0,42
6,4,6,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.11428571428571428,0.11428571428571428,0.6285714285714286,0.6285714285714286,0.02857142857142858,-0.5142857142857142,0,40047545541186994830301b223d948f7e3471f23ff8f13e7b4ce5f24af955de9e,,0.9793538982729205,0.8884874086204079,32.0,-0.5764089564052556,-0.11882349837184178,0.9897708763341639,0.12200073463607805,28,-0.11251002080028596,28,0,path,,0_0_0_10_14_16,-22.0,42
8,5,8,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.11428571428571428,0.11428571428571428,0.6285714285714286,0.6285714285714286,0.05714285714285716,-0.5142857142857142,0,40c4b3aa9108a931f3a8813333342d262ea0393ba2bd433a107c4bca4378569400,,0.9733945269014991,0.8823801260595064,32.0,-0.626276659718056,-0.09249210081809556,0.9799322551920636,0.12501816024284215,28,-0.09999275133501155,28,0,path,,0_0_0_10_14_16,-22.0,42
9,6,9,33,1,1,0,35,35,0.6571428571428571,0.6571428571428571,0.17142857142857143,0.17142857142857143,0.6285714285714286,0.6285714285714286,0.02857142857142858,-0.45714285714285713,0,40c42233099902005c7435b67ae1e8277238b5367fb837b495ea29464ff6d8d40a,,0.9671780280644988,0.8868320743565192,32.0,-0.608911922735031,-0.11207796585948042,0.9892806776380393,0.1029759069256828,28,-0.10467515879300239,28,0,path,,0_0_0_10_14_16,-22.0,42
10,7,10,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.2571428571428571,0.2571428571428571,0.7428571428571429,0.7428571428571429,0.0,-0.48571428571428577,0,40b44eb7508663454e7415303114153437ffcac3f16574e7b6d089ca47705e2042,,0.9618686025017505,0.9155234522198242,32.0,-0.4172386748850178,-0.1307931033447213,0.993023768362456,0.10489897990230629,28,-0.13493394306038498,28,0,path,,0_0_0_10_14_16,-22.0,42
11,8,11,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.08571428571428572,0.08571428571428572,0.8857142857142857,0.8857142857142857,-0.19999999999999996,-0.7999999999999999,0,40d43112c82c4c2e64b48f3555d0bbb4a783807010e834e7fa0d3481b980166d47,,0.9598159965977437,0.8798326249819771,32.0,-0.6583184833900535,-0.4014577330286659,0.9962664143373166,0.27540205564443143,28,-0.22890576668362542,28,0,path,,0_0_0_10_14_16,-22.0,42
12,9,12,33,1,1,0,35,35,0.45714285714285713,0.45714285714285713,0.02857142857142857,0.02857142857142857,0.7142857142857143,0.7142857142857143,-0.2571428571428572,-0.6857142857142857,0,4054333330129ec100753cc6c57488b9067b3f1e788f189daecb4926ab781e304f,,0.959356018232134,0.8164184268167309,32.0,-1.0700182553763538,-0.4816158843707354,0.9995168085877352,0.1028746831424855,28,-0.13468211543169253,28,0,path,,0_0_0_10_14_16,-22.0,42
13,10,13,33,1,1,0,35,35,0.2857142857142857,0.2857142857142857,0.08571428571428572,0.08571428571428572,0.22857142857142856,0.22857142857142856,0.057142857142857134,-0.14285714285714285,0,40d43ab291910700583031323334353637383b1a393e3d3e3f40c1d3ca70563d12,,0.9756603046609743,0.9595897100701072,32.0,-0.20062120500284775,-0.1288693597761752,0.9833047890587574,0.14891613510959475,28,-0.118530178203772,28,0,path,,0_0_0_10_14_16,-22.0,42
1,0,1,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.5714285714285714,0.5714285714285714,0.6,0.6,0.17142857142857149,-0.02857142857142858,0,409469c8f3f50b0058303132773075322328382a2a4dfb9f4c547d50527957b70f,,0.9818116967353601,0.8426031971173356,32.0,-0.8434268668507988,-0.05133222361443488,0.9862107884455177,0.06293161051283477,28,-0.2189619526545273,28,0,path,,0_0_0_10_14_16,-23.0,42
2,1,2,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4,0.4,0.8285714285714286,0.8285714285714286,0.0,-0.4285714285714286,0,40746dcf003f88885c30791e7c84f041153839383b9e688c84d3ed93ff02512f25,,0.9810202759123916,0.8506893451544142,32.0,-0.8038291596024418,-0.03806412748151709,0.8220736394657627,0.17552821857749112,28,0.20777035728588297,28,0,path,,0_0_0_10_14_16,-23.0,42
3,2,3,33,1,1,0,35,35,0.8,0.8,0.5142857142857142,0.5142857142857142,0.8285714285714286,0.8285714285714286,-0.02857142857142858,-0.3142857142857144,0,4084fcdb1c32858684f49d400ceba7e4cdcd59962275b93f3e104542437856846d,,0.964748136363332,0.8889561757955119,32.0,-0.54774682070872,-0.16485135006743387,0.996082148644869,0.1015059110898622,28,-0.16193222921531247,28,0,path,,0_0_0_10_14_16,-23.0,42
5,3,5,33,1,1,0,35,35,0.8,0.8,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.08571428571428574,-0.28571428571428575,0,40745702455705005030317a37747576f724747f26b957bc5de033567bacf60d31,,0.9758281946512447,0.8461399126110974,32.0,-0.8452452496970846,-0.04334015378088397,0.9048674890585767,0.1360127458824938,28,-0.09069951406346066,28,0,path,,0_0_0_10_14_16,-23.0,42
6,4,6,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.9428571428571428,0.9428571428571428,-0.17142857142857137,-0.6285714285714286,0,401466654721b53171bcdd99ba440e6bff321bc732699cb2b5134554b42d064fb9,,0.9762783146507855,0.8761434819463835,32.0,-0.6177265301939636,-0.28991656969860186,0.9991157849452659,0.0875073114783734,28,-0.28628095427853306,28,0,path,,0_0_0_10_14_16,-23.0,42
8,5,8,33,1,1,0,35,35,0.8,0.8,0.34285714285714286,0.34285714285714286,0.6571428571428571,0.6571428571428571,0.1428571428571429,-0.3142857142857143,0,40c4b3aa9108a931f3a8813377742d662aa0393ba2bd433a107c4bee015e163652,,0.9682629918762378,0.8844770595181245,32.0,-0.5766838090972098,-0.11357221676763297,0.9832724871015658,0.1474129297798273,28,0.07311601298559071,28,0,path,,0_0_0_10_14_16,-23.0,42
9,6,9,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.37142857142857144,0.37142857142857144,0.7142857142857143,0.7142857142857143,0.02857142857142858,-0.34285714285714286,0,4084667349d906005c7435b6b6e168677638b4367eb91796b7c829464ff6d8d40a,,0.9670647973152574,0.8752446691369756,32.0,-0.6680502963434776,-0.10869633543707025,0.992620616541127,0.08545859771511968,28,-0.10882205501730821,28,0,path,,0_0_0_10_14_16,-23.0,42
10,7,10,33,1,1,0,35,35,0.8,0.8,0.34285714285714286,0.34285714285714286,0.8,0.8,0.0,-0.4571428571428572,0,40b44eb75086e34546fc15303114153467691d117f6176c7b4d0eba867341c2442,,0.9718931219368023,0.8985580836627787,32.0,-0.5075479608971487,-0.13184382360924043,0.9926707441415016,0.11162643810395455,28,0.052495341901047377,28,0,path,,0_0_0_10_14_16,-23.0,42
11,8,11,33,1,1,0,35,35,0.8,0.8,0.14285714285714285,0.14285714285714285,0.8857142857142857,0.8857142857142857,-0.08571428571428563,-0.7428571428571429,0,40d43112c82c4c2e64bc873555d0bbb4a783807010080f5df4a2329788a4426847,,0.9678616703202458,0.8975865963368255,32.0,-0.5631474812927751,-0.47579405839995453,0.9996922143605239,0.08062506836686395,28,-0.2067833579592937,28,0,path,,0_0_0_10_14_16,-23.0,42
