dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,predicted_phase_rad,predicted_fractional_bin,frequency_rmse_bins,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency
collector_low4_cr47,,42,7,10,18,865,865,865,865,865,865,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.1084322267898934,-0.003398600932863723,0.16347227957268104,0.984460782096176,0.695925164476065,865|4|122|759|957|669|925|735,0.98446078|0.96258172|0.93642157|0.72744713|0.90597114|0.22903196|0.94678745|0.76321336
collector_low4_cr47,,42,7,11,19,92,92,92,92,92,92,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.13032061977579623,-0.003398600932863723,0.16347227957268104,0.9760172789270858,-0.612740586515663,92|814|794|792|1004|890|387|1008,0.97601728|0.94184278|0.6494857|0.85201098|0.87499567|0.83212662|0.90750176|0.90806619
collector_low4_cr47,,42,7,12,20,645,645,645,645,645,645,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.15220901276169918,-0.003398600932863723,0.16347227957268104,0.9859892131070119,-0.2451345675339476,645|263|913|243|577|199|890|697,0.98598921|0.81644234|0.91188812|0.80280425|0.82146328|0.97065769|0.93095088|0.8797177
collector_low4_cr47,,42,7,13,21,426,426,426,426,426,426,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.17409740574760202,-0.003398600932863723,0.16347227957268104,0.988290518976372,-0.07440802459182813,426|642|854|522|31|402|124|37,0.98829052|0.98046538|0.89397634|0.90587731|0.70257872|0.8388775|0.86629187|0.71704342
collector_low4_cr47,,42,7,14,22,765,765,765,765,765,765,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.19598579873350486,-0.003398600932863723,0.16347227957268104,0.9776501584145189,-0.03329236817325687,765|83|11|844|434|303|492|755,0.97765016|0.94097906|0.93418905|0.54703726|0.60417382|0.69570711|0.9295747|0.89612401
collector_low4_cr47,,42,7,15,23,1023,1023,1023,1023,1023,1023,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.2178741917194077,-0.003398600932863723,0.16347227957268104,0.9954913498386062,-1.7467775855591876,1023|357|515|714|100|873|840|104,0.99549135|0.93343631|0.97418102|0.91306171|0.84536141|0.45700685|0.88013696|0.95105214
collector_low4_cr47,,42,7,16,24,597,597,597,597,597,597,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.23976258470531053,-0.003398600932863723,0.16347227957268104,0.9876414229000744,-0.2336417813380155,597|857|868|1001|978|87|821|211,0.98764142|0.95660182|0.95967985|0.94913881|0.84937005|0.9716534|0.87271477|0.96227231
collector_low4_cr47,,42,7,17,25,562,562,562,562,562,562,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.26165097769121337,-0.003398600932863723,0.16347227957268104,0.9989040356194804,-0.013029383520356458,562|210|355|420|993|108|388|979,0.99890404|0.50553431|0.73774246|0.76405531|0.91919675|0.99135799|0.36122278|0.82434931
collector_low4_cr47,,42,7,18,26,827,827,827,827,827,827,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.2835393706771163,-0.003398600932863723,0.16347227957268104,0.9831969067576912,-0.5703419486454381,827|314|516|884|635|801|124|184,0.98319691|0.91254714|0.91438854|0.98812733|0.95405839|0.72955475|0.90004912|0.93934023
collector_low4_cr47,,42,7,19,27,890,890,890,890,890,890,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.30542776366301916,-0.003398600932863723,0.16347227957268104,0.9892720793146261,0.1278320886455832,890|188|62|233|944|635|135|293,0.98927208|0.89759568|0.70419511|0.85661925|0.87346367|0.4105314|0.88282097|0.96919397
collector_low4_cr47,,42,7,20,28,174,174,174,174,174,174,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.327316156648922,-0.003398600932863723,0.16347227957268104,0.9947559316634639,-0.17573105429591418,174|389|173|771|936|428|337|680,0.99475593|0.87644206|0.62865158|0.56209138|0.95157524|0.8222037|0.72022374|0.97826566
collector_low4_cr47,,42,7,21,29,267,267,267,267,267,267,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.34920454963482483,-0.003398600932863723,0.16347227957268104,0.9643871938714843,-0.596364470953432,267|1006|74|537|192|722|425|959,0.96438719|0.89915388|0.95171596|0.89777305|0.68713729|0.46443831|0.53530035|0.89427718
collector_low4_cr47,,42,7,22,30,917,909,917,917,917,917,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.3710929426207277,-0.003398600932863723,0.16347227957268104,0.9691815442577195,1.7290665353998893,917|433|475|594|758|676|838|787,0.96918154|0.23909412|0.84466575|0.73149196|0.86091798|0.6039623|0.92293625|0.43785039
collector_low4_cr47,,42,7,23,31,656,656,656,656,656,656,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.3929813356066306,-0.003398600932863723,0.16347227957268104,0.9514219281539652,-0.456855487922181,656|328|207|755|282|45|287|283,0.95142193|0.96165519|0.99424745|0.90216988|0.65137032|0.90774489|0.95145511|0.81521153
collector_low4_cr47,,42,7,24,32,889,889,889,889,889,889,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.41486972859253346,-0.003398600932863723,0.16347227957268104,0.9897058647860716,0.7550457378278462,889|888|850|473|424|661|609|375,0.98970586|0.99058489|0.93539173|0.96057955|0.74002427|0.67535984|0.86367453|0.98736295
collector_low4_cr47,,42,7,25,33,66,66,66,66,66,66,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.4367581215784363,-0.003398600932863723,0.16347227957268104,0.9965478616176592,0.9668867357580072,66|102|913|283|238|874|499|1,0.99654786|0.77139814|0.85080436|0.97700986|0.85169684|0.9159886|0.8572787|0.96066624
collector_low4_cr47,,42,7,26,34,586,586,586,586,586,586,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.45864651456433914,-0.003398600932863723,0.16347227957268104,0.9925126311530728,-0.17899050066720337,586|587|636|561|509|327|142|138,0.99251263|0.081247026|0.89754835|0.68956762|0.63020301|0.52902052|0.95263324|0.68356734
collector_low4_cr47,,42,7,27,35,425,425,425,425,425,425,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.480534907550242,-0.003398600932863723,0.16347227957268104,0.9557526339951659,-0.35290877890678496,425|173|187|224|163|208|1|809,0.95575263|0.79791197|0.93567223|0.72620264|0.7583845|0.95597929|0.86199203|0.85887417
collector_low4_cr47,,42,7,28,36,860,860,860,860,860,860,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.5024233005361448,-0.003398600932863723,0.16347227957268104,0.9996674395559214,-0.09869158331369005,860|870|307|578|326|858|294|257,0.99966744|0.99759666|0.71595911|0.87671511|0.72250757|0.68424201|0.86651418|0.86219141
collector_low4_cr47,,42,7,29,37,553,553,553,553,553,553,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.5243116935220477,-0.003398600932863723,0.16347227957268104,0.7741077901997232,-0.997790226653587,553|261|857|908|395|422|949|787,0.77410779|0.88907922|0.9444188|0.97595198|0.98331209|0.95432635|0.96028892|0.97455015
collector_low4_cr47,,42,7,30,38,629,629,629,629,629,629,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.5462000865079505,-0.003398600932863723,0.16347227957268104,0.899129457927322,-0.726125898010709,629|628|201|70|216|75|194|664,0.89912946|0.30103795|0.72781831|0.91088218|0.98722021|0.93840326|0.96285016|0.91380687
collector_low4_cr47,,42,7,31,39,759,759,759,759,759,759,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.5680884794938535,-0.003398600932863723,0.16347227957268104,0.8833900389457191,-1.09485020297521,759|170|758|867|67|895|769|823,0.88339004|0.94159886|0.57740678|0.59025764|0.91400542|0.99203895|0.88416342|0.95345351
collector_low4_cr47,,42,7,32,40,494,494,494,494,494,494,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.5899768724797564,-0.003398600932863723,0.16347227957268104,0.8055311612266643,-0.8990537562779664,494|126|648|573|1003|523|917|191,0.80553116|0.7973359|0.88676237|0.66757684|0.92294118|0.65354942|0.88593032|0.76685109
collector_low4_cr47,,42,7,33,41,303,303,303,303,303,303,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.6118652654656592,-0.003398600932863723,0.16347227957268104,0.8660692184399468,-1.0655705179621164,303|4|370|899|716|922|490|435,0.86606922|0.90917624|0.89442464|0.99270472|0.99982558|0.8590718|0.72969298|0.97382474
collector_low4_cr47,,42,7,34,42,1022,1022,1022,1022,1022,1022,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.6337536584515621,-0.003398600932863723,0.16347227957268104,0.9827885157142043,1.4132083245879898,1022|331|852|827|998|537|680|833,0.98278852|0.90126195|0.58389518|0.96326275|0.92044357|0.8932568|0.95230897|0.70998076
collector_low4_cr47,,42,7,35,43,720,720,720,720,720,720,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.6556420514374649,-0.003398600932863723,0.16347227957268104,0.9209979820666852,-0.8611357918214873,720|606|385|504|796|790|270|522,0.92099798|0.30484981|0.84184405|0.29484984|0.9995792|0.49921577|0.48651809|0.64714424
collector_low4_cr47,,42,7,36,44,314,314,314,314,314,314,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.6775304444233677,-0.003398600932863723,0.16347227957268104,0.8380597379062212,-1.1306223263763493,314|606|371|865|325|658|218|863,0.83805974|0.95019201|0.51664492|0.86724249|0.95607079|0.85713751|0.87880914|0.62883913
collector_low4_cr47,,42,7,37,45,602,602,602,602,602,602,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.6994188374092706,-0.003398600932863723,0.16347227957268104,0.8042739818521742,-0.9243444198593442,602|814|943|121|670|161|297|308,0.80427398|0.68226121|0.70535116|0.97650342|0.8185745|0.85665454|0.46916792|0.77870166
collector_low4_cr47,,42,7,38,46,7,7,7,7,7,7,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.7213072303951734,-0.003398600932863723,0.16347227957268104,0.9821333917523835,-1.7775185793742563,7|73|55|155|150|948|808|443,0.98213339|0.9524875|0.9267272|0.8174278|0.94547909|0.90649576|0.69784467|0.81527921
collector_low4_cr47,,42,7,39,47,414,414,414,414,414,414,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.7431956233810763,-0.003398600932863723,0.16347227957268104,0.7280081613120047,-1.148555359363414,414|715|711|413|616|411|579|449,0.72800816|0.90294778|0.99739415|0.55943732|0.47941553|0.99794643|0.93101078|0.78223427
collector_low4_cr47,,42,7,40,48,807,807,807,807,807,807,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.7650840163669791,-0.003398600932863723,0.16347227957268104,0.8923900921071425,-1.3530676162765414,807|146|205|974|50|825|966|657,0.89239009|0.92962108|0.77993573|0.93845038|0.85285887|0.91832265|0.9219649|0.93971019
collector_low4_cr47,,42,7,41,49,195,195,195,195,195,195,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.7869724093528819,-0.003398600932863723,0.16347227957268104,0.9307855534662767,-1.0159169216321648,195|456|589|97|1002|443|654|283,0.93078555|0.87058923|0.99136786|0.77638293|0.86754319|0.25423768|0.97025523|0.85446958
collector_low4_cr47,,42,7,42,50,826,826,826,826,826,826,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.808860802338785,-0.003398600932863723,0.16347227957268104,0.9754473000053693,-0.7385082562370496,826|112|924|15|848|31|502|837,0.9754473|0.90896176|0.84165964|0.77569063|0.92738899|0.98409758|0.85302209|0.90758294
collector_low4_cr47,,42,7,43,51,928,928,928,928,928,928,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.8307491953246878,-0.003398600932863723,0.16347227957268104,0.9738337390552742,2.450306077088449,928|743|812|142|769|751|409|843,0.97383374|0.94567465|0.85882403|0.85731428|0.97325889|0.87280676|0.72477887|0.81600913
collector_low4_cr47,,42,7,44,52,761,761,761,761,761,761,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.8526375883105907,-0.003398600932863723,0.16347227957268104,0.9446281806161281,-0.7954550813654014,761|550|636|285|788|255|475|484,0.94462818|0.96000751|0.90792583|0.33391756|0.90684405|0.83072706|0.87269681|0.58365278
collector_low4_cr47,,42,7,45,53,590,590,590,590,590,590,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.8745259812964935,-0.003398600932863723,0.16347227957268104,0.7197104281119932,-1.1666136108030676,590|820|169|846|934|541|598|334,0.71971043|0.66862886|0.94552674|0.98134537|0.97301007|0.62112023|0.5640942|0.98453253
collector_low4_cr47,,42,7,46,54,383,383,383,383,383,383,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.8964143742823963,-0.003398600932863723,0.16347227957268104,0.8479880687335866,-0.9255616142253515,383|301|490|704|592|259|329|364,0.84798807|0.4709745|0.78053458|0.89740911|0.6426032|0.75771668|0.88252617|0.92395591
collector_low4_cr47,,42,7,47,55,267,267,267,267,267,267,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.9183027672682992,-0.003398600932863723,0.16347227957268104,0.80846521011401,-1.4557443529176666,267|837|345|736|291|3|849|949,0.80846521|0.69249138|0.99524955|0.99043072|0.83703656|0.7509943|0.70437576|0.98178308
collector_low4_cr47,,42,7,48,56,314,314,314,314,314,314,1,1,8,0.3719036094329046,0.6809946570283648,0.20429839710850944,0.940191160254202,-0.003398600932863723,0.16347227957268104,0.866564603390941,-0.9872607046345659,314|229|161|880|293|947|281|84,0.8665646|0.97384495|0.97974271|0.73305776|0.37570439|0.64612628|0.81057902|0.95117779
collector_low4_cr47,,42,8,0,8,803,803,803,803,803,803,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.3302856878601415,0.025633942116313986,0.09260413249050249,0.9973756646241451,-0.1323803041763264,803|788|382|325|641|487|269|881,0.99737566|0.90589308|0.44150423|0.97340032|0.49428464|0.88608247|0.73705039|0.72921199
collector_low4_cr47,,42,8,1,9,711,711,711,711,711,711,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.35223616993524537,0.025633942116313986,0.09260413249050249,0.9613970090595669,-0.5441413644122841,711|755|221|726|194|488|973|707,0.96139701|0.85086473|0.79156859|0.95669616|0.95556862|0.85928922|0.87121357|0.53481382
collector_low4_cr47,,42,8,2,10,922,922,922,922,922,922,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.3741866520103493,0.025633942116313986,0.09260413249050249,0.984980744255616,-2.766406952129048,922|112|605|261|100|61|435|223,0.98498074|0.99297053|0.99711883|0.73793914|0.94853462|0.74928875|0.84684743|0.92010803
collector_low4_cr47,,42,8,3,11,718,718,718,718,718,718,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.3961371340854532,0.025633942116313986,0.09260413249050249,0.9919283748733356,-0.24843063672028512,718|276|703|945|825|610|272|1016,0.99192837|0.88304063|0.94444725|0.85032606|0.6894119|0.75372456|0.90512093|0.91639568
collector_low4_cr47,,42,8,4,12,756,756,756,756,756,756,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.41808761616055706,0.025633942116313986,0.09260413249050249,0.9726154618461962,-0.55317186671295,756|999|422|293|612|986|109|881,0.97261546|0.91745465|0.80449536|0.9472996|0.97718597|0.91980679|0.95886999|0.94334935
collector_low4_cr47,,42,8,5,13,109,109,109,109,109,109,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.4400380982356609,0.025633942116313986,0.09260413249050249,0.7849223162710114,-0.5130477090258276,109|411|911|178|657|821|682|212,0.78492232|0.7612148|0.5846099|0.6623336|0.6518178|0.9695793|0.87303923|0.94099618
collector_low4_cr47,,42,8,6,14,932,932,932,932,932,932,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.4619885803107649,0.025633942116313986,0.09260413249050249,0.9965565290556754,-0.5981675839608915,932|483|999|5|8|42|117|490,0.99655653|0.62212616|0.97474558|0.87052817|0.90853282|0.95080157|0.98628125|0.64534191
collector_low4_cr47,,42,8,7,15,468,468,468,468,468,468,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.48393906238586876,0.025633942116313986,0.09260413249050249,0.9815810655142254,0.01880338555821287,468|369|308|345|564|503|854|478,0.98158107|0.95927895|0.60564415|0.6901612|0.78571573|0.83838931|0.81504158|0.91717339
collector_low4_cr47,,42,8,8,16,89,89,89,89,89,89,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.5058895444609726,0.025633942116313986,0.09260413249050249,0.9796291953537757,-0.7328628826344333,89|682|108|149|759|934|62|85,0.9796292|0.99024805|0.94170346|0.83700135|0.98482173|0.99181675|0.8688662|0.67055903
collector_low4_cr47,,42,8,9,17,713,713,713,713,713,713,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.5278400265360764,0.025633942116313986,0.09260413249050249,0.935317621802971,-0.4269031723164575,713|310|571|784|734|835|271|992,0.93531762|0.94987988|0.94969941|0.95724352|0.91961386|0.7626782|0.90491602|0.84423586
collector_low4_cr47,,42,8,10,18,865,865,865,865,865,865,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.5497905086111804,0.025633942116313986,0.09260413249050249,0.9325845630237346,-1.4596976292146184,865|211|681|488|919|672|813|887,0.93258456|0.89544604|0.52471885|0.59365061|0.79655233|0.81630567|0.82808102|0.9175054
collector_low4_cr47,,42,8,11,19,92,92,92,92,92,92,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.5717409906862843,0.025633942116313986,0.09260413249050249,0.9736218970322027,-0.26784089665166966,92|606|615|848|864|708|90|364,0.9736219|0.88176307|0.94007633|0.81802679|0.82316634|0.91955376|0.78204783|0.9464649
collector_low4_cr47,,42,8,12,20,645,682,645,645,645,645,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.5936914727613881,0.025633942116313986,0.09260413249050249,0.7549112481419731,-0.46323671117781023,645|550|686|842|133|685|1015|69,0.75491125|0.85069043|0.17047193|0.81045628|0.97171287|0.86054427|0.85649184|0.89256742
collector_low4_cr47,,42,8,13,21,426,426,426,426,426,426,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.6156419548364921,0.025633942116313986,0.09260413249050249,0.9711981369285979,-0.33821526253467726,426|666|695|720|980|841|697|319,0.97119814|0.53461912|0.97366868|0.9468395|0.72934263|0.81259166|0.77303477|0.67512502
collector_low4_cr47,,42,8,14,22,765,765,765,765,765,765,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.637592436911596,0.025633942116313986,0.09260413249050249,0.9955536513684629,-0.18137571421901671,765|190|227|1000|219|509|294|46,0.99555365|0.69364433|0.95723712|0.65172158|0.84605679|0.66764526|0.98034505|0.95069095
collector_low4_cr47,,42,8,15,23,1023,1023,1023,1023,1023,1023,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.6595429189866998,0.025633942116313986,0.09260413249050249,0.9888715588034895,-1.9821109600525513,1023|489|982|132|33|277|113|226,0.98887156|0.77037305|0.91971532|0.84240673|0.53973942|0.68037096|0.87109084|0.66923864
collector_low4_cr47,,42,8,16,24,597,940,597,597,597,597,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.6814934010618037,0.025633942116313986,0.09260413249050249,0.9840348353408874,-0.08310917308212695,597|127|311|1005|979|1013|109|764,0.98403484|0.79938312|0.22600685|0.91859348|0.96829645|0.87402839|0.67534281|0.53994054
collector_low4_cr47,,42,8,17,25,562,742,562,562,562,562,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.7034438831369076,0.025633942116313986,0.09260413249050249,0.7697155942574431,-1.0191131579156527,562|105|983|208|859|4|79|82,0.76971559|0.99070779|0.80741094|0.77762041|0.54659873|0.92897288|0.45689101|0.87285025
collector_low4_cr47,,42,8,18,26,827,827,827,827,827,827,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.7253943652120115,0.025633942116313986,0.09260413249050249,0.9385250697283224,-1.1243618580535995,827|154|258|586|650|42|543|696,0.93852507|0.70371976|0.8642105|0.61038462|0.38853597|0.99862558|0.20655171|0.91303464
collector_low4_cr47,,42,8,19,27,890,589,890,890,890,890,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.7473448472871154,0.025633942116313986,0.09260413249050249,0.960373061772704,-2.143454394189211,890|974|992|519|694|787|206|907,0.96037306|0.89521317|0.90115506|0.79649674|0.66561338|0.83586519|0.74326992|0.5970757
collector_low4_cr47,,42,8,20,28,174,518,174,174,174,174,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.7692953293622193,0.025633942116313986,0.09260413249050249,0.9648010686000162,0.7611446884883539,174|465|784|633|518|635|16|141,0.96480107|0.65691565|0.97718881|0.92186373|0.92430231|0.54079276|0.86257453|0.92032643
collector_low4_cr47,,42,8,21,29,267,378,708,708,708,708,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.7912458114373232,0.025633942116313986,0.09260413249050249,0.7709688454122854,-1.9060621809411358,708|91|267|258|2|483|609|300,0.77096885|0.8598201|0.8128442|0.88116019|0.95950533|0.7659948|0.77574787|0.8898584
collector_low4_cr47,,42,8,22,30,917,917,917,917,917,917,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.8131962935124271,0.025633942116313986,0.09260413249050249,0.9761955749300859,-2.0861501425969236,917|949|287|703|202|493|220|922,0.97619557|0.70027395|0.79660481|0.42512215|0.91231063|0.68582906|0.78812828|0.89909009
collector_low4_cr47,,42,8,23,31,656,95,656,656,656,656,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.8351467755875309,0.025633942116313986,0.09260413249050249,0.9697640239592775,0.09555998698395708,656|735|902|756|500|504|376|525,0.96976402|0.90316393|0.94064489|0.73937984|0.38225985|0.94205024|0.49405455|0.75864183
collector_low4_cr47,,42,8,24,32,889,360,889,889,889,889,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.8570972576626349,0.025633942116313986,0.09260413249050249,0.9741998097845135,2.9170811386121973,889|668|807|391|321|865|116|620,0.97419981|0.96413423|0.72358141|0.78475923|0.78823622|0.52421408|0.9603568|0.91861955
collector_low4_cr47,,42,8,25,33,66,66,66,66,66,66,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.8790477397377388,0.025633942116313986,0.09260413249050249,0.9877876975667358,0.46373185533405614,66|856|855|247|109|285|363|186,0.9877877|0.69211519|0.70743379|0.7542527|0.9853288|0.82084622|0.64137218|0.94067199
collector_low4_cr47,,42,8,26,34,586,586,586,586,586,586,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.9009982218128427,0.025633942116313986,0.09260413249050249,0.9576445641086991,-0.2896919677604384,586|587|29|919|986|39|225|633,0.95764456|0.0082240488|0.95693517|0.97482686|0.8311639|0.94836555|0.68703613|0.47639925
collector_low4_cr47,,42,8,27,35,425,425,425,425,425,425,1,1,8,0.6761500656798625,0.28084807328390193,0.08425442198517058,0.9229487038879465,0.025633942116313986,0.09260413249050249,0.9588280125819644,-0.35595755500538484,425|337|300|70|212|774|426|602,0.95882801|0.93974955|0.94184972|0.77916899|0.98747169|0.71793327|0.20311702|0.86686147
