packet_index,frame_index,frame_symbol_index,payload_symbol_index,start_sample,gt_bin,noise_source,savaux_bin,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,model_nus_bin,model_nus_correct,model_nus_margin_db,model_nus_fix_vs_savaux,model_nus_break_vs_savaux
9,2,32,24,33515344,889,independent_low1_natural_offpacket,889,1,10.17964449915718,0,0,889,1,10.677937899994618,0,0,889,1,9.85118671423079,0,0,889,1,9.855909479900454,0,0,889,1,9.274075297073963,0,0
9,2,33,25,33519440,66,independent_low1_natural_offpacket,66,1,9.471198910292264,0,0,66,1,8.995107245502961,0,0,66,1,9.795916988084866,0,0,66,1,10.388982348853883,0,0,66,1,9.544684118968476,0,0
9,2,34,26,33523536,586,independent_low1_natural_offpacket,586,1,3.8747092451874856,0,0,586,1,3.2879530584635877,0,0,586,1,3.718181751172374,0,0,586,1,3.8034620598016837,0,0,586,1,3.965750992099279,0,0
9,2,35,27,33527632,425,independent_low1_natural_offpacket,425,1,6.872134495744335,0,0,425,1,6.613832780203247,0,0,425,1,5.718611990668765,0,0,425,1,5.597883631195439,0,0,425,1,5.742854010557613,0,0
9,2,36,28,33531728,860,independent_low1_natural_offpacket,860,1,11.664873738501797,0,0,860,1,10.941921975510581,0,0,860,1,11.858987013310278,0,0,860,1,10.192376242506832,0,0,860,1,11.347635764829766,0,0
9,2,37,29,33535824,553,independent_low1_natural_offpacket,553,1,10.372760398133211,0,0,553,1,9.47695544558867,0,0,553,1,10.485718367132648,0,0,553,1,10.030845277080738,0,0,553,1,8.949574242541717,0,0
9,2,38,30,33539920,629,independent_low1_natural_offpacket,629,1,9.755751371909446,0,0,629,1,9.456533485098573,0,0,629,1,10.500567997938901,0,0,629,1,10.132675129144568,0,0,629,1,10.676447306003023,0,0
9,2,39,31,33544016,759,independent_low1_natural_offpacket,759,1,10.730273245407371,0,0,759,1,10.276740220579072,0,0,759,1,10.883097652737748,0,0,759,1,10.883376682939412,0,0,759,1,10.905991473713655,0,0
9,2,40,32,33548112,494,independent_low1_natural_offpacket,494,1,11.118873012187795,0,0,494,1,10.998775162530697,0,0,494,1,10.477365168000892,0,0,494,1,10.64509739503035,0,0,494,1,9.995521169714223,0,0
9,2,41,33,33552208,303,independent_low1_natural_offpacket,303,1,10.165260904688251,0,0,303,1,10.321249521457878,0,0,303,1,10.753027713779504,0,0,303,1,10.945373720755248,0,0,303,1,10.674358351422594,0,0
9,2,42,34,33556305,1022,independent_low1_natural_offpacket,1022,1,10.616268404972411,0,0,1022,1,11.089369843058343,0,0,1022,1,10.213970810703412,0,0,1022,1,10.179653442520513,0,0,1022,1,10.13448670574488,0,0
9,2,43,35,33560401,720,independent_low1_natural_offpacket,720,1,9.902340670896795,0,0,720,1,8.112490797956575,0,0,720,1,9.308799194529895,0,0,720,1,6.7587858572817705,0,0,720,1,9.384397700654084,0,0
9,2,44,36,33564497,314,independent_low1_natural_offpacket,314,1,8.33025678586585,0,0,314,1,8.465173050780866,0,0,314,1,8.45002460283808,0,0,314,1,9.173580069708475,0,0,314,1,8.904031483619164,0,0
9,2,45,37,33568593,602,independent_low1_natural_offpacket,602,1,10.519041713868077,0,0,602,1,11.136561138216113,0,0,602,1,10.791274686387393,0,0,602,1,10.10050308856042,0,0,602,1,10.9102074368658,0,0
9,2,46,38,33572689,7,independent_low1_natural_offpacket,7,1,5.561440731061362,0,0,7,1,5.713883375277476,0,0,7,1,5.570016235104619,0,0,7,1,6.070915698569933,0,0,7,1,6.7572918194157925,0,0
9,2,47,39,33576785,414,independent_low1_natural_offpacket,414,1,3.2302791923288594,0,0,414,1,3.3233069109552487,0,0,414,1,2.8795009212652642,0,0,414,1,2.0429976173495197,0,0,414,1,3.0243223313876593,0,0
9,2,48,40,33580881,807,independent_low1_natural_offpacket,807,1,7.535026425171866,0,0,807,1,7.411006939244813,0,0,807,1,7.854801405681622,0,0,807,1,6.693990310317989,0,0,807,1,7.488711612957352,0,0
9,2,49,41,33584977,195,independent_low1_natural_offpacket,195,1,9.587290582551693,0,0,195,1,9.274567207073028,0,0,195,1,9.168949523653794,0,0,195,1,9.198460913492344,0,0,195,1,9.253653127479941,0,0
9,2,50,42,33589073,826,independent_low1_natural_offpacket,826,1,8.553812242423586,0,0,826,1,9.1505232095062,0,0,826,1,8.583357186086273,0,0,826,1,9.421828118192607,0,0,826,1,8.643011914496459,0,0
9,2,51,43,33593169,928,independent_low1_natural_offpacket,928,1,6.928964881770777,0,0,928,1,7.117197917354048,0,0,928,1,7.064091130905863,0,0,928,1,7.220007542116819,0,0,928,1,7.215882259692776,0,0
9,2,52,44,33597265,761,independent_low1_natural_offpacket,761,1,11.094811071901066,0,0,761,1,11.026074580207641,0,0,761,1,10.161385724602095,0,0,761,1,10.725181451033109,0,0,761,1,9.731604079413362,0,0
9,2,53,45,33601361,590,independent_low1_natural_offpacket,590,1,10.276980495480405,0,0,590,1,9.051698356538449,0,0,590,1,10.395527946464778,0,0,590,1,9.075233582399042,0,0,590,1,10.234739850154579,0,0
9,2,54,46,33605457,383,independent_low1_natural_offpacket,383,1,8.73440819069398,0,0,383,1,6.77642235190836,0,0,383,1,8.85070924325762,0,0,383,1,8.064810624839161,0,0,383,1,9.271727021646006,0,0
9,2,55,47,33609553,267,independent_low1_natural_offpacket,267,1,8.610412044481944,0,0,267,1,9.197625702150205,0,0,267,1,7.760166431714273,0,0,267,1,7.799369102617707,0,0,267,1,7.566572062409285,0,0
9,2,56,48,33613649,314,independent_low1_natural_offpacket,314,1,9.543743856198843,0,0,314,1,9.990964137272893,0,0,314,1,9.470580923574758,0,0,314,1,9.739908484036079,0,0,314,1,8.977804971050967,0,0
11,4,8,0,37918138,803,independent_low1_natural_offpacket,803,1,8.035546271389721,0,0,803,1,8.526963359002767,0,0,803,1,8.316083895890396,0,0,803,1,9.548714337199863,0,0,803,1,7.783816049318873,0,0
11,4,9,1,37922234,711,independent_low1_natural_offpacket,711,1,11.984444801068882,0,0,711,1,12.06407651286427,0,0,711,1,11.695839041956406,0,0,711,1,10.262227510632687,0,0,711,1,10.803957837750717,0,0
11,4,10,2,37926330,922,independent_low1_natural_offpacket,922,1,7.298423730184524,0,0,922,1,7.120378158383451,0,0,922,1,6.1453110085591245,0,0,922,1,4.682055431838669,0,0,922,1,6.320654198688896,0,0
11,4,11,3,37930426,718,independent_low1_natural_offpacket,718,1,7.945017365145267,0,0,718,1,7.027079000435358,0,0,718,1,7.181606221634852,0,0,718,1,5.829210279310982,0,0,718,1,7.441412100989787,0,0
11,4,12,4,37934522,756,independent_low1_natural_offpacket,756,1,9.714327780047798,0,0,756,1,9.762742197911772,0,0,756,1,9.473735639377749,0,0,756,1,10.000332714604347,0,0,756,1,9.22072984587733,0,0
11,4,13,5,37938618,109,independent_low1_natural_offpacket,109,1,9.744428518854443,0,0,109,1,9.615683583939088,0,0,109,1,9.55250362750589,0,0,109,1,9.083832241097161,0,0,109,1,9.69446931468388,0,0
11,4,14,6,37942714,932,independent_low1_natural_offpacket,932,1,8.875368630923195,0,0,932,1,9.140389442780231,0,0,932,1,8.832186956996066,0,0,932,1,8.615203580742625,0,0,932,1,8.66765363780734,0,0
11,4,15,7,37946810,468,independent_low1_natural_offpacket,468,1,10.963833443877,0,0,468,1,11.282545660741112,0,0,468,1,11.080715540187969,0,0,468,1,10.830238976565633,0,0,468,1,10.944503193846032,0,0
11,4,16,8,37950906,89,independent_low1_natural_offpacket,89,1,11.22822679572814,0,0,89,1,11.086722252028915,0,0,89,1,10.152916989562183,0,0,89,1,9.655039097765513,0,0,89,1,10.220778543609603,0,0
11,4,17,9,37955002,713,independent_low1_natural_offpacket,713,1,13.195104459705293,0,0,713,1,13.081161359979209,0,0,713,1,13.380159434102975,0,0,713,1,10.774685451759744,0,0,713,1,13.303983236250055,0,0
11,4,18,10,37959098,865,independent_low1_natural_offpacket,865,1,10.483226384682009,0,0,865,1,10.412877190012953,0,0,865,1,10.372950965563792,0,0,865,1,10.051004394278548,0,0,865,1,10.29662720709701,0,0
11,4,19,11,37963194,92,independent_low1_natural_offpacket,92,1,10.086940975456626,0,0,92,1,10.058803851086287,0,0,92,1,9.430415467034411,0,0,92,1,8.774432389815335,0,0,92,1,9.619007419518027,0,0
11,4,20,12,37967290,645,independent_low1_natural_offpacket,645,1,10.559429951907086,0,0,645,1,10.684123041605957,0,0,645,1,10.402680663337858,0,0,645,1,9.938882840812814,0,0,645,1,10.356464112305732,0,0
11,4,21,13,37971386,426,independent_low1_natural_offpacket,426,1,11.084662184214087,0,0,426,1,10.590284541365572,0,0,426,1,11.013422418337003,0,0,426,1,9.744843971019279,0,0,426,1,10.655723269375603,0,0
11,4,22,14,37975482,765,independent_low1_natural_offpacket,765,1,8.77991834670485,0,0,765,1,7.40287861170041,0,0,765,1,8.29754161277106,0,0,765,1,7.429197639522496,0,0,765,1,7.997224031887146,0,0
11,4,23,15,37979578,1023,independent_low1_natural_offpacket,1023,1,5.413862150662769,0,0,1023,1,5.009179557131067,0,0,1023,1,5.129934495282687,0,0,1023,1,5.192376309158524,0,0,1023,1,5.37053551354969,0,0
11,4,24,16,37983674,597,independent_low1_natural_offpacket,597,1,7.033144643990737,0,0,597,1,6.477726822121836,0,0,597,1,7.13930162014036,0,0,597,1,6.649635163224723,0,0,597,1,7.305949954396712,0,0
11,4,25,17,37987770,562,independent_low1_natural_offpacket,562,1,10.793861384301477,0,0,562,1,10.693730801069774,0,0,562,1,10.317267635633044,0,0,562,1,10.741245433674704,0,0,562,1,10.220552857719316,0,0
11,4,26,18,37991866,827,independent_low1_natural_offpacket,827,1,10.095856155260233,0,0,827,1,10.650125091070702,0,0,827,1,10.079966000507772,0,0,827,1,9.404312899588037,0,0,827,1,9.934617651220442,0,0
11,4,27,19,37995962,890,independent_low1_natural_offpacket,890,1,9.893426124505707,0,0,890,1,10.021971951904609,0,0,890,1,9.638413318638534,0,0,890,1,10.126667737420814,0,0,890,1,8.978320091321718,0,0
11,4,28,20,38000058,174,independent_low1_natural_offpacket,174,1,10.391584022854756,0,0,174,1,10.039731917376804,0,0,174,1,10.35011567291533,0,0,174,1,10.651182986525097,0,0,174,1,10.523182794858743,0,0
11,4,29,21,38004154,267,independent_low1_natural_offpacket,267,1,11.501957699491292,0,0,267,1,10.82085668320654,0,0,267,1,11.321055902355944,0,0,267,1,11.295711834026324,0,0,267,1,10.91109134310905,0,0
11,4,30,22,38008250,917,independent_low1_natural_offpacket,917,1,10.861428024714746,0,0,917,1,11.005497211517927,0,0,917,1,10.759656086229468,0,0,917,1,10.578305581659599,0,0,917,1,10.338709165251467,0,0
11,4,31,23,38012346,656,independent_low1_natural_offpacket,656,1,10.764639185485429,0,0,656,1,8.724465431903287,0,0,656,1,11.302493456608886,0,0,656,1,10.413355658061663,0,0,656,1,11.048733738314196,0,0
11,4,32,24,38016442,889,independent_low1_natural_offpacket,889,1,8.631827210996919,0,0,889,1,9.69371905378646,0,0,889,1,8.336657109930032,0,0,889,1,9.982427283737154,0,0,889,1,8.680681683995372,0,0
11,4,33,25,38020538,66,independent_low1_natural_offpacket,66,1,10.379089083985015,0,0,66,1,9.778542406991095,0,0,66,1,10.347795351136654,0,0,66,1,9.925529532480775,0,0,66,1,10.084679937967255,0,0
11,4,34,26,38024634,586,independent_low1_natural_offpacket,586,1,8.213626330353467,0,0,586,1,9.05067876460431,0,0,586,1,8.117183356521956,0,0,586,1,8.713667196661843,0,0,586,1,7.965758161912752,0,0
11,4,35,27,38028730,425,independent_low1_natural_offpacket,425,1,4.1998435441704185,0,0,425,1,4.247369791415584,0,0,425,1,3.6201880202081425,0,0,425,1,2.916414773052685,0,0,425,1,3.934690416292902,0,0
11,4,36,28,38032826,860,independent_low1_natural_offpacket,860,1,3.0184796017002524,0,0,860,1,2.7870159579016054,0,0,860,1,2.182347800087655,0,0,860,1,1.6206200360400254,0,0,860,1,2.6362868064849696,0,0
11,4,37,29,38036922,553,independent_low1_natural_offpacket,553,1,12.50554678943911,0,0,553,1,12.750444671027273,0,0,553,1,12.17821035590003,0,0,553,1,11.541414041666492,0,0,553,1,11.980172870081622,0,0
11,4,38,30,38041019,629,independent_low1_natural_offpacket,629,1,9.743022253614614,0,0,629,1,9.012430119045723,0,0,629,1,10.586770232665652,0,0,629,1,10.023498479006545,0,0,629,1,11.107105768744955,0,0
11,4,39,31,38045115,759,independent_low1_natural_offpacket,759,1,10.997582442823713,0,0,759,1,10.921315470802618,0,0,759,1,10.221353968323086,0,0,759,1,10.881074308463099,0,0,759,1,10.668893232600286,0,0
11,4,40,32,38049211,494,independent_low1_natural_offpacket,494,1,10.533466181850738,0,0,494,1,10.584951642407315,0,0,494,1,10.238421219184756,0,0,494,1,10.14077826265624,0,0,494,1,9.707837000603671,0,0
11,4,41,33,38053307,303,independent_low1_natural_offpacket,303,1,8.704287702197323,0,0,303,1,7.290594901419325,0,0,303,1,8.819074385954313,0,0,303,1,7.606274040920532,0,0,303,1,9.153477555767541,0,0
11,4,42,34,38057403,1022,independent_low1_natural_offpacket,1022,1,11.347466732071572,0,0,1022,1,11.099517228458966,0,0,1022,1,11.025354801297997,0,0,1022,1,10.456171805059121,0,0,1022,1,11.271585145671917,0,0
11,4,43,35,38061499,720,independent_low1_natural_offpacket,720,1,9.31983161548586,0,0,720,1,9.843338463873168,0,0,720,1,8.808022095253834,0,0,720,1,9.287838699157767,0,0,720,1,8.965334649390947,0,0
11,4,44,36,38065595,314,independent_low1_natural_offpacket,314,1,11.755138059661768,0,0,314,1,11.795954890326584,0,0,314,1,12.393972648908075,0,0,314,1,12.332239729285199,0,0,314,1,12.230677747272393,0,0
11,4,45,37,38069691,602,independent_low1_natural_offpacket,602,1,10.751349894464372,0,0,602,1,11.23168207366098,0,0,602,1,11.320645172464614,0,0,602,1,11.077353932132949,0,0,602,1,11.006748823216153,0,0
11,4,46,38,38073787,7,independent_low1_natural_offpacket,7,1,11.614585459690803,0,0,7,1,11.513304322992195,0,0,7,1,11.390557038045523,0,0,7,1,11.139050585608103,0,0,7,1,11.40894948999458,0,0
11,4,47,39,38077883,414,independent_low1_natural_offpacket,414,1,7.110550948945118,0,0,414,1,6.830437872739539,0,0,414,1,7.301517628511589,0,0,414,1,7.6604615110392125,0,0,414,1,7.06502954666451,0,0
11,4,48,40,38081979,807,independent_low1_natural_offpacket,807,1,6.863682210410211,0,0,807,1,6.177601168999024,0,0,807,1,6.771529246267902,0,0,807,1,6.067941145832226,0,0,807,1,6.682658296664577,0,0
11,4,49,41,38086075,195,independent_low1_natural_offpacket,195,1,6.352171147359666,0,0,195,1,6.525565361297485,0,0,195,1,6.078459046930843,0,0,195,1,5.913313270404679,0,0,195,1,6.005135140516829,0,0
11,4,50,42,38090171,826,independent_low1_natural_offpacket,826,1,9.726813421521994,0,0,826,1,10.008142907865476,0,0,826,1,10.247035740114665,0,0,826,1,10.380221896374412,0,0,826,1,10.182261148217215,0,0
11,4,51,43,38094267,928,independent_low1_natural_offpacket,928,1,10.799335164807005,0,0,928,1,11.217577294569592,0,0,928,1,10.03828188551333,0,0,928,1,10.607361843357188,0,0,928,1,10.449543056771965,0,0
11,4,52,44,38098363,761,independent_low1_natural_offpacket,761,1,11.23136224645943,0,0,761,1,10.781207598056204,0,0,761,1,10.919433764843028,0,0,761,1,10.862937316975366,0,0,761,1,10.505866884254925,0,0
11,4,53,45,38102459,590,independent_low1_natural_offpacket,590,1,8.029503597671573,0,0,590,1,7.315772141379689,0,0,590,1,8.219327587821535,0,0,590,1,8.41806512355057,0,0,590,1,8.276924698312255,0,0
11,4,54,46,38106555,383,independent_low1_natural_offpacket,383,1,7.540696671765657,0,0,383,1,6.957807544024126,0,0,383,1,7.388079615184788,0,0,383,1,7.375650527207394,0,0,383,1,7.213606858047438,0,0
11,4,55,47,38110651,267,independent_low1_natural_offpacket,267,1,5.058577415858001,0,0,267,1,4.305562114141313,0,0,267,1,4.801852746967085,0,0,267,1,3.947926244920702,0,0,267,1,4.830163716430654,0,0
11,4,56,48,38114747,314,independent_low1_natural_offpacket,314,1,7.3996719540819385,0,0,314,1,7.587066287193886,0,0,314,1,7.071807599900253,0,0,314,1,7.100455579283275,0,0,314,1,6.5158711733215995,0,0
14,6,8,0,42419236,803,independent_low1_natural_offpacket,803,1,4.459535185920393,0,0,803,1,4.5428821770049215,0,0,803,1,4.965316708381112,0,0,803,1,4.876682346042752,0,0,803,1,5.217005387099295,0,0
14,6,9,1,42423332,711,independent_low1_natural_offpacket,711,1,8.017560113104894,0,0,711,1,8.083827916716642,0,0,711,1,8.00333482946371,0,0,711,1,7.106075185405251,0,0,711,1,7.594197990488699,0,0
14,6,10,2,42427428,922,independent_low1_natural_offpacket,922,1,4.882694210416396,0,0,922,1,4.530695686319936,0,0,922,1,4.064546753027549,0,0,922,1,4.101286296080222,0,0,922,1,4.445487605244712,0,0
14,6,11,3,42431524,718,independent_low1_natural_offpacket,718,1,8.481105319570649,0,0,718,1,8.840646455949777,0,0,718,1,7.775652329565683,0,0,718,1,7.344061999380756,0,0,718,1,7.429598825253674,0,0
14,6,12,4,42435620,756,independent_low1_natural_offpacket,756,1,7.206142348598225,0,0,756,1,7.116897272514123,0,0,756,1,6.838495985720339,0,0,756,1,6.540349961269141,0,0,756,1,6.944059328959515,0,0
14,6,13,5,42439716,109,independent_low1_natural_offpacket,109,1,5.34741400366436,0,0,109,1,4.869504682199931,0,0,109,1,5.144878750872631,0,0,109,1,4.352751337585302,0,0,109,1,5.1110952706170165,0,0
14,6,14,6,42443812,932,independent_low1_natural_offpacket,932,1,7.129303868761202,0,0,932,1,6.0072401223369,0,0,932,1,6.625574334352659,0,0,932,1,5.846117229824772,0,0,932,1,6.218653490287291,0,0
14,6,15,7,42447909,468,independent_low1_natural_offpacket,468,1,10.387988282568145,0,0,468,1,10.242035072731486,0,0,468,1,10.027671295844847,0,0,468,1,9.60697913602403,0,0,468,1,9.72393033123649,0,0
14,6,16,8,42452005,89,independent_low1_natural_offpacket,89,1,10.621654808458725,0,0,89,1,9.83252143140594,0,0,89,1,9.441750805288557,0,0,89,1,8.949495697390384,0,0,89,1,9.40012394762234,0,0
14,6,17,9,42456101,713,independent_low1_natural_offpacket,713,1,9.451436787797522,0,0,713,1,9.349457082242415,0,0,713,1,9.596195040361186,0,0,713,1,9.226675822863543,0,0,713,1,9.153440047905072,0,0
14,6,18,10,42460197,865,independent_low1_natural_offpacket,865,1,7.629545364963327,0,0,865,1,8.105030506235103,0,0,865,1,6.473499653418551,0,0,865,1,6.871271754805166,0,0,865,1,6.9245543044714974,0,0
14,6,19,11,42464293,92,independent_low1_natural_offpacket,92,1,10.447736051835337,0,0,92,1,11.082841652522696,0,0,92,1,9.992086407015025,0,0,92,1,9.94781549224167,0,0,92,1,9.812739711544133,0,0
14,6,20,12,42468389,645,independent_low1_natural_offpacket,645,1,8.837519974203659,0,0,645,1,9.235753100039858,0,0,645,1,8.837860260065698,0,0,645,1,7.89517331603606,0,0,645,1,8.643354109967378,0,0
14,6,21,13,42472485,426,independent_low1_natural_offpacket,426,1,10.09093482034767,0,0,426,1,10.199385112177916,0,0,426,1,9.441336599016134,0,0,426,1,9.219229005728556,0,0,426,1,9.239982159233458,0,0
14,6,22,14,42476581,765,independent_low1_natural_offpacket,765,1,8.590677728639342,0,0,765,1,8.250576452417157,0,0,765,1,7.59027769501425,0,0,765,1,7.195637250208442,0,0,765,1,6.957560279069952,0,0
14,6,23,15,42480677,1023,independent_low1_natural_offpacket,1023,1,9.583971062536406,0,0,1023,1,8.913046147959156,0,0,1023,1,8.995771077424088,0,0,1023,1,8.479111152757536,0,0,1023,1,8.864354321392636,0,0
14,6,24,16,42484773,597,independent_low1_natural_offpacket,597,1,5.839953741900232,0,0,597,1,5.739811599643536,0,0,597,1,5.977062144292682,0,0,597,1,5.730635652285861,0,0,597,1,6.34248405051454,0,0
14,6,25,17,42488869,562,independent_low1_natural_offpacket,562,1,5.545718876557492,0,0,562,1,4.094957963315904,0,0,562,1,6.198140704473051,0,0,562,1,3.851173814958819,0,0,562,1,5.802821305184676,0,0
14,6,26,18,42492965,827,independent_low1_natural_offpacket,827,1,7.760007079121411,0,0,827,1,8.513268362905329,0,0,827,1,8.110164796329832,0,0,827,1,7.563723264722815,0,0,827,1,7.556676803135558,0,0
14,6,27,19,42497061,890,independent_low1_natural_offpacket,890,1,9.371138519746438,0,0,890,1,8.948089608210907,0,0,890,1,8.857419394964953,0,0,890,1,8.746216313440222,0,0,890,1,7.336305821441998,0,0
14,6,28,20,42501157,174,independent_low1_natural_offpacket,174,1,9.60264042153587,0,0,174,1,9.803115605739263,0,0,174,1,9.53888845383654,0,0,174,1,10.059804377718478,0,0,174,1,9.710325763936513,0,0
14,6,29,21,42505253,267,independent_low1_natural_offpacket,267,1,11.068233803316689,0,0,267,1,11.193655191365874,0,0,267,1,10.966787187250986,0,0,267,1,10.040092849834505,0,0,267,1,10.964971275473186,0,0
14,6,30,22,42509349,917,independent_low1_natural_offpacket,917,1,11.134472538839281,0,0,917,1,11.122389675634757,0,0,917,1,11.706472395656853,0,0,917,1,10.848707105179683,0,0,917,1,11.552916220953751,0,0
14,6,31,23,42513445,656,independent_low1_natural_offpacket,656,1,12.155736863103705,0,0,656,1,12.487749840899518,0,0,656,1,12.600089574269617,0,0,656,1,12.89692277912553,0,0,656,1,12.476095082100215,0,0
14,6,32,24,42517541,889,independent_low1_natural_offpacket,889,1,10.31849117680498,0,0,889,1,10.377540030666658,0,0,889,1,10.113084633690415,0,0,889,1,10.371525580951467,0,0,889,1,10.152723302178938,0,0
14,6,33,25,42521637,66,independent_low1_natural_offpacket,66,1,10.554690569581753,0,0,66,1,10.500599737036323,0,0,66,1,10.774194745554693,0,0,66,1,11.150469595843152,0,0,66,1,10.798310201355594,0,0
14,6,34,26,42525733,586,independent_low1_natural_offpacket,586,1,10.365235262046216,0,0,586,1,9.666883159960475,0,0,586,1,9.973338328261782,0,0,586,1,9.297329676509573,0,0,586,1,9.57350045419581,0,0
14,6,35,27,42529829,425,independent_low1_natural_offpacket,425,1,9.752585701733661,0,0,425,1,10.171090169301628,0,0,425,1,9.215527673773583,0,0,425,1,8.295225435206802,0,0,425,1,8.854892891232913,0,0
14,6,36,28,42533925,860,independent_low1_natural_offpacket,860,1,8.986487342640313,0,0,860,1,9.671714469764849,0,0,860,1,9.151473923282609,0,0,860,1,9.89011497853082,0,0,860,1,9.255860499295197,0,0
14,6,37,29,42538021,553,independent_low1_natural_offpacket,553,1,7.482624511021697,0,0,553,1,7.47552996793347,0,0,553,1,7.901947181859685,0,0,553,1,6.808369177105381,0,0,553,1,8.09841685790545,0,0
14,6,38,30,42542117,629,independent_low1_natural_offpacket,629,1,8.840652328351123,0,0,629,1,9.320748259586043,0,0,629,1,9.155271394975893,0,0,629,1,10.678687300602373,0,0,629,1,9.278484348112316,0,0
14,6,39,31,42546213,759,independent_low1_natural_offpacket,759,1,9.734454037828948,0,0,759,1,8.85950311990262,0,0,759,1,9.585248176838846,0,0,759,1,8.715067904330306,0,0,759,1,9.14743248481109,0,0
14,6,40,32,42550309,494,independent_low1_natural_offpacket,494,1,10.861752912124166,0,0,494,1,10.289127427539954,0,0,494,1,10.247232224501442,0,0,494,1,9.205477846983252,0,0,494,1,10.707515639377988,0,0
14,6,41,33,42554405,303,independent_low1_natural_offpacket,303,1,11.120216726318962,0,0,303,1,11.126356068695799,0,0,303,1,11.697588640234034,0,0,303,1,11.55934342938959,0,0,303,1,11.656337281360345,0,0
14,6,42,34,42558501,1022,independent_low1_natural_offpacket,1022,1,10.792539317633684,0,0,1022,1,11.384870683351192,0,0,1022,1,10.741295758446839,0,0,1022,1,11.419845832616586,0,0,1022,1,10.604462430392331,0,0
14,6,43,35,42562597,720,independent_low1_natural_offpacket,720,1,11.021029032873017,0,0,720,1,11.310425867898164,0,0,720,1,11.072079181507164,0,0,720,1,11.307040654950287,0,0,720,1,11.141239918387368,0,0
14,6,44,36,42566693,314,independent_low1_natural_offpacket,314,1,8.70492855162502,0,0,314,1,9.038280048149407,0,0,314,1,9.565350879413662,0,0,314,1,10.201049588449148,0,0,314,1,10.210695780984327,0,0
14,6,45,37,42570789,602,independent_low1_natural_offpacket,602,1,10.966191782262449,0,0,602,1,11.441610855383804,0,0,602,1,10.476638689603684,0,0,602,1,10.589835911825675,0,0,602,1,10.37289262455168,0,0
14,6,46,38,42574885,7,independent_low1_natural_offpacket,7,1,8.084763408954302,0,0,7,1,8.236155401345304,0,0,7,1,7.344538110842257,0,0,7,1,8.352613863741285,0,0,7,1,7.256160958757337,0,0
14,6,47,39,42578981,414,independent_low1_natural_offpacket,414,1,9.24887817732793,0,0,414,1,9.338305044677135,0,0,414,1,9.158001685605806,0,0,414,1,8.61598503820487,0,0,414,1,9.308483383415565,0,0
14,6,48,40,42583077,807,independent_low1_natural_offpacket,807,1,11.261552662570358,0,0,807,1,11.308357184389887,0,0,807,1,11.216144236060755,0,0,807,1,10.63350457091969,0,0,807,1,11.008221346246357,0,0
14,6,49,41,42587173,195,independent_low1_natural_offpacket,195,1,7.508000842148428,0,0,195,1,7.110786893162673,0,0,195,1,7.027242094280472,0,0,195,1,7.386046851259181,0,0,195,1,6.4045302756156355,0,0
14,6,50,42,42591269,826,independent_low1_natural_offpacket,826,1,9.050056867094082,0,0,826,1,8.974486109719873,0,0,826,1,8.88687435767907,0,0,826,1,8.039081297122477,0,0,826,1,8.31379487592629,0,0
14,6,51,43,42595366,928,independent_low1_natural_offpacket,928,1,10.524990897838375,0,0,928,1,9.601527512452124,0,0,928,1,10.26595468742003,0,0,928,1,9.881810918240491,0,0,928,1,10.148134586350224,0,0
14,6,52,44,42599462,761,independent_low1_natural_offpacket,761,1,10.37941527783343,0,0,761,1,10.357012329530068,0,0,761,1,10.007329520957171,0,0,761,1,10.491441625850195,0,0,761,1,9.917796017314103,0,0
14,6,53,45,42603558,590,independent_low1_natural_offpacket,590,1,11.163597186541168,0,0,590,1,9.050829029494942,0,0,590,1,11.007351053932457,0,0,590,1,9.964998482343246,0,0,590,1,10.929129590070211,0,0
14,6,54,46,42607654,383,independent_low1_natural_offpacket,383,1,7.968003525424847,0,0,383,1,5.782561251388945,0,0,383,1,7.8251221989660324,0,0,383,1,6.924458453888304,0,0,383,1,8.340173698792247,0,0
14,6,55,47,42611750,267,independent_low1_natural_offpacket,267,1,11.602426801783235,0,0,267,1,11.249976214598593,0,0,267,1,11.02856953355803,0,0,267,1,10.729067697263229,0,0,267,1,10.830816467773637,0,0
14,6,56,48,42615846,314,independent_low1_natural_offpacket,314,1,9.801234887528809,0,0,314,1,8.945580228585596,0,0,314,1,9.969577531904653,0,0,314,1,9.336498258267108,0,0,314,1,9.37445919948537,0,0
16,7,8,0,45419969,803,independent_low1_natural_offpacket,803,1,13.271156719879167,0,0,803,1,12.883967156067271,0,0,803,1,12.601812594500759,0,0,803,1,12.695951581061742,0,0,803,1,12.316401331229226,0,0
16,7,9,1,45424065,711,independent_low1_natural_offpacket,711,1,12.171457962955955,0,0,711,1,11.390622899667838,0,0,711,1,12.42107073653995,0,0,711,1,12.618651807866911,0,0,711,1,12.239126185338671,0,0
