test_capture,training_capture,symbol_count,sf,os_factor,training_noise_windows,raw_training_noise_power,covariance_source,model_pattern_count,model_correlation_length_samples,model_switch_period_chips,model_leakage_pair_count,model_leakage_median,model_leakage_maximum,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,colored_ml_errors,colored_ml_ser,colored_ml_fixes_vs_savaux,colored_ml_breaks_vs_savaux,fixed_gls_errors,fixed_gls_ser,fixed_gls_fixes_vs_savaux,fixed_gls_breaks_vs_savaux,segmented_gls_errors,segmented_gls_ser,segmented_gls_fixes_vs_savaux,segmented_gls_breaks_vs_savaux,model_nus_errors,model_nus_ser,model_nus_fixes_vs_savaux,model_nus_breaks_vs_savaux
low4,low1,392,10,4,256,1.858442912600934e-07,independent_low1_natural_offpacket,12,1,1,1047552.0,0.43318796506018,0.8469720403146891,1,0.002551020408163265,0,0,1,0.002551020408163265,0,0,1,0.002551020408163265,0,0,1,0.002551020408163265,0,0,1,0.002551020408163265,0,0
