dataset,target_snr_db,center_fft_ser,multi_offset_argmax_ser,current_system_ser,savaux_paper_ser,loratrimmer_ser
0_0_0_10_14_16,-27.0,0.9714285714285714,0.8701298701298701,0.7116883116883117,0.5532467532467533,0.638961038961039
0_0_0_10_14_16,-26.0,0.9454545454545454,0.7610389610389611,0.5922077922077922,0.4,0.5142857142857143
0_0_0_10_14_16,-25.0,0.9142857142857145,0.6493506493506493,0.4597402597402597,0.24935064935064932,0.3532467532467532
0_0_0_10_14_16,-24.0,0.890909090909091,0.509090909090909,0.2727272727272727,0.11688311688311687,0.21818181818181823
0_0_0_10_14_16,-23.0,0.8181818181818182,0.3376623376623376,0.14025974025974025,0.05974025974025974,0.0935064935064935
0_0_0_10_14_16,-22.0,0.6805194805194805,0.1688311688311688,0.051948051948051945,0.025974025974025972,0.03116883116883117
