dataset,input_iq,gt_symbol_csv,iq_complex64_samples,reference_power,reference_power_db,reference_sample_count,reference_packet_count,paired_packet_count,seed,candidate_top_k,switch_penalty,step_penalty,path_gain_power,switch_penalty_power,override_margin_db,min_savaux_rel_db,min_path_gain,max_switch_rate
0_0_0_10_14_16,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\weak_sync_chain\header_first\0_0_0_10_14_16_header_first_symbols.csv,28249920,7.297427983845209e-05,-41.368301822423746,394240,11,11,20260531,16,0.4,0.1,0.18,0.4,0.15,-4.0,1.05,0.25
