dataset,target_snr_db,packet_count,traditional_fft_symbol_ser,traditional_fft_symbol_accuracy,traditional_fft_crc_valid_rate,multi_offset_argmax_symbol_ser,multi_offset_argmax_symbol_accuracy,multi_offset_argmax_crc_valid_rate,current_selected_symbol_ser,current_selected_symbol_accuracy,current_selected_crc_valid_rate,savaux_paper_symbol_ser,savaux_paper_symbol_accuracy,savaux_paper_crc_valid_rate,adaptive_path_symbol_ser,adaptive_path_symbol_accuracy,adaptive_path_crc_valid_rate,adaptive_gain_vs_current,adaptive_gain_vs_savaux,adaptive_crc_gain_vs_current,adaptive_crc_gain_vs_savaux,mean_adaptive_override_count,mean_adaptive_fix_count,mean_adaptive_break_count,mean_adaptive_path_gain,mean_adaptive_switch_rate
0_0_0_10_14_16,-24.0,11,0.8337662337662338,0.16623376623376618,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.703896103896104,0.0,0.10389610389610389,0.8961038961038961,0.0,0.10389610389610389,0.8961038961038961,0.0,0.19220779220779216,0.0,0.0,0.0,0.0,0.0,0.0,81.06238088955008,0.43428419088243136
mean_of_datasets,-24.0,11,0.8337662337662338,0.16623376623376618,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.703896103896104,0.0,0.10389610389610389,0.8961038961038961,0.0,0.10389610389610389,0.8961038961038961,0.0,0.19220779220779216,0.0,0.0,0.0,0.0,0.0,0.0,81.06238088955008,0.43428419088243136
