dataset,snr_label,added_snr_db,decision_count,trial_seed_count,savaux_errors,savaux_ser,white_ml_errors,white_ml_ser,white_ml_decision_mismatches_vs_savaux,colored_ml_errors,colored_ml_ser,colored_ml_fixes_vs_savaux,colored_ml_breaks_vs_savaux,colored_ml_paired_sign_p,seed_wins_ties_losses,seed_level_sign_p,packet_wins_ties_losses,packet_level_sign_p,savaux_gt_lambda_mean,savaux_gt_lambda_median,colored_ml_gt_lambda_mean,colored_ml_gt_lambda_median,savaux_gt_false_margin_db_mean,savaux_gt_false_margin_db_median,colored_ml_gt_false_margin_db_mean,colored_ml_gt_false_margin_db_median,colored_minus_savaux_margin_db_mean,colored_minus_savaux_margin_db_median,colored_margin_improved_tied_worse,model_gt_full_to_savaux_snr_gain_db_mean,model_gt_full_to_savaux_snr_gain_db_median
collector_low4_train_low1,clean,,392,1,1,0.002551020408163265,1,0.002551020408163265,0,1,0.002551020408163265,0,0,1.0,0|1|0,1.0,0|8|0,1.0,74.35732151744638,72.71481811794587,77.48196365000317,74.78262476835272,9.8021495170529,10.409955253748084,9.889007805886191,10.52366911147219,0.08685828883329058,0.12637265905028805,239|0|153,0.1663229033094542,0.16749193653788452
