dataset,iq_path,symbol_csv_path,sf,os_factor,case_count,noise_window_count,noise_windows_available,raw_noise_power,pattern_covariance_sample_count,segment_count,nuisance_mode,covariance_source,savaux_errors,savaux_ser,savaux_fixes_vs_savaux,savaux_breaks_vs_savaux,fixed_gls_errors,fixed_gls_ser,fixed_gls_fixes_vs_savaux,fixed_gls_breaks_vs_savaux,segmented_gls_errors,segmented_gls_ser,segmented_gls_fixes_vs_savaux,segmented_gls_breaks_vs_savaux,colored_ml_errors,colored_ml_ser,colored_ml_fixes_vs_savaux,colored_ml_breaks_vs_savaux,nuisance_gls_errors,nuisance_gls_ser,nuisance_gls_fixes_vs_savaux,nuisance_gls_breaks_vs_savaux
0_0_0_10_14_8,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\0_0_0_10_14_8.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\experiments\real_iq_payload_noise_cfr_nus_20260720\source_demod\0_0_0_10_14_8_header_first_symbols.csv,10,4,1,8,12,1.9073286174711035e-06,8,4,frozen,natural_offpacket_same_capture,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
