capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
low3,low1,2.211840|5.210112|8.208384|11.223040|14.213120|17.211392|20.234240|23.216128|29.212672|32.219136|35.217408|38.215680|41.222144|44.220416|47.218688|50.225152|53.223424|56.221696|59.228160,14.213120|17.211392|29.212672|32.219136|35.217408|38.215680|41.222144|44.220416|47.218688|50.225152|53.223424|56.221696|59.228160,19,13,12,588,59.65328,500000.0,125000.0,-13.934469418848888,-14.213805523003666,-16.675579797600065,-13.52549977989163,-13.724014|-13.982244|-14.914538|-13.786738|-13.666193|-13.532033|-13.525500|-14.113985|-13.886695|-16.675580|-14.503223|-14.254923,12,17.997642004840472,17.59248272659114,0/588,0,0.0,0,0.0,gls_crossfit,0,0.0,0.0,0.0
