packet_index,frame_index,frame_symbol_index,payload_symbol_index,start_sample,gt_bin,ordinary_fft_bin,savaux_bin,gls_crossfit_bin,gls_offpacket_bin,dechirp_pnr_db,dechirp_gt_bin_power,dechirp_total_fft_energy,dechirp_residual_fft_energy,dechirp_gt_symbol_snr_db,savaux_margin_db,branch_color_mismatch,ordinary_fft_correct,savaux_correct,gls_crossfit_correct,gls_offpacket_correct
4,0,8,0,7316271,803,803,803,803,803,19.45480439036839,7.627847026236978e-06,0.0001307991376816674,0.00012317129065543043,-12.081075173807513,14.166845719904817,0.1679123629715419,1,1,1,1
4,0,9,1,7320367,711,711,711,711,711,19.047485633814446,6.483680179424989e-06,0.00012511120165435098,0.00011862752147492599,-12.623638723792203,12.827746727316569,0.18932840658953182,1,1,1,1
4,0,10,2,7324463,922,922,922,922,922,17.249432955066766,4.39552806828173e-06,0.0001308345315564397,0.00012643900348815798,-14.588700066983577,13.824940675481622,0.12931060591708607,1,1,1,1
4,0,11,3,7328559,718,718,718,718,718,19.575450302739192,7.76028872004087e-06,0.00013055511408632911,0.00012279482536628824,-11.9930218640892,15.141978770983272,0.1726461599730441,1,1,1,1
4,0,12,4,7332655,756,756,756,756,756,19.56072586282451,7.3305840452375735e-06,0.00012750020225692785,0.00012016961821169028,-12.14656104082841,13.920730834609575,0.1627783792564211,1,1,1,1
4,0,13,5,7336751,109,109,109,109,109,20.02225062976958,7.860615134100554e-06,0.00012623258008404107,0.00011837196494994052,-11.777923236938602,12.983551354923502,0.15619956945395855,1,1,1,1
4,0,14,6,7340847,932,932,932,932,932,13.490615538014056,2.994527583922505e-06,0.00019724836281049987,0.00019425383522657738,-18.12041284079143,10.823112821446358,0.14019849701462875,1,1,1,1
4,0,15,7,7344943,468,468,468,468,468,16.481746204728445,8.081760674433279e-06,0.0002824425424975208,0.0002743607818230875,-15.308160462473424,10.768107296421238,0.14090972866502752,1,1,1,1
4,0,16,8,7349039,89,89,89,89,89,17.081045650715375,6.018276179444815e-06,0.0001795307476588713,0.00017351247147942648,-14.598585821524841,12.44992330945858,0.1623607047724558,1,1,1,1
4,0,17,9,7353135,713,713,713,713,713,19.686136352366663,7.481757766912361e-06,0.00012551915175707494,0.00011803739399016258,-11.980159694958601,12.86500713492294,0.15747696310687684,1,1,1,1
4,0,18,10,7357231,865,865,865,865,865,18.373981773756388,5.634029601074434e-06,0.00012763058084962404,0.0001219965512485496,-13.355284292374844,11.698517941368884,0.16492257406558455,1,1,1,1
4,0,19,11,7361327,92,92,92,92,92,17.222986580740155,4.371894824482282e-06,0.0001248522845249801,0.00012048038970049782,-14.402466581113167,11.844979053453688,0.15292011563878227,1,1,1,1
4,0,20,12,7365423,645,645,645,645,645,17.01151559561265,4.459451494035795e-06,0.00013120056420110748,0.0001267411127070717,-14.536360712221958,12.578802008753254,0.1554195996282907,1,1,1,1
4,0,21,13,7369519,426,426,426,426,426,19.663445136319076,8.047900257880138e-06,0.00012993761415052465,0.00012188971389264451,-11.802844723521149,12.470829276980016,0.20024115299666123,1,1,1,1
4,0,22,14,7373615,765,765,765,765,765,18.787588260841858,5.889658125203014e-06,0.00012416771196970537,0.00011827805384450235,-13.02814083812326,13.019901481518206,0.14919327709563865,1,1,1,1
