capture,packet_index,frame_index,payload_start_sample,payload_start_time_s,symbol_count,dechirp_gt_bin_energy,dechirp_residual_fft_energy,dechirp_total_fft_energy,dechirp_gt_energy_ratio,dechirp_gt_packet_snr_db
low3,4,0,7316271,14.632542,49,0.0003001643107413738,0.007075554309053385,0.007375718619794759,0.04069628007985564,-13.724014150154973
low3,5,1,8816638,17.633276,49,0.00028216160009178525,0.007058660055640351,0.007340821655732137,0.03843733213045125,-13.982243573420421
low3,8,2,14818101,29.636202,49,0.00024931980087289005,0.0077305526574674025,0.007979872458340294,0.031243582171831506,-14.914537713980444
low3,9,3,16318468,32.636936,49,0.0003014604225856949,0.00720948320606829,0.007510943628653985,0.04013615831646426,-13.786738309075439
low3,10,4,17818833,35.637666,49,0.00031560560254726214,0.007341149134017028,0.0076567547365642905,0.04121923888199134,-13.66619342682312
low3,11,5,19319201,38.638402,49,0.0003116572247762423,0.00702878817803436,0.007340445402810603,0.04245753597689195,-13.532032563930876
low3,12,6,20819566,41.639132,49,0.00032916961646284483,0.007412585563088182,0.007741755179551027,0.042518732358304126,-13.52549977989163
low3,13,7,22319932,44.639864,49,0.00028044484255353207,0.007231792549955396,0.007512237392508929,0.03733173326407213,-14.113985019023986
low3,14,8,23820297,47.640594,49,0.0002942203922888084,0.0072001624754678235,0.007494382867756632,0.03925878854610484,-13.886695264277353
low3,15,9,25320663,50.641326,49,0.0001509959182344962,0.0070230083898885146,0.007174004308123011,0.021047648112439234,-16.675579797600065
low3,16,10,26821030,53.64206,49,0.0002485335096178235,0.0070098267697453675,0.007258360279363191,0.034240999351389106,-14.503223329315514
low3,17,11,28321392,56.642784,49,0.00028837836391515446,0.0076816587194172194,0.007970037083332373,0.036182813316921206,-14.254923348550165
