dataset,target_snr_db,seed_count,packet_count_total,center_argmax_symbol_ser,multi_offset_argmax_symbol_ser,legacy_phase_line_symbol_ser,savaux_hard_symbol_ser,savaux_phase_symbol_ser,savaux_guarded_symbol_ser
mean_of_datasets,-26.0,5,140,0.9363339517625231,0.7775732838589982,0.6041855287569573,0.41397155225726656,0.3934743351886209,0.4135905998763142
mean_of_datasets,-25.0,5,140,0.9015163883735312,0.6611601731601732,0.4434706246134817,0.2694446505875078,0.2533481756338899,0.2651082251082251
mean_of_datasets,-24.0,5,140,0.8468967223252937,0.5065875077303648,0.2910204081632653,0.16136549165120592,0.15244774273345701,0.15708101422387136
mean_of_datasets,-23.0,5,140,0.767495361781076,0.3434063079777365,0.17821645021645022,0.08792578849721706,0.08346320346320346,0.0839678416821274
mean_of_datasets,-22.0,5,140,0.6632133580705009,0.21221273964131102,0.1005021645021645,0.057459492888064324,0.05617316017316017,0.05597526283240569
