dataset,target_snr_db,seed_count,packet_count_total,center_argmax_symbol_ser,multi_offset_argmax_symbol_ser,legacy_phase_line_symbol_ser,savaux_hard_symbol_ser,savaux_phase_symbol_ser,savaux_guarded_symbol_ser,loratrimmer_symbol_ser,loratrimmer_raw_ser,loratrimmer_seed_count
0_0_0_10_14_16,-26.0,5,55,0.9418181818181818,0.7911688311688311,0.6083116883116884,0.40779220779220776,0.38597402597402597,0.40779220779220776,0.5329870129870129,0.5329870129870129,5
0_0_0_10_14_16,-25.0,5,55,0.9096103896103896,0.668051948051948,0.43220779220779215,0.2472727272727273,0.21506493506493504,0.24103896103896102,0.37506493506493505,0.37506493506493505,5
0_0_0_10_14_16,-24.0,5,55,0.8535064935064935,0.5101298701298702,0.24571428571428564,0.12311688311688311,0.09922077922077921,0.11532467532467532,0.22389610389610387,0.22389610389610387,5
0_0_0_10_14_16,-23.0,5,55,0.7677922077922077,0.34025974025974026,0.12207792207792205,0.03896103896103896,0.02753246753246753,0.031168831168831172,0.10285714285714284,0.10285714285714284,5
0_0_0_10_14_16,-22.0,5,55,0.6644155844155843,0.1854545454545454,0.04779220779220779,0.01090909090909091,0.006233766233766235,0.007272727272727273,0.03584415584415585,0.03584415584415585,5
