packet_index,event_index,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,header_start_sample,grlora_event_index,grlora_preamble_ref_bin,grlora_preamble_ref_signed_bin,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_valid,grlora_framesync_valid,grlora_branch_sample_phase,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample
0,0,1,21006,160270,169486,170826,0,3737,-359,359,1436,22442,161706,170922,22441,170826,0.0,0,32,32,24,32,24,32,0,0,-47,-47,-47.0,28,0.4468783097121587,0.0554656159105407,0.1495390107359181,0.1495390107359181,1,-24,-48,-23.553121690287842,-2875.1369250839653,-0.006036785341984786,-0.024147141367939145,-5.895298185532018e-06,125000.7369122732,-0.043638120207595055,-0.0692944579110304,0,24,32,0,1,-0.0692944579110304,0.0,0,28,28,1,1,0|1|2|3,1|1|1|1,1|1|1|1,0.4471552588304904|0.4470254107184963|0.4468783097121587|0.44728756048742785,-0.4325839772160407|-0.16793340836633405|0.0554656159105407|0.30430761617218804,-0.3513315993378683|-0.10018687295145391|0.1495390107359181|0.39952694839097375,-0.3513315993378683|-0.10018687295145391|0.1495390107359181|0.39952694839097375,-1|0|1|2,-24|-24|-24|-24,-48|-48|-48|-48,-23.55284474116951|-23.552974589281504|-23.553121690287842|-23.55271243951257,-2875.1031178185435|-2875.1189684181522|-2875.1369250839653|-2875.086967713937,-0.006036714358511767|-0.006036747639245823|-0.006036785341984786|-0.006036680448921615,-0.024146857434047066|-0.024146990556983293|-0.024147141367939145|-0.02414672179568646,-5.895228865734147e-06|-5.895261366450999e-06|-5.895298185532018e-06|-5.895195750900015e-06,125000.73690360822|125000.7369076708|125000.7369122732|125000.73689946886,0.45549354118975516|-0.29336279740732024|-0.043638120207595055|0.20635317402548203,0.4298375051660802|-0.319018974874115|-0.0692944579110304|0.1806972821175652,2|-1|0|1,23|24|24|24,31|32|32|32,-1|0|0|0,1|1|1|1,-0.07016249483391979|-0.06901897487411501|-0.0692944579110304|-0.0693027178824348,22441|22441|22441|22441,170826|170826|170826|170826
