phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,0,10,73,73,0.1836844532549769,0.05386232358473923,3.4102586191996376,False
1,4096,10,32680,-88,0.1881993674060142,0.0538708392811122,3.4935295220469915,False
2,8192,10,2657,2657,0.19149786700372776,0.0542852372452169,3.52762328621122,False
3,12288,10,3359,3359,0.1750198922549045,0.054509469286219664,3.210816295713791,False
4,16384,10,43,43,0.17676801174236914,0.05424675340759686,3.2585915402932497,False
5,20480,10,2376,2376,0.18903331792745856,0.05474565025440696,3.4529376680888286,False
6,24576,10,28842,-3926,341.3803247490108,0.05361284342842186,6367.51015089855,False
7,28672,10,28843,-3925,1279.4069693484212,0.05386357966560196,23752.728231047528,False
8,32768,10,28843,-3925,2647.580232784845,0.05464919485676944,48446.82963260322,False
9,36864,10,28844,-3924,4334.909575590389,0.05555313541775381,78031.77161815115,False
10,40960,10,28844,-3924,6139.817354456794,0.055771251129946776,110089.2884785935,True
11,45056,10,28844,-3924,7870.274239643214,0.05579132614219864,141066.2693262351,True
12,49152,10,28844,-3924,9477.27485853016,0.05646872285922498,167832.28624023873,True
13,53248,10,28844,-3924,10852.377371457254,0.05697905401912028,190462.5753845537,True
14,57344,10,28844,-3924,10827.833847807153,0.05817863444690578,186113.57847679817,True
15,61440,10,28844,-3924,10866.959391588209,0.05867508110371517,185205.69869140134,True
16,65536,10,28844,-3924,10869.080334214703,0.05751307817215588,188984.5002154103,True
17,69632,10,28844,-3924,10890.252234463915,0.05892474264272633,184816.2884731446,True
18,73728,10,28844,-3924,10880.623053294938,0.05918859972365291,183829.70883068265,True
19,77824,10,28844,-3924,10860.349388467184,0.05874990777621662,184857.30105032973,True
20,81920,10,28844,-3924,10873.431417997688,0.058000517552163754,187471.28261775392,True
21,86016,10,28844,-3924,10828.656362696955,0.05783448407898467,187235.2893804367,True
22,90112,10,28844,-3924,10795.835596416095,0.05859538359705935,184243.79078487493,True
23,94208,10,28844,-3924,10750.550596428555,0.05923886896731244,181477.9853808591,True
24,98304,10,28844,-3924,10705.464750317504,0.06091433749943269,175746.2231353531,True
25,102400,10,28844,-3924,10688.573166099482,0.05990366621959949,178429.36569051523,True
26,106496,10,28844,-3924,10631.37954641986,0.05884295490611792,180673.78776918817,True
27,110592,10,28844,-3924,10613.87606004033,0.05901390954137358,179853.8029851951,True
28,114688,10,28844,-3924,10533.901452747667,0.05996280491726386,175673.9276503534,True
29,118784,10,28844,-3924,10467.368884218024,0.060337750554808424,173479.60087955018,True
30,122880,10,28835,-3933,10452.555271679226,0.0589876137724198,177199.15424967426,True
31,126976,10,28835,-3933,10536.011053428258,0.05722580891898756,184112.92478789936,True
32,131072,10,28835,-3933,10597.921205082415,0.05543741223209685,191169.11808063235,True
33,135168,10,28835,-3933,10711.007208965775,0.055848721145312544,191786.0783436178,True
34,139264,10,28835,-3933,10786.707674459227,0.05688522736408934,189622.30045104274,True
35,143360,10,28835,-3933,10871.014642788321,0.05692382587875218,190974.77154721814,True
36,147456,10,28835,-3933,10924.967942076975,0.056744469207963597,192529.21200192935,True
37,151552,10,28835,-3933,10965.970619611457,0.056795078770258765,193079.59170141837,True
38,155648,10,28835,-3933,9045.532541658875,0.057569488205557934,157123.72688395015,True
39,159744,10,4259,4259,7317.397044126908,0.05926102244732409,123477.40119791542,True
40,163840,10,4259,4259,5808.567804170545,0.06332296074709529,91729.25169069882,False
41,167936,10,4267,4267,4559.471517384149,0.06251912786457403,72929.22459284237,False
42,172032,10,4267,4267,3288.1225715212645,0.06236073464219233,52727.45086130802,False
43,176128,10,4267,4267,2041.6884851026418,0.06217346694583835,32838.581880615304,False
