dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,structured_path_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,structured_gain_vs_traditional_fft,savaux_gain_vs_current,structured_gain_vs_current,structured_gain_vs_savaux,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,structured_path_crc_valid,path_override_count,path_fix_count,path_break_count,mean_path_ratio,mode_best_path_name,winner_by_symbol_ser
0_0_0_10_14_16,-24.0,11,8,11,33,35,0.8571428571428571,0.37142857142857144,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.7428571428571428,0.7999999999999999,0.7999999999999999,0.05714285714285714,0.05714285714285714,0.0,0,0,0,0,0,0,0,0,2.6468978036071213,piece1of2_23,savaux_paper
0_0_0_10_14_16,-24.0,12,9,12,33,35,0.7714285714285715,0.2857142857142857,0.08571428571428572,0.0,0.0,0.6857142857142857,0.7714285714285715,0.7714285714285715,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,0,0,0,2.4132209924818784,linear_a3_b3,savaux_paper
0_0_0_10_14_16,-24.0,13,10,13,33,35,0.8285714285714286,0.34285714285714286,0.0,0.0,0.0,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.0,0.0,0.0,0,0,1,1,1,0,0,0,2.6771890894515376,linear_a2_b2,current_selected
0_0_0_10_14_16,-25.0,1,0,1,33,35,0.9714285714285714,0.8,0.6,0.4,0.4,0.37142857142857144,0.5714285714285714,0.5714285714285714,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,0,0,0,2.730511572608189,piece1of2_31,savaux_paper
0_0_0_10_14_16,-25.0,2,1,2,33,35,0.8857142857142857,0.7428571428571429,0.5142857142857142,0.42857142857142855,0.42857142857142855,0.37142857142857144,0.45714285714285713,0.45714285714285713,0.08571428571428569,0.08571428571428569,0.0,0,0,0,0,0,0,0,0,2.9133967454409717,linear_a3_b3,savaux_paper
0_0_0_10_14_16,-25.0,3,2,3,33,35,0.9714285714285714,0.6571428571428571,0.5142857142857142,0.37142857142857144,0.4,0.4571428571428572,0.6,0.5714285714285714,0.1428571428571428,0.11428571428571421,-0.02857142857142858,0,0,0,0,0,1,0,1,2.758488918806584,piece1of2_31,savaux_paper
0_0_0_10_14_16,-25.0,5,3,5,33,35,0.9428571428571428,0.6,0.45714285714285713,0.3142857142857143,0.3142857142857143,0.4857142857142857,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,2.7061220814303635,linear_a3_b0,savaux_paper
0_0_0_10_14_16,-25.0,6,4,6,33,35,0.9142857142857143,0.6571428571428571,0.4857142857142857,0.22857142857142856,0.22857142857142856,0.42857142857142855,0.6857142857142857,0.6857142857142857,0.2571428571428571,0.2571428571428571,0.0,0,0,0,0,0,0,0,0,2.640043251179417,linear_a1_b1,savaux_paper
0_0_0_10_14_16,-25.0,8,5,8,33,35,0.9142857142857143,0.7428571428571429,0.6,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.6,0.6,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,1,0,0,2.8378752273909758,linear_a1_b3,savaux_paper
0_0_0_10_14_16,-25.0,9,6,9,33,35,1.0,0.8,0.5428571428571428,0.2571428571428571,0.22857142857142856,0.4571428571428572,0.7428571428571429,0.7714285714285715,0.2857142857142857,0.3142857142857143,0.028571428571428553,0,0,0,0,0,1,1,0,2.6939961490812543,piece1of2_23,structured_path
0_0_0_10_14_16,-25.0,10,7,10,33,35,0.8857142857142857,0.7428571428571429,0.6285714285714286,0.2571428571428571,0.3142857142857143,0.2571428571428571,0.6285714285714286,0.5714285714285714,0.37142857142857144,0.3142857142857143,-0.05714285714285716,0,0,0,0,0,2,0,2,2.9882796707108734,piece3of4_21,savaux_paper
0_0_0_10_14_16,-25.0,11,8,11,33,35,0.8857142857142857,0.5142857142857142,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.6285714285714286,0.7999999999999999,0.7999999999999999,0.1714285714285714,0.1714285714285714,0.0,0,0,0,0,0,0,0,0,2.818379874059974,piece1of2_23,savaux_paper
0_0_0_10_14_16,-25.0,12,9,12,33,35,0.8285714285714286,0.37142857142857144,0.2,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.8,0.8,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,0,0,0,2.5571405844753934,linear_a3_b1,savaux_paper
0_0_0_10_14_16,-25.0,13,10,13,33,35,0.8571428571428571,0.5142857142857142,0.2571428571428571,0.05714285714285714,0.05714285714285714,0.6,0.7999999999999999,0.7999999999999999,0.19999999999999998,0.19999999999999998,0.0,0,0,0,0,0,0,0,0,2.839626255194502,linear_a2_b2,savaux_paper
0_0_0_10_14_16,-26.0,1,0,1,33,35,0.9714285714285714,0.8285714285714286,0.7142857142857143,0.45714285714285713,0.45714285714285713,0.2571428571428571,0.5142857142857142,0.5142857142857142,0.2571428571428572,0.2571428571428572,0.0,0,0,0,0,0,0,0,0,2.8405534332591458,piece1of2_31,savaux_paper
0_0_0_10_14_16,-26.0,2,1,2,33,35,0.9142857142857143,0.8285714285714286,0.7428571428571429,0.6571428571428571,0.6285714285714286,0.17142857142857137,0.2571428571428571,0.2857142857142857,0.08571428571428574,0.11428571428571432,0.02857142857142858,0,0,0,0,0,1,1,0,2.9809763756402226,linear_a3_b3,structured_path
0_0_0_10_14_16,-26.0,3,2,3,33,35,1.0,0.8,0.6285714285714286,0.5142857142857142,0.5428571428571428,0.37142857142857144,0.48571428571428577,0.4571428571428572,0.11428571428571432,0.08571428571428574,-0.02857142857142858,0,0,0,0,0,1,0,1,2.888098600271564,piece1of2_31,savaux_paper
0_0_0_10_14_16,-26.0,5,3,5,33,35,1.0,0.7428571428571429,0.5428571428571428,0.4857142857142857,0.45714285714285713,0.4571428571428572,0.5142857142857142,0.5428571428571429,0.057142857142857106,0.08571428571428569,0.02857142857142858,0,0,0,0,0,2,1,0,2.7839038652585772,linear_a3_b0,structured_path
0_0_0_10_14_16,-26.0,6,4,6,33,35,0.9142857142857143,0.7428571428571429,0.6,0.4,0.4,0.3142857142857143,0.5142857142857142,0.5142857142857142,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,0,0,0,2.778996974679114,period2_03,savaux_paper
0_0_0_10_14_16,-26.0,8,5,8,33,35,0.9428571428571428,0.8285714285714286,0.6285714285714286,0.5428571428571428,0.5428571428571428,0.3142857142857143,0.4,0.4,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,0,0,2.95716507043772,linear_a3_b1,savaux_paper
0_0_0_10_14_16,-26.0,9,6,9,33,35,1.0,0.8571428571428571,0.6857142857142857,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.6285714285714286,0.6285714285714286,0.3142857142857143,0.3142857142857143,0.0,0,0,0,0,0,0,0,0,2.7479842994744543,piece1of2_30,savaux_paper
0_0_0_10_14_16,-26.0,10,7,10,33,35,0.9142857142857143,0.8285714285714286,0.6571428571428571,0.4857142857142857,0.5142857142857142,0.2571428571428571,0.42857142857142855,0.4,0.17142857142857143,0.1428571428571429,-0.028571428571428525,0,0,0,0,0,1,0,1,3.1483132542763315,piece1of2_21,savaux_paper
0_0_0_10_14_16,-26.0,11,8,11,33,35,0.9142857142857143,0.6571428571428571,0.42857142857142855,0.2,0.2,0.4857142857142857,0.7142857142857142,0.7142857142857142,0.22857142857142854,0.22857142857142854,0.0,0,0,0,0,0,0,0,0,2.9498415964361184,piece1of2_23,savaux_paper
0_0_0_10_14_16,-26.0,12,9,12,33,35,0.9428571428571428,0.6,0.37142857142857144,0.08571428571428572,0.08571428571428572,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,0,0,0,2.6766553855800304,linear_a3_b1,savaux_paper
0_0_0_10_14_16,-26.0,13,10,13,33,35,0.8857142857142857,0.6571428571428571,0.5142857142857142,0.2,0.2,0.37142857142857144,0.6857142857142857,0.6857142857142857,0.3142857142857142,0.3142857142857142,0.0,0,0,0,0,0,0,0,0,3.062059365029398,linear_a2_b2,savaux_paper
0_0_0_10_14_32,-22.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.8857142857142857,0.02857142857142858,0.11428571428571432,0.11428571428571432,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,0,0,0,2.9088903752473034,piece1of4_20,savaux_paper
0_0_0_10_14_32,-22.0,2,1,2,33,35,0.6,0.08571428571428572,0.08571428571428572,0.0,0.0,0.5142857142857142,0.6,0.6,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,0,0,0,2.113605757627262,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-22.0,3,2,3,33,35,0.6571428571428571,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.0,0.0,0,0,1,1,1,1,0,0,2.258457181317381,piece1of2_30,current_selected
0_0_0_10_14_32,-22.0,4,3,4,33,35,0.5142857142857142,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.48571428571428565,0.48571428571428565,0.48571428571428565,0.0,0.0,0.0,0,0,0,1,1,0,0,0,2.260664567863515,linear_a2_b3,current_selected
0_0_0_10_14_32,-22.0,5,4,5,33,35,0.5428571428571428,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.48571428571428565,0.48571428571428565,0.48571428571428565,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.269091938776223,linear_a2_b0,current_selected
0_0_0_10_14_32,-22.0,6,5,6,33,35,0.5428571428571428,0.08571428571428572,0.05714285714285714,0.0,0.0,0.48571428571428565,0.5428571428571428,0.5428571428571428,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,0,0,0,2.2577368154753668,linear_a3_b3,savaux_paper
0_0_0_10_14_32,-22.0,7,6,7,33,35,0.6,0.02857142857142857,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0,0,1,1,1,0,0,0,2.2325719210386747,linear_a2_b1,current_selected
0_0_0_10_14_32,-23.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,1.0,1.0,0.02857142857142858,0.0,0.0,-0.02857142857142858,-0.02857142857142858,0.0,0,0,0,0,0,1,0,0,2.8886187049947303,linear_a1_b2,multi_offset_argmax
0_0_0_10_14_32,-23.0,2,1,2,33,35,0.8,0.34285714285714286,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.7714285714285715,0.7714285714285715,0.14285714285714285,0.14285714285714285,0.0,0,0,0,1,1,0,0,0,2.2775724873078977,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-23.0,3,2,3,33,35,0.8,0.34285714285714286,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.0,0.0,0.0,0,0,0,0,0,1,0,0,2.4034220075144055,piece1of2_30,current_selected
0_0_0_10_14_32,-23.0,4,3,4,33,35,0.6571428571428571,0.2857142857142857,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.5428571428571428,0.6,0.6,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,0,0,0,2.406021171674844,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-23.0,5,4,5,33,35,0.8285714285714286,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.6857142857142857,0.7714285714285715,0.7714285714285715,0.08571428571428572,0.08571428571428572,0.0,0,0,0,0,0,0,0,0,2.396218408416257,linear_a2_b0,savaux_paper
0_0_0_10_14_32,-23.0,6,5,6,33,35,0.6,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.45714285714285713,0.5428571428571428,0.5428571428571428,0.08571428571428572,0.08571428571428572,0.0,0,0,0,0,0,0,0,0,2.3421354445458764,linear_a3_b3,savaux_paper
0_0_0_10_14_32,-23.0,7,6,7,33,35,0.7142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.0,0.6285714285714286,0.7142857142857143,0.7142857142857143,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,0,0,0,2.371686115549236,linear_a2_b1,savaux_paper
0_0_0_10_14_32,-24.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,1.0,1.0,0.02857142857142858,0.0,0.0,-0.02857142857142858,-0.02857142857142858,0.0,0,0,0,0,0,1,0,0,2.8876954638229004,linear_a1_b2,multi_offset_argmax
0_0_0_10_14_32,-24.0,2,1,2,33,35,0.8857142857142857,0.5714285714285714,0.3142857142857143,0.02857142857142857,0.02857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0,0,0,1,1,0,0,0,2.4090627852649953,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-24.0,3,2,3,33,35,0.9142857142857143,0.42857142857142855,0.2,0.11428571428571428,0.11428571428571428,0.7142857142857142,0.7999999999999999,0.7999999999999999,0.08571428571428573,0.08571428571428573,0.0,0,0,0,0,0,1,0,0,2.5304086854741503,piece1of2_30,savaux_paper
0_0_0_10_14_32,-24.0,4,3,4,33,35,0.8,0.37142857142857144,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.5428571428571429,0.6571428571428573,0.6571428571428573,0.11428571428571427,0.11428571428571427,0.0,0,0,0,0,0,0,0,0,2.5261887817477184,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-24.0,5,4,5,33,35,0.9428571428571428,0.5428571428571428,0.45714285714285713,0.11428571428571428,0.11428571428571428,0.4857142857142857,0.8285714285714285,0.8285714285714285,0.34285714285714286,0.34285714285714286,0.0,0,0,0,0,0,0,0,0,2.548001970427912,linear_a2_b0,savaux_paper
0_0_0_10_14_32,-24.0,6,5,6,33,35,0.6857142857142857,0.42857142857142855,0.22857142857142856,0.08571428571428572,0.08571428571428572,0.4571428571428572,0.6,0.6,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,2.4758102661262904,linear_a3_b3,savaux_paper
0_0_0_10_14_32,-24.0,7,6,7,33,35,0.8571428571428571,0.4,0.2571428571428571,0.02857142857142857,0.02857142857142857,0.6,0.8285714285714285,0.8285714285714285,0.22857142857142854,0.22857142857142854,0.0,0,0,0,1,1,0,0,0,2.5226301192828577,linear_a2_b1,savaux_paper
0_0_0_10_14_32,-25.0,0,0,0,33,35,1.0,0.9714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,2.886858170701197,linear_a1_b2,multi_offset_argmax
0_0_0_10_14_32,-25.0,2,1,2,33,35,0.9142857142857143,0.7142857142857143,0.4857142857142857,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.0,0,0,0,0,0,0,0,0,2.575967827494964,linear_a1_b2,savaux_paper
0_0_0_10_14_32,-25.0,3,2,3,33,35,0.9142857142857143,0.6,0.37142857142857144,0.2,0.2,0.5428571428571428,0.7142857142857142,0.7142857142857142,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,1,0,0,2.654611853502244,piece1of2_30,savaux_paper
0_0_0_10_14_32,-25.0,4,3,4,33,35,0.9142857142857143,0.5142857142857142,0.4,0.2,0.2,0.5142857142857142,0.7142857142857142,0.7142857142857142,0.2,0.2,0.0,0,0,0,0,0,0,0,0,2.6765872884241366,period2_30,savaux_paper
0_0_0_10_14_32,-25.0,5,4,5,33,35,0.9714285714285714,0.7142857142857143,0.5428571428571428,0.22857142857142856,0.22857142857142856,0.4285714285714286,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.0,0,0,0,0,0,0,0,0,2.7616569955801813,linear_a2_b0,savaux_paper
0_0_0_10_14_32,-25.0,6,5,6,33,35,0.7428571428571429,0.5714285714285714,0.37142857142857144,0.2,0.2,0.37142857142857144,0.5428571428571429,0.5428571428571429,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,0,0,0,2.5347541668317817,linear_a1_b0,savaux_paper
0_0_0_10_14_32,-25.0,7,6,7,33,35,0.8857142857142857,0.6285714285714286,0.37142857142857144,0.2,0.2,0.5142857142857142,0.6857142857142857,0.6857142857142857,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,0,0,0,2.643638060370437,linear_a2_b1,savaux_paper
0_0_0_10_14_32,-26.0,0,0,0,33,35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,2.8775027402357187,linear_a1_b2,traditional_fft
0_0_0_10_14_32,-26.0,2,1,2,33,35,0.9714285714285714,0.7428571428571429,0.6,0.2571428571428571,0.2571428571428571,0.37142857142857144,0.7142857142857143,0.7142857142857143,0.34285714285714286,0.34285714285714286,0.0,0,0,0,0,0,0,0,0,2.659424657613057,piece1of2_21,savaux_paper
0_0_0_10_14_32,-26.0,3,2,3,33,35,0.9714285714285714,0.7428571428571429,0.5428571428571428,0.37142857142857144,0.37142857142857144,0.4285714285714286,0.6,0.6,0.17142857142857137,0.17142857142857137,0.0,0,0,0,0,0,1,0,0,2.753672064834629,piece3of4_10,savaux_paper
0_0_0_10_14_32,-26.0,4,3,4,33,35,0.9428571428571428,0.6,0.5428571428571428,0.4,0.4,0.4,0.5428571428571428,0.5428571428571428,0.1428571428571428,0.1428571428571428,0.0,0,0,0,0,0,1,0,0,2.834197805929945,period2_10,savaux_paper
0_0_0_10_14_32,-26.0,5,4,5,33,35,1.0,0.8857142857142857,0.6571428571428571,0.42857142857142855,0.42857142857142855,0.34285714285714286,0.5714285714285714,0.5714285714285714,0.2285714285714286,0.2285714285714286,0.0,0,0,0,0,0,0,0,0,2.874635746731722,piece1of4_30,savaux_paper
0_0_0_10_14_32,-26.0,6,5,6,33,35,0.8285714285714286,0.6,0.5714285714285714,0.3142857142857143,0.3142857142857143,0.25714285714285723,0.5142857142857143,0.5142857142857143,0.2571428571428571,0.2571428571428571,0.0,0,0,0,0,0,1,0,0,2.6880029708460436,linear_a1_b0,savaux_paper
0_0_0_10_14_32,-26.0,7,6,7,33,35,0.8857142857142857,0.6857142857142857,0.5714285714285714,0.34285714285714286,0.34285714285714286,0.3142857142857143,0.5428571428571428,0.5428571428571428,0.22857142857142854,0.22857142857142854,0.0,0,0,0,0,0,0,0,0,2.7719141338165376,linear_a2_b1,savaux_paper
