dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_evidence_top40_raw,gt_in_actual_viterbi_candidates_raw,evidence_topk_size,actual_viterbi_candidate_count,effective_top_l,pre_hard_anchor_count,hard_anchor_rmse_pi,raw_category,symbol_category
0_0_0_10_14_16,-25.0,42,9,12,597,895,895,596,894,894,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,13,562,562,562,561,561,561,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,14,478,478,478,477,477,477,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,15,267,267,267,266,266,266,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,16,917,917,917,916,916,916,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,17,656,612,612,655,611,611,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,18,889,111,1006,888,110,1005,0,0,40,40,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,19,510,510,510,509,509,509,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,20,860,860,860,859,859,859,1,1,40,40,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,21,553,553,553,552,552,552,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,22,629,961,629,628,960,628,1,1,40,40,40,29,0.3322314695951518,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-25.0,42,9,23,759,759,759,758,758,758,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,24,874,849,849,873,848,848,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,25,720,720,720,719,719,719,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,26,314,446,313,313,445,312,1,1,40,40,40,29,0.3322314695951518,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,9,27,602,602,602,601,601,601,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,28,7,7,7,6,6,6,1,1,40,40,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,29,610,610,610,609,609,609,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,30,794,603,603,793,602,602,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,31,905,290,290,904,289,289,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,32,741,741,741,740,740,740,1,1,40,1,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,9,33,580,565,565,579,564,564,1,0,40,1,40,29,0.3322314695951518,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,9,34,89,89,89,88,88,88,1,1,40,40,40,29,0.3322314695951518,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,0,803,803,803,802,802,802,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,1,826,490,131,825,489,130,1,1,40,40,40,26,0.24336011548555875,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,10,2,922,922,922,921,921,921,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,3,691,691,691,690,690,690,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,4,107,107,107,106,106,106,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,5,468,5,562,467,4,561,0,0,40,40,40,26,0.24336011548555875,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,10,6,89,89,89,88,88,88,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,7,713,713,713,712,712,712,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,8,865,865,865,864,864,864,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,9,492,492,492,491,491,491,1,1,40,40,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,10,765,765,765,764,764,764,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,11,1023,632,632,1022,631,631,1,0,40,1,40,26,0.24336011548555875,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,10,12,597,597,597,596,596,596,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,13,562,562,562,561,561,561,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,14,478,478,478,477,477,477,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,15,267,267,267,266,266,266,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,16,917,917,917,916,916,916,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,17,656,656,656,655,655,655,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,18,889,889,889,888,888,888,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,19,510,510,510,509,509,509,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,20,860,860,860,859,859,859,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,21,553,553,553,552,552,552,1,1,40,40,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,22,629,911,911,628,910,910,1,0,40,1,40,26,0.24336011548555875,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,10,23,759,759,759,758,758,758,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,24,874,814,66,873,813,65,1,1,40,40,40,26,0.24336011548555875,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,10,25,720,720,720,719,719,719,1,1,40,40,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,26,314,159,314,313,158,313,1,1,40,40,40,26,0.24336011548555875,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-25.0,42,10,27,602,947,947,601,946,946,0,0,40,1,40,26,0.24336011548555875,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,10,28,7,782,782,6,781,781,1,0,40,1,40,26,0.24336011548555875,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,10,29,610,610,610,609,609,609,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,30,826,805,474,825,804,473,1,1,40,40,40,26,0.24336011548555875,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,10,31,904,904,904,903,903,903,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,32,760,760,760,759,759,759,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,33,577,577,577,576,576,576,1,1,40,40,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,10,34,930,930,930,929,929,929,1,1,40,1,40,26,0.24336011548555875,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,0,222,222,222,221,221,221,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,1,711,711,711,710,710,710,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,2,871,871,871,870,870,870,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,3,691,691,691,690,690,690,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,4,86,86,86,85,85,85,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,5,468,818,818,467,817,817,1,1,40,40,40,30,0.8098348529100386,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,11,6,89,89,89,88,88,88,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,7,713,713,713,712,712,712,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,8,865,865,865,864,864,864,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,9,492,492,492,491,491,491,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,10,765,765,765,764,764,764,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,11,1023,1023,1023,1022,1022,1022,1,1,40,40,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,12,597,597,597,596,596,596,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,13,562,562,562,561,561,561,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,14,478,478,478,477,477,477,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,15,267,267,267,266,266,266,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,16,917,917,917,916,916,916,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,17,656,656,656,655,655,655,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,18,889,853,853,888,852,852,1,1,40,40,40,30,0.8098348529100386,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,11,19,510,510,510,509,509,509,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,20,860,860,860,859,859,859,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,21,553,553,553,552,552,552,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,22,629,629,629,628,628,628,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,23,759,759,759,758,758,758,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,24,874,874,874,873,873,873,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,25,720,722,722,719,721,721,1,0,40,1,40,30,0.8098348529100386,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,11,26,314,314,314,313,313,313,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,27,602,602,602,601,601,601,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,28,7,7,7,6,6,6,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,29,610,610,610,609,609,609,1,1,40,40,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,30,823,823,823,822,822,822,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,31,905,905,905,904,904,904,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,32,748,748,748,747,747,747,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,33,586,586,586,585,585,585,1,1,40,1,40,30,0.8098348529100386,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,11,34,93,689,689,92,688,688,1,1,40,40,40,30,0.8098348529100386,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,12,0,803,803,803,802,802,802,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,1,711,711,711,710,710,710,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,2,871,871,871,870,870,870,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,3,691,691,691,690,690,690,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,4,107,107,107,106,106,106,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,5,468,468,468,467,467,467,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,6,89,89,89,88,88,88,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,7,713,713,713,712,712,712,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,8,865,865,865,864,864,864,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,9,492,492,492,491,491,491,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,10,765,765,765,764,764,764,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,11,1023,1023,1023,1022,1022,1022,1,1,40,40,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,12,597,597,597,596,596,596,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,13,562,562,562,561,561,561,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,14,478,478,478,477,477,477,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,15,267,267,267,266,266,266,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,16,917,415,415,916,414,414,1,0,40,1,40,31,0.5641805500345494,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,12,17,656,656,656,655,655,655,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,18,889,889,889,888,888,888,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,19,510,510,510,509,509,509,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,20,860,860,860,859,859,859,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,21,553,553,553,552,552,552,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,22,629,629,629,628,628,628,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,23,759,759,759,758,758,758,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,24,874,874,874,873,873,873,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,25,720,720,720,719,719,719,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,26,314,314,314,313,313,313,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,27,602,602,602,601,601,601,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,28,7,7,7,6,6,6,1,1,40,40,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,29,610,610,610,609,609,609,1,1,40,40,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,30,791,791,791,790,790,790,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,31,904,904,904,903,903,903,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,32,761,652,652,760,651,651,1,1,40,40,40,31,0.5641805500345494,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,12,33,587,587,587,586,586,586,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,12,34,934,934,934,933,933,933,1,1,40,1,40,31,0.5641805500345494,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,0,222,222,222,221,221,221,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,1,826,826,826,825,825,825,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,2,871,184,1013,870,183,1012,1,1,40,40,40,32,0.22740881349194914,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-25.0,42,13,3,691,691,691,690,690,690,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,4,107,107,107,106,106,106,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,5,468,468,468,467,467,467,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,6,89,89,89,88,88,88,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,7,713,713,713,712,712,712,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,8,865,865,865,864,864,864,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,9,492,492,492,491,491,491,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,10,765,765,765,764,764,764,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,12,597,597,597,596,596,596,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,13,562,562,562,561,561,561,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,14,478,478,478,477,477,477,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,15,267,267,267,266,266,266,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,16,917,917,917,916,916,916,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,17,656,656,656,655,655,655,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,18,889,516,516,888,515,515,1,0,40,1,40,32,0.22740881349194914,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-25.0,42,13,19,510,510,510,509,509,509,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,20,860,860,860,859,859,859,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,21,553,553,553,552,552,552,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,22,629,629,629,628,628,628,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,23,759,759,759,758,758,758,1,1,40,40,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,24,874,874,874,873,873,873,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,25,720,720,720,719,719,719,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,26,314,314,314,313,313,313,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,27,602,602,602,601,601,601,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,42,13,28,7,7,7,6,6,6,1,1,40,1,40,32,0.22740881349194914,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
