dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_evidence_top40_raw,gt_in_actual_viterbi_candidates_raw,evidence_topk_size,actual_viterbi_candidate_count,effective_top_l,pre_hard_anchor_count,hard_anchor_rmse_pi,raw_category,symbol_category
0_0_0_10_14_16,-24.0,45,9,15,267,267,267,266,266,266,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,16,917,196,196,916,195,195,1,1,40,40,40,27,0.24744144092455064,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-24.0,45,9,17,656,656,656,655,655,655,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,18,889,889,889,888,888,888,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,19,510,997,436,509,996,435,1,1,40,40,40,27,0.24744144092455064,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-24.0,45,9,20,860,860,860,859,859,859,1,1,40,40,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,21,553,553,553,552,552,552,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,22,629,629,629,628,628,628,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,23,759,759,759,758,758,758,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,24,874,874,874,873,873,873,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,25,720,720,720,719,719,719,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,26,314,314,314,313,313,313,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,27,602,602,602,601,601,601,1,1,40,3,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,28,7,7,7,6,6,6,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,29,610,610,610,609,609,609,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,30,794,794,794,793,793,793,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,31,905,905,905,904,904,904,1,1,40,40,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,32,741,741,741,740,740,740,1,1,40,1,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,33,580,580,580,579,579,579,1,1,40,40,40,27,0.24744144092455064,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,9,34,89,486,486,88,485,485,1,0,40,1,40,27,0.24744144092455064,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-24.0,45,10,0,803,803,803,802,802,802,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,1,826,763,763,825,762,762,1,0,40,1,40,31,0.24113467493945454,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-24.0,45,10,2,922,922,922,921,921,921,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,3,691,691,691,690,690,690,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,4,107,107,107,106,106,106,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,5,468,468,468,467,467,467,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,6,89,89,89,88,88,88,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,7,713,713,713,712,712,712,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,8,865,865,865,864,864,864,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,9,492,492,492,491,491,491,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,10,765,765,765,764,764,764,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,12,597,597,597,596,596,596,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,13,562,562,562,561,561,561,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,14,478,478,478,477,477,477,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,15,267,267,267,266,266,266,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,16,917,917,917,916,916,916,1,1,40,3,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,17,656,656,656,655,655,655,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,18,889,889,889,888,888,888,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,19,510,510,510,509,509,509,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,20,860,421,421,859,420,420,1,0,40,1,40,31,0.24113467493945454,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-24.0,45,10,21,553,553,553,552,552,552,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,22,629,629,629,628,628,628,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,23,759,588,759,758,587,758,1,1,40,40,40,31,0.24113467493945454,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-24.0,45,10,24,874,874,874,873,873,873,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,25,720,881,881,719,880,880,1,0,40,1,40,31,0.24113467493945454,D_gt_not_in_viterbi_candidates,D_gt_not_in_viterbi_candidates
0_0_0_10_14_16,-24.0,45,10,26,314,314,314,313,313,313,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,27,602,602,602,601,601,601,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,28,7,7,7,6,6,6,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,29,610,699,610,609,698,609,1,1,40,40,40,31,0.24113467493945454,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-24.0,45,10,30,826,826,826,825,825,825,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,31,904,904,904,903,903,903,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,32,760,760,760,759,759,759,1,1,40,1,40,31,0.24113467493945454,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,10,33,577,569,569,576,568,568,1,1,40,40,40,31,0.24113467493945454,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-24.0,45,10,34,930,613,930,929,612,929,1,1,40,40,40,31,0.24113467493945454,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-24.0,45,11,0,222,222,222,221,221,221,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,1,711,711,711,710,710,710,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,2,871,871,871,870,870,870,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,3,691,43,43,690,42,42,1,1,40,40,40,33,1.273754198941987,E_gt_in_viterbi_candidates_phase_miss,E_gt_in_viterbi_candidates_phase_miss
0_0_0_10_14_16,-24.0,45,11,4,86,86,341,85,85,340,1,1,40,40,40,33,1.273754198941987,C_savaux_ok_phase_break,C_savaux_ok_phase_break
0_0_0_10_14_16,-24.0,45,11,5,468,468,468,467,467,467,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,6,89,89,89,88,88,88,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,7,713,713,713,712,712,712,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,8,865,865,865,864,864,864,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,9,492,492,492,491,491,491,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,10,765,765,765,764,764,764,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,12,597,597,597,596,596,596,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,13,562,562,562,561,561,561,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,14,478,478,478,477,477,477,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,15,267,267,267,266,266,266,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,16,917,917,917,916,916,916,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,17,656,656,656,655,655,655,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,18,889,889,889,888,888,888,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,19,510,510,510,509,509,509,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,20,860,860,860,859,859,859,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,21,553,553,553,552,552,552,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,22,629,629,629,628,628,628,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,23,759,759,759,758,758,758,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,24,874,874,874,873,873,873,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,25,720,720,720,719,719,719,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,26,314,314,314,313,313,313,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,27,602,602,602,601,601,601,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,28,7,7,7,6,6,6,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,29,610,610,610,609,609,609,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,30,823,823,823,822,822,822,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,31,905,905,905,904,904,904,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,32,748,748,748,747,747,747,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,33,586,586,586,585,585,585,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,11,34,93,93,93,92,92,92,1,1,40,1,40,33,1.273754198941987,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,0,803,803,803,802,802,802,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,1,711,711,711,710,710,710,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,2,871,871,871,870,870,870,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,3,691,691,691,690,690,690,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,4,107,107,107,106,106,106,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,5,468,468,468,467,467,467,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,6,89,89,89,88,88,88,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,7,713,713,713,712,712,712,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,8,865,865,865,864,864,864,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,9,492,492,492,491,491,491,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,10,765,765,765,764,764,764,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,12,597,597,597,596,596,596,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,13,562,562,562,561,561,561,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,14,478,478,478,477,477,477,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,15,267,267,267,266,266,266,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,16,917,917,917,916,916,916,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,17,656,656,656,655,655,655,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,18,889,889,889,888,888,888,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,19,510,510,510,509,509,509,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,20,860,860,860,859,859,859,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,21,553,553,553,552,552,552,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,22,629,629,629,628,628,628,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,23,759,759,759,758,758,758,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,24,874,874,874,873,873,873,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,25,720,720,720,719,719,719,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,26,314,314,314,313,313,313,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,27,602,602,602,601,601,601,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,28,7,7,7,6,6,6,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,29,610,610,610,609,609,609,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,30,791,791,791,790,790,790,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,31,904,904,904,903,903,903,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,32,761,761,761,760,760,760,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,33,587,587,587,586,586,586,1,1,40,40,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,12,34,934,934,934,933,933,933,1,1,40,1,40,34,1.2378166800021857,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,0,222,222,222,221,221,221,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,1,826,826,826,825,825,825,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,2,871,871,871,870,870,870,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,3,691,691,691,690,690,690,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,4,107,107,107,106,106,106,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,5,468,468,468,467,467,467,1,1,40,40,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,6,89,89,89,88,88,88,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,7,713,713,713,712,712,712,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,8,865,865,865,864,864,864,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,9,492,492,492,491,491,491,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,10,765,765,765,764,764,764,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,11,1023,1023,1023,1022,1022,1022,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,12,597,597,597,596,596,596,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,13,562,562,562,561,561,561,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,14,478,478,478,477,477,477,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,15,267,267,267,266,266,266,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,16,917,917,917,916,916,916,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,17,656,656,656,655,655,655,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,18,889,889,889,888,888,888,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,19,510,510,510,509,509,509,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,20,860,860,860,859,859,859,1,1,40,40,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,21,553,553,553,552,552,552,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,22,629,629,629,628,628,628,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,23,759,759,759,758,758,758,1,1,40,40,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,24,874,874,874,873,873,873,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,25,720,720,720,719,719,719,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,26,314,314,314,313,313,313,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,27,602,602,602,601,601,601,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,28,7,7,7,6,6,6,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,29,610,610,610,609,609,609,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,30,778,778,778,777,777,777,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,31,921,921,921,920,920,920,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,32,749,749,749,748,748,748,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-24.0,45,13,33,577,577,577,576,576,576,1,1,40,1,40,32,0.2097436761692666,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
