dataset,target_snr_db,seed_count,snr_count,symbol_count,raw_savaux_ser,raw_phase_line_ser,symbol_savaux_ser,symbol_phase_line_ser,stage1_top40_recall,actual_viterbi_candidate_recall,mean_evidence_topk_size,mean_actual_viterbi_candidate_count,raw_A_savaux_ok_phase_ok,raw_A_savaux_ok_phase_ok_rate,raw_B_savaux_wrong_phase_rescue,raw_B_savaux_wrong_phase_rescue_rate,raw_C_savaux_ok_phase_break,raw_C_savaux_ok_phase_break_rate,raw_D_gt_not_in_viterbi_candidates,raw_D_gt_not_in_viterbi_candidates_rate,raw_E_gt_in_viterbi_candidates_phase_miss,raw_E_gt_in_viterbi_candidates_phase_miss_rate,raw_Z_other,raw_Z_other_rate
0_0_0_10_14_16,overall,5,5,9625,0.1656103896103896,0.1468051948051948,0.1656103896103896,0.1468051948051948,0.9822337662337662,0.9125194805194805,40.0,6.047272727272727,7991,0.8302337662337662,221,0.02296103896103896,40,0.004155844155844156,842,0.08748051948051948,531,0.055168831168831166,0,0.0
