dataset,snr_db,seed,bank_kind,pattern_count,symbol_count,noise_mode,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,savaux_ser,savaux_mean_gt_rank,savaux_mean_gt_margin_db,savaux_mean_gt_floor_db,plain_coherent_ser,plain_coherent_mean_gt_rank,plain_coherent_mean_gt_margin_db,plain_coherent_mean_gt_floor_db,plain_coherent_fix_vs_savaux,plain_coherent_break_vs_savaux,plain_coherent_changes_vs_savaux,lora_coherent_ser,lora_coherent_mean_gt_rank,lora_coherent_mean_gt_margin_db,lora_coherent_mean_gt_floor_db,lora_coherent_fix_vs_savaux,lora_coherent_break_vs_savaux,lora_coherent_changes_vs_savaux,lora_mean_power_ser,lora_mean_power_mean_gt_rank,lora_mean_power_mean_gt_margin_db,lora_mean_power_mean_gt_floor_db,lora_mean_power_fix_vs_savaux,lora_mean_power_break_vs_savaux,lora_mean_power_changes_vs_savaux,lora_best_power_ser,lora_best_power_mean_gt_rank,lora_best_power_mean_gt_margin_db,lora_best_power_mean_gt_floor_db,lora_best_power_fix_vs_savaux,lora_best_power_break_vs_savaux,lora_best_power_changes_vs_savaux,lora_stable_power_ser,lora_stable_power_mean_gt_rank,lora_stable_power_mean_gt_margin_db,lora_stable_power_mean_gt_floor_db,lora_stable_power_fix_vs_savaux,lora_stable_power_break_vs_savaux,lora_stable_power_changes_vs_savaux,lora_adaptive_gls_ser,lora_adaptive_gls_mean_gt_rank,lora_adaptive_gls_mean_gt_margin_db,lora_adaptive_gls_mean_gt_floor_db,lora_adaptive_gls_fix_vs_savaux,lora_adaptive_gls_break_vs_savaux,lora_adaptive_gls_changes_vs_savaux,lora_crossfit_gls_ser,lora_crossfit_gls_mean_gt_rank,lora_crossfit_gls_mean_gt_margin_db,lora_crossfit_gls_mean_gt_floor_db,lora_crossfit_gls_fix_vs_savaux,lora_crossfit_gls_break_vs_savaux,lora_crossfit_gls_changes_vs_savaux,lora_offpacket_gls_ser,lora_offpacket_gls_mean_gt_rank,lora_offpacket_gls_mean_gt_margin_db,lora_offpacket_gls_mean_gt_floor_db,lora_offpacket_gls_fix_vs_savaux,lora_offpacket_gls_break_vs_savaux,lora_offpacket_gls_changes_vs_savaux
0_0_0_10_14_32,-23.0,42,multiscale_only_diverse96,96,35,offpacket_bootstrap,white,0.0,0.0,0.0,0.45714285714285713,76.17142857142858,0.607338417588735,19.985326657549262,0.6571428571428571,148.65714285714284,-5.67841554586191,15.386450215249354,0,7,17,0.45714285714285713,76.17142857142858,0.6073383602074611,19.985326231230605,0,0,0,0.45714285714285713,84.6,1.5628795930195,14.824206649415357,0,0,2,0.4857142857142857,133.4857142857143,-0.9004126092337666,11.195943988340334,0,1,9,0.45714285714285713,76.62857142857143,-0.6052824540621595,25.13144466261453,0,0,2,0.45714285714285713,61.34285714285714,1.3896069648234906,21.06449457052551,0,0,7,0.42857142857142855,61.4,1.6203452046413336,20.565432026424684,1,0,11,0.45714285714285713,76.17142857142858,0.6073383602074611,19.985326231230605,0,0,0
0_0_0_10_14_32,-24.0,42,multiscale_only_diverse96,96,35,offpacket_bootstrap,white,0.0,0.0,0.0,0.45714285714285713,94.37142857142857,0.0012116778985398265,19.380596010174646,0.6571428571428571,165.57142857142858,-6.053838365574397,15.016818603473796,0,7,17,0.45714285714285713,94.37142857142857,0.0012119609227964289,19.380596364410188,0,0,0,0.45714285714285713,105.05714285714286,1.2807251085941387,14.545381887884721,0,0,2,0.5142857142857142,151.05714285714285,-1.0870626986928136,11.01118948161753,0,2,10,0.45714285714285713,95.02857142857142,-1.5334980288552629,24.20392878931885,0,0,2,0.45714285714285713,73.74285714285715,1.0037280148794607,20.662471925045907,0,0,7,0.45714285714285713,73.34285714285714,1.2897385454293069,20.225544754152743,0,0,11,0.45714285714285713,94.37142857142857,0.0012119609227964289,19.380596364410188,0,0,0
