trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,timing_error_chips,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,-0.75,-22.88818359375,3294,0,-8.60551767951765,0.0008614888397853182
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,-0.5,-15.2587890625,3294,0,-6.146329672002439,0.0020468372492728065
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,-0.25,-7.62939453125,3294,0,-4.618330908693879,0.0031216921240600493
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,0.0,0.0,3294,0,-2.0878658701118034,0.004314574561953499
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,0.25,7.62939453125,3293,1,1.5911125226170022,0.00623735887447513
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,0.5,15.2587890625,3293,1,3.645344124223585,0.008401222408605469
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,0.75,22.88818359375,3293,1,3.7008085333112044,0.008998725378855932
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,1.0,30.517578125,3293,1,1.634945704406337,0.006932210189331878
20260819:0,14.0,20260819,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,4.0,0.5,2.0,61.03515625,3292,0,-3.673700931002286,0.0029269606841551
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,-2.0,-61.03515625,314,0,-13.03517352521457,0.0003879838903553291
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,-1.0,-30.517578125,313,1,1.4267099708369626,0.007920935292018483
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,-0.75,-22.88818359375,313,1,3.5693960104492177,0.010328443829402068
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,-0.5,-15.2587890625,313,1,3.71408286197045,0.00941536433732204
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,-0.25,-7.62939453125,313,1,0.24941687132673046,0.005837815667552926
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,0.0,0.0,312,0,-5.646671010017212,0.002170124143745733
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,0.25,7.62939453125,312,0,-14.04388860755672,0.0004093055387344481
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,0.5,15.2587890625,312,0,-13.086226488521726,0.00046242729584368425
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,0.75,22.88818359375,312,0,-7.429015994151169,0.001049088349034888
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,1.0,30.517578125,311,0,-8.001574812606105,0.0012675774447146737
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-4.0,-0.5,2.0,61.03515625,310,0,-15.342990352303945,0.00023465840729004848
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,-2.0,-61.03515625,315,0,-12.30120117812069,0.0003237392468178092
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,-1.0,-30.517578125,314,0,-1.6880722865477724,0.0037173232963183672
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,-0.75,-22.88818359375,313,1,1.6215289928842322,0.006829402797081663
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,-0.5,-15.2587890625,313,1,2.3459262757203296,0.00884091376555518
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,-0.25,-7.62939453125,313,1,2.3553094221843978,0.008324552014400466
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,0.0,0.0,313,1,0.11458255861981925,0.005612045022160894
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,0.25,7.62939453125,312,0,-4.4121598436296905,0.0024793322163053078
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,0.5,15.2587890625,312,0,-11.664249204350753,0.0006022159716026487
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,0.75,22.88818359375,312,0,-13.526443792041823,0.00036853482840229837
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,1.0,30.517578125,312,0,-7.540332991176767,0.0009852589073402473
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-2.0,-0.25,2.0,61.03515625,311,0,-7.260261819415971,0.0010703019510680534
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-1.0,-0.125,-2.0,-61.03515625,315,0,-16.28221147004727,0.00017669183889036048
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-1.0,-0.125,-1.0,-30.517578125,314,0,-5.746894806608093,0.0019968037087814694
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-1.0,-0.125,-0.75,-22.88818359375,480,0,-0.6077101311617426,0.004742553605065203
20260819:1,14.0,20260819,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,-1.0,-0.125,-0.5,-15.2587890625,313,1,1.6413313270560712,0.007684731435399217
