trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,signal_power,added_noise_power,timing_error_samples_1m,cfo_error_bins,cfo_error_hz,decision,correct,true_margin_db,true_power
20260819:60,14.0,20260819,60,exp0_000004_rxg20_0_fulltrim,4,12,213,4.558322628935116e-08,7.433014985831787e-06,0.0,8.192,250.0,205,0,-12.703727391387948,0.0005470474329860725
20260819:60,14.0,20260819,60,exp0_000004_rxg20_0_fulltrim,4,12,213,4.558322628935116e-08,7.433014985831787e-06,0.0,16.384,500.0,197,0,-10.28555189127916,0.0006932748722334736
20260819:60,14.0,20260819,60,exp0_000004_rxg20_0_fulltrim,4,12,213,4.558322628935116e-08,7.433014985831787e-06,0.0,32.768,1000.0,180,0,-9.630236920853113,0.0011664609651527158
20260819:60,14.0,20260819,60,exp0_000004_rxg20_0_fulltrim,4,12,213,4.558322628935116e-08,7.433014985831787e-06,0.0,65.536,2000.0,147,0,-18.19881048848963,0.00011315096437567243
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,-65.536,-2000.0,1451,0,-14.209535827905768,0.0002144511474453598
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,-32.768,-1000.0,1418,0,-12.857838260007323,0.0004188300078822871
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,-16.384,-500.0,1402,0,-29.717986253038525,4.943638754452038e-06
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,-8.192,-250.0,1393,0,-17.667115150011483,0.0001124775603935646
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,-4.096,-125.0,1389,0,-17.40972290352118,0.00014086277698789618
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,0.0,0.0,1385,1,3.911014805216083,0.008537918247946641
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,4.096,125.0,1381,0,-13.179072189713182,0.00042586324296345346
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,8.192,250.0,1377,0,-14.145868956178013,0.0003417491592666716
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,16.384,500.0,1369,0,-24.072678566875524,2.941580916166007e-05
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,32.768,1000.0,1352,0,-14.447696052101337,0.00021296895628687695
20260819:61,14.0,20260819,61,exp0_000004_rxg20_0_fulltrim,4,13,1385,4.460077016373012e-08,7.272811075333916e-06,0.0,65.536,2000.0,1320,0,-6.326458348537342,0.0012728465311088316
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,-65.536,-2000.0,2477,0,-15.212723835145571,0.00011403191235099044
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,-32.768,-1000.0,2506,0,-15.033805816861642,0.0002233855801674076
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,-16.384,-500.0,2489,0,-8.39486070727028,0.0008316387997134612
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,-8.192,-250.0,2481,0,-14.042160335901503,0.000335596117937223
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,-4.096,-125.0,2477,0,-13.1575254455152,0.0004464360971945802
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,0.0,0.0,2473,1,4.088305197131305,0.00924152955748525
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,4.096,125.0,2469,0,-13.040708357126093,0.0004326916095960566
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,8.192,250.0,2465,0,-11.997113534865488,0.0004873875860750415
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,16.384,500.0,2457,0,-6.533098645450419,0.0010367880164677962
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,32.768,1000.0,2440,0,-13.753281998612936,0.00033683836252246246
20260819:62,14.0,20260819,62,exp0_000004_rxg20_0_fulltrim,4,14,2473,4.427066054177e-08,7.218981849832823e-06,0.0,65.536,2000.0,2407,0,-6.363683672648691,0.000978688701333899
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,-65.536,-2000.0,1515,0,-12.975171637148339,0.0003364245726350662
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,-32.768,-1000.0,1482,0,-15.74344807851414,0.0003168644534334887
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,-16.384,-500.0,2461,0,-8.543150589102773,0.0007095718946894571
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,-8.192,-250.0,1457,0,-18.05141628017054,0.00014898289602685664
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,-4.096,-125.0,1453,0,-20.14412405082934,0.0001098569433531961
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,0.0,0.0,1449,1,5.32255965331205,0.012403953392841949
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,4.096,125.0,1445,0,-13.282987991492794,0.000591289678270171
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,8.192,250.0,1441,0,-18.560931034987192,0.0001662775946398333
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,16.384,500.0,1433,0,-16.459763967178716,0.00019935281953975884
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,32.768,1000.0,1416,0,-12.892300680812843,0.0004427863229197748
20260819:63,14.0,20260819,63,exp0_000004_rxg20_0_fulltrim,4,15,1449,4.56188693124027e-08,7.438827104587943e-06,0.0,65.536,2000.0,1384,0,-7.678562673892921,0.000915152193546185
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,-65.536,-2000.0,3358,0,-19.258899801681633,0.00011246071055148136
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,-32.768,-1000.0,3326,0,-27.18493548098252,3.0633596115357126e-05
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,-16.384,-500.0,3309,0,-11.188069293578813,0.0010475623041239501
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,-8.192,-250.0,3301,0,-15.027701951380234,0.0005821551379673086
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,-4.096,-125.0,3297,0,-24.081818057127386,7.678851059664607e-05
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,0.0,0.0,3293,1,6.3618583165115625,0.019848812875082666
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,4.096,125.0,3289,0,-28.353426773567705,2.7413002433043787e-05
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,8.192,250.0,3285,0,-19.707468304540658,0.0001823399164540586
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,16.384,500.0,3277,0,-14.967040113532217,0.00039235354159518343
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,32.768,1000.0,3260,0,-15.17863991126427,0.0005435284008912557
20260820:0,14.0,20260820,0,exp0_000000_rxg20_0_fulltrim,0,0,3293,5.4620857083541596e-08,8.906733513414943e-06,0.0,65.536,2000.0,3227,0,-16.227455569672646,0.0002803089833114947
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,-65.536,-2000.0,379,0,-4.433215687117805,0.0026504768185555694
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,-32.768,-1000.0,346,0,-20.613368318560426,0.00010811870447294345
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,-16.384,-500.0,329,0,-13.120787270994864,0.0005079448522918341
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,-8.192,-250.0,321,0,-8.973169782779213,0.0017519582769321418
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,-4.096,-125.0,317,0,-12.824218507601646,0.0007801783818435805
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,0.0,0.0,313,1,4.9078677349678985,0.015110599193715268
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,4.096,125.0,309,0,-19.52514401084699,0.00016190930148764215
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,8.192,250.0,305,0,-25.172887941950286,3.927119168616825e-05
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,16.384,500.0,297,0,-14.5480219681641,0.00030863526654713314
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,32.768,1000.0,280,0,-11.702715039916242,0.0009232973897517795
20260820:1,14.0,20260820,1,exp0_000000_rxg20_0_fulltrim,0,1,313,5.5153568635856477e-08,8.993599961312844e-06,0.0,65.536,2000.0,247,0,-11.286155529196964,0.0006994835132805854
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,-65.536,-2000.0,2417,0,-12.297683486032403,0.0003421576651035374
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,-32.768,-1000.0,1466,0,-16.469024033755993,0.00021504444697826534
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,-16.384,-500.0,1449,0,-10.069072236537657,0.0008893235395210398
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,-8.192,-250.0,1441,0,-10.439603256730926,0.0011081910303702008
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,-4.096,-125.0,1437,0,-12.234153444747196,0.0007802048116798167
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,0.0,0.0,1433,1,2.8285833790078456,0.013233141491737543
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,4.096,125.0,1429,0,-27.263140248012526,2.360761819952665e-05
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,8.192,250.0,1425,0,-20.190412041876566,0.00010778498385186856
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,16.384,500.0,2335,0,-19.30303492289964,8.850378616601443e-05
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,32.768,1000.0,1400,0,-30.588060057925446,1.1135404493021334e-05
20260820:2,14.0,20260820,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,5.490364174448007e-08,8.952845708483724e-06,0.0,65.536,2000.0,1367,0,-20.45739888770301,6.49360827094693e-05
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,-65.536,-2000.0,2931,0,-10.98755496407557,0.0005792355299627516
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,-32.768,-1000.0,2898,0,-12.847138315347923,0.0006416737090950454
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,-16.384,-500.0,2881,0,-12.707190736372498,0.000581718206894153
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,-8.192,-250.0,2873,0,-16.53655691791896,0.00032738270627796773
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,-4.096,-125.0,2869,0,-27.980016262842717,2.506181633081723e-05
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,0.0,0.0,2865,1,3.589513874847778,0.015815046384029197
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,4.096,125.0,2861,0,-12.392758453813148,0.0008664494574284233
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,8.192,250.0,2857,0,-14.548670692764315,0.00047261216167232903
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,16.384,500.0,2849,0,-9.850592994034779,0.0009390292530331336
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,32.768,1000.0,2832,0,-11.986932141306145,0.0008870710955390416
20260820:3,14.0,20260820,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,5.705077613554365e-08,9.302967527506851e-06,0.0,65.536,2000.0,2799,0,-6.438796000206473,0.0019379723517707476
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,-65.536,-2000.0,3534,0,-15.892599189585228,0.00016313284397392273
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,-32.768,-1000.0,3502,0,-14.677656905791906,0.00029861582220847005
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,-16.384,-500.0,3485,0,-22.646647904622817,5.175891324614109e-05
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,-8.192,-250.0,3477,0,-17.705178226766535,0.00020035586439235212
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,-4.096,-125.0,3473,0,-10.405052238133026,0.0011197026445666225
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,0.0,0.0,3469,1,3.568926277567053,0.01206698579958726
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,4.096,125.0,3465,0,-8.802132768410122,0.001500007356494637
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,8.192,250.0,3461,0,-15.069467911400585,0.00030942046247256494
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,16.384,500.0,3453,0,-8.119404562660833,0.0009591390373576147
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,32.768,1000.0,3436,0,-15.638208767694442,0.0003165099122040861
20260820:4,14.0,20260820,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,5.729993595646629e-08,9.343596698224804e-06,0.0,65.536,2000.0,3403,0,-11.812289522525818,0.0005345730306791641
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,-65.536,-2000.0,4050,0,-14.014922219510481,0.0003986075649288802
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,-32.768,-1000.0,4018,0,-14.531763870628469,0.00027808547671817965
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,-16.384,-500.0,4001,0,-22.25705400290415,8.71484859863575e-05
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,-8.192,-250.0,3993,0,-15.55668862617102,0.00048233811891862724
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,-4.096,-125.0,3989,0,-10.87673231426801,0.0013528747069992964
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,0.0,0.0,3985,1,4.932049168466523,0.01472691960231387
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,4.096,125.0,3981,0,-9.868395726475352,0.0012753091603676797
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,8.192,250.0,3977,0,-9.552340427468211,0.0010467249714836285
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,16.384,500.0,3968,0,-7.51762070979074,0.0013833827313430996
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,32.768,1000.0,3952,0,-20.039545803802923,0.0001677610806680033
20260820:5,14.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,5.998586474912753e-08,9.781576863121383e-06,0.0,65.536,2000.0,3919,0,-12.846210076836211,0.0006189566315235352
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,-65.536,-2000.0,3230,0,-18.994335768152258,9.393421846687691e-05
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,-32.768,-1000.0,3198,0,-18.53760326319314,0.00015860195036892458
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,-16.384,-500.0,3181,0,-24.55775070564293,4.51242531731707e-05
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,-8.192,-250.0,3173,0,-17.395323827024026,0.000301410988796106
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,-4.096,-125.0,3169,0,-13.644885719546158,0.0007409558575262633
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,0.0,0.0,3165,1,5.011787531688161,0.017030966585425356
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,4.096,125.0,3161,0,-11.613960853715316,0.0010298618769471468
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,8.192,250.0,3157,0,-10.987409948857536,0.0010000950802236397
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,16.384,500.0,3149,0,-9.312494371409482,0.0008401860088158575
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,32.768,1000.0,3132,0,-10.455647180354399,0.0013498569845987185
20260820:6,14.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,6.021652091786988e-08,9.819188741402079e-06,0.0,65.536,2000.0,3099,0,-10.991079497604435,0.0007518778095409046
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,-65.536,-2000.0,1734,0,-27.02247106234922,1.5513501320995335e-05
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,-32.768,-1000.0,1702,0,-13.873236498143422,0.0004036668058268779
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,-16.384,-500.0,1685,0,-14.445358737392333,0.00041072012500233124
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,-8.192,-250.0,1677,0,-10.260935032736104,0.0012848047582976335
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,-4.096,-125.0,1673,0,-15.47462226197599,0.0003981301395966086
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,0.0,0.0,1669,1,3.998203543006911,0.013586780069978988
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,4.096,125.0,1665,0,-15.726147970127746,0.0003400487392168916
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,8.192,250.0,1661,0,-21.88081523612125,7.170679110366038e-05
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,16.384,500.0,1653,0,-8.874409962141929,0.000926459618350587
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,32.768,1000.0,1636,0,-10.233586500860483,0.001302890498353415
20260820:7,14.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,6.298564517848611e-08,1.0270735150077395e-05,0.0,65.536,2000.0,1603,0,-13.428425337243882,0.0004840146650590717
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,-65.536,-2000.0,914,0,-6.377213158850205,0.0015078175742601202
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,-32.768,-1000.0,882,0,-6.555118097509521,0.0019207749962762422
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,-16.384,-500.0,865,0,-14.194876788396522,0.0003803636380833898
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,-8.192,-250.0,857,0,-10.722649601929295,0.0009903949452283595
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,-4.096,-125.0,853,0,-12.286472966117527,0.0007091124187417197
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,0.0,0.0,849,1,3.098620233126338,0.011491393623071
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,4.096,125.0,845,0,-28.34899048899225,1.545030740146558e-05
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,8.192,250.0,841,0,-7.299220024636391,0.001664047708620553
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,16.384,500.0,832,0,-7.265807840916031,0.0011051005502498712
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,32.768,1000.0,816,0,-26.662255665336136,2.5266977653117884e-05
20260820:8,14.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,6.500044003541635e-08,1.0599277063058175e-05,0.0,65.536,2000.0,783,0,-7.574654106218031,0.0015491930170220686
