packet_index,event_index,candidate_index,selected,candidate_values,candidate_payload_hex,score,signal_score,prior_score,score_mode,effective_kappa,kappa_source,kappa_source_line_rmse_pi,known_symbols,mean_phase_score,mean_amp_score,mean_profile_score,line_rmse_pi,line_r2,map_phase_ll,map_line_ll,map_amp_ll,map_profile_ll
1,1,84,1,6:54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,-0.282403040,-0.282403040,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.595657967,0.315154250,0.000000000,0.098378450,0.697580602,0.402069908,-0.053768441,-1.780181480,0.000000000
1,1,82,0,6:52,404433221100520058303132333435363738393a3b3c3d3e3f4041424378563412,-0.304620090,-0.304620090,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.628969326,0.304347032,0.000000000,0.140312884,0.669508129,0.542084334,-0.109376140,-1.927265514,0.000000000
1,1,116,0,6:74,404433221100740058303132333435363738393a3b3c3d3e3f4041424378563412,-0.305707398,-0.305707398,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.592877799,0.314275609,0.000000000,0.118380815,0.485722431,0.390384296,-0.077855652,-1.821878231,0.000000000
1,1,50,0,6:32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,-0.310232799,-0.310232799,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.631736097,0.278580557,0.000000000,0.106306856,0.794754155,0.553713636,-0.062784153,-2.086345656,0.000000000
1,1,52,0,6:34,404433221100340058303132333435363738393a3b3c3d3e3f4041424378563412,-0.314793956,-0.314793956,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.598424738,0.289387776,0.000000000,0.104555805,0.656117298,0.413699210,-0.060732868,-1.939261622,0.000000000
1,1,18,0,6:12,404433221100120058303132333435363738393a3b3c3d3e3f4041424378563412,-0.334468358,-0.334468358,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.639794846,0.280829187,0.000000000,0.178540933,0.858262472,0.587586196,-0.177093694,-1.964090297,0.000000000
1,1,114,0,6:72,404433221100720058303132333435363738393a3b3c3d3e3f4041424378563412,-0.334981240,-0.334981240,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.626189158,0.303468390,0.000000000,0.162984196,0.578962092,0.530398722,-0.147576934,-1.968962266,0.000000000
1,1,210,0,6:d2,404433221100d20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.357750956,-0.357750956,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.614932899,0.242393583,0.000000000,0.099845102,0.968547786,0.483086372,-0.055383580,-2.254153797,0.000000000
1,1,4,0,6:04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,-0.380125632,-0.380125632,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.560967143,0.280232431,0.000000000,0.095544114,0.629500248,0.256257315,-0.050714876,-2.094162614,0.000000000
1,1,2,0,6:02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,-0.380573471,-0.380573471,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.594278503,0.269425212,0.000000000,0.106306856,0.794754155,0.396271741,-0.062784153,-2.241246648,0.000000000
1,1,178,0,6:b2,404433221100b20058303132333435363738393a3b3c3d3e3f4041424378563412,-0.386659659,-0.386659659,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.617699670,0.216627108,0.000000000,0.099845102,0.968547786,0.494715674,-0.055383580,-2.413233939,0.000000000
1,1,100,0,6:64,404433221100640058303132333435363738393a3b3c3d3e3f4041424378563412,-0.393134582,-0.393134582,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.547361456,0.302871634,0.000000000,0.091182484,0.671521838,0.199069842,-0.046190252,-2.099034582,0.000000000
1,1,98,0,6:62,404433221100620058303132333435363738393a3b3c3d3e3f4041424378563412,-0.394169818,-0.394169818,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.580672816,0.292064415,0.000000000,0.103431998,0.812092346,0.339084267,-0.059434324,-2.246118616,0.000000000
1,1,148,0,6:94,404433221100940058303132333435363738393a3b3c3d3e3f4041424378563412,-0.395182976,-0.395182976,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.587168478,0.228312969,0.000000000,0.122800903,0.445270404,0.366386860,-0.083778121,-2.224453154,0.000000000
1,1,20,0,6:14,404433221100140058303132333435363738393a3b3c3d3e3f4041424378563412,-0.396503784,-0.396503784,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.606483486,0.291636406,0.000000000,0.228469627,0.639267751,0.447571770,-0.289990948,-1.817006263,0.000000000
1,1,81,0,6:51,404433221100510058303132333435363738393a3b3c3d3e3f4041424378563412,-0.403820243,-0.403820243,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.576389116,0.234540134,0.000000000,0.140730955,0.637548870,0.321079008,-0.110028898,-2.145377729,0.000000000
1,1,244,0,6:f4,404433221100f40058303132333435363738393a3b3c3d3e3f4041424378563412,-0.407291752,-0.407291752,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.573562791,0.250952172,0.000000000,0.118074412,0.497873935,0.309199386,-0.077453149,-2.229325122,0.000000000
1,1,80,0,6:50,404433221100500058303132333435363738393a3b3c3d3e3f4041424378563412,-0.410934912,-0.410934912,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.542489073,0.282821878,0.000000000,0.096564196,0.638397034,0.178590225,-0.051803577,-2.148403399,0.000000000
1,1,146,0,6:92,404433221100920058303132333435363738393a3b3c3d3e3f4041424378563412,-0.426235341,-0.426235341,0.000000000,map,2.101601791,initial_line,0.219570966,10,0.620479838,0.217505750,0.000000000,0.168137328,0.527485219,0.506401286,-0.157056451,-2.371537188,0.000000000
