packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,-0.380573471,10,256,84,54,404433221100540058303132333435363738393a3b3c3d3e3f4041424378563412,-0.282403040,0.098170431,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,-0.543358713,49,256,66,42,404433221100420058303132333435363738393a3b3c3d3e3f4041424378563412,-0.368268471,0.175090242,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,-0.405907104,69,256,246,f6,404433221100f60058303132333435363738393a3b3c3d3e3f4041424378563412,-0.210024518,0.195882586,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.027685084,1,256,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.027685084,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.123885689,1,256,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.123885689,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
