dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,0,0,16,24,917,16,awgn,-22.0,303,917,917,917,917,1,1,1,1,5.512438320821001,5.512440045310127,5.5124400448813375,5.51243994670161
0_0_0_10_14_32,0,0,17,25,656,17,awgn,-22.0,303,656,656,656,656,1,1,1,1,6.120368032968136,6.120367945983231,6.120367943507247,6.120367887059911
0_0_0_10_14_32,0,0,18,26,889,18,awgn,-22.0,303,889,889,889,889,1,1,1,1,7.164930462946981,7.164931066987604,7.1649310579943535,7.164930931792931
0_0_0_10_14_32,0,0,19,27,510,19,awgn,-22.0,303,510,510,510,510,1,1,1,1,5.7187636986050645,5.7187639254160585,5.718763922987629,5.718764039078006
0_0_0_10_14_32,0,0,20,28,860,20,awgn,-22.0,303,860,860,860,860,1,1,1,1,3.3388196979533813,3.3388190944254026,3.338819095204866,3.3388191676929817
0_0_0_10_14_32,0,0,21,29,553,21,awgn,-22.0,303,553,553,553,553,1,1,1,1,5.2881212585394985,5.288121634944848,5.288121636566877,5.2881215663061845
0_0_0_10_14_32,0,0,22,30,629,22,awgn,-22.0,303,629,629,629,629,1,1,1,1,3.459850064810057,3.459850076424833,3.45985007282686,3.459850261267729
0_0_0_10_14_32,0,0,23,31,759,23,awgn,-22.0,303,759,759,759,759,1,1,1,1,3.650597640437312,3.650597580500856,3.6505975802987733,3.650597838225333
0_0_0_10_14_32,0,0,24,32,874,24,awgn,-22.0,303,874,874,874,874,1,1,1,1,5.305122082363356,5.305122799655359,5.305122804708434,5.3051227310850715
0_0_0_10_14_32,0,0,25,33,720,25,awgn,-22.0,303,720,720,720,720,1,1,1,1,7.4511694674779125,7.451170890895776,7.451170890089854,7.4511710085480685
0_0_0_10_14_32,0,0,26,34,314,26,awgn,-22.0,303,314,314,314,314,1,1,1,1,4.199793118283353,4.199793864538376,4.199793862324276,4.199793908548372
0_0_0_10_14_32,0,0,27,35,602,27,awgn,-22.0,303,602,602,602,602,1,1,1,1,6.607460086683593,6.607459271967096,6.607459266623142,6.607459556142703
0_0_0_10_14_32,0,0,28,36,7,28,awgn,-22.0,303,7,7,7,7,1,1,1,1,6.765570323560736,6.765570098154015,6.765570094527302,6.765570131775954
0_0_0_10_14_32,0,0,29,37,610,29,awgn,-22.0,303,610,610,610,610,1,1,1,1,7.323945335636872,7.323946862832937,7.323946871491066,7.323946869102304
0_0_0_10_14_32,0,0,30,38,826,30,awgn,-22.0,303,826,826,826,826,1,1,1,1,4.063202935584868,4.06320060776972,4.063200607120695,4.06320051233018
0_0_0_10_14_32,0,0,31,39,928,31,awgn,-22.0,303,928,928,928,928,1,1,1,1,5.562094181785705,5.562096168728674,5.562096167561594,5.562096287427122
0_0_0_10_14_32,0,0,32,40,761,32,awgn,-22.0,303,761,761,761,761,1,1,1,1,5.021449751497712,5.021449316105969,5.021449318142563,5.02144936957597
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-22.0,303,590,590,590,590,1,1,1,1,5.404434345509244,5.404434029234819,5.4044340294476,5.404434031943137
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-22.0,303,936,936,936,936,1,1,1,1,7.093976555982817,7.093976591864372,7.093976590643869,7.093976569208729
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-22.0,303,803,803,803,803,1,1,1,1,4.352722201373443,4.352722197658384,4.352722195824525,4.352722137313986
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-22.0,303,826,826,826,826,1,1,1,1,6.0761823544738744,6.076183202921404,6.07618320069598,6.0761833384329496
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-22.0,303,922,922,922,922,1,1,1,1,3.572920680107445,3.572921324120406,3.5729213291103097,3.5729212745652377
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-22.0,303,718,718,718,718,1,1,1,1,5.864534094627488,5.864534339499117,5.864534340362826,5.864534289558972
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-22.0,303,86,86,86,86,1,1,1,1,5.451083228554536,5.451084497096295,5.451084495104769,5.4510844245600145
0_0_0_10_14_32,2,1,5,13,468,40,awgn,-22.0,303,468,468,468,468,1,1,1,1,4.568087504875451,4.568086733277762,4.568086736701514,4.568086756379434
0_0_0_10_14_32,2,1,6,14,89,41,awgn,-22.0,303,89,89,89,89,1,1,1,1,4.836023172811828,4.836024192217386,4.836024185682435,4.836024274158365
0_0_0_10_14_32,2,1,7,15,713,42,awgn,-22.0,303,713,713,713,713,1,1,1,1,3.2189265389496398,3.2189267474392085,3.2189267467201694,3.218926816076082
0_0_0_10_14_32,2,1,8,16,865,43,awgn,-22.0,303,865,865,865,865,1,1,1,1,7.077697020946579,7.077694877241373,7.077694877150925,7.077694896187513
0_0_0_10_14_32,2,1,9,17,492,44,awgn,-22.0,303,492,492,492,492,1,1,1,1,4.565586693376655,4.565587172599585,4.565587173427512,4.56558709171162
0_0_0_10_14_32,2,1,10,18,765,45,awgn,-22.0,303,765,765,765,765,1,1,1,1,5.605158493943233,5.605158599918745,5.605158596060727,5.605158668653719
0_0_0_10_14_32,2,1,11,19,1023,46,awgn,-22.0,303,1023,1023,1023,1023,1,1,1,1,8.926505180025735,8.926505101193063,8.926505090686662,8.926505181735147
0_0_0_10_14_32,2,1,12,20,597,47,awgn,-22.0,303,597,597,597,597,1,1,1,1,5.419285656664897,5.419284054028911,5.419284051943761,5.419284008368283
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-22.0,303,562,562,562,562,1,1,1,1,6.798897603520752,6.798898358172277,6.798898356716916,6.798898421693874
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-22.0,303,478,478,478,478,1,1,1,1,6.0886117617510385,6.088613122349936,6.088613125682841,6.0886130743884594
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-22.0,303,267,267,267,267,1,1,1,1,5.980675398551224,5.980676657513104,5.980676656917325,5.980676634505166
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-22.0,303,917,917,917,917,1,1,1,1,5.147674967037298,5.147675436171007,5.147675433788813,5.147675522318792
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-22.0,303,656,656,656,656,1,1,1,1,2.9731124638894473,2.973114176380596,2.973114176600769,2.973114290211213
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-22.0,303,889,889,889,889,1,1,1,1,4.477435242081867,4.477435000184654,4.477435000450527,4.477435174304947
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-22.0,303,510,510,510,510,1,1,1,1,6.801223100373532,6.80122291643471,6.8012229132448,6.801222947843907
0_0_0_10_14_32,2,1,20,28,860,55,awgn,-22.0,303,860,860,860,860,1,1,1,1,5.884576521743745,5.884576363209039,5.884576361688566,5.88457618225812
0_0_0_10_14_32,2,1,21,29,553,56,awgn,-22.0,303,553,553,553,553,1,1,1,1,4.68418290929073,4.684184239518031,4.684184235875836,4.684184431189976
0_0_0_10_14_32,2,1,22,30,629,57,awgn,-22.0,303,629,629,629,629,1,1,1,1,4.452386022515112,4.452387311037365,4.452387311676512,4.452387255406739
0_0_0_10_14_32,2,1,23,31,759,58,awgn,-22.0,303,759,759,759,759,1,1,1,1,6.566259153261732,6.566256546787655,6.5662565445218295,6.566256478006657
0_0_0_10_14_32,2,1,24,32,874,59,awgn,-22.0,303,874,874,874,874,1,1,1,1,6.761666335281684,6.761667275218711,6.76166727551845,6.761667317355627
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-22.0,303,720,720,720,720,1,1,1,1,5.494673177825174,5.494673641367135,5.494673643140727,5.494673627557094
0_0_0_10_14_32,2,1,26,34,314,61,awgn,-22.0,303,314,314,314,314,1,1,1,1,6.17682884616406,6.176827781633198,6.1768277783172625,6.1768278295372046
0_0_0_10_14_32,2,1,27,35,602,62,awgn,-22.0,303,602,602,602,602,1,1,1,1,6.478961423112635,6.478961739011795,6.4789617405630295,6.478961589760008
0_0_0_10_14_32,2,1,28,36,7,63,awgn,-22.0,303,7,7,7,7,1,1,1,1,7.12969725107804,7.1296954589971895,7.129695454716276,7.129695543700141
0_0_0_10_14_32,2,1,29,37,610,64,awgn,-22.0,303,610,610,610,610,1,1,1,1,4.489542387932597,4.489541608295934,4.489541609700499,4.489541612138117
0_0_0_10_14_32,2,1,30,38,775,65,awgn,-22.0,303,775,775,775,775,1,1,1,1,6.723414775698759,6.723415655919194,6.72341565509247,6.723415609244072
0_0_0_10_14_32,2,1,31,39,912,66,awgn,-22.0,303,912,912,912,912,1,1,1,1,6.150346596816666,6.150347063181497,6.150347064318634,6.150347201079583
0_0_0_10_14_32,2,1,32,40,768,67,awgn,-22.0,303,768,768,768,768,1,1,1,1,2.431041825933352,2.431042588450863,2.4310425915422047,2.4310426671299554
0_0_0_10_14_32,2,1,33,41,581,68,awgn,-22.0,303,581,581,581,581,1,1,1,1,4.765759668128127,4.765759877854488,4.765759874559371,4.765759983662404
0_0_0_10_14_32,2,1,34,42,93,69,awgn,-22.0,303,93,93,93,93,1,1,1,1,4.009241119710555,4.009240617888327,4.009240619136631,4.009240377897776
0_0_0_10_14_32,3,2,0,8,222,70,awgn,-22.0,303,222,222,222,222,1,1,1,1,7.185910196463291,7.185909368204126,7.185909368531442,7.1859094256720475
0_0_0_10_14_32,3,2,1,9,711,71,awgn,-22.0,303,711,711,711,711,1,1,1,1,5.029376740236195,5.02937595006029,5.029375947227702,5.029375844532941
0_0_0_10_14_32,3,2,2,10,871,72,awgn,-22.0,303,871,871,871,871,1,1,1,1,3.905170027382327,3.905168679227875,3.9051686788980478,3.905168795317646
0_0_0_10_14_32,3,2,3,11,718,73,awgn,-22.0,303,718,718,718,718,1,1,1,1,5.709883473876797,5.709882593691683,5.709882600112771,5.709882619105042
0_0_0_10_14_32,3,2,4,12,107,74,awgn,-22.0,303,107,107,107,107,1,1,1,1,4.946176799117156,4.946176864462582,4.94617686765675,4.946177083681693
0_0_0_10_14_32,3,2,5,13,468,75,awgn,-22.0,303,468,468,468,468,1,1,1,1,7.163693108701505,7.163693041367769,7.16369304379441,7.163693140510202
0_0_0_10_14_32,3,2,6,14,89,76,awgn,-22.0,303,89,89,89,89,1,1,1,1,7.674691450231498,7.674692833179687,7.6746928308352445,7.6746926748914
0_0_0_10_14_32,3,2,7,15,713,77,awgn,-22.0,303,713,713,713,713,1,1,1,1,7.34898476517674,7.348983016689601,7.3489830165402665,7.348983083262754
0_0_0_10_14_32,3,2,8,16,865,78,awgn,-22.0,303,865,865,865,865,1,1,1,1,5.551576078645879,5.55157552497357,5.5515755261523045,5.551575506131982
0_0_0_10_14_32,3,2,9,17,492,79,awgn,-22.0,303,492,492,492,492,1,1,1,1,7.839121936720296,7.839121708428819,7.839121708821387,7.839121879957487
0_0_0_10_14_32,3,2,10,18,765,80,awgn,-22.0,303,765,765,765,765,1,1,1,1,6.509988615584174,6.509986844344102,6.50998683826228,6.509986813600762
0_0_0_10_14_32,3,2,11,19,1023,81,awgn,-22.0,303,1023,1023,1023,1023,1,1,1,1,5.051751458207574,5.051751448390411,5.051751451132879,5.0517513668314855
0_0_0_10_14_32,3,2,12,20,597,82,awgn,-22.0,303,597,597,597,597,1,1,1,1,6.452642497123423,6.452641001410198,6.452640994195585,6.452640903220472
0_0_0_10_14_32,3,2,13,21,562,83,awgn,-22.0,303,562,562,562,562,1,1,1,1,8.940467539199354,8.940466880436805,8.940466881066673,8.940466966372941
0_0_0_10_14_32,3,2,14,22,478,84,awgn,-22.0,303,478,478,478,478,1,1,1,1,6.427794086769301,6.427793353298692,6.427793351339983,6.4277934844258935
0_0_0_10_14_32,3,2,15,23,267,85,awgn,-22.0,303,267,267,267,267,1,1,1,1,6.409567752622831,6.409568924662978,6.409568924072783,6.409568927444665
0_0_0_10_14_32,3,2,16,24,917,86,awgn,-22.0,303,917,917,917,917,1,1,1,1,3.839020133128681,3.8390213185193933,3.839021317436981,3.8390213900508985
0_0_0_10_14_32,3,2,17,25,656,87,awgn,-22.0,303,656,656,656,656,1,1,1,1,4.892882928713663,4.892883661335732,4.892883661508794,4.892883520882493
0_0_0_10_14_32,3,2,18,26,889,88,awgn,-22.0,303,889,889,889,889,1,1,1,1,4.893197832659734,4.893199161295105,4.893199163623214,4.893199386383602
0_0_0_10_14_32,3,2,19,27,510,89,awgn,-22.0,303,510,510,510,510,1,1,1,1,1.6909947899863012,1.6909936175948115,1.690993617530391,1.6909934475587987
0_0_0_10_14_32,3,2,20,28,860,90,awgn,-22.0,303,860,860,860,860,1,1,1,1,5.330878327454945,5.330876401687451,5.330876403472447,5.330876424108469
0_0_0_10_14_32,3,2,21,29,553,91,awgn,-22.0,303,553,553,553,553,1,1,1,1,5.663873987852135,5.6638746239550075,5.66387462339744,5.663874408698253
0_0_0_10_14_32,3,2,22,30,629,92,awgn,-22.0,303,629,629,629,629,1,1,1,1,8.13094462999179,8.130945774034688,8.130945774926387,8.130945896834469
0_0_0_10_14_32,3,2,23,31,759,93,awgn,-22.0,303,759,759,759,759,1,1,1,1,4.200692703668378,4.200692529131358,4.200692525111041,4.200692494154047
0_0_0_10_14_32,3,2,24,32,874,94,awgn,-22.0,303,874,874,874,874,1,1,1,1,5.271957636718094,5.271957940458093,5.271957943850813,5.271958063429679
0_0_0_10_14_32,3,2,25,33,720,95,awgn,-22.0,303,720,720,720,720,1,1,1,1,5.922126519537563,5.922125954591364,5.922125956111175,5.92212599759972
0_0_0_10_14_32,3,2,26,34,314,96,awgn,-22.0,303,314,314,314,314,1,1,1,1,8.351703822684538,8.35170370684405,8.3517037102371,8.351703809215048
0_0_0_10_14_32,3,2,27,35,602,97,awgn,-22.0,303,602,602,602,602,1,1,1,1,3.572004800423218,3.5720047132795516,3.5720047089778246,3.572004663232404
0_0_0_10_14_32,3,2,28,36,7,98,awgn,-22.0,303,7,7,7,7,1,1,1,1,5.279343741569437,5.279343404728214,5.279343402802569,5.279343617128673
0_0_0_10_14_32,3,2,29,37,610,99,awgn,-22.0,303,610,610,610,610,1,1,1,1,4.305831610411671,4.305832612504092,4.305832608736898,4.3058326114846786
0_0_0_10_14_32,3,2,30,38,778,100,awgn,-22.0,303,778,778,778,778,1,1,1,1,2.7715752201339905,2.771573327868026,2.7715733322049925,2.771573679644627
0_0_0_10_14_32,3,2,31,39,897,101,awgn,-22.0,303,897,897,897,897,1,1,1,1,5.6700554290940595,5.6700539615080885,5.67005396405747,5.67005392569921
0_0_0_10_14_32,3,2,32,40,740,102,awgn,-22.0,303,740,740,740,740,1,1,1,1,5.641927246450114,5.6419287567545515,5.641928751525326,5.641928817230243
0_0_0_10_14_32,3,2,33,41,590,103,awgn,-22.0,303,590,590,590,590,1,1,1,1,5.691974617117349,5.691975852238837,5.691975852886447,5.69197586265213
0_0_0_10_14_32,3,2,34,42,930,104,awgn,-22.0,303,930,930,930,930,1,1,1,1,4.385390493433744,4.385391079057273,4.385391080606123,4.3853910403063345
0_0_0_10_14_32,4,3,0,8,803,105,awgn,-22.0,303,803,803,803,803,1,1,1,1,4.527523560912226,4.5275234660347765,4.527523472705782,4.52752337014923
0_0_0_10_14_32,4,3,1,9,711,106,awgn,-22.0,303,711,711,711,711,1,1,1,1,3.466718283487975,3.466719546770456,3.4667195471505923,3.4667196682549544
0_0_0_10_14_32,4,3,2,10,871,107,awgn,-22.0,303,871,871,871,871,1,1,1,1,3.1585685142365394,3.1585683758647383,3.1585683769589368,3.158568357068533
0_0_0_10_14_32,4,3,3,11,718,108,awgn,-22.0,303,718,718,718,718,1,1,1,1,3.006659923303916,3.006659889596987,3.0066598910548574,3.006659899130021
0_0_0_10_14_32,4,3,4,12,86,109,awgn,-22.0,303,86,86,86,86,1,1,1,1,5.808561853639236,5.808559799630714,5.8085598021467275,5.8085597865365655
0_0_0_10_14_32,4,3,5,13,468,110,awgn,-22.0,303,468,468,468,468,1,1,1,1,2.830916631424925,2.8309173366800326,2.830917341483214,2.8309171276505394
0_0_0_10_14_32,4,3,6,14,89,111,awgn,-22.0,303,89,89,89,89,1,1,1,1,6.6346428730140685,6.634643347875207,6.634643348336572,6.634643414990451
0_0_0_10_14_32,4,3,7,15,713,112,awgn,-22.0,303,713,713,713,713,1,1,1,1,4.8167018259160965,4.816701051303486,4.816701054827405,4.816701199959651
0_0_0_10_14_32,4,3,8,16,865,113,awgn,-22.0,303,865,865,865,865,1,1,1,1,7.566200273248217,7.566201803164954,7.566201806831377,7.5662017498486245
0_0_0_10_14_32,4,3,9,17,492,114,awgn,-22.0,303,492,492,492,492,1,1,1,1,5.209192202989351,5.209191193640734,5.209191193293234,5.209191124169829
0_0_0_10_14_32,4,3,10,18,765,115,awgn,-22.0,303,765,765,765,765,1,1,1,1,5.785857040856717,5.7858550869044345,5.785855088862089,5.785855033847121
0_0_0_10_14_32,4,3,11,19,1023,116,awgn,-22.0,303,1023,1023,1023,1023,1,1,1,1,2.799453437881127,2.7994549438705514,2.79945494177704,2.7994549280020093
0_0_0_10_14_32,4,3,12,20,597,117,awgn,-22.0,303,597,597,597,597,1,1,1,1,4.795394550025793,4.795395598541846,4.79539559894507,4.795395605893167
0_0_0_10_14_32,4,3,13,21,562,118,awgn,-22.0,303,562,562,562,562,1,1,1,1,5.304718990828388,5.304718032785508,5.304718033726584,5.304717901384618
0_0_0_10_14_32,4,3,14,22,478,119,awgn,-22.0,303,478,478,478,478,1,1,1,1,6.765151947288523,6.765151586161578,6.765151593643036,6.7651515300578735
0_0_0_10_14_32,4,3,15,23,267,120,awgn,-22.0,303,267,267,267,267,1,1,1,1,5.369555344650108,5.369554922521619,5.369554915727863,5.369554754233544
0_0_0_10_14_32,4,3,16,24,917,121,awgn,-22.0,303,917,917,917,917,1,1,1,1,6.735006524745886,6.735007278777214,6.735007280870522,6.735007344859987
0_0_0_10_14_32,4,3,17,25,656,122,awgn,-22.0,303,656,656,656,656,1,1,1,1,8.793701498470492,8.79370187545625,8.793701881031915,8.793701906122458
0_0_0_10_14_32,4,3,18,26,889,123,awgn,-22.0,303,889,889,889,889,1,1,1,1,4.389503257819988,4.389502374249768,4.38950237078284,4.389502557595481
0_0_0_10_14_32,4,3,19,27,510,124,awgn,-22.0,303,510,510,510,510,1,1,1,1,7.061301841375192,7.06130304246757,7.061303039648095,7.06130303683369
0_0_0_10_14_32,4,3,20,28,860,125,awgn,-22.0,303,860,860,860,860,1,1,1,1,4.993502953402314,4.993504824102108,4.993504821084291,4.993504814283985
0_0_0_10_14_32,4,3,21,29,553,126,awgn,-22.0,303,553,553,553,553,1,1,1,1,2.76220027133552,2.7621995949978735,2.7621995924596043,2.762199474090842
0_0_0_10_14_32,4,3,22,30,629,127,awgn,-22.0,303,629,629,629,629,1,1,1,1,6.1491260701011825,6.149125605977925,6.149125606425104,6.149125572502946
0_0_0_10_14_32,0,0,0,8,803,0,awgn,-24.0,303,803,803,803,803,1,1,1,1,4.584446987963605,4.584446723571837,4.584446717355349,4.584446622728688
0_0_0_10_14_32,0,0,1,9,711,1,awgn,-24.0,303,711,711,711,711,1,1,1,1,1.132565507744648,1.1325666944392063,1.1325666910400345,1.1325664757280154
0_0_0_10_14_32,0,0,2,10,922,2,awgn,-24.0,303,922,922,922,922,1,1,1,1,4.993005397551366,4.993006680839157,4.993006687241449,4.993006605219686
0_0_0_10_14_32,0,0,3,11,718,3,awgn,-24.0,303,718,718,718,718,1,1,1,1,2.0505789584804583,2.050579698033009,2.050579697726094,2.050579655805607
0_0_0_10_14_32,0,0,4,12,107,4,awgn,-24.0,303,107,107,107,107,1,1,1,1,3.4423201155478016,3.4423190000633275,3.442318995308509,3.4423190099029783
0_0_0_10_14_32,0,0,5,13,468,5,awgn,-24.0,303,468,468,468,468,1,1,1,1,0.023369835195968785,0.02337174605784542,0.023371735310449348,0.023371816484788407
0_0_0_10_14_32,0,0,6,14,89,6,awgn,-24.0,303,89,89,89,89,1,1,1,1,1.8050314846094786,1.8050307216349883,1.8050307208988505,1.8050308651213287
0_0_0_10_14_32,0,0,7,15,713,7,awgn,-24.0,303,713,713,713,713,1,1,1,1,1.9342559743470422,1.9342583211018003,1.9342583181726796,1.934258313878928
0_0_0_10_14_32,0,0,8,16,865,8,awgn,-24.0,303,865,865,865,865,1,1,1,1,4.072639446664882,4.0726376746726665,4.0726376787092935,4.072637459054173
0_0_0_10_14_32,0,0,9,17,492,9,awgn,-24.0,303,492,492,492,492,1,1,1,1,3.2384245892832064,3.2384251639648562,3.2384251620328612,3.238425195252692
0_0_0_10_14_32,0,0,10,18,765,10,awgn,-24.0,303,765,765,765,765,1,1,1,1,4.792113278140572,4.7921127870043385,4.792112788088081,4.792112792391908
0_0_0_10_14_32,0,0,11,19,1023,11,awgn,-24.0,303,1023,1023,1023,1023,1,1,1,1,4.858172867464278,4.858172800205055,4.858172804694332,4.858172579343682
0_0_0_10_14_32,0,0,12,20,597,12,awgn,-24.0,303,597,597,597,597,1,1,1,1,4.47653321208745,4.4765334468167834,4.476533444012846,4.476533352033919
0_0_0_10_14_32,0,0,13,21,562,13,awgn,-24.0,303,562,562,562,562,1,1,1,1,6.074675356122352,6.074676160284843,6.074676157699233,6.074676160845015
0_0_0_10_14_32,0,0,14,22,478,14,awgn,-24.0,303,478,478,478,478,1,1,1,1,6.179393555849959,6.179392898150715,6.179392899982531,6.179392919543871
0_0_0_10_14_32,0,0,15,23,267,15,awgn,-24.0,303,267,267,267,267,1,1,1,1,3.1593207160302725,3.1593208670464135,3.159320864977528,3.159320984157544
0_0_0_10_14_32,0,0,16,24,917,16,awgn,-24.0,303,917,917,917,917,1,1,1,1,3.322123671737616,3.3221225670303527,3.3221225659703406,3.322122614540008
0_0_0_10_14_32,0,0,17,25,656,17,awgn,-24.0,303,656,656,656,656,1,1,1,1,4.386567409391723,4.386566449017716,4.386566446461442,4.386566506610338
0_0_0_10_14_32,0,0,18,26,889,18,awgn,-24.0,303,889,889,889,889,1,1,1,1,5.507915466120009,5.507915221646749,5.507915212385325,5.507915094635026
0_0_0_10_14_32,0,0,19,27,510,19,awgn,-24.0,303,510,510,510,510,1,1,1,1,4.041237634533239,4.041237255359629,4.041237252858503,4.041237336370067
0_0_0_10_14_32,0,0,20,28,860,20,awgn,-24.0,303,860,860,860,860,1,1,1,1,1.1951362235270264,1.1951364842391479,1.195136484993028,1.1951365017891407
0_0_0_10_14_32,0,0,21,29,553,21,awgn,-24.0,303,553,553,553,553,1,1,1,1,3.108865372169642,3.1088638859113322,3.1088638879959696,3.108863776990823
0_0_0_10_14_32,0,0,22,30,629,22,awgn,-24.0,303,629,629,629,629,1,1,1,1,1.2176023947014838,1.217603081783072,1.2176030780399216,1.217603086209229
0_0_0_10_14_32,0,0,23,31,759,23,awgn,-24.0,303,759,759,759,759,1,1,1,1,1.1448187172104198,1.1448181470084786,1.1448181468954899,1.1448182012457087
0_0_0_10_14_32,0,0,24,32,874,24,awgn,-24.0,303,874,874,874,874,1,1,1,1,2.9963927310140464,2.996393092910073,2.99639309815377,2.9963930655318776
0_0_0_10_14_32,0,0,25,33,720,25,awgn,-24.0,303,720,720,720,720,1,1,1,1,5.971791664266924,5.971793329311322,5.971793328522905,5.9717934061602485
0_0_0_10_14_32,0,0,26,34,314,26,awgn,-24.0,303,314,314,314,314,1,1,1,1,2.346843136423535,2.346841846288147,2.3468418434911524,2.3468417151944445
0_0_0_10_14_32,0,0,27,35,602,27,awgn,-24.0,303,602,602,602,602,1,1,1,1,4.785161634990328,4.785161648321281,4.78516164263807,4.785161672488825
0_0_0_10_14_32,0,0,28,36,7,28,awgn,-24.0,303,7,7,7,7,1,1,1,1,5.053487090428744,5.053485903091701,5.05348589919877,5.053485786325106
0_0_0_10_14_32,0,0,29,37,610,29,awgn,-24.0,303,610,610,610,610,1,1,1,1,5.749272846875979,5.7492737294759415,5.749273738383246,5.749273719824998
0_0_0_10_14_32,0,0,30,38,826,30,awgn,-24.0,303,826,826,826,826,1,1,1,1,1.7297217271480303,1.7297220533542415,1.7297220529405357,1.729722010620251
0_0_0_10_14_32,0,0,31,39,928,31,awgn,-24.0,303,928,928,928,928,1,1,1,1,3.56497402980773,3.5649725981714164,3.5649725967300565,3.56497269536943
0_0_0_10_14_32,0,0,32,40,761,32,awgn,-24.0,303,761,761,761,761,1,1,1,1,2.914266334526621,2.914266711395449,2.9142667134080344,2.9142668696139933
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-24.0,303,590,590,590,590,1,1,1,1,3.520548820976443,3.5205484416464543,3.520548442144375,3.5205483937519757
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-24.0,303,936,936,936,936,1,1,1,1,5.327223473504895,5.327222652899781,5.32722265159705,5.327222602059133
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-24.0,303,803,803,803,803,1,1,1,1,1.8873304288545476,1.8873305690323017,1.887330566854042,1.8873306375279761
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-24.0,303,826,826,826,826,1,1,1,1,4.216458912865805,4.216459098524111,4.216459096211378,4.216459280522127
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-24.0,303,922,922,922,922,1,1,1,1,1.0093262365982612,1.0093239228365223,1.0093239267170915,1.0093239504293985
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-24.0,303,718,718,718,718,1,1,1,1,3.9877900078511503,3.987789572964598,3.9877895733420803,3.987789541851243
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-24.0,303,86,86,86,86,1,1,1,1,3.583449619253824,3.583448913374658,3.5834489113804127,3.5834488183614503
