dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,v3_symbol_ser,v3_symbol_accuracy,v3_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,phase_line_symbol_ser,phase_line_symbol_accuracy,phase_line_crc_valid_rate,phase_line_ser_gain_vs_v3,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_phase_line_false_lock_rate,mean_phase_line_uncertain_candidate_recall,mean_phase_line_rmse_pi,mean_phase_line_r2
0_0_0_10_14_16,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.39999999999999997,0.6000000000000001,0.0,0.39999999999999997,0.6000000000000001,0.0,-0.34025974025974026,0.20259740259740272,0.0,-0.22077922077922074,0.0,0.0,0.9488196498320046,0.3892169489017711,0.8346326907233178
0_0_0_10_14_16,-24.0,11,0.8337662337662338,0.16623376623376626,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.7038961038961038,0.0,0.6779220779220778,0.3220779220779221,0.0,0.6779220779220778,0.3220779220779221,0.0,-0.38181818181818183,0.155844155844156,0.0,-0.16883116883116878,0.0,0.0,0.8343201349785463,0.526957159581875,0.830509365222747
mean_of_datasets,-22.0,11,0.6025974025974027,0.3974025974025974,0.0,0.17922077922077922,0.8207792207792209,0.0,0.05974025974025974,0.9402597402597404,0.36363636363636365,0.39999999999999997,0.6000000000000001,0.0,0.39999999999999997,0.6000000000000001,0.0,-0.34025974025974026,0.20259740259740272,0.0,-0.22077922077922074,0.0,0.0,0.9488196498320046,0.3892169489017711,0.8346326907233178
mean_of_datasets,-24.0,11,0.8337662337662338,0.16623376623376626,0.0,0.509090909090909,0.49090909090909096,0.0,0.29610389610389604,0.7038961038961038,0.0,0.6779220779220778,0.3220779220779221,0.0,0.6779220779220778,0.3220779220779221,0.0,-0.38181818181818183,0.155844155844156,0.0,-0.16883116883116878,0.0,0.0,0.8343201349785463,0.526957159581875,0.830509365222747
