target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank,gt_top8_recall,gt_top16_recall,gt_top32_recall
-27.0,1,1,0,35,0.02857142857142857,8.598744210671109,4.240601446139379,0.002403601168927141,0.0020349485862128113,-0.04786782975238829,0.6599361565597471,0.34703485140061857,0.3470348514006186,1.548187661379769,0.137404703707237,288.0857142857143,0.14285714285714285,0.2571428571428571,0.3142857142857143
-27.0,2,2,1,35,0.0,8.160747635313339,4.215976915147583,0.002179348158597787,0.0017561551838034275,-0.10055948332870064,0.9331204568613154,0.2718948068697795,0.2718948068697795,1.1643559858722683,0.31093591217090855,318.8285714285714,0.11428571428571428,0.11428571428571428,0.2857142857142857
-27.0,3,3,2,35,0.02857142857142857,9.879202444028326,3.563885818375312,0.0028460750392559687,0.001922073175099645,-0.08428948367992349,0.7176094139780079,0.5340163119187372,0.3522954374352517,1.462667389544092,0.6135739027375384,174.82857142857142,0.14285714285714285,0.2571428571428571,0.42857142857142855
-27.0,5,5,3,35,0.0,9.22455016630588,3.6814145715766897,0.002565050684699086,0.0017686087376881428,-0.11487773669994077,0.9484432743001547,0.2705035318833728,0.2705035318833728,1.1110019933435165,0.5265039663507698,225.0857142857143,0.11428571428571428,0.2,0.37142857142857144
-27.0,6,6,4,35,0.02857142857142857,9.781283295931047,3.739403006427638,0.0028393209964438625,0.0018434936427047276,-0.10501915400407327,0.8803968974252205,0.390931415891524,0.3202623377838828,1.6693203568591268,0.397298783944545,190.62857142857143,0.2,0.2571428571428571,0.34285714285714286
-27.0,8,8,5,35,0.02857142857142857,9.556062378177128,3.5400840719608166,0.0027172369041382504,0.0018356007355056563,-0.11265471744865359,0.9626941568287924,0.2239720013270459,0.22397200132704595,0.9894577704265147,0.3871663584463938,190.68571428571428,0.17142857142857143,0.22857142857142856,0.4
-27.0,9,9,6,35,0.02857142857142857,8.116079972190162,4.028836243157681,0.002111866504768871,0.0017977236103499307,-0.023168482648087213,0.1770158047573992,0.504530474331329,0.4460097734250419,1.4650604416335642,0.2798224783244193,307.1714285714286,0.14285714285714285,0.14285714285714285,0.22857142857142856
-27.0,10,10,7,35,0.05714285714285714,9.002671561017788,4.4129491636516915,0.0026128720401756515,0.0023057681407634627,-0.128939047020524,0.9484636959432836,0.30355040784103815,0.30355040784103815,1.2519734681388344,0.552526297737328,267.51428571428573,0.17142857142857143,0.2,0.2857142857142857
-27.0,11,11,8,35,0.05714285714285714,11.177617793598897,4.372759384870277,0.0037267709789840296,0.0030651830901309396,-0.06706759519720068,0.3301290766464122,0.9648648718672065,0.5488501936489407,1.90260538059264,0.002394460020504696,126.91428571428571,0.2571428571428571,0.37142857142857144,0.4
-27.0,12,12,9,35,0.08571428571428572,11.071068047275618,3.4615411721513967,0.0035130211903110727,0.002099809434961935,-0.04660369101468174,0.10040773240662026,1.4088335241531962,0.5766242059471379,1.897250815242871,0.12294636491290933,111.14285714285714,0.2,0.3142857142857143,0.42857142857142855
-27.0,13,13,10,35,0.0,9.043091778010124,3.9084885168120054,0.0025341282001040896,0.0018039481398108214,-0.12179897946438902,0.9550815750261753,0.26676924623596776,0.26676924623596776,1.2619591015795006,0.6153758554048662,237.0,0.14285714285714285,0.22857142857142856,0.2571428571428571
-26.0,1,1,0,35,0.02857142857142857,8.213850987223859,4.014264221464696,0.0027483901126261596,0.0022397436402871534,-0.04801517391108723,0.7034662925992925,0.31484295473743124,0.31484295473743124,1.4759181131544445,0.17099574248579874,253.45714285714286,0.22857142857142856,0.2857142857142857,0.3142857142857143
-26.0,2,2,1,35,0.0,7.945505619271583,3.8203206435280546,0.0025268166004492085,0.0019476447047516057,-0.09842124512000537,0.9453935190162246,0.23889371575849683,0.23889371575849683,1.078777501995514,0.48544624752419363,273.8,0.11428571428571428,0.17142857142857143,0.37142857142857144
-26.0,3,3,2,35,0.02857142857142857,9.43262049813056,3.2179204063237625,0.0032248662416180787,0.002079980783132688,-0.08489148952280888,0.7253452198991012,0.527576501976675,0.33985001683567756,1.4147543411858412,0.6441453402170825,137.88571428571427,0.22857142857142856,0.34285714285714286,0.4857142857142857
-26.0,5,5,3,35,0.0,8.942414244012076,3.3503758087298507,0.002984331000099814,0.0019491351189761328,-0.11468932165754532,0.9543049637078965,0.2534626620629844,0.2534626620629844,0.984312628248357,0.5916980860762977,180.05714285714285,0.2,0.37142857142857144,0.42857142857142855
