dataset,snr_db,seed,packet_count,symbol_count,bank_kind,pattern_count,covariance_source,white_effective_replicas,empirical_effective_replicas,cross_validated_effective_replicas,offpacket_windows,mean_gt_topk_recall,mean_gt_savaux_rank,savaux_ser,best_pattern_ser,mean_pattern_ser,coherent_pattern_ser,whitened_pattern_ser,stable_pattern_ser,hybrid_mean_pattern_ser,gated_mean_pattern_ser,gated_stable_pattern_ser,gated_consensus_pattern_ser,gated_hybrid_pattern_ser,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,best_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,mean_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,coherent_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,whitened_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,stable_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,hybrid_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_mean_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_stable_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_consensus_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,gated_hybrid_pattern_changes_vs_savaux
0_0_0_10_14_16,-23.0,42,2,70,multiscale_only_diverse16,16,offpacket,4.0,3.987730832609375,4.019567526199542,128,1.0,1.0142857142857142,0.014285714285714285,0.32857142857142857,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.014285714285714285,0.02857142857142857,1,23,24,0,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
0_0_0_10_14_16,-24.0,42,2,70,multiscale_only_diverse16,16,offpacket,4.0,3.98788572095145,4.019723992112145,128,1.0,1.2142857142857144,0.11428571428571428,0.5,0.15714285714285714,0.11428571428571428,0.12857142857142856,0.08571428571428572,0.15714285714285714,0.15714285714285714,0.08571428571428572,0.11428571428571428,0.15714285714285714,1,28,34,2,5,10,2,2,6,0,1,3,2,0,4,0,3,6,2,5,10,2,0,4,0,0,0,0,3,5
0_0_0_10_14_16,-25.0,42,2,70,multiscale_only_diverse16,16,offpacket,4.0,3.98803207320892,4.019881279349331,128,0.9857142857142858,2.6857142857142855,0.22857142857142856,0.6857142857142857,0.3,0.2857142857142857,0.2571428571428571,0.2571428571428571,0.2714285714285714,0.3,0.2571428571428571,0.22857142857142856,0.2571428571428571,1,33,44,2,7,15,1,5,10,2,4,10,1,3,7,2,5,12,2,7,15,1,3,7,0,0,0,3,5,12
