dataset,target_snr_db,packet_count,center_symbol_ser,center_symbol_accuracy,center_crc_valid_rate,multi_symbol_ser,multi_symbol_accuracy,multi_crc_valid_rate,selected_symbol_ser,selected_symbol_accuracy,selected_crc_valid_rate,selected_ser_gain_vs_center,selected_crc_gain_vs_center,selected_ser_gain_vs_multi,selected_crc_gain_vs_multi,mean_locked_ratio,mean_false_lock_rate,mean_uncertain_candidate_recall,mean_selected_offset_coherence,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_8,-12.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.1514285714285714,0.8485714285714285,0.5,-0.1514285714285714,-0.5,-0.1514285714285714,-0.5,0.8457142857142858,0.0,0.5,0.9198803905004492,0.8939196520413834,0.17104437200673736
0_0_0_10_14_8,-13.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.14857142857142858,0.8514285714285714,0.5,-0.14857142857142858,-0.5,-0.14857142857142858,-0.5,0.8485714285714285,0.0,0.5,0.9155073119574746,0.8915827815470431,0.17198790897121338
0_0_0_10_14_8,-14.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.8571428571428571,0.4,-0.14285714285714285,-0.6,-0.14285714285714285,-0.6,0.8542857142857143,0.0,0.6,0.9161440021866865,0.7977168378301689,0.19414331393180223
0_0_0_10_14_8,-15.0,10,0.0,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.8571428571428571,0.4,-0.14285714285714285,-0.6,-0.14285714285714285,-0.6,0.8542857142857143,0.0,0.6,0.9119942193028086,0.7983386112706858,0.1938037407848149
0_0_0_10_14_8,-16.0,10,0.017142857142857144,0.9828571428571429,0.7,0.0,1.0,1.0,0.1542857142857143,0.8457142857142858,0.4,-0.13714285714285715,-0.29999999999999993,-0.1542857142857143,-0.6,0.8428571428571429,0.0,0.6,0.906018632857007,0.800531525103127,0.18576749798273923
0_0_0_10_14_8,-17.0,10,0.06285714285714286,0.9371428571428572,0.6,0.0,1.0,1.0,0.15428571428571428,0.8457142857142858,0.4,-0.09142857142857141,-0.19999999999999996,-0.15428571428571428,-0.6,0.8400000000000001,0.0,0.6,0.9038081711723317,0.7678869968077998,0.18594802842640182
0_0_0_10_14_8,-18.0,10,0.12857142857142856,0.8714285714285716,0.4,0.002857142857142857,0.9971428571428571,0.9,0.1742857142857143,0.8257142857142856,0.4,-0.045714285714285735,0.0,-0.17142857142857143,-0.5,0.82,0.0,0.6,0.8942959995167883,0.7587558815096351,0.18626494668940707
0_0_0_10_14_8,-19.0,10,0.22857142857142856,0.7714285714285715,0.0,0.011428571428571429,0.9885714285714287,0.8,0.20857142857142857,0.7914285714285715,0.4,0.01999999999999999,0.4,-0.19714285714285715,-0.4,0.7857142857142858,0.0,0.6,0.8728147072330872,0.9439817817131644,0.12763737493814162
0_0_0_10_14_8,-20.0,10,0.3657142857142857,0.6342857142857143,0.0,0.04571428571428572,0.9542857142857143,0.6,0.27142857142857146,0.7285714285714284,0.1,0.09428571428571425,0.1,-0.22571428571428576,-0.5,0.72,0.0,0.9,0.8386613170417003,0.9358226478004008,0.10271325914396183
0_0_0_10_14_8,-21.0,10,0.5171428571428571,0.48285714285714293,0.0,0.13142857142857142,0.8685714285714285,0.5,0.3857142857142857,0.6142857142857143,0.0,0.13142857142857145,0.0,-0.2542857142857142,-0.5,0.6028571428571429,0.0,0.981304347826087,0.7812282164334814,0.8919222629280288,0.08886841632589426
