dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_local_phase_rank,gt_combined_rank,gt_local_combined_rank,gt_energy_score,gt_phase_score,gt_local_phase_score,gt_combined_score,gt_local_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,6,5,1,0,0,1,20,2,20,1,1.0,0.023266477872776747,0.9846424354668843,0.2186131822982214,0.9877139483735076,468,468,468,468,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,6,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,7,1,0,1,3,3,24,1,19,0.8535441946710353,0.9945783238074264,0.0025877986185761093,0.9663714979801482,0.17277907782906796,630,713,713,630,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,8,1,0,1,13,18,6,18,7,0.8480022982846275,0.2508719637837878,0.7984295564613932,0.3702980306839557,0.8083441048260401,258,865,865,258,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,9,1,0,0,1,20,5,19,1,1.0,0.06900175565650901,0.9311593531128941,0.25520140452520723,0.9449274824903153,492,492,492,492,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,10,1,0,1,5,4,20,4,20,0.829267562653644,0.9387221557589631,0.08797956271712498,0.9168312371378993,0.2362371627044288,356,765,765,356,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,11,1,0,0,1,8,18,8,16,1.0,0.8035812376551077,0.12560059859335304,0.8428649901240861,0.30048047887468243,1023,1023,1023,1023,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,12,1,1,1,15,19,9,19,10,0.7494842430887731,0.07729364191013965,0.8343196573131411,0.21173176214586636,0.8173525744682676,296,597,784,296,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,13,1,1,0,1,20,3,18,1,1.0,0.16601179726398912,0.9407615340802337,0.3328094378111913,0.9526092272641871,562,562,279,562,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,14,1,0,1,3,2,23,1,22,0.9479130614103224,0.9980483780599265,0.05843441796597726,0.9880213147300058,0.2363301466548463,187,478,478,187,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,15,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,16,1,0,0,1,24,1,21,1,1.0,0.0007387202575993568,0.9594280969291914,0.2005909762060795,0.9675424775433532,917,917,917,917,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,17,1,0,0,1,7,15,6,15,1.0,0.8723663654640661,0.31759204259379864,0.8978930923712529,0.4540736340750389,656,656,656,656,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,18,1,0,1,2,8,24,4,22,0.871149322710679,0.9188351122028962,0.003245952897932558,0.9092979543044528,0.17682662686048187,631,889,889,631,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,19,1,0,0,1,18,9,17,9,1.0,0.2521115907519247,0.5375636829214956,0.40168927260153975,0.6300509463371965,510,510,510,510,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,20,1,0,1,2,21,2,18,1,0.9939093929413957,0.11381798138953564,0.9803848703216762,0.28983626369990767,0.9830897748456201,496,860,860,496,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,21,1,0,1,2,13,10,11,9,0.9948305778885641,0.6625797732759625,0.5139710008702993,0.7290299341984828,0.6101429162739523,675,553,553,675,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,22,1,0,0,1,4,23,1,21,1.0,0.9756184415043925,0.00012055568704044672,0.980494753203514,0.20009644454963238,629,629,629,629,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,23,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,24,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,25,1,1,1,6,12,13,11,13,0.821571035762178,0.7478610281358072,0.25515685989800757,0.7626030296610814,0.3684396950708417,721,720,729,721,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,26,1,1,1,4,5,18,4,18,0.8631840734124723,0.9126110163344179,0.12216634852098152,0.9027256277500288,0.2703698934992797,168,314,414,168,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,27,1,0,1,7,22,1,23,2,0.7419752342958377,0.004971851303842145,0.9968512766710309,0.15237252790224126,0.9458760681959923,575,602,602,575,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,28,1,0,1,4,20,9,16,9,0.8925958363656922,0.2643775693880044,0.5438329372617241,0.39002122278354195,0.6135855170825177,628,7,7,628,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,29,1,0,1,15,1,24,1,23,0.715357951128989,0.8171428031516688,0.02434937635096318,0.7967858327471329,0.16255109130656836,907,610,610,907,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,30,1,0,0,1,13,5,11,3,1.0,0.4490142074074477,0.8759597447125411,0.5592113659259581,0.9007677957700329,791,791,791,791,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,31,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,32,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,33,1,0,0,1,12,24,8,19,1.0,0.6274662369305599,0.013708720695944976,0.701972989544448,0.210966976556756,584,584,584,584,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,34,1,1,1,15,8,17,8,17,0.5978708637831603,0.9000014707376582,0.21852214830692068,0.8395753493467587,0.2943918914021686,372,932,777,372,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,8,0,1,0,1,15,23,14,23,14,0.7771185217626723,0.007751076153237613,0.4934893988841766,0.16162456527512456,0.5502152234598757,364,803,803,364,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,1,1,1,0,1,1,18,1,18,1.0,0.9990322993002612,0.4193535728267351,0.9992258394402089,0.5354828582613881,711,711,49,711,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,2,1,0,0,1,13,2,10,1,1.0,0.3596905270977375,0.9935890480231673,0.48775242167819005,0.9948712384185339,922,922,922,922,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,3,1,0,0,1,16,15,15,11,1.0,0.272704564184304,0.21314311072251396,0.4181636513474432,0.37051448857801117,691,691,691,691,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,4,1,0,1,2,4,16,4,16,0.7685340207560272,0.9415162247126891,0.31210114817146106,0.9069197839213567,0.4033877226883743,467,86,86,467,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,5,1,0,0,1,22,5,16,1,1.0,0.0069250634578092995,0.9652751471052178,0.20554005076624746,0.9722201176841743,468,468,468,468,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,6,1,0,0,1,8,18,8,16,1.0,0.7617827179308382,0.09706665300609613,0.8094261743446707,0.27765332240487695,89,89,89,89,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,7,1,0,1,4,11,12,9,11,0.9087536318005589,0.8108833380207775,0.2952175895845392,0.8304573967767338,0.4179247980277432,594,713,713,594,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,8,1,0,0,1,23,2,21,1,1.0,0.03657904238810261,0.9378605361598044,0.2292632339104821,0.9502884289278435,865,865,865,865,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,9,1,0,0,1,9,16,6,16,1.0,0.672866111016254,0.3277927960999846,0.7382928888130034,0.46223423687998766,492,492,492,492,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,10,1,0,0,1,7,19,6,19,1.0,0.6060472403992854,0.3449976063472094,0.6848377923194283,0.47599808507776753,765,765,765,765,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,11,1,0,0,1,18,7,16,1,1.0,0.13057754419198314,0.9279151085205087,0.3044620353535865,0.9423320868164071,1023,1023,1023,1023,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,12,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,13,1,0,0,1,18,11,13,9,1.0,0.09319574414005383,0.7870044565003913,0.2745565953120431,0.8296035652003131,562,562,562,562,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,14,1,0,0,1,9,11,6,11,1.0,0.724270894125921,0.46355202202336854,0.779416715300737,0.5708416176186948,478,478,478,478,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,15,1,0,0,1,3,23,1,23,1.0,0.9086640231559704,0.009032864548087827,0.9269312185247764,0.20722629163847028,267,267,267,267,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,16,1,0,0,1,23,3,20,3,1.0,0.01857349833937233,0.8750724697623949,0.21485879867149787,0.9000579758099161,917,917,917,917,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,17,1,0,0,1,10,11,10,10,1.0,0.5550121565379676,0.6690994346003662,0.6440097252303741,0.7352795476802931,656,656,656,656,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,18,1,0,0,1,11,16,10,14,1.0,0.6339702025110981,0.1683603785964244,0.7071761620088786,0.3346883028771395,889,889,889,889,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,19,1,1,1,8,21,6,21,4,0.8048084853923354,0.007101301506884372,0.9100855971528636,0.16664273828397458,0.8890301748007581,202,510,225,202,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,20,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,21,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,22,1,0,0,1,24,2,21,1,1.0,0.00031374770460707024,0.9843718598825124,0.20025099816368566,0.9874974879060099,629,629,629,629,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,23,1,1,1,3,14,8,11,8,0.907615097070421,0.6488646542643058,0.4548521184161057,0.7006147428255289,0.5454047141469688,389,759,389,389,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,24,1,0,0,1,3,22,1,21,1.0,0.9052549121924396,0.062371424019222466,0.9242039297539517,0.24989713921537798,874,874,874,874,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,25,1,0,0,1,24,1,20,1,1.0,5.533021646997316e-05,0.99999843592523,0.200044264173176,0.999998748740184,720,720,720,720,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,26,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,27,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,28,1,1,1,16,22,4,24,4,0.7290107302382256,0.0055295652596908385,0.927518951735625,0.1502257982553978,0.8878173074361453,393,7,31,393,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,29,1,0,1,4,3,24,3,22,0.8967774525925047,0.9261674506699891,7.745479151827217e-05,0.9202894510544922,0.17941745435171558,946,610,610,946,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,30,1,0,0,1,2,18,1,17,1.0,0.9949371403841227,0.18492287356422227,0.9959497123072982,0.34793829885137784,775,775,775,775,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,31,1,0,0,1,23,7,21,3,1.0,0.021068741217163567,0.9562695622592581,0.21685499297373087,0.9650156498074065,920,920,920,920,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,32,1,1,1,7,9,19,9,18,0.7214660974770702,0.6069209774497675,0.09792420963129878,0.629830001455228,0.22263258720045306,583,753,583,583,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,33,1,1,1,15,12,8,12,8,0.4740930039632875,0.6527285222689011,0.8485799161826906,0.6170014186077784,0.77368253373881,548,586,972,548,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,34,1,0,0,1,23,9,20,4,1.0,0.029855320899900506,0.6512426768930056,0.2238842567199204,0.7209941415144046,91,91,91,91,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,9,0,1,0,0,1,8,7,4,1,1.0,0.8499341512022366,0.9080766679716309,0.8799473209617894,0.9264613343773047,222,222,222,222,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,1,1,0,0,1,16,3,12,1,1.0,0.3394942070383251,0.9853103072433772,0.4715953656306601,0.9882482457947017,826,826,826,826,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,2,1,0,1,5,10,23,9,23,0.7890395938268729,0.561506777948117,3.3149431569956533e-05,0.6070133411238682,0.15783443831063054,520,922,922,520,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,3,1,1,1,17,4,11,4,11,0.6181730523430966,0.9680064387265265,0.4409025132859266,0.8980397614498405,0.47635662109736066,827,691,827,827,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,4,1,0,0,1,19,11,16,11,1.0,0.15031298246325575,0.5339288680378899,0.3202503859706046,0.6271430944303119,86,86,86,86,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,5,1,1,1,12,3,20,4,20,0.8345148280728791,0.9653054290081011,0.007032484770991887,0.9391473088210568,0.17252895343136937,82,468,237,82,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,6,1,0,0,1,22,1,19,1,1.0,0.019685139675464758,0.9971300460899647,0.2157481117403718,0.9977040368719718,89,89,89,89,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,7,1,0,0,1,8,19,5,16,1.0,0.6957470322892956,0.19869214444980365,0.7565976258314364,0.35895371555984296,713,713,713,713,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,8,1,0,0,1,17,6,16,3,1.0,0.29282862522325576,0.7588548511940898,0.43426290017860464,0.8070838809552718,865,865,865,865,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,9,1,0,1,4,18,7,17,7,0.8773027512118723,0.10814104195492291,0.8925123334007641,0.2619733838063128,0.8894704169629858,133,492,492,133,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,10,1,1,1,23,4,21,5,21,0.5940167561285798,0.977997445545057,0.04005754253659044,0.9012013076617615,0.15084938525498834,764,765,537,764,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,11,1,1,1,19,20,1,22,2,0.635727877146984,0.019880318335535052,0.9981343460989336,0.14304983009782485,0.9256530523085438,67,1023,353,67,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,12,1,1,1,3,7,16,8,16,0.8935033329061665,0.7349844245949706,0.3935529612750545,0.7666882062572098,0.49354303560127694,599,597,599,599,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,13,1,0,0,1,13,14,11,12,1.0,0.37215147664855264,0.4599377585146331,0.49772118131884213,0.5679502068117065,562,562,562,562,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,14,1,0,0,1,11,11,11,7,1.0,0.44120426267604784,0.742267893672617,0.5529634101408383,0.7938143149380936,478,478,478,478,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,15,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,16,1,0,0,1,19,9,17,7,1.0,0.09305809429602019,0.7432575112802338,0.27444647543681616,0.7946060090241871,917,917,917,917,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,17,1,0,0,1,9,10,8,8,1.0,0.7066683480297464,0.5128777103673501,0.7653346784237971,0.6103021682938801,656,656,656,656,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,18,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,19,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,20,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,21,1,0,0,1,24,4,23,4,1.0,0.08276718603577965,0.7965526852678766,0.26621374882862375,0.8372421482143013,553,553,553,553,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,22,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,23,1,0,0,1,13,13,11,13,1.0,0.6303837742807301,0.26893126895139097,0.7043070194245842,0.4151450151611128,759,759,759,759,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,24,1,1,1,12,19,6,19,6,0.8004762035539905,0.09830716106879683,0.8616162256879225,0.23874096956583557,0.8493882212611361,491,874,129,491,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,25,1,0,0,1,10,15,7,14,1.0,0.8427743849687821,0.16395899313502804,0.8742195079750257,0.33116719450802246,720,720,720,720,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,26,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,27,1,0,0,1,18,8,17,6,1.0,0.3039536034379269,0.5785261515389971,0.44316288275034155,0.6628209212311977,602,602,602,602,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,28,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,29,1,1,1,22,24,5,24,7,0.7563188966906981,0.0005438827212229658,0.9098732748261296,0.15169888551511798,0.8791623991990433,749,610,176,749,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,30,1,0,0,1,18,15,14,13,1.0,0.19684240733278502,0.4512077344867516,0.35747392586622806,0.5609661875894013,794,794,794,794,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,31,1,0,0,1,3,21,1,20,1.0,0.9980167778526117,0.15153602751765488,0.9984134222820893,0.32122882201412395,905,905,905,905,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,32,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,33,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,34,1,1,1,3,13,23,12,23,0.7710796553685815,0.6496775018953249,0.028931778327706548,0.6739579325899763,0.17736135373588155,196,89,196,196,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,10,0,1,0,1,6,20,23,18,22,0.8939142584737024,0.03309947139239183,0.003169296170899727,0.20526242880865397,0.1813182886314603,378,803,803,378,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,1,1,0,1,2,22,20,18,18,0.9869679746974533,0.002455471162148115,0.01981498990665248,0.19935797186920917,0.21324558686481268,171,826,826,171,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,2,1,0,0,1,23,2,20,1,1.0,0.007443764233916406,0.9997056859039652,0.20595501138713312,0.9997645487231723,922,922,922,922,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,3,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,4,1,1,1,2,16,13,15,11,0.919634223982029,0.30286342472986527,0.23789595928483054,0.426217584580298,0.3742436122242703,512,107,512,512,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,5,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,6,1,0,1,3,18,13,17,13,0.7316548041750587,0.07361302475209847,0.3771631127992976,0.20522138063669051,0.44806145107444983,823,89,89,823,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,7,1,0,1,5,19,8,18,5,0.8884093119357815,0.1654835518169671,0.8121232354125865,0.31006870384073004,0.8273804507172255,735,713,713,735,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,8,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,9,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,10,1,0,1,2,7,22,7,21,0.8416033356445284,0.7182233316387822,0.09431115007129437,0.7428993324399314,0.24376958718594122,1001,765,765,1001,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,11,1,0,0,1,10,7,9,3,1.0,0.6578542576622157,0.9171254242397504,0.7262834061297727,0.9337003393918004,1023,1023,1023,1023,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,12,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,13,1,0,1,2,2,24,1,20,0.9512162920083987,0.9718933616514434,0.0008043465226016955,0.9677579477228345,0.19088673561976113,841,562,562,841,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,14,1,0,0,1,3,5,1,4,1.0,0.9415503516619013,0.8736908733383096,0.9532402813295211,0.8989526986706478,478,478,478,478,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,15,1,0,1,5,5,1,3,2,0.8920088330851432,0.9682462466880697,0.9998015560805235,0.9529987639674845,0.9782430114814474,747,267,267,747,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,16,1,1,1,17,6,23,6,24,0.6429350799361893,0.8510217883164414,0.022987848695982138,0.809404446640391,0.14697729494402356,426,917,574,426,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,17,1,0,0,1,12,5,7,1,1.0,0.6195256904327393,0.9258763093937777,0.6956205523461915,0.9407010475150221,656,656,656,656,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,18,1,0,0,1,17,23,14,19,1.0,0.45707227285172347,0.013868867842996901,0.5656578182813787,0.21109509427439754,889,889,889,889,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,19,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,20,1,0,0,1,16,23,13,20,1.0,0.2797489940336503,0.0005662000785600085,0.4237991952269202,0.20045296006284802,860,860,860,860,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,21,1,0,0,1,22,4,20,1,1.0,0.011178117392776132,0.9309400815776064,0.20894249391422093,0.9447520652620851,553,553,553,553,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,22,1,0,0,1,17,23,16,16,1.0,0.11431087185970751,0.005768119795532378,0.29144869748776603,0.2046144958364259,629,629,629,629,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,23,1,0,1,5,16,6,16,5,0.824547623296439,0.13097927002625698,0.893965322282943,0.2696929406802934,0.8800817824856422,43,759,759,43,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,24,1,0,0,1,10,24,9,19,1.0,0.3688247996877585,0.01008405407880636,0.49505983975020684,0.2080672432630451,874,874,874,874,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,25,1,0,0,1,16,2,16,1,1.0,0.43047258475217376,0.9902397628240047,0.544378067801739,0.9921918102592038,720,720,720,720,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,26,1,0,1,10,9,24,9,24,0.6943571346170706,0.7991522557137584,0.049687968433773044,0.7781932314944209,0.17862180167043257,532,314,314,532,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,27,1,0,1,5,3,8,3,9,0.829519676087823,0.9339124806120813,0.8797633956995674,0.9130339197072297,0.8697146517772186,57,602,602,57,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,28,1,0,0,1,2,16,1,15,1.0,0.98153821099935,0.3854006628205332,0.98523056879948,0.5083205302564267,7,7,7,7,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,29,1,0,0,1,11,16,9,15,1.0,0.5206317175900815,0.12500962771382834,0.6165053740720652,0.3000077021710627,610,610,610,610,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,30,1,1,1,4,12,7,12,8,0.8788351930621932,0.4993321248495504,0.8198760929876137,0.575232738492079,0.8316679130025295,575,826,258,575,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,31,1,0,1,6,15,16,15,16,0.7023232395372024,0.237835348881466,0.1307823259185783,0.3307329270126133,0.24509050864230314,903,904,904,903,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,32,1,0,0,1,18,7,18,6,1.0,0.29959517499474947,0.6404447353448388,0.4396761399957996,0.7123557882758711,760,760,760,760,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,33,1,0,0,1,22,23,21,21,1.0,0.05430089099441021,0.0190050790881533,0.24344071279552817,0.21520406327052266,577,577,577,577,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,34,1,0,1,17,20,20,20,20,0.810435804272171,0.08479138820314308,0.05043538326922309,0.22992027141694865,0.20243546746981267,336,930,930,336,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,11,0,1,0,0,1,4,17,1,17,1.0,0.9362371045872315,0.24243851337021877,0.9489896836697853,0.39395081069617505,222,222,222,222,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,1,1,0,0,1,18,21,17,20,1.0,0.21498886700003556,0.07687810065093109,0.37199109360002847,0.2615024805207449,711,711,711,711,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,2,1,0,1,2,22,14,20,12,0.9819123712307491,0.00313375739333982,0.271606326111745,0.1988894801608217,0.4136675351355459,428,871,871,428,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,3,1,0,1,3,16,19,16,18,0.8831882755769456,0.3123454697940943,0.197312505478613,0.42651403095066454,0.3344876594982795,44,691,691,44,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,4,1,0,0,1,13,12,10,12,1.0,0.254919113061582,0.668814611971678,0.4039352904492656,0.7350516895773425,86,86,86,86,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,5,1,1,1,5,2,3,2,3,0.9250159846142695,0.9983647558359836,0.9566362180054884,0.9836950015916409,0.9503121713272447,309,468,260,309,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,6,1,0,1,2,20,5,20,3,0.9982119634987583,0.22455547626488487,0.9037822531544073,0.3792867737116596,0.9226681952232776,373,89,89,373,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,7,1,1,1,21,11,1,11,3,0.6216810988155346,0.6558757134811053,0.9997858926952201,0.6490367905479912,0.9241649339192831,707,713,707,707,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,8,1,1,1,4,15,3,15,2,0.8087098790458268,0.33801895316097874,0.9747246316965708,0.4321571383379484,0.941521681166422,472,865,718,472,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,9,1,0,1,2,8,24,6,19,0.8796652681699126,0.6911102774894934,0.0005425172738466322,0.7288212756255772,0.17636706745305986,502,492,492,502,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,10,1,1,1,16,4,18,4,18,0.8109360318300688,0.89128243690268,0.11925825626552894,0.8752131558881578,0.25759381137843695,476,765,706,476,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,11,1,0,1,10,16,8,16,8,0.7219456181701923,0.4106954609127347,0.8535436727439559,0.4729454923642262,0.8272240618292033,62,1023,1023,62,0.4418793429212805,0.39745775789495746
