dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_local_phase_rank,gt_combined_rank,gt_local_combined_rank,gt_energy_score,gt_phase_score,gt_local_phase_score,gt_combined_score,gt_local_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-22.0,5,31,1,0,0,1,22,9,17,5,1.0,0.009661084942233888,0.8108141786118889,0.20772886795378712,0.848651342889511,913,913,913,913,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-22.0,5,32,1,0,0,1,17,15,17,14,1.0,0.24979130308143732,0.4121485582785778,0.3998330424651499,0.5297188466228623,741,741,741,741,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-22.0,5,33,1,0,1,3,3,19,3,19,0.9063094694208867,0.9196836349216394,0.06098263822528632,0.9170088018214889,0.2300480044644064,731,581,581,731,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-22.0,5,34,1,0,0,1,4,17,3,16,1.0,0.6967160576313455,0.04852328506944581,0.7573728461050764,0.23881862805555665,91,91,91,91,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-22.0,6,0,1,0,0,1,8,7,1,4,1.0,0.9513509592928115,0.777045546737042,0.9610807674342492,0.8216364373896337,803,803,803,803,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,1,1,0,0,1,20,18,19,15,1.0,0.20672130376104536,0.1139178645929751,0.36537704300883633,0.2911342916743801,826,826,826,826,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,2,1,0,0,1,12,23,10,21,1.0,0.12375525943510729,0.20891511292929077,0.2990042075480859,0.36713209034343264,871,871,871,871,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,3,1,0,0,1,10,23,4,17,1.0,0.8335685807386365,0.0175844429865476,0.8668548645909093,0.21406755438923808,718,718,718,718,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,4,1,0,0,1,5,14,1,13,1.0,0.9255361262735844,0.3521468611333287,0.9404289010188676,0.481717488906663,107,107,107,107,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,5,1,0,0,1,21,2,18,1,1.0,0.027681909679535932,0.9879006233677242,0.22214552774362875,0.9903204986941794,468,468,468,468,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,6,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-22.0,6,7,1,0,0,1,2,24,1,18,1.0,0.9967304559473864,0.004533194397341234,0.9973843647579093,0.203626555517873,713,713,713,713,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,8,1,0,0,1,18,6,16,6,1.0,0.266393892920802,0.7840229691277478,0.4131151143366416,0.8272183753021982,865,865,865,865,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,9,1,0,0,1,19,6,15,1,1.0,0.07028200969910914,0.9298804759702484,0.2562256077592873,0.9439043807761986,492,492,492,492,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,10,1,0,0,1,4,20,1,18,1.0,0.9236286991879171,0.10561674633962498,0.9389029593503337,0.2844933970717,765,765,765,765,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,11,1,0,0,1,9,17,8,16,1.0,0.7973451803891406,0.13081715984258246,0.8378761443113125,0.30465372787406597,1023,1023,1023,1023,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,12,1,0,1,2,19,9,18,6,0.8989557099231529,0.06955267709365409,0.8452085415475383,0.23543328365955385,0.8559579752226614,296,597,597,296,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,13,1,0,0,1,18,3,18,1,1.0,0.20879054778263173,0.9122430348185614,0.36703243822610543,0.9297944278548491,562,562,562,562,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,14,1,0,0,1,2,23,1,21,1.0,0.9992222495908194,0.05102374248530961,0.9993777996726556,0.2408189939882477,478,478,478,478,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,15,1,0,1,3,13,16,12,16,0.8411077781794342,0.5698637049164567,0.22708458291475847,0.6241125195690522,0.3498892219676936,266,267,267,266,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,16,1,0,0,1,23,1,20,1,1.0,0.0023770087950617524,0.9675168753304542,0.20190160703604942,0.9740135002643633,917,917,917,917,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,17,1,0,0,1,7,15,4,13,1.0,0.8544978034671218,0.3420648553367985,0.8835982427736975,0.4736518842694388,656,656,656,656,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,18,1,0,0,1,8,24,1,19,1.0,0.918756898772062,0.0032622605292971785,0.9350055190176496,0.20260980842343776,889,889,889,889,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,19,1,0,0,1,18,10,16,10,1.0,0.24197471142539145,0.5492713227757594,0.3935797691403132,0.6394170582206076,510,510,510,510,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,20,1,0,0,1,21,2,13,1,1.0,0.11945307288514684,0.9778762968362724,0.2955624583081175,0.982301037469018,860,860,860,860,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,21,1,0,0,1,10,11,9,9,1.0,0.7285451844369681,0.44233114006398033,0.7828361475495746,0.5538649120511843,553,553,553,553,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,22,1,0,0,1,4,23,1,18,1.0,0.9567048486153396,0.004064769116339351,0.9653638788922716,0.20325181529307149,629,629,629,629,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,23,1,0,1,2,22,7,20,6,0.9072886100899571,0.06560936078546575,0.8720777038544326,0.23394521064636403,0.8791198851015376,245,759,759,245,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,24,1,0,1,2,20,5,18,4,0.9922237405878717,0.15196009532391574,0.887750669448519,0.320012824376707,0.9086452836763896,347,874,874,347,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,25,1,0,0,1,10,15,7,13,1.0,0.7841184622242245,0.21874209915057252,0.8272947697793798,0.374993679320458,720,720,720,720,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,26,1,0,0,1,5,18,2,18,1.0,0.8934607587314973,0.14416196589944752,0.9147686069851979,0.315329572719558,314,314,314,314,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,27,1,0,0,1,22,1,22,1,1.0,0.016236029203685942,0.9999988866976373,0.21298882336294878,0.9999991093581098,602,602,602,602,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,28,1,0,0,1,20,9,16,9,1.0,0.25541837567178627,0.553997997530782,0.40433470053742904,0.6431983980246256,7,7,7,7,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,29,1,0,0,1,1,24,1,23,1.0,0.8350698344841692,0.017591976805666043,0.8680558675873353,0.21407358144453284,610,610,610,610,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,30,1,0,0,1,11,7,10,3,1.0,0.5110447395149837,0.8322140996449283,0.6088357916119871,0.8657712797159427,791,791,791,791,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,31,1,0,1,5,20,4,17,1,0.8945211940115224,0.2461504828373085,0.9741418607246268,0.3758246250721513,0.9582177273820061,515,928,928,515,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,32,1,0,1,8,16,10,16,10,0.7619465040279202,0.23301550998350612,0.42542146746475545,0.33880170879238897,0.49272647477738846,324,760,760,324,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,33,1,0,0,1,12,24,7,18,1.0,0.6520227321023639,0.008398885676117629,0.7216181856818913,0.20671910854089412,584,584,584,584,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,6,34,1,1,1,2,8,17,5,16,0.8927350023558948,0.9117624345838389,0.23539853644608127,0.9079569481382501,0.36686582962804404,372,932,777,372,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-22.0,8,0,1,0,0,1,23,15,19,13,1.0,0.01080001316027962,0.5094454124653415,0.2086400105282237,0.6075563299722733,803,803,803,803,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,1,1,0,0,1,1,17,1,17,1.0,0.9973205015443878,0.39902490113177186,0.9978564012355102,0.5192199209054176,711,711,711,711,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,2,1,0,0,1,15,2,11,1,1.0,0.35047728068608086,0.9919610338676925,0.4803818245488647,0.9935688270941541,922,922,922,922,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,3,1,0,0,1,16,16,16,11,1.0,0.28440920956968174,0.20254896889867985,0.4275273676557454,0.3620391751189439,691,691,691,691,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,4,1,0,0,1,5,15,1,14,1.0,0.9420354399393638,0.31107422638094195,0.953628351951491,0.4488593811047536,86,86,86,86,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,5,1,0,0,1,22,5,16,1,1.0,0.008294787958803784,0.9681057106171307,0.20663583036704303,0.9744845684937047,468,468,468,468,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,6,1,0,0,1,6,20,5,16,1.0,0.7566602281293844,0.10064244749797896,0.8053281825035075,0.2805139579983832,89,89,89,89,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,7,1,0,0,1,11,12,7,11,1.0,0.7728949489474097,0.3387771270703961,0.8183159591579279,0.4710217016563169,713,713,713,713,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,8,1,0,0,1,22,3,21,1,1.0,0.038126045224868566,0.9358764081075417,0.23050083617989486,0.9487011264860334,865,865,865,865,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,9,1,0,0,1,9,16,5,13,1.0,0.7640467671807307,0.23654964606398815,0.8112374137445846,0.3892397168511905,492,492,492,492,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,10,1,0,0,1,11,17,7,14,1.0,0.50008386645423,0.449263428533674,0.600067093163384,0.5594107428269393,765,765,765,765,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,11,1,0,0,1,18,7,16,1,1.0,0.14319365499767317,0.9181338986036716,0.31455492399813856,0.9345071188829372,1023,1023,1023,1023,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,12,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-22.0,8,13,1,0,0,1,19,10,14,8,1.0,0.09852353178999157,0.7795477502716129,0.27881882543199327,0.8236382002172904,562,562,562,562,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,14,1,0,0,1,12,10,9,7,1.0,0.6695758620144884,0.5230705181214118,0.7356606896115907,0.6184564144971294,478,478,478,478,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,15,1,0,0,1,3,23,1,22,1.0,0.9097297783320004,0.008685311305762444,0.9277838226656003,0.20694824904460996,267,267,267,267,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,16,1,0,0,1,23,3,20,1,1.0,0.019754503962112757,0.8722101093875727,0.21580360316969022,0.8977680875100582,917,917,917,917,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,17,1,0,0,1,11,10,10,9,1.0,0.5795318741584788,0.6456127359407593,0.6636254993267832,0.7164901887526074,656,656,656,656,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,18,1,0,0,1,12,16,8,13,1.0,0.671512129020319,0.13990639684802447,0.7372097032162552,0.3119251174784196,889,889,889,889,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,19,1,0,0,1,21,6,19,1,1.0,0.00582031777586467,0.9146121319032547,0.20465625422069175,0.9316897055226039,510,510,510,510,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,20,1,0,1,8,8,14,8,13,0.8865593389719566,0.7353086281174153,0.45664437845476297,0.7655587702883235,0.5426273705582018,464,860,860,464,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,21,1,0,1,15,3,23,4,23,0.6249943829307608,0.8947045299744009,0.023301515322910138,0.8407625005656729,0.14364008884448026,46,553,553,46,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,22,1,0,0,1,24,3,21,1,1.0,0.0004666502501649572,0.9853221392923931,0.200373320200132,0.9882577114339146,629,629,629,629,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,23,1,0,0,1,12,11,6,7,1.0,0.6849512387125732,0.41688277025838194,0.7479609909700586,0.5335062162067056,759,759,759,759,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,24,1,0,0,1,6,21,1,18,1.0,0.8841767059978312,0.08001994493953474,0.9073413647982649,0.2640159559516278,874,874,874,874,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,25,1,0,0,1,24,1,20,1,1.0,0.00014346530416747827,0.9999891834410659,0.200114772243334,0.9999913467528527,720,720,720,720,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,26,1,0,1,2,7,19,5,16,0.9206097253127822,0.8611965452943484,0.10490288902846673,0.8730791812980352,0.2680442562853298,96,314,314,96,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,27,1,0,1,3,13,9,11,9,0.9218893399279192,0.3812978561055918,0.7339984213472166,0.48941615287005735,0.7715766050633571,620,602,602,620,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,28,1,0,0,1,23,3,20,1,1.0,0.002633717031707339,0.9390313689085178,0.2021069736253659,0.9512250951268142,7,7,7,7,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,29,1,0,0,1,5,23,3,21,1.0,0.880588300818769,0.004733272058669247,0.9044706406550154,0.2037866176469354,610,610,610,610,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,30,1,0,0,1,2,18,1,14,1.0,0.9843870283040195,0.22866144341296757,0.9875096226432156,0.3829291547303741,775,775,775,775,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,31,1,0,0,1,23,6,20,1,1.0,0.021817000530222508,0.9573198395160645,0.21745360042417802,0.9658558716128516,920,920,920,920,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,32,1,0,0,1,10,18,8,16,1.0,0.5944606791828713,0.1056153736258606,0.675568543346297,0.2844922989006885,753,753,753,753,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,33,1,0,1,3,8,12,7,8,0.7145666025108586,0.7339878604751471,0.7801913306429176,0.7301036088822894,0.7670663850165058,548,586,586,548,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,8,34,1,0,0,1,24,14,20,9,1.0,0.009370961642482911,0.5766432854748861,0.20749676931398633,0.661314628379909,91,91,91,91,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-22.0,9,0,1,0,0,1,6,9,1,1,1.0,0.8606721197999365,0.8990677614737965,0.8885376958399493,0.9192542091790372,222,222,222,222,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,1,1,0,0,1,15,2,11,1,1.0,0.33084923801934357,0.9830257326022982,0.4646793904154749,0.9864205860818387,826,826,826,826,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,2,1,0,0,1,13,23,9,21,1.0,0.5391568276568754,0.000279145246814827,0.6313254621255004,0.20022331619745187,922,922,922,922,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,3,1,1,1,2,4,13,4,12,0.8606804981616942,0.9083996124214804,0.5681932910829962,0.8988557895695233,0.6266907324987359,827,691,827,827,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,4,1,0,0,1,20,11,18,7,1.0,0.13401707866906648,0.5571703518540532,0.3072136629352532,0.6457362814832426,86,86,86,86,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,5,1,0,0,1,3,19,1,18,1.0,0.9762459927896487,0.013528835112756765,0.980996794231719,0.21082306809020543,468,468,468,468,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,6,1,0,0,1,23,1,19,1,1.0,0.02819011368197849,0.9993413165652703,0.22255209094558281,0.9994730532522162,89,89,89,89,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,7,1,0,0,1,9,18,6,14,1.0,0.6999488372460753,0.19505361410400845,0.7599590697968603,0.35604289128320676,713,713,713,713,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,8,1,0,0,1,15,8,13,4,1.0,0.32313162546012997,0.7302304866206347,0.458505300368104,0.7841843892965079,865,865,865,865,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,9,1,0,0,1,18,7,16,4,1.0,0.1219751565495415,0.8787134280936578,0.29758012523963323,0.9029707424749263,492,492,492,492,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,10,1,0,1,2,2,21,1,21,0.845571548441193,0.9963593950753261,0.012714026789464705,0.9662018257484996,0.17928553111981035,764,765,765,764,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,11,1,0,0,1,21,1,18,1,1.0,0.006580868878875712,0.9997093073043865,0.20526469510310058,0.9997674458435093,1023,1023,1023,1023,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,12,1,0,0,1,7,16,6,12,1.0,0.7575592339303596,0.36835721367928653,0.8060473871442877,0.49468577094342925,597,597,597,597,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,13,1,0,0,1,14,13,12,11,1.0,0.3865869553972066,0.4451299702105841,0.5092695643177654,0.5561039761684673,562,562,562,562,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,14,1,0,0,1,12,11,11,4,1.0,0.40536435972292983,0.7733375086350167,0.5242914877783439,0.8186700069080135,478,478,478,478,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,15,1,0,1,4,5,24,2,22,0.9091677311836909,0.9577953874400899,2.1126451864528217e-05,0.9480698561888101,0.1818504473982298,375,267,267,375,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,16,1,0,0,1,20,6,18,5,1.0,0.08052272419591622,0.7624723647941523,0.264418179356733,0.8099778918353218,917,917,917,917,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,17,1,0,0,1,8,13,7,9,1.0,0.7240787241554618,0.4935854359821986,0.7792629793243695,0.5948683487857589,656,656,656,656,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,18,1,0,1,3,12,17,11,16,0.8984934359579464,0.5574308959420725,0.23236403497098956,0.6256434039452473,0.36558991516838096,154,889,889,154,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,19,1,0,1,5,21,3,21,1,0.8141490019094996,0.09163039614016116,0.9914941300011453,0.23613411729402886,0.9560251043828163,193,510,510,193,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,20,1,0,1,5,5,23,2,23,0.8865130885084176,0.980423769284577,0.0035392769881525954,0.9616416331293451,0.18013403929220562,913,860,860,913,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,21,1,0,0,1,24,4,20,4,1.0,0.08695566467423549,0.7904684815762457,0.26956453173938844,0.8323747852609966,553,553,553,553,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,22,1,0,1,4,8,16,7,16,0.6330526904172948,0.8003139543195044,0.32624683355123235,0.7668617015390625,0.3876080049244449,444,629,629,444,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,23,1,0,0,1,10,15,9,14,1.0,0.7134327135337508,0.1943862947589809,0.7707461708270007,0.35550903580718474,759,759,759,759,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,24,1,0,0,1,20,5,19,4,1.0,0.052795564498585634,0.915976917563309,0.24223645159886853,0.9327815340506473,874,874,874,874,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,25,1,0,0,1,7,18,3,15,1.0,0.8763647951652481,0.12973513797949382,0.9010918361321985,0.3037881103835951,720,720,720,720,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,26,1,0,1,6,10,15,10,15,0.817485412944014,0.6129700336423406,0.43591407082998546,0.6538731095026753,0.5122283392527912,313,314,314,313,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,27,1,0,0,1,19,6,18,6,1.0,0.2865854492302784,0.5972674517314874,0.42926835938422275,0.6778139613851899,602,602,602,602,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,28,1,1,1,16,4,23,3,23,0.6906310316995521,0.9963377850714114,0.018675707690567478,0.9351964343970396,0.15306677249236442,285,7,356,285,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,29,1,1,1,2,23,5,22,1,0.9289633819388853,0.007148290614949648,0.9617127312417728,0.1915113088797368,0.9551628613811953,609,610,176,609,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,30,1,0,0,1,19,13,15,12,1.0,0.22934503634080955,0.41188040677538035,0.38347602907264766,0.5295043254203042,794,794,794,794,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,31,1,0,0,1,3,20,1,15,1.0,0.9920872660394329,0.18480385816376926,0.9936698128315464,0.3478430865310154,905,905,905,905,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,32,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-22.0,9,33,1,0,1,4,13,18,13,18,0.8490328147163133,0.4657824947192513,0.07286757241894637,0.5424325587186638,0.22810062087841979,1009,580,580,1009,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,9,34,1,0,0,1,12,23,9,20,1.0,0.672708846905616,0.037643664448011094,0.7381670775244928,0.2301149315584089,89,89,89,89,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-22.0,10,0,1,0,0,1,20,23,16,16,1.0,0.03168014285774684,0.002734613192469204,0.2253441142861975,0.20218769055397537,803,803,803,803,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,1,1,0,0,1,23,22,18,18,1.0,0.001157636429574338,0.015715559191964712,0.2009261091436595,0.21257244735357178,826,826,826,826,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,2,1,0,0,1,23,2,21,1,1.0,0.004789685180196623,0.9988254679560331,0.2038317481441573,0.9990603743648265,922,922,922,922,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,3,1,0,0,1,23,17,19,15,1.0,0.04006631447124115,0.2207743586287374,0.23205305157699294,0.37661948690298996,691,691,691,691,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,4,1,1,0,1,17,12,15,11,1.0,0.2531001316657455,0.28675539283738005,0.4024801053325964,0.42940431426990405,107,107,512,107,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,5,1,0,1,5,20,9,20,9,0.8481001491855901,0.14293964357158445,0.6567886606193417,0.2839717446943856,0.6950509583325913,816,468,468,816,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,6,1,0,0,1,17,13,15,12,1.0,0.09064655227838886,0.34731212672148426,0.2725172418227111,0.4778497013771874,89,89,89,89,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,7,1,0,0,1,18,6,15,2,1.0,0.1881429789763011,0.8347695687768821,0.3505143831810409,0.8678156550215057,713,713,713,713,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,8,1,0,1,5,14,22,14,22,0.8279869889474981,0.38098134082929824,0.019348531107375666,0.47038247045293824,0.18107622267540016,492,865,865,492,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,9,1,0,1,6,9,5,9,4,0.7350587167160288,0.6839407764017442,0.9497131990227051,0.6941643644646012,0.9067823025613699,288,492,492,288,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,10,1,0,0,1,8,22,7,19,1.0,0.7078579020230648,0.0877208435213897,0.7662863216184519,0.2701766748171118,765,765,765,765,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,11,1,0,0,1,11,6,10,3,1.0,0.6815077805539879,0.9027366820950358,0.7452062244431903,0.9221893456760286,1023,1023,1023,1023,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,12,1,0,1,4,13,22,12,22,0.8477472251105349,0.626296314537309,0.08468438044330634,0.6705864966519542,0.23729694937675208,130,597,597,130,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,13,1,0,0,1,2,24,1,18,1.0,0.9876435936846284,0.007279021298044697,0.9901148749477027,0.20582321703843576,562,562,562,562,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,14,1,0,0,1,3,4,1,3,1.0,0.9592573730346329,0.8452700008065304,0.9674058984277063,0.8762160006452244,478,478,478,478,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,15,1,0,0,1,5,1,1,1,1.0,0.9673591566717394,0.999724458618162,0.9738873253373916,0.9997795668945295,267,267,267,267,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,16,1,0,1,3,6,23,4,22,0.8573058514489226,0.852821314851637,0.023753268109421632,0.8537182221710942,0.19046378477732184,426,917,917,426,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,17,1,0,0,1,12,5,7,1,1.0,0.6353963583947573,0.9170484784482866,0.708317086715806,0.9336387827586294,656,656,656,656,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,18,1,0,0,1,16,22,12,19,1.0,0.4671215299772763,0.016324739762822837,0.573697223981821,0.21305979181025828,889,889,889,889,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,19,1,0,1,2,15,12,14,11,0.9490730428192952,0.3279089776952755,0.49690672468180175,0.45214179072007943,0.5873399883093005,122,510,510,122,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,20,1,0,0,1,16,24,13,17,1.0,0.2602802558626601,0.0020894340375176568,0.4082242046901281,0.20167154723001413,860,860,860,860,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,21,1,0,0,1,23,3,17,1,1.0,0.0045693118528666865,0.9490694037028949,0.20365544948229336,0.9592555229623161,553,553,553,553,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,22,1,0,0,1,17,23,15,15,1.0,0.09071216657270809,0.0013728098598357885,0.27256973325816647,0.20109824788786865,629,629,629,629,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,23,1,0,0,1,15,5,14,4,1.0,0.10549116366899436,0.8684238957177255,0.2843929309351955,0.8947391165741805,759,759,759,759,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-22.0,10,24,1,0,0,1,14,24,12,22,1.0,0.34928360380720685,0.01455959127805423,0.47942688304576553,0.2116476730224434,874,874,874,874,4.165900716723847e-06,3.818918451351748
