dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_combined_rank,gt_energy_score,gt_phase_score,gt_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,8,7,1,0,1,4,11,9,0.9087536318005589,0.8108833380207775,0.8304573967767338,594,713,713,594,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,8,1,0,0,1,23,21,1.0,0.03657904238810261,0.2292632339104821,865,865,865,865,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,9,1,0,0,1,9,6,1.0,0.672866111016254,0.7382928888130034,492,492,492,492,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,10,1,0,0,1,7,6,1.0,0.6060472403992854,0.6848377923194283,765,765,765,765,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,11,1,0,0,1,18,16,1.0,0.13057754419198314,0.3044620353535865,1023,1023,1023,1023,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,12,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,13,1,0,0,1,18,13,1.0,0.09319574414005383,0.2745565953120431,562,562,562,562,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,14,1,0,0,1,9,6,1.0,0.724270894125921,0.779416715300737,478,478,478,478,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,15,1,0,0,1,3,1,1.0,0.9086640231559704,0.9269312185247764,267,267,267,267,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,16,1,0,0,1,23,20,1.0,0.01857349833937233,0.21485879867149787,917,917,917,917,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,17,1,0,0,1,10,10,1.0,0.5550121565379676,0.6440097252303741,656,656,656,656,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,18,1,0,0,1,11,10,1.0,0.6339702025110981,0.7071761620088786,889,889,889,889,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,19,1,1,1,8,21,21,0.8048084853923354,0.007101301506884372,0.16664273828397458,202,510,225,202,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,20,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,21,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,22,1,0,0,1,24,21,1.0,0.00031374770460707024,0.20025099816368566,629,629,629,629,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,23,1,1,1,3,14,11,0.907615097070421,0.6488646542643058,0.7006147428255289,389,759,389,389,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,24,1,0,0,1,3,1,1.0,0.9052549121924396,0.9242039297539517,874,874,874,874,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,25,1,0,0,1,24,20,1.0,5.533021646997316e-05,0.200044264173176,720,720,720,720,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,26,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,27,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,8,28,1,1,1,16,22,24,0.7290107302382256,0.0055295652596908385,0.1502257982553978,393,7,31,393,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,29,1,0,1,4,3,3,0.8967774525925047,0.9261674506699891,0.9202894510544922,946,610,610,946,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,30,1,0,0,1,2,1,1.0,0.9949371403841227,0.9959497123072982,775,775,775,775,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,31,1,0,0,1,23,21,1.0,0.021068741217163567,0.21685499297373087,920,920,920,920,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,32,1,1,1,7,9,9,0.7214660974770702,0.6069209774497675,0.629830001455228,583,753,583,583,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,33,1,1,1,15,12,12,0.4740930039632875,0.6527285222689011,0.6170014186077784,548,586,972,548,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,34,1,0,0,1,23,20,1.0,0.029855320899900506,0.2238842567199204,91,91,91,91,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,9,0,1,0,0,1,8,4,1.0,0.8499341512022366,0.8799473209617894,222,222,222,222,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,1,1,0,0,1,16,12,1.0,0.3394942070383251,0.4715953656306601,826,826,826,826,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,2,1,0,1,5,10,9,0.7890395938268729,0.561506777948117,0.6070133411238682,520,922,922,520,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,3,1,1,1,17,4,4,0.6181730523430966,0.9680064387265265,0.8980397614498405,827,691,827,827,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,4,1,0,0,1,19,16,1.0,0.15031298246325575,0.3202503859706046,86,86,86,86,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,5,1,1,1,12,3,4,0.8345148280728791,0.9653054290081011,0.9391473088210568,82,468,237,82,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,6,1,0,0,1,22,19,1.0,0.019685139675464758,0.2157481117403718,89,89,89,89,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,7,1,0,0,1,8,5,1.0,0.6957470322892956,0.7565976258314364,713,713,713,713,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,8,1,0,0,1,17,16,1.0,0.29282862522325576,0.43426290017860464,865,865,865,865,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,9,1,0,1,4,18,17,0.8773027512118723,0.10814104195492291,0.2619733838063128,133,492,492,133,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,10,1,1,1,23,4,5,0.5940167561285798,0.977997445545057,0.9012013076617615,764,765,537,764,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,11,1,1,1,19,20,22,0.635727877146984,0.019880318335535052,0.14304983009782485,67,1023,353,67,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,12,1,1,1,3,7,8,0.8935033329061665,0.7349844245949706,0.7666882062572098,599,597,599,599,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,13,1,0,0,1,13,11,1.0,0.37215147664855264,0.49772118131884213,562,562,562,562,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,14,1,0,0,1,11,11,1.0,0.44120426267604784,0.5529634101408383,478,478,478,478,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,15,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,16,1,0,0,1,19,17,1.0,0.09305809429602019,0.27444647543681616,917,917,917,917,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,17,1,0,0,1,9,8,1.0,0.7066683480297464,0.7653346784237971,656,656,656,656,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,18,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,19,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,20,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,21,1,0,0,1,24,23,1.0,0.08276718603577965,0.26621374882862375,553,553,553,553,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,22,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,23,1,0,0,1,13,11,1.0,0.6303837742807301,0.7043070194245842,759,759,759,759,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,24,1,1,1,12,19,19,0.8004762035539905,0.09830716106879683,0.23874096956583557,491,874,129,491,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,25,1,0,0,1,10,7,1.0,0.8427743849687821,0.8742195079750257,720,720,720,720,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,26,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,27,1,0,0,1,18,17,1.0,0.3039536034379269,0.44316288275034155,602,602,602,602,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,28,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,29,1,1,1,22,24,24,0.7563188966906981,0.0005438827212229658,0.15169888551511798,749,610,176,749,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,30,1,0,0,1,18,14,1.0,0.19684240733278502,0.35747392586622806,794,794,794,794,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,31,1,0,0,1,3,1,1.0,0.9980167778526117,0.9984134222820893,905,905,905,905,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,9,32,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,33,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,9,34,1,1,1,3,13,12,0.7710796553685815,0.6496775018953249,0.6739579325899763,196,89,196,196,0.9996667624003006,0.1397757614496968
0_0_0_10_14_16,-24.0,10,0,1,0,1,6,20,18,0.8939142584737024,0.03309947139239183,0.20526242880865397,378,803,803,378,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,1,1,0,1,2,22,18,0.9869679746974533,0.002455471162148115,0.19935797186920917,171,826,826,171,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,2,1,0,0,1,23,20,1.0,0.007443764233916406,0.20595501138713312,922,922,922,922,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,3,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,4,1,1,1,2,16,15,0.919634223982029,0.30286342472986527,0.426217584580298,512,107,512,512,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,5,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,6,1,0,1,3,18,17,0.7316548041750587,0.07361302475209847,0.20522138063669051,823,89,89,823,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,7,1,0,1,5,19,18,0.8884093119357815,0.1654835518169671,0.31006870384073004,735,713,713,735,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,8,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,9,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,10,1,0,1,2,7,7,0.8416033356445284,0.7182233316387822,0.7428993324399314,1001,765,765,1001,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,11,1,0,0,1,10,9,1.0,0.6578542576622157,0.7262834061297727,1023,1023,1023,1023,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,12,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,13,1,0,1,2,2,1,0.9512162920083987,0.9718933616514434,0.9677579477228345,841,562,562,841,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,14,1,0,0,1,3,1,1.0,0.9415503516619013,0.9532402813295211,478,478,478,478,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,15,1,0,1,5,5,3,0.8920088330851432,0.9682462466880697,0.9529987639674845,747,267,267,747,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,16,1,1,1,17,6,6,0.6429350799361893,0.8510217883164414,0.809404446640391,426,917,574,426,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,17,1,0,0,1,12,7,1.0,0.6195256904327393,0.6956205523461915,656,656,656,656,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,18,1,0,0,1,17,14,1.0,0.45707227285172347,0.5656578182813787,889,889,889,889,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,19,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,10,20,1,0,0,1,16,13,1.0,0.2797489940336503,0.4237991952269202,860,860,860,860,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,21,1,0,0,1,22,20,1.0,0.011178117392776132,0.20894249391422093,553,553,553,553,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,22,1,0,0,1,17,16,1.0,0.11431087185970751,0.29144869748776603,629,629,629,629,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,23,1,0,1,5,16,16,0.824547623296439,0.13097927002625698,0.2696929406802934,43,759,759,43,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,24,1,0,0,1,10,9,1.0,0.3688247996877585,0.49505983975020684,874,874,874,874,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,25,1,0,0,1,16,16,1.0,0.43047258475217376,0.544378067801739,720,720,720,720,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,26,1,0,1,10,9,9,0.6943571346170706,0.7991522557137584,0.7781932314944209,532,314,314,532,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,27,1,0,1,5,3,3,0.829519676087823,0.9339124806120813,0.9130339197072297,57,602,602,57,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,28,1,0,0,1,2,1,1.0,0.98153821099935,0.98523056879948,7,7,7,7,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,29,1,0,0,1,11,9,1.0,0.5206317175900815,0.6165053740720652,610,610,610,610,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,30,1,1,1,4,12,12,0.8788351930621932,0.4993321248495504,0.575232738492079,575,826,258,575,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,31,1,0,1,6,15,15,0.7023232395372024,0.237835348881466,0.3307329270126133,903,904,904,903,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,32,1,0,0,1,18,18,1.0,0.29959517499474947,0.4396761399957996,760,760,760,760,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,33,1,0,0,1,22,21,1.0,0.05430089099441021,0.24344071279552817,577,577,577,577,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,10,34,1,0,1,17,20,20,0.810435804272171,0.08479138820314308,0.22992027141694865,336,930,930,336,4.165900716723847e-06,3.818918451351748
0_0_0_10_14_16,-24.0,11,0,1,0,0,1,4,1,1.0,0.9362371045872315,0.9489896836697853,222,222,222,222,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,1,1,0,0,1,18,17,1.0,0.21498886700003556,0.37199109360002847,711,711,711,711,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,2,1,0,1,2,22,20,0.9819123712307491,0.00313375739333982,0.1988894801608217,428,871,871,428,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,3,1,0,1,3,16,16,0.8831882755769456,0.3123454697940943,0.42651403095066454,44,691,691,44,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,4,1,0,0,1,13,10,1.0,0.254919113061582,0.4039352904492656,86,86,86,86,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,5,1,1,1,5,2,2,0.9250159846142695,0.9983647558359836,0.9836950015916409,309,468,260,309,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,6,1,0,1,2,20,20,0.9982119634987583,0.22455547626488487,0.3792867737116596,373,89,89,373,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,7,1,1,1,21,11,11,0.6216810988155346,0.6558757134811053,0.6490367905479912,707,713,707,707,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,8,1,1,1,4,15,15,0.8087098790458268,0.33801895316097874,0.4321571383379484,472,865,718,472,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,9,1,0,1,2,8,6,0.8796652681699126,0.6911102774894934,0.7288212756255772,502,492,492,502,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,10,1,1,1,16,4,4,0.8109360318300688,0.89128243690268,0.8752131558881578,476,765,706,476,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,11,1,0,1,10,16,16,0.7219456181701923,0.4106954609127347,0.4729454923642262,62,1023,1023,62,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,12,1,0,0,1,12,9,1.0,0.5113375490526986,0.6090700392421589,597,597,597,597,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,13,1,0,0,1,14,13,1.0,0.3434079760738822,0.4747263808591058,562,562,562,562,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,14,1,0,0,1,19,17,1.0,0.12217648167275608,0.2977411853382049,478,478,478,478,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,15,1,0,0,1,12,10,1.0,0.42526147733335834,0.5402091818666868,267,267,267,267,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,16,1,0,0,1,5,1,1.0,0.872553733744442,0.8980429869955537,917,917,917,917,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,17,1,0,1,2,24,22,0.9642492438035092,0.015705197582117802,0.2054140068263961,545,656,656,545,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,18,1,0,0,1,20,16,1.0,0.037493523292776554,0.22999481863422125,889,889,889,889,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,19,1,0,0,1,10,8,1.0,0.7861087671456648,0.8288870137165318,510,510,510,510,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,20,1,0,1,3,22,22,0.9851741596242277,0.03901991455926618,0.22825076357225849,657,860,860,657,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,21,1,0,0,1,4,1,1.0,0.9854595215082942,0.9883676172066354,553,553,553,553,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,22,1,0,1,2,9,5,0.9853766702914172,0.8672957704799549,0.8909119504422475,675,629,629,675,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,23,1,0,0,1,9,7,1.0,0.8230098273949882,0.8584078619159905,759,759,759,759,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,24,1,0,1,2,1,1,0.9912830300538967,0.9971748976509851,0.9959965241315675,928,874,874,928,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,25,1,0,1,10,3,3,0.7384676012125359,0.947088792580367,0.9053645543068009,662,720,720,662,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,26,1,0,0,1,16,15,1.0,0.24214634251800765,0.39371707401440614,314,314,314,314,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,27,1,0,1,13,18,19,0.8378446089847229,0.03663449777239691,0.19687652001486214,650,602,602,650,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,28,1,0,0,1,6,4,1.0,0.7780846569541457,0.8224677255633166,7,7,7,7,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,29,1,0,0,1,19,18,1.0,0.06892636809381752,0.25514109447505406,610,610,610,610,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,30,1,0,0,1,23,21,1.0,0.0009366951325888717,0.20074935610607111,823,823,823,823,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,31,1,1,1,13,24,24,0.805552129605736,0.03827768987476721,0.19173257782096098,762,905,477,762,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,32,1,0,0,1,3,1,1.0,0.9346159900594233,0.9476927920475386,748,748,748,748,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,33,1,0,1,5,7,6,0.6933201661417735,0.8650433512376681,0.8306987142184893,407,586,586,407,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,34,1,1,1,2,3,3,0.9312662671059213,0.81888434907456,0.8413607326808323,457,93,775,457,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,12,0,1,0,0,1,3,1,1.0,0.936967415991311,0.9495739327930488,803,803,803,803,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,1,1,0,1,2,11,11,0.8996664056624296,0.5702130332433841,0.6361037077271933,648,711,711,648,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,2,1,0,0,1,9,8,1.0,0.6944923239629872,0.7555938591703899,871,871,871,871,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,3,1,0,0,1,20,18,1.0,0.03005919375600541,0.22404735500480433,691,691,691,691,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,4,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,5,1,0,0,1,1,1,1.0,0.997353723575761,0.997882978860609,468,468,468,468,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,6,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,7,1,0,1,2,4,1,0.8872560373134614,0.971647800877673,0.9547694481648307,180,713,713,180,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,8,1,0,0,1,2,1,1.0,0.997945116393083,0.9983560931144664,865,865,865,865,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,9,1,0,0,1,23,20,1.0,0.005904389041851477,0.2047235112334812,492,492,492,492,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,10,1,0,0,1,15,11,1.0,0.3348567329863365,0.46788538638906924,765,765,765,765,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,11,1,0,0,1,9,8,1.0,0.7430369953980427,0.7944295963184342,1023,1023,1023,1023,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,12,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,13,1,0,0,1,6,1,1.0,0.9455312039024353,0.9564249631219484,562,562,562,562,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,14,1,0,0,1,4,1,1.0,0.9468437176915913,0.9574749741532731,478,478,478,478,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,15,1,0,0,1,21,19,1.0,0.018662691475850535,0.21493015318068043,267,267,267,267,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,16,1,1,1,10,1,2,0.8159665669327875,0.9999777868184456,0.963175542841314,742,917,734,742,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,17,1,0,0,1,20,19,1.0,0.08388467491286711,0.2671077399302937,656,656,656,656,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,18,1,0,0,1,19,16,1.0,0.14667349833642496,0.31733879866914,889,889,889,889,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,19,1,0,1,4,11,11,0.7183048076455587,0.7695717084676807,0.7593183283032564,775,510,510,775,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,20,1,1,1,6,21,20,0.829357640086338,0.02327450957021926,0.18449113567344302,715,860,479,715,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,21,1,0,0,1,7,5,1.0,0.7840954734521043,0.8272763787616835,553,553,553,553,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,22,1,0,0,1,2,1,1.0,0.9749930456074989,0.9799944364859992,629,629,629,629,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,23,1,0,0,1,6,2,1.0,0.8573638700681194,0.8858910960544957,759,759,759,759,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,24,1,1,1,12,7,7,0.7475945913133593,0.8264594819015233,0.8106865037838905,306,874,388,306,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,25,1,0,0,1,19,15,1.0,0.1301702033909075,0.30413616271272603,720,720,720,720,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,26,1,0,1,2,6,6,0.9809428946656751,0.7294304509612166,0.7797329397021083,20,314,314,20,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,27,1,0,0,1,5,1,1.0,0.925780332799998,0.9406242662399984,602,602,602,602,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,28,1,0,0,1,15,14,1.0,0.356065107975919,0.48485208638073524,7,7,7,7,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,29,1,0,0,1,18,18,1.0,0.14824003166343158,0.31859202533074527,610,610,610,610,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,30,1,0,0,1,12,12,1.0,0.24841557578544687,0.39873246062835754,791,791,791,791,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,31,1,0,0,1,23,19,1.0,0.04056831195401478,0.23245464956321182,904,904,904,904,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,32,1,0,0,1,18,15,1.0,0.21251435498849058,0.3700114839907925,761,761,761,761,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,33,1,0,0,1,5,3,1.0,0.896132328994631,0.9169058631957048,587,587,587,587,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,34,1,0,0,1,3,1,1.0,0.9891457606445859,0.9913166085156688,934,934,934,934,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,13,0,1,0,0,1,14,12,1.0,0.4833711728880995,0.5866969383104796,222,222,222,222,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,1,1,0,1,2,4,1,0.9956485378505286,0.9596832145029623,0.9668762791724757,46,826,826,46,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,2,1,0,0,1,23,20,1.0,0.20130705143261146,0.36104564114608917,871,871,871,871,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,3,1,1,1,19,14,14,0.6148407833963855,0.3010378964912301,0.36379847387226116,692,691,108,692,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,4,1,0,0,1,9,5,1.0,0.8550700444525301,0.8840560355620242,107,107,107,107,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,5,1,0,1,6,6,5,0.9168335273628354,0.8475011831688455,0.8613676520076435,146,468,468,146,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,6,1,0,0,1,23,20,1.0,0.008750796708187292,0.20700063736654983,89,89,89,89,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,7,1,0,0,1,8,8,1.0,0.6453854220527795,0.7163083376422237,713,713,713,713,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,8,1,0,0,1,1,1,1.0,0.9877788107662097,0.9902230486129677,865,865,865,865,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,9,1,1,1,22,14,15,0.6813701448412367,0.3930117132305012,0.45068339955264836,797,492,1000,797,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,10,1,0,0,1,22,20,1.0,0.07310135168588383,0.25848108134870706,765,765,765,765,0.9993019785498202,0.14284150521158973
