window_index,start_sample,end_sample,peak_bin,peak_signed_bin,peak_power,second_power,total_power,confidence_db,peak_share,valid
0,0,32768,2180,2180,0.02142527724208776,0.02113624342746334,22.50136245337783,0.05898648285429568,0.0009521768864654446,1
1,8192,40960,1972,1972,0.02402465450722957,0.02229839334904682,30.00181667743724,0.32383578650302614,0.000800773325346569,1
2,16384,49152,1972,1972,0.024068685554084368,0.022435590159147978,31.001877280640137,0.30514875148131915,0.000776362196914915,1
3,24576,57344,1972,1972,0.024159599764971063,0.022389389714589925,33.00199849943199,0.3304747952856897,0.0007320647495146962,1
4,32768,65536,5123,-3069,0.00804984443129797,0.008038517235036124,13.50081774796609,0.006115401613692367,0.0005962486555683404,1
5,40960,73728,5912,-2280,0.002155471309379209,0.0021550289093283936,6.000363467561664,0.0008914598853446661,0.00035922345721752023,1
6,49152,81920,6480,-1712,5708.047031187991,5378.978163843538,35853.17125370529,0.25787761555270516,0.15920619659545698,1
7,57344,90112,336,336,140329.85898477386,22543.93687025542,256067.5001654309,7.941203291817733,0.5480190141041507,1
8,65536,98304,336,336,279850.84333158657,48772.96809348832,480207.0685608214,7.587474344770841,0.5827711869596138,1
9,73728,106496,336,336,419930.1245205477,77282.21998557448,707325.3219601419,7.350974417337161,0.5936873903465468,1
10,81920,114688,336,336,558455.984375,106889.53125,898417.3844097536,7.180537766346467,0.6215997086275183,1
11,90112,122880,336,336,555636.84375,114754.166015625,904900.2832178485,6.850225746258035,0.614031019831424,1
12,98304,131072,336,336,551626.125,119676.46875,906290.8610640938,6.636360600268397,0.608663453090904,1
13,106496,139264,336,336,548146.34375,122859.365234375,906672.8837583738,6.494882544578578,0.6045690276715938,1
14,114688,147456,336,336,547222.984375,126116.75390625,909335.562734211,6.373915462632429,0.6017833314795227,1
15,122880,155648,336,336,547765.046875,128858.791015625,913217.3105614297,6.284802639095322,0.5998189483927366,1
16,131072,163840,336,336,548704.796875,130785.59375,916599.0385946081,6.227788485268122,0.5986312157999986,1
17,139264,172032,336,336,546939.515625,131562.76171875,914562.4102109806,6.188063202232184,0.5980341084637695,1
18,147456,180224,336,336,543426.484375,131265.13671875,909949.1069775915,6.169914050918276,0.5972053603964715,1
19,155648,188416,336,336,539822.421875,130774.501953125,904788.2657303835,6.157278445805433,0.5966284514523765,1
20,163840,196608,336,336,539302.34375,130037.966796875,902347.6196779576,6.177621372051996,0.59766583519384,1
21,172032,204800,336,336,539526.9375,129986.78125,902347.6222264639,6.181139431850481,0.5979147328706474,1
22,180224,212992,336,336,538841.546875,129383.318359375,900163.4952363011,6.195827886955659,0.5986040866204524,1
23,188416,221184,336,336,404409.0734825134,130502.91080826521,897705.3727179097,4.912006925078034,0.45049198297445503,1
24,196608,229376,336,336,268551.6439399719,130640.28631716967,891294.4698556734,3.129506917059635,0.3013051836655716,1
25,204800,237568,336,336,133573.1717414856,130709.70751953125,888545.7997460692,0.09411395704364918,0.1503278410405614,1
26,212992,245760,360,360,130777.46872711182,130296.63011169434,889148.839801176,0.015997434782805936,0.1470816390609644,1
27,221184,253952,368,368,129953.48024919629,116616.43383228779,889707.3512881631,0.47028158292043953,0.146063174661919,1
28,229376,262144,7713,-479,116616.95713150501,73276.5285051614,892890.5405375615,2.0179681892144035,0.1306061066133551,1
29,237568,270336,8077,-115,158512.5551155433,116566.77820256352,893052.0692797541,1.3348887342231184,0.17749531138020158,1
30,245760,278528,8189,-3,161639.80415934697,158723.68405040354,894627.6458129284,0.07906580481808223,0.1806783022141781,1
31,253952,286720,8189,-3,163277.31688622013,158723.65751306713,900070.4763816379,0.12284192571854227,0.18140503568410468,1
32,262144,294912,8189,-3,163277.60947030783,158724.55619493127,906904.3958508396,0.12282511866319756,0.18003839237886154,1
