branch_dimension,branch_covariance_count,branch_snapshots,branch_diagonal_cv,branch_mean_abs_correlation,branch_max_abs_correlation,pair_dimension,pair_covariance_count,pair_snapshots,pair_diagonal_cv,pair_mean_abs_correlation,pair_max_abs_correlation,dataset,snr_db,seed,packet_index,cfo_int,cfo_frac,offpacket_windows,branch_gls_active,branch_gate_diagonal_cv,branch_gate_mean_abs_correlation,min_branch_correlation,min_branch_diagonal_cv
4,1024,256,0.036553344737851864,0.0729373950005146,0.19617757176337725,2,1024,256,0.06827069695724697,0.05510889033750872,0.14689043109017325,collector_low3_cr47,,42,4,-27,0.38392945767970926,256,1,0.016381624680609077,0.08941013310962997,0.05,0.05
4,1024,256,0.03654204077097764,0.07293058386921555,0.1955561094527998,2,1024,256,0.06822516555804135,0.054999148436763304,0.1477326888545913,collector_low3_cr47,,42,5,-27,0.3714773104614319,256,1,0.016506165599470136,0.08942884245786441,0.05,0.05
4,1024,256,0.03649892099971369,0.07290433511977495,0.19122935027197213,2,1024,256,0.06806562855853338,0.054512095992679754,0.15061343598824492,collector_low3_cr47,,42,8,-27,0.3101939766016953,256,1,0.016786840138486196,0.0895735158062626,0.05,0.05
4,1024,256,0.03649503496165753,0.07289938600681486,0.19215513905469303,2,1024,256,0.06804188768241498,0.054445866384478916,0.15089067213417542,collector_low3_cr47,,42,9,-27,0.30009089383712184,256,1,0.016777690779114524,0.08960675729501921,0.05,0.05
4,1024,256,0.036492616171150946,0.07289227323394293,0.194570584773721,2,1024,256,0.06801604777804623,0.054351973845944916,0.15121907530445702,collector_low3_cr47,,42,10,-27,0.2840118263906606,256,1,0.016730052791689577,0.08966557196990306,0.05,0.05
4,1024,256,0.0364944492538288,0.0728875229735674,0.1965138127875206,2,1024,256,0.06799862680995165,0.05427838510172539,0.15139080869066218,collector_low3_cr47,,42,11,-27,0.27028176621821676,256,1,0.016657285320335224,0.08972165507815671,0.05,0.05
4,1024,256,0.03650027924383217,0.07288373744809566,0.1984331529909642,2,1024,256,0.06797378716301739,0.05420014424620868,0.1529251839800304,collector_low3_cr47,,42,12,-27,0.25586856169596944,256,1,0.01654937600634121,0.08978640881294098,0.05,0.05
4,1024,256,0.03650719538347675,0.07288148372208866,0.20001215560671132,2,1024,256,0.06796541581458483,0.054130506334120726,0.15732778933249675,collector_low3_cr47,,42,13,-27,0.24323543702926173,256,1,0.016428676554230037,0.08984815234131022,0.05,0.05
4,1024,256,0.03650985506173893,0.07288090150498121,0.20054988249564548,2,1024,256,0.06796686140809272,0.054106187361435985,0.158841298085266,collector_low3_cr47,,42,14,-27,0.23874494514005412,256,1,0.01637998708318787,0.0898712248170837,0.05,0.05
4,1024,256,0.03652045338042134,0.07287972872440818,0.20248117000775628,2,1024,256,0.06799758963227072,0.05401874706438827,0.16433545783575418,collector_low3_cr47,,42,15,-27,0.22166429650172048,256,1,0.01616780405204628,0.0899643184840795,0.05,0.05
4,1024,256,0.03652536140551357,0.07287984884635892,0.20329121963258284,2,1024,256,0.06801320390155505,0.05398529735530401,0.16666640117463133,collector_low3_cr47,,42,16,-27,0.21397355880248173,256,1,0.016058678427451643,0.09000897850418776,0.05,0.05
4,1024,256,0.03641669299519158,0.0727082093439512,0.20502557576001937,2,1024,256,0.06800285695191793,0.05381744897889792,0.16548380145541727,collector_low3_cr47,,42,17,-28,0.20351518755105458,256,1,0.017490920012582293,0.08760379047936571,0.05,0.05
