packet_index,payload_symbol_index,gt_bin,savaux_bin,savaux_hit,gt_savaux_rank,gt_in_topk,gt_score,arg_score,gt_score_over_arg_db,gt_path_gain,arg_path_gain,gt_tau0,arg_tau0,gt_slope,arg_slope,would_fix
8,11,1023,1023,1,1,1,0.7100545217949615,0.7100545217949615,0.0,0.10275252229941412,0.10275252229941412,-0.5,-0.5,-0.5,-0.5,0
8,12,597,490,0,7,1,0.2509506323644329,0.3696901643439441,-1.682496018766574,0.1777697166021221,0.09254701280158141,-0.5,0.0,-0.5,0.0,0
8,13,562,562,1,1,1,0.9057622977265849,0.9057622977265849,0.0,0.08084952610465068,0.08084952610465068,-0.5,-0.5,0.5,0.5,0
8,14,478,478,1,1,1,0.8513573286373102,0.8513573286373102,0.0,0.10325409974041176,0.10325409974041176,0.0,0.0,0.5,0.5,0
8,15,267,267,1,1,1,0.5535211021992714,0.5535211021992714,0.0,0.056983227611817934,0.056983227611817934,-0.5,-0.5,-0.5,-0.5,0
8,16,917,917,1,1,1,1.0382545646637136,1.0382545646637136,0.0,0.0782475518462882,0.0782475518462882,0.0,0.0,0.0,0.0,0
8,17,656,656,1,1,1,0.7710651913482507,0.7710651913482507,0.0,0.07727193088537904,0.07727193088537904,0.5,0.5,0.5,0.5,0
8,18,889,889,1,1,1,1.2083471804508448,1.2083471804508448,0.0,0.13319405814550841,0.13319405814550841,0.0,0.0,0.0,0.0,0
8,19,510,510,1,1,1,0.5483114374708976,0.5483114374708976,0.0,0.07971920807973434,0.07971920807973434,0.5,0.5,-0.5,-0.5,0
8,20,860,860,1,1,1,0.4929723420383768,0.4929723420383768,0.0,0.12945542375264085,0.12945542375264085,0.0,0.0,0.0,0.0,0
8,21,553,809,0,2,1,0.393642306717828,0.44871450618045294,-0.5686834168629171,0.17053272600040237,0.15277273291865823,0.0,0.0,0.0,0.5,0
8,22,629,629,1,1,1,0.7385859100374106,0.7385859100374106,0.0,0.0634395988304048,0.0634395988304048,0.5,0.5,-0.5,-0.5,0
8,23,759,759,1,1,1,0.868173944918411,0.868173944918411,0.0,0.11600168691410911,0.11600168691410911,0.5,0.5,0.5,0.5,0
8,24,874,874,1,1,1,0.6745556774827597,0.6745556774827597,0.0,0.06804614936566399,0.06804614936566399,0.5,0.5,-0.5,-0.5,0
8,25,720,720,1,1,1,0.5674142342121765,0.5674142342121765,0.0,0.04942885049438617,0.04942885049438617,0.5,0.5,-0.5,-0.5,0
8,26,314,314,1,1,1,0.5816006855872673,0.5816006855872673,0.0,0.14268783480782515,0.14268783480782515,0.5,0.5,-0.5,-0.5,0
8,27,602,602,1,1,1,0.6428505212078481,0.6428505212078481,0.0,0.11657588899260794,0.11657588899260794,0.0,0.0,0.0,0.0,0
8,28,7,7,1,1,1,0.6180773431612623,0.6180773431612623,0.0,0.1811953050831866,0.1811953050831866,0.0,0.0,0.0,0.0,0
8,29,610,610,1,1,1,0.43698872557053275,0.43698872557053275,0.0,0.17084778225917227,0.17084778225917227,0.5,0.5,0.5,0.5,0
8,30,775,775,1,1,1,0.6630261421384767,0.6630261421384767,0.0,0.09217331821463692,0.09217331821463692,0.0,0.0,0.5,0.5,0
8,31,920,920,1,1,1,0.44691693915860803,0.44691693915860803,0.0,0.08048512498504946,0.08048512498504946,-0.5,-0.5,-0.5,-0.5,0
8,32,753,583,0,2,1,0.2991149647131715,0.5490588704190419,-2.63780770944191,0.07209201729529403,0.09501951391360194,-0.5,-0.5,-0.5,0.5,0
8,33,586,586,1,1,1,0.42661522691041204,0.42661522691041204,0.0,0.12713714388454372,0.12713714388454372,0.5,0.5,-0.5,-0.5,0
8,34,91,91,1,1,1,0.7419392759286546,0.7419392759286546,0.0,0.08838459606257812,0.08838459606257812,0.5,0.5,0.5,0.5,0
9,0,222,222,1,1,1,0.6332662425353256,0.6332662425353256,0.0,0.10868967505336465,0.10868967505336465,0.5,0.5,-0.5,-0.5,0
9,1,826,826,1,1,1,1.11292721695376,1.11292721695376,0.0,0.0718188136989071,0.0718188136989071,0.5,0.5,-0.5,-0.5,0
9,2,922,922,1,1,1,0.6816328406812672,0.6816328406812672,0.0,0.14280496428373934,0.14280496428373934,-0.5,-0.5,-0.5,-0.5,0
9,3,691,827,0,4,1,0.3961590562274063,0.3441495302634969,0.6112240726931717,0.1564980190565197,0.040885110941648345,0.0,0.5,0.0,-0.5,1
9,4,86,86,1,1,1,0.7618790147727946,0.7618790147727946,0.0,0.07369646519062001,0.07369646519062001,0.0,0.0,0.0,0.0,0
9,5,468,468,1,1,1,0.3894182535209203,0.3894182535209203,0.0,0.07407156292199443,0.07407156292199443,-0.5,-0.5,0.5,0.5,0
9,6,89,89,1,1,1,0.9305933709338824,0.9305933709338824,0.0,0.09063796288318184,0.09063796288318184,-0.5,-0.5,-0.5,-0.5,0
9,7,713,713,1,1,1,1.2208661075019667,1.2208661075019667,0.0,0.060175091646852474,0.060175091646852474,0.5,0.5,0.5,0.5,0
9,8,865,865,1,1,1,0.6915431797959517,0.6915431797959517,0.0,0.11763536673892268,0.11763536673892268,0.0,0.0,0.0,0.0,0
9,9,492,492,1,1,1,0.6638340219736402,0.6638340219736402,0.0,0.09217178942923403,0.09217178942923403,0.0,0.0,0.5,0.5,0
9,10,765,765,1,1,1,0.6162438928218823,0.6162438928218823,0.0,0.1731112583118148,0.1731112583118148,0.0,0.0,0.5,0.5,0
9,11,1023,1023,1,1,1,0.6719877825451193,0.6719877825451193,0.0,0.12425971724851399,0.12425971724851399,0.0,0.0,0.0,0.0,0
9,12,597,597,1,1,1,0.46278885929916475,0.46278885929916475,0.0,0.060083443882460036,0.060083443882460036,-0.5,-0.5,0.5,0.5,0
9,13,562,562,1,1,1,0.7564192284756257,0.7564192284756257,0.0,0.04888238557344578,0.04888238557344578,-0.5,-0.5,-0.5,-0.5,0
9,14,478,478,1,1,1,0.9202719617412061,0.9202719617412061,0.0,0.11218300118806446,0.11218300118806446,0.0,0.0,0.0,0.0,0
9,15,267,267,1,1,1,0.46098777039150146,0.46098777039150146,0.0,0.10765343980690525,0.10765343980690525,0.5,0.5,0.5,0.5,0
9,16,917,917,1,1,1,0.8198060775863691,0.8198060775863691,0.0,0.10871454916652679,0.10871454916652679,-0.5,-0.5,-0.5,-0.5,0
9,17,656,656,1,1,1,0.4693611241446092,0.4693611241446092,0.0,0.05348777395912591,0.05348777395912591,0.5,0.5,0.0,0.0,0
9,18,889,889,1,1,1,0.6180695315121225,0.6180695315121225,0.0,0.19817654741938323,0.19817654741938323,0.0,0.0,0.5,0.5,0
9,19,510,662,0,4,1,0.3110477877324319,0.39752233648427243,-1.0653441950816307,0.14376833582957443,0.10195402040079309,0.0,-0.5,0.0,-0.5,0
9,20,860,646,0,2,1,0.4339615598024598,0.5504400222978454,-1.0325874224396099,0.14102988693455076,0.09897538901443911,0.5,0.0,0.5,0.5,0
9,21,553,553,1,1,1,0.9338424742807222,0.9338424742807222,0.0,0.10508480134406346,0.10508480134406346,-0.5,-0.5,0.5,0.5,0
9,22,629,629,1,1,1,0.45765832308417226,0.45765832308417226,0.0,0.12945600162594698,0.12945600162594698,0.5,0.5,-0.5,-0.5,0
9,23,759,759,1,1,1,1.067818252907726,1.067818252907726,0.0,0.16148494440072578,0.16148494440072578,0.0,0.0,0.0,0.0,0
9,24,874,874,1,1,1,0.5118242134361899,0.5118242134361899,0.0,0.18991813397962223,0.18991813397962223,0.0,0.0,0.0,0.0,0
9,25,720,720,1,1,1,0.680211825082046,0.680211825082046,0.0,0.129373954170728,0.129373954170728,0.5,0.5,0.5,0.5,0
9,26,314,314,1,1,1,0.57788559434214,0.57788559434214,0.0,0.14543215970993725,0.14543215970993725,-0.5,-0.5,-0.5,-0.5,0
9,27,602,602,1,1,1,0.7957680910650569,0.7957680910650569,0.0,0.07772905176307358,0.07772905176307358,-0.5,-0.5,0.5,0.5,0
9,28,7,7,1,1,1,0.4416215470924806,0.4416215470924806,0.0,0.1344571067938885,0.1344571067938885,0.0,0.0,0.0,0.0,0
9,29,610,610,1,1,1,0.4551657794379024,0.4551657794379024,0.0,0.23051307799647525,0.23051307799647525,0.0,0.0,0.0,0.0,0
9,30,794,794,1,1,1,0.5183337375453374,0.5183337375453374,0.0,0.05735282016274474,0.05735282016274474,-0.5,-0.5,-0.5,-0.5,0
9,31,905,905,1,1,1,0.6744710187981755,0.6744710187981755,0.0,0.11043484094461967,0.11043484094461967,0.0,0.0,-0.5,-0.5,0
9,32,741,984,0,12,0,0.2453067127875267,0.4455989612790601,-2.5923473701421162,0.15311285057927654,0.12146037240026204,0.0,0.5,0.5,-0.5,0
9,33,580,747,0,4,1,0.3292410315194052,0.37392011067486686,-0.5526486992021338,0.2852505767022856,0.11505876489984694,0.0,0.0,-0.5,0.5,0
9,34,89,89,1,1,1,0.3958318196850898,0.3958318196850898,0.0,0.06403978938104245,0.06403978938104245,-0.5,-0.5,0.5,0.5,0
10,0,803,803,1,1,1,0.6203055900057247,0.6203055900057247,0.0,0.07354054992815942,0.07354054992815942,0.5,0.5,0.5,0.5,0
10,1,826,826,1,1,1,0.5030441781459211,0.5030441781459211,0.0,0.04728201488051703,0.04728201488051703,0.0,0.0,0.5,0.5,0
10,2,922,922,1,1,1,0.6957490643125858,0.6957490643125858,0.0,0.0746873109217734,0.0746873109217734,0.0,0.0,0.0,0.0,0
10,3,691,451,0,2,1,0.4129442261345799,0.4496788918039943,-0.37011103901115444,0.10314552966006447,0.12032117249766594,0.5,0.5,-0.5,-0.5,0
10,4,107,107,1,1,1,0.5558854346439418,0.5558854346439418,0.0,0.1004903205270487,0.1004903205270487,0.0,0.0,0.0,0.0,0
10,5,468,468,1,1,1,0.3667011019215633,0.3667011019215633,0.0,0.12668190620777936,0.12668190620777936,0.0,0.0,0.0,0.0,0
10,6,89,89,1,1,1,0.5932496818349895,0.5932496818349895,0.0,0.08412236047208234,0.08412236047208234,-0.5,-0.5,-0.5,-0.5,0
10,7,713,713,1,1,1,0.42736110206035,0.42736110206035,0.0,0.06983977436635772,0.06983977436635772,-0.5,-0.5,0.5,0.5,0
10,8,865,981,0,2,1,0.2874584122159193,0.30336452756380944,-0.23389774922767287,0.09789005822183923,0.10104632006495287,0.5,0.0,0.5,0.5,0
10,9,492,896,0,2,1,0.4277404064087528,0.3709899475821219,0.6181813568854019,0.19750808302189132,0.06613410627038081,0.0,0.5,0.0,0.5,1
10,10,765,765,1,1,1,0.5891689046394817,0.5891689046394817,0.0,0.11046093709609142,0.11046093709609142,0.5,0.5,0.5,0.5,0
10,11,1023,1023,1,1,1,0.48706967705455945,0.48706967705455945,0.0,0.05930371934539349,0.05930371934539349,-0.5,-0.5,0.5,0.5,0
10,12,597,600,0,4,1,0.3383494852253211,0.42320723220353146,-0.9718756069266038,0.14888917500665685,0.19524651877774482,0.0,0.0,0.5,0.0,0
10,13,562,562,1,1,1,0.45562612874430547,0.45562612874430547,0.0,0.05884152293412458,0.05884152293412458,-0.5,-0.5,0.5,0.5,0
10,14,478,478,1,1,1,0.6998460710199182,0.6998460710199182,0.0,0.060697530837080606,0.060697530837080606,0.5,0.5,-0.5,-0.5,0
10,15,267,267,1,1,1,0.40321089982486863,0.40321089982486863,0.0,0.06078258522986196,0.06078258522986196,0.5,0.5,-0.5,-0.5,0
10,16,917,917,1,1,1,0.3386164821923469,0.3386164821923469,0.0,0.1258596456186499,0.1258596456186499,0.5,0.5,0.5,0.5,0
10,17,656,656,1,1,1,1.3866513310442594,1.3866513310442594,0.0,0.13498139474585272,0.13498139474585272,0.0,0.0,0.5,0.5,0
10,18,889,889,1,1,1,0.6259892070665724,0.6259892070665724,0.0,0.07123084394713827,0.07123084394713827,-0.5,-0.5,-0.5,-0.5,0
10,19,510,510,1,1,1,0.27923959911298263,0.27923959911298263,0.0,0.10148810001819233,0.10148810001819233,-0.5,-0.5,0.5,0.5,0
10,20,860,860,1,1,1,0.5250174512566061,0.5250174512566061,0.0,0.03752753500465998,0.03752753500465998,-0.5,-0.5,0.5,0.5,0
10,21,553,553,1,1,1,0.6347675782662096,0.6347675782662096,0.0,0.0673426202153262,0.0673426202153262,-0.5,-0.5,-0.5,-0.5,0
10,22,629,629,1,1,1,0.7682671956345423,0.7682671956345423,0.0,0.0873564848548079,0.0873564848548079,0.5,0.5,-0.5,-0.5,0
10,23,759,460,0,2,1,0.34823149339609255,0.4332112063983706,-0.9483163719226655,0.11077348796051023,0.05781977689198125,0.5,0.5,-0.5,0.5,0
10,24,874,874,1,1,1,0.6755227912897207,0.6755227912897207,0.0,0.054442132579746616,0.054442132579746616,0.5,0.5,-0.5,-0.5,0
10,25,720,720,1,1,1,0.6687502680037943,0.6687502680037943,0.0,0.10670282054541302,0.10670282054541302,0.0,0.0,0.0,0.0,0
10,26,314,314,1,1,1,0.5531712490433272,0.5531712490433272,0.0,0.1720178810729566,0.1720178810729566,0.0,0.0,0.0,0.0,0
10,27,602,602,1,1,1,0.707781518757433,0.707781518757433,0.0,0.08515716413166524,0.08515716413166524,0.5,0.5,-0.5,-0.5,0
10,28,7,7,1,1,1,0.6081558641822158,0.6081558641822158,0.0,0.20901515052167322,0.20901515052167322,0.0,0.0,0.0,0.0,0
10,29,610,610,1,1,1,0.8049443790907657,0.8049443790907657,0.0,0.09873299996022525,0.09873299996022525,0.5,0.5,0.5,0.5,0
10,30,826,826,1,1,1,0.694698067894314,0.694698067894314,0.0,0.13627627303946988,0.13627627303946988,0.0,0.0,0.0,0.0,0
10,31,904,904,1,1,1,0.6490854960479887,0.6490854960479887,0.0,0.10667028360785752,0.10667028360785752,-0.5,-0.5,0.5,0.5,0
10,32,760,760,1,1,1,0.5515569234588811,0.5515569234588811,0.0,0.07013658874291533,0.07013658874291533,0.0,0.0,0.0,0.0,0
10,33,577,577,1,1,1,0.5947461374866693,0.5947461374866693,0.0,0.06767730830342132,0.06767730830342132,-0.5,-0.5,-0.5,-0.5,0
10,34,930,930,1,1,1,0.41982492375106967,0.41982492375106967,0.0,0.055498010652881034,0.055498010652881034,-0.5,-0.5,0.5,0.5,0
11,0,222,222,1,1,1,0.5334766035152342,0.5334766035152342,0.0,0.049648895933111885,0.049648895933111885,-0.5,-0.5,-0.5,-0.5,0
11,1,711,711,1,1,1,0.7415603629112809,0.7415603629112809,0.0,0.052874220835621155,0.052874220835621155,0.5,0.5,-0.5,-0.5,0
11,2,871,871,1,1,1,0.8700718978296835,0.8700718978296835,0.0,0.20026634402976304,0.20026634402976304,0.0,0.0,0.0,0.0,0
11,3,691,691,1,1,1,0.4947587438969149,0.4947587438969149,0.0,0.0714342069501906,0.0714342069501906,-0.5,-0.5,0.5,0.5,0
11,4,86,86,1,1,1,0.9867320238175081,0.9867320238175081,0.0,0.05336817546766176,0.05336817546766176,0.5,0.5,0.5,0.5,0
11,5,468,468,1,1,1,0.40478485546414755,0.40478485546414755,0.0,0.045097686634579505,0.045097686634579505,0.5,0.5,0.5,0.5,0
11,6,89,89,1,1,1,0.6632771588967756,0.6632771588967756,0.0,0.05967812641109469,0.05967812641109469,0.0,0.0,-0.5,-0.5,0
11,7,713,713,1,1,1,0.7180662810519717,0.7180662810519717,0.0,0.17000496862009976,0.17000496862009976,0.0,0.0,0.0,0.0,0
11,8,865,865,1,1,1,0.6000457864778925,0.6000457864778925,0.0,0.09675180588471155,0.09675180588471155,-0.5,-0.5,-0.5,-0.5,0
11,9,492,492,1,1,1,0.6306517000360011,0.6306517000360011,0.0,0.08609282462527493,0.08609282462527493,0.0,0.0,0.0,0.0,0
11,10,765,765,1,1,1,0.4886135526131767,0.4886135526131767,0.0,0.10877678451588449,0.10877678451588449,-0.5,-0.5,0.5,0.5,0
11,11,1023,1023,1,1,1,0.6777889744389403,0.6777889744389403,0.0,0.09369150894322038,0.09369150894322038,0.5,0.5,-0.5,-0.5,0
11,12,597,597,1,1,1,0.46869549136092864,0.46869549136092864,0.0,0.08473663512931406,0.08473663512931406,0.0,0.0,0.0,0.0,0
11,13,562,562,1,1,1,0.9970289988046005,0.9970289988046005,0.0,0.060020942230141996,0.060020942230141996,0.5,0.5,0.5,0.5,0
11,14,478,478,1,1,1,0.6857740906746961,0.6857740906746961,0.0,0.0899088486731729,0.0899088486731729,0.0,0.0,-0.5,-0.5,0
11,15,267,267,1,1,1,0.6442349684910825,0.6442349684910825,0.0,0.05925664692483609,0.05925664692483609,-0.5,-0.5,-0.5,-0.5,0
11,16,917,917,1,1,1,0.9317646465024852,0.9317646465024852,0.0,0.0788314344282114,0.0788314344282114,0.5,0.5,0.5,0.5,0
11,17,656,656,1,1,1,0.5919983906704595,0.5919983906704595,0.0,0.11758141459806207,0.11758141459806207,0.0,0.0,0.0,0.0,0
11,18,889,889,1,1,1,0.7895917054786127,0.7895917054786127,0.0,0.10166754840695556,0.10166754840695556,0.5,0.5,-0.5,-0.5,0
11,19,510,510,1,1,1,1.0999389268422768,1.0999389268422768,0.0,0.12917637708405394,0.12917637708405394,0.0,0.0,0.0,0.0,0
11,20,860,47,0,2,1,0.47169317187412546,0.4677406899118461,0.03654437644545215,0.10421227777669882,0.07866292457683813,0.0,-0.5,0.0,-0.5,1
11,21,553,553,1,1,1,1.3732943452679602,1.3732943452679602,0.0,0.09218722778979802,0.09218722778979802,0.0,0.0,0.0,0.0,0
11,22,629,629,1,1,1,0.9531361800158429,0.9531361800158429,0.0,0.10158076215811113,0.10158076215811113,0.0,0.0,0.0,0.0,0
11,23,759,759,1,1,1,0.5878516850867112,0.5878516850867112,0.0,0.06419495710358455,0.06419495710358455,-0.5,-0.5,0.5,0.5,0
11,24,874,874,1,1,1,0.9644023917367662,0.9644023917367662,0.0,0.10649409955629448,0.10649409955629448,0.5,0.5,-0.5,-0.5,0
11,25,720,720,1,1,1,0.5854155224327295,0.5854155224327295,0.0,0.1166631576904872,0.1166631576904872,0.0,0.0,0.0,0.0,0
11,26,314,314,1,1,1,0.5089347593491008,0.5089347593491008,0.0,0.12597237877739115,0.12597237877739115,0.0,0.0,0.0,0.0,0
11,27,602,602,1,1,1,0.45917164103049396,0.45917164103049396,0.0,0.06945268646651613,0.06945268646651613,0.5,0.5,-0.5,-0.5,0
11,28,7,7,1,1,1,0.5646180453116809,0.5646180453116809,0.0,0.060210841491205785,0.060210841491205785,-0.5,-0.5,-0.5,-0.5,0
11,29,610,610,1,1,1,1.5515760008941397,1.5515760008941397,0.0,0.0930095362721716,0.0930095362721716,0.0,0.0,0.0,0.0,0
11,30,823,823,1,1,1,0.843441547473084,0.843441547473084,0.0,0.08363877574619935,0.08363877574619935,0.0,0.0,0.0,0.0,0
11,31,905,905,1,1,1,0.4484579105841244,0.4484579105841244,0.0,0.07737625878037838,0.07737625878037838,-0.5,-0.5,0.5,0.5,0
11,32,748,748,1,1,1,0.7242325980365223,0.7242325980365223,0.0,0.07502278360138141,0.07502278360138141,0.0,0.0,0.0,0.0,0
11,33,586,586,1,1,1,0.6385041431665369,0.6385041431665369,0.0,0.12393087049604497,0.12393087049604497,0.0,0.0,0.0,0.0,0
11,34,93,93,1,1,1,0.43477964159983945,0.43477964159983945,0.0,0.07015264400683316,0.07015264400683316,0.0,0.0,-0.5,-0.5,0
12,0,803,803,1,1,1,0.639696332770812,0.639696332770812,0.0,0.07084854997564469,0.07084854997564469,0.0,0.0,-0.5,-0.5,0
12,1,711,711,1,1,1,0.5220402417055127,0.5220402417055127,0.0,0.04423697245114077,0.04423697245114077,0.0,0.0,0.0,0.0,0
12,2,871,871,1,1,1,0.6470641804806603,0.6470641804806603,0.0,0.05714927198234413,0.05714927198234413,-0.5,-0.5,0.5,0.5,0
12,3,691,691,1,1,1,0.9592920454410259,0.9592920454410259,0.0,0.08350203262047903,0.08350203262047903,-0.5,-0.5,-0.5,-0.5,0
12,4,107,107,1,1,1,0.7133153025310142,0.7133153025310142,0.0,0.09874402854240101,0.09874402854240101,0.5,0.5,-0.5,-0.5,0
12,5,468,468,1,1,1,0.5410375218938009,0.5410375218938009,0.0,0.08337265220290281,0.08337265220290281,-0.5,-0.5,0.5,0.5,0
12,6,89,739,0,2,1,0.3907103190225795,0.5049303631839558,-1.1137660559128162,0.18423261135582134,0.29303043692426783,0.0,0.0,0.0,0.0,0
12,7,713,713,1,1,1,0.5189791244179047,0.5189791244179047,0.0,0.07790294071874136,0.07790294071874136,-0.5,-0.5,0.5,0.5,0
12,8,865,865,1,1,1,0.7392230855140499,0.7392230855140499,0.0,0.065161653782308,0.065161653782308,-0.5,-0.5,-0.5,-0.5,0
12,9,492,492,1,1,1,0.7534202189048069,0.7534202189048069,0.0,0.07262465065131193,0.07262465065131193,0.5,0.5,0.5,0.5,0
12,10,765,765,1,1,1,0.7303107492944668,0.7303107492944668,0.0,0.07561464115530446,0.07561464115530446,-0.5,-0.5,-0.5,-0.5,0
12,11,1023,1023,1,1,1,1.1978678643679577,1.1978678643679577,0.0,0.14655438271472956,0.14655438271472956,0.0,0.0,0.0,0.0,0
12,12,597,597,1,1,1,0.6400591952378684,0.6400591952378684,0.0,0.1378899816993049,0.1378899816993049,-0.5,-0.5,0.5,0.5,0
12,13,562,562,1,1,1,0.653566785304158,0.653566785304158,0.0,0.06426139667393324,0.06426139667393324,-0.5,-0.5,0.5,0.5,0
12,14,478,478,1,1,1,0.6251665283124599,0.6251665283124599,0.0,0.06340967495786622,0.06340967495786622,-0.5,-0.5,-0.5,-0.5,0
12,15,267,267,1,1,1,0.9276295289552134,0.9276295289552134,0.0,0.08592690879133431,0.08592690879133431,-0.5,-0.5,-0.5,-0.5,0
12,16,917,917,1,1,1,0.5551627137433695,0.5551627137433695,0.0,0.06998586034928216,0.06998586034928216,0.0,0.0,0.0,0.0,0
12,17,656,656,1,1,1,0.8260057330416359,0.8260057330416359,0.0,0.06187798313715428,0.06187798313715428,-0.5,-0.5,-0.5,-0.5,0
12,18,889,889,1,1,1,0.6469787919879384,0.6469787919879384,0.0,0.05780585094397213,0.05780585094397213,0.5,0.5,0.5,0.5,0
12,19,510,510,1,1,1,0.479520365938613,0.479520365938613,0.0,0.06211633234912708,0.06211633234912708,0.5,0.5,0.5,0.5,0
12,20,860,860,1,1,1,0.5493618559894096,0.5493618559894096,0.0,0.08813962689930785,0.08813962689930785,0.5,0.5,0.5,0.5,0
12,21,553,553,1,1,1,0.7548029866446468,0.7548029866446468,0.0,0.07966933035833107,0.07966933035833107,0.0,0.0,0.0,0.0,0
12,22,629,629,1,1,1,0.3434847288107128,0.3434847288107128,0.0,0.03909855907668361,0.03909855907668361,0.0,0.0,-0.5,-0.5,0
12,23,759,759,1,1,1,0.8265676594013504,0.8265676594013504,0.0,0.11706204894259396,0.11706204894259396,0.5,0.5,-0.5,-0.5,0
12,24,874,598,0,2,1,0.4300994294047657,0.43577129696284306,-0.05689754694972931,0.06386908678840986,0.06735922333352831,0.5,-0.5,-0.5,0.5,0
12,25,720,720,1,1,1,0.8729749367426601,0.8729749367426601,0.0,0.08460447756450673,0.08460447756450673,0.5,0.5,0.5,0.5,0
12,26,314,314,1,1,1,0.5726169050893012,0.5726169050893012,0.0,0.08879812872312065,0.08879812872312065,-0.5,-0.5,-0.5,-0.5,0
12,27,602,602,1,1,1,1.350332639153356,1.350332639153356,0.0,0.0737623197610235,0.0737623197610235,-0.5,-0.5,-0.5,-0.5,0
12,28,7,7,1,1,1,0.5484359411474596,0.5484359411474596,0.0,0.05001140574687084,0.05001140574687084,0.5,0.5,0.5,0.5,0
12,29,610,610,1,1,1,0.9029324679282215,0.9029324679282215,0.0,0.059937157856749364,0.059937157856749364,0.5,0.5,0.5,0.5,0
12,30,791,791,1,1,1,0.6230816925192185,0.6230816925192185,0.0,0.06886610146506272,0.06886610146506272,-0.5,-0.5,0.5,0.5,0
12,31,904,904,1,1,1,0.8135853395374282,0.8135853395374282,0.0,0.11701732870064571,0.11701732870064571,0.5,0.5,-0.5,-0.5,0
12,32,761,761,1,1,1,0.7510808629640537,0.7510808629640537,0.0,0.09771537337410038,0.09771537337410038,0.0,0.0,0.0,0.0,0
12,33,587,587,1,1,1,0.8598717746050657,0.8598717746050657,0.0,0.05616938265261429,0.05616938265261429,-0.5,-0.5,0.5,0.5,0
12,34,934,934,1,1,1,0.74433674328164,0.74433674328164,0.0,0.10774418226956238,0.10774418226956238,0.0,0.0,0.0,0.0,0
13,0,222,222,1,1,1,0.6135075890790523,0.6135075890790523,0.0,0.06304667508706566,0.06304667508706566,-0.5,-0.5,-0.5,-0.5,0
13,1,826,826,1,1,1,0.4393124423409811,0.4393124423409811,0.0,0.03602142497054982,0.03602142497054982,0.5,0.5,0.5,0.5,0
13,2,871,871,1,1,1,0.8184536278789528,0.8184536278789528,0.0,0.05920228806857694,0.05920228806857694,0.5,0.5,-0.5,-0.5,0
13,3,691,691,1,1,1,0.5977663507869438,0.5977663507869438,0.0,0.11695865018381235,0.11695865018381235,-0.5,-0.5,-0.5,-0.5,0
13,4,107,107,1,1,1,0.5666501608963174,0.5666501608963174,0.0,0.043034670667176714,0.043034670667176714,-0.5,-0.5,-0.5,-0.5,0
13,5,468,468,1,1,1,0.40626220529242163,0.40626220529242163,0.0,0.054120038286277365,0.054120038286277365,-0.5,-0.5,0.5,0.5,0
13,6,89,89,1,1,1,0.5110622221471018,0.5110622221471018,0.0,0.07865551888906358,0.07865551888906358,-0.5,-0.5,0.5,0.5,0
13,7,713,713,1,1,1,0.42114240085576093,0.42114240085576093,0.0,0.06012264369640499,0.06012264369640499,0.5,0.5,-0.5,-0.5,0
13,8,865,865,1,1,1,0.551777183266036,0.551777183266036,0.0,0.08783411311737724,0.08783411311737724,-0.5,-0.5,0.5,0.5,0
13,9,492,492,1,1,1,0.5096549400899274,0.5096549400899274,0.0,0.11074814638911125,0.11074814638911125,0.5,0.5,-0.5,-0.5,0
13,10,765,765,1,1,1,0.5130702245093434,0.5130702245093434,0.0,0.09141201622855533,0.09141201622855533,-0.5,-0.5,0.5,0.5,0
13,11,1023,1023,1,1,1,0.9667649146226097,0.9667649146226097,0.0,0.11517292966775576,0.11517292966775576,-0.5,-0.5,0.5,0.5,0
13,12,597,597,1,1,1,0.5602804624061937,0.5602804624061937,0.0,0.07902420879048344,0.07902420879048344,0.0,0.0,0.0,0.0,0
13,13,562,562,1,1,1,0.919817411936607,0.919817411936607,0.0,0.16186569317844715,0.16186569317844715,0.0,0.0,0.0,0.0,0
13,14,478,478,1,1,1,0.4076747900881677,0.4076747900881677,0.0,0.08256451830728358,0.08256451830728358,-0.5,-0.5,-0.5,-0.5,0
13,15,267,267,1,1,1,0.6641431942165522,0.6641431942165522,0.0,0.08012496416395648,0.08012496416395648,0.0,0.0,0.0,0.0,0
13,16,917,917,1,1,1,0.5867307864374084,0.5867307864374084,0.0,0.05887612454516004,0.05887612454516004,0.5,0.5,0.5,0.5,0
13,17,656,656,1,1,1,0.874277792243438,0.874277792243438,0.0,0.10038814467398838,0.10038814467398838,0.0,0.0,-0.5,-0.5,0
13,18,889,889,1,1,1,1.0839304136515915,1.0839304136515915,0.0,0.08637563997511519,0.08637563997511519,0.5,0.5,0.5,0.5,0
13,19,510,510,1,1,1,0.7180753453738443,0.7180753453738443,0.0,0.1210480390911522,0.1210480390911522,0.0,0.0,0.0,0.0,0
13,20,860,763,0,2,1,0.31983198455113665,0.36740016398363473,-0.6021745294376726,0.07960132795649436,0.15581531101052776,-0.5,-0.5,-0.5,-0.5,0
13,21,553,553,1,1,1,0.5006095869992827,0.5006095869992827,0.0,0.05980580502796653,0.05980580502796653,0.5,0.5,-0.5,-0.5,0
13,22,629,629,1,1,1,0.7746370078127892,0.7746370078127892,0.0,0.06600829965202752,0.06600829965202752,-0.5,-0.5,0.5,0.5,0
13,23,759,759,1,1,1,0.768669466330292,0.768669466330292,0.0,0.0665168185459383,0.0665168185459383,0.0,0.0,0.0,0.0,0
